[('Local', 'JJ')] 
[('<', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('distribution', 'NN')] 
[('bone', 'NN')] 
[('varied', 'NNS')] 
[('along', 'IN')] 
[('length', 'NN')] 
[('implant', 'NN')] 
[('two', 'CD')] 
[('basic', 'JJ')] 
[('patterns', 'NNS')] 
[('', 'NN')] 
[('In', 'IN')] 
[('control', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('BV/TV', 'NN')] 
[('', 'NN')] 
[('measured', 'VBN')] 
[('sections', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('highest', 'JJS')] 
[('proximally', 'RB')] 
[('followed', 'VBD')] 
[('drop', 'NN')] 
[('sections', 'NNS')] 
[('through', 'IN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('top', 'NN')] 
[('panel', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('similar', 'JJ')] 
[('pattern', 'NN')] 
[('observed', 'VBN')] 
[('BV/TV', 'NN')] 
[('growth', 'NN')] 
[('factortreated', 'VBN')] 
[('groupsexcept', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('showed', 'VBD')] 
[('uniform', 'NN')] 
[('distribution', 'NN')] 
[('BV/TV', 'NN')] 
[('sections', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('bottom', 'NN')] 
[('panel', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('This', 'DT')] 
[('observation', 'NN')] 
[('confirmed', 'VBN')] 
[('therepeated', 'VBN')] 
[('measures', 'NNS')] 
[('analyses', 'NNS')] 
[('variance', 'NN')] 
[('showed', 'VBD')] 
[('significant', 'JJ')] 
[('section', 'NN')] 
[('location', 'NN')] 
[('effects', 'NNS')] 
[('BV/TV', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('groups', 'NNS')] 
[('', 'NN')] 
[('P', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('P=', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Boneimplant', 'NN')] 
[('contact', 'NN')] 
[('', 'NN')] 
[('measured', 'VBN')] 
[('', 'NN')] 
[('sections', 'NNS')] 
[('examined', 'VBN')] 
[('byACT', 'NN')] 
[('', 'NN')] 
[('highest', 'JJS')] 
[('proximally', 'RB')] 
[('', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('distally', 'RB')] 
[('', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('control', 'NN')] 
[('group', 'NN')] 
[('less', 'RBR')] 
[('contact', 'NN')] 
[('towardthe', 'NN')] 
[('middle', 'NN')] 
[('implant', 'NN')] 
[('', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('top', 'NN')] 
[('panel', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('distribution', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('similar', 'JJ')] 
[('treatment', 'NN')] 
[('groups', 'NNS')] 
[('except', 'IN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('treatment', 'NN')] 
[('group', 'NN')] 
[('uniform', 'NN')] 
[('distribution', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('bottom', 'NN')] 
[('panel', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Statistically', 'RB')] 
[('', 'NN')] 
[('significant', 'JJ')] 
[('withinsubjects', 'NNS')] 
[('section', 'NN')] 
[('effect', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('forthe', 'NN')] 
[('Ag', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('groups', 'NNS')] 
[('', 'NN')] 
[('P', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('P=', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('mechanical', 'JJ')] 
[('pullout', 'NN')] 
[('results', 'NNS')] 
[('showed', 'VBD')] 
[('nonsignificant', 'NN')] 
[('dosedependent', 'NN')] 
[('trend', 'NN')] 
[('elevated', 'VBN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('P=', 'NN')] 
[('', 'NN')] 
[('analysis', 'NN')] 
[('variance', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('One', 'CD')] 
[('values', 'NNS')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('low', 'JJ')] 
[('compared', 'VBN')] 
[('cases', 'NNS')] 
[('group', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('MPa', 'NN')] 
[('vs', 'NN')] 
[('range', 'NN')] 
[('', 'NN')] 
[('theother', 'NN')] 
[('cases', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('If', 'IN')] 
[('case', 'NN')] 
[('eliminated', 'VBN')] 
[('outlier', 'NN')] 
[('', 'NN')] 
[('thenthis', 'NN')] 
[('group', 'NN')] 
[('highest', 'JJS')] 
[('implant', 'NN')] 
[('strength', 'NN')] 
[('fixation', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('T', 'NN')] 
[('vs', 'NN')] 
[('', 'NN')] 
[('T', 'NN')] 
[('MPa', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('T', 'NN')] 
[('MPa', 'NN')] 
[('control', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('although', 'IN')] 
[('statisti', 'NN')] 
[('cally', 'RB')] 
[('still', 'RB')] 
[('significant', 'JJ')] 
[('dose', 'NN')] 
[('effect', 'NN')] 
[('', 'NN')] 
[('P=', 'NN')] 
[('', 'NN')] 
[('analysis', 'NN')] 
[('variance', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('baseline', 'NN')] 
[('strength', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('MPa', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('bonesimplanted', 'VBN')] 
[('ex', 'NN')] 
[('vivo', 'NN')] 
[('less', 'RBR')] 
[('', 'NN')] 
[('MPa', 'NN')] 
[('theother', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('Implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('dependent', 'NN')] 
[('upon', 'IN')] 
[('BV/TV', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('multiple', 'NN')] 
[('regression', 'NN')] 
[('modelin', 'NN')] 
[('BV/TV', 'NN')] 
[('four', 'CD')] 
[('sections', 'NNS')] 
[('measured', 'VBN')] 
[('andboneimplant', 'NN')] 
[('contact', 'NN')] 
[('', 'NN')] 
[('sections', 'NNS')] 
[('measured', 'VBN')] 
[('allowed', 'VBN')] 
[('enter', 'NN')] 
[('equation', 'NN')] 
[('', 'NN')] 
[('model', 'NN')] 
[('involving', 'VBG')] 
[('bone', 'NN')] 
[('implant', 'NN')] 
[('contact', 'NN')] 
[('sections', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('BV/TV', 'NN')] 
[('section', 'NN')] 
[('was', 'VBD')] 
[('found', 'NN')] 
[('account', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('variance', 'NN')] 
[('implantfixation', 'NN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Table', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('strongest', 'JJS')] 
[('bivariate', 'NN')] 
[('correlation', 'NN')] 
[('strength', 'NN')] 
[('boneimplantcontact', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('r=', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('P=', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('implying', 'VBG')] 
[('variable', 'JJ')] 
[('alone', 'RB')] 
[('accounted', 'VBD')] 
[('nearly', 'RB')] 
[('', 'NN')] 
[('%', 'NN')] 
[('variancein', 'NN')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('Discussion', 'NN')] 
[('The', 'DT')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('demonstrated', 'VBN')] 
[('treatment', 'NN')] 
[('implant', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('TGF', 'NN')] 
[('h', 'NN')] 
[('resulted', 'VBD')] 
[('enhanced', 'VBN')] 
[('peri', 'NN')] 
[('implant', 'NN')] 
[('bone', 'NN')] 
[('volume', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('ratmodel', 'NN')] 
[('', 'NN')] 
[('Lower', 'JJR')] 
[('doses', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('', 'NN')] 
[('effective', 'JJ')] 
[('', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('volume', 'NN')] 
[('per', 'IN')] 
[('tissue', 'NN')] 
[('volume', 'NN')] 
[('', 'NN')] 
[('BV/TV', 'NN')] 
[('', 'NN')] 
[('region', 'NN')] 
[('implant', 'NN')] 
[('endocortical', 'JJ')] 
[('surface', 'NN')] 
[('increased', 'VBN')] 
[('function', 'NN')] 
[('dose', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('oneway', 'RB')] 
[('ANOV', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('group', 'NN')] 
[('different', 'JJ')] 
[('group', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('Boneimplant', 'NN')] 
[('contact', 'NN')] 
[('increased', 'VBN')] 
[('function', 'NN')] 
[('dose', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('oneway', 'RB')] 
[('ANOV', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('group', 'NN')] 
[('different', 'JJ')] 
[('group', 'NN')] 
[('', 'NN')] 
[('P', 'NN')] 
[('<', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('Strength', 'NN')] 
[('fixation', 'NN')] 
[('implant', 'NN')] 
[('tended', 'VBD')] 
[('increase', 'NN')] 
[('dose', 'NN')] 
[('', 'NN')] 
[('effect', 'NN')] 
[('statistically', 'RB')] 
[('significant', 'JJ')] 
[('', 'NN')] 
[('Note', 'NN')] 
[('', 'NN')] 
[('three', 'CD')] 
[('graphs', 'NN')] 
[('', 'NN')] 
[('means', 'NNS')] 
[('standard', 'NN')] 
[('deviations', 'NNS')] 
[('plottedA', 'NN')] 
[('', 'NN')] 
[('De', 'NNP')] 
[('Ranieri', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('/', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('There', 'EX')] 
[('trend', 'NN')] 
[('toward', 'IN')] 
[('increased', 'VBN')] 
[('mechanical', 'JJ')] 
[('fixation', 'NN')] 
[('implant', 'NN')] 
[('', 'NN')] 
[('slight', 'NN')] 
[('dose', 'NN')] 
[('dependency', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('morphologic', 'NN')] 
[('findings', 'NNS')] 
[('consistent', 'NN')] 
[('previous', 'JJ')] 
[('work', 'NN')] 
[('canine', 'NN')] 
[('models', 'NNS')] 
[('either', 'DT')] 
[('TGF', 'NN')] 
[('h', 'NN')] 
[('TGF', 'NN')] 
[('h', 'NN')] 
[('applied', 'VBN')] 
[('implant', 'NN')] 
[('led', 'VBN')] 
[('increased', 'VBN')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('Experiments', 'NNS')] 
[('enhancement', 'NN')] 
[('peri', 'NN')] 
[('implant', 'NN')] 
[('bone', 'NN')] 
[('formation', 'NN')] 
[('', 'NN')] 
[('intramembranous', 'JJ')] 
[('repair', 'NN')] 
[('', 'NN')] 
[('withTGFhin', 'NN')] 
[('species', 'NNS')] 
[('common', 'JJ')] 
[('', 'NN')] 
[('negative', 'JJ')] 
[('findings', 'NNS')] 
[('reported', 'VBD')] 
[('sheep', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('rats', 'NNS')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('Positive', 'JJ')] 
[('results', 'NNS')] 
[('fracture', 'NN')] 
[('healing', 'VBG')] 
[('', 'NN')] 
[('endochondral', 'JJ')] 
[('repair', 'NN')] 
[('', 'NN')] 
[('following', 'VBG')] 
[('release', 'NN')] 
[('Fig', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Distribution', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('bone', 'NN')] 
[('volume/total', 'NN')] 
[('volume', 'NN')] 
[('', 'NN')] 
[('BV/TV', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('function', 'NN')] 
[('section', 'NN')] 
[('location', 'NN')] 
[('experimental', 'NN')] 
[('dos', 'NN')] 
[('e', 'NN')] 
[('Note', 'NN')] 
[('', 'NN')] 
[('graphs', 'NN')] 
[('', 'NN')] 
[('means', 'NNS')] 
[('standard', 'NN')] 
[('deviations', 'NNS')] 
[('plottedA', 'NN')] 
[('', 'NN')] 
[('De', 'NNP')] 
[('Ranieri', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('/', 'NN')] 
[('Bone', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('TGF', 'NN')] 
[('hfrom', 'NN')] 
[('medullary', 'NN')] 
[('implant', 'NN')] 
[('reported', 'VBD')] 
[('rats', 'NNS')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('dose', 'NN')] 
[('range', 'NN')] 
[('used', 'VBN')] 
[('sheep', 'NN')] 
[('study', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('overlapped', 'VBD')] 
[('effective', 'JJ')] 
[('doses', 'NNS')] 
[('used', 'VBN')] 
[('canine', 'NN')] 
[('studiesso', 'NN')] 
[('clear', 'JJ')] 
[('benefit', 'NN')] 
[('found', 'NN')] 
[('sheepstudy', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('maximum', 'NN')] 
[('dose', 'NN')] 
[('used', 'VBN')] 
[('rat', 'NN')] 
[('study', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('Ag', 'NN')] 
[('', 'NN')] 
[('consideration', 'NN')] 
[('findings', 'NNS')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('', 'NN')] 
[('may', 'MD')] 
[('simply', 'RB')] 
[('low', 'JJ')] 
[('elicit', 'NN')] 
[('morphologic', 'NN')] 
[('mechanical', 'JJ')] 
[('effect', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('limitation', 'NN')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('used', 'VBN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('magnitude', 'NN')] 
[('anabolic', 'NN')] 
[('effect', 'NN')] 
[('appears', 'VBZ')] 
[('lowerthan', 'NN')] 
[('found', 'NN')] 
[('canines', 'NNS')] 
[('mechanical', 'JJ')] 
[('endpoint', 'NN')] 
[('ofimplant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('theimplant', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('nonsignificant', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('higher', 'JJR')] 
[('control', 'NN')] 
[('group', 'NN')] 
[('present', 'NN')] 
[('experiment', 'NN')] 
[('', 'NN')] 
[('Incontrast', 'NN')] 
[('', 'NN')] 
[('canine', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('increased', 'VBN')] 
[('much', 'JJ')] 
[('fold', 'NN')] 
[('following', 'VBG')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('treatment', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('consistent', 'NN')] 
[('', 'NN')] 
[('fold', 'NN')] 
[('increases', 'NNS')] 
[('BV/', 'NN')] 
[('TV', 'NN')] 
[('within', 'IN')] 
[('gap', 'NN')] 
[('canine', 'NN')] 
[('models', 'NNS')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('Interestingly', 'RB')] 
[('', 'NN')] 
[('BV/TV', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('fold', 'NN')] 
[('greater', 'JJR')] 
[('control', 'NN')] 
[('', 'NN')] 
[('value', 'NN')] 
[('consistent', 'NN')] 
[('withfindings', 'NNS')] 
[('gap', 'NN')] 
[('region', 'NN')] 
[('canine', 'NN')] 
[('models', 'NNS')] 
[('', 'NN')] 
[('We', 'PRP')] 
[('propose', 'NN')] 
[('differences', 'NNS')] 
[('boneimplant', 'NN')] 
[('geometry', 'NN')] 
[('rat', 'NN')] 
[('canine', 'NN')] 
[('models', 'NNS')] 
[('may', 'MD')] 
[('account', 'NN')] 
[('different', 'JJ')] 
[('mechanical', 'JJ')] 
[('responses', 'NNS')] 
[('two', 'CD')] 
[('species', 'NNS')] 
[('', 'NN')] 
[('In', 'IN')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('likely', 'JJ')] 
[('degree', 'NN')] 
[('mechanical', 'JJ')] 
[('fixation', 'NN')] 
[('occursproximally', 'RB')] 
[('distally', 'RB')] 
[('regardless', 'RB')] 
[('treatment', 'NN')] 
[('ofthe', 'NN')] 
[('proximity', 'NN')] 
[('implant', 'NN')] 
[('host', 'NN')] 
[('bone', 'NN')] 
[('theselocations', 'NNS')] 
[('', 'NN')] 
[('although', 'IN')] 
[('baseline', 'NN')] 
[('mechanical', 'JJ')] 
[('fixation', 'NN')] 
[('nilNevertheless', 'NN')] 
[('', 'NN')] 
[('close', 'RB')] 
[('proximity', 'NN')] 
[('implant', 'NN')] 
[('hostbone', 'NN')] 
[('may', 'MD')] 
[('account', 'NN')] 
[('finding', 'VBG')] 
[('higher', 'JJR')] 
[('boneimplantcontact', 'NN')] 
[('sections', 'NNS')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('previous', 'JJ')] 
[('studies', 'NNS')] 
[('laboratory', 'NN')] 
[('midpoint', 'NN')] 
[('implant', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('Furthermore', 'RB')] 
[('', 'NN')] 
[('two', 'CD')] 
[('previous', 'JJ')] 
[('studies', 'NNS')] 
[('', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('proximal', 'NN')] 
[('anddistal', 'NN')] 
[('sections', 'NNS')] 
[('predictive', 'NN')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('contrast', 'NN')] 
[('', 'NN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('bone', 'NN')] 
[('regeneration', 'NN')] 
[('enhanced', 'VBN')] 
[('', 'NN')] 
[('boneimplant', 'NN')] 
[('contact', 'NN')] 
[('section', 'NN')] 
[('', 'NN')] 
[('midpoint', 'NN')] 
[('implant', 'NN')] 
[('', 'NN')] 
[('first', 'RB')] 
[('variable', 'JJ')] 
[('enterthe', 'NN')] 
[('regression', 'NN')] 
[('model', 'NN')] 
[('predicting', 'VBG')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('canine', 'NN')] 
[('model', 'NN')] 
[('greater', 'JJR')] 
[('absolute', 'NN')] 
[('size', 'NN')] 
[('bone', 'NN')] 
[('allows', 'NNS')] 
[('creation', 'NN')] 
[('controlled', 'VBN')] 
[('defect', 'NN')] 
[('', 'NN')] 
[('meaning', 'NN')] 
[('proximity', 'NN')] 
[('tohost', 'NN')] 
[('bone', 'NN')] 
[('always', 'RB')] 
[('low', 'JJ')] 
[('treatmentinducedincreases', 'NNS')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('greater', 'JJR')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('Thus', 'RB')] 
[('', 'NN')] 
[('anatomy', 'NN')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('involvingsome', 'NN')] 
[('degree', 'NN')] 
[('inherent', 'NN')] 
[('proximal', 'NN')] 
[('distal', 'NN')] 
[('implantproximity', 'NN')] 
[('host', 'NN')] 
[('bone', 'NN')] 
[('', 'NN')] 
[('limits', 'NNS')] 
[('extent', 'NN')] 
[('magnitudeof', 'NN')] 
[('increase', 'NN')] 
[('achievable', 'JJ')] 
[('mechanical', 'JJ')] 
[('endpoints', 'NNS')] 
[('', 'NN')] 
[('Anothercontributing', 'VBG')] 
[('factor', 'NN')] 
[('limiting', 'VBG')] 
[('sensitivity', 'NN')] 
[('mechanicalmeasurements', 'NNS')] 
[('may', 'MD')] 
[('presence', 'NN')] 
[('HA/TCPcoating', 'VBG')] 
[('implant', 'NN')] 
[('', 'NN')] 
[('carrier', 'NN')] 
[('growth', 'NN')] 
[('factor', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Calcium', 'NN')] 
[('phosphate', 'NN')] 
[('coatings', 'NNS')] 
[('known', 'VBN')] 
[('enhance', 'NN')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('HA/TCP', 'NN')] 
[('coating', 'VBG')] 
[('used', 'VBN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('found', 'NN')] 
[('enhance', 'NN')] 
[('mechanical', 'JJ')] 
[('fixation', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('compared', 'VBN')] 
[('nonHA/TCP', 'NN')] 
[('treated', 'VBN')] 
[('implants', 'NNS')] 
[('rat', 'NN')] 
[('model', 'NN')] 
[('', 'NN')] 
[('unpublished', 'JJ')] 
[('data', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('The', 'DT')] 
[('data', 'NNS')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('may', 'MD')] 
[('useful', 'JJ')] 
[('design', 'NN')] 
[('future', 'NN')] 
[('studies', 'NNS')] 
[('', 'NN')] 
[('For', 'IN')] 
[('instance', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('difference', 'NN')] 
[('implant', 'NN')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('control', 'NN')] 
[('group', 'NN')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('treatment', 'NN')] 
[('group', 'NN')] 
[('significant', 'JJ')] 
[('', 'NN')] 
[('given', 'VBN')] 
[('relatively', 'RB')] 
[('high', 'JJ')] 
[('variance', 'NN')] 
[('measurement', 'NN')] 
[('', 'NN')] 
[('sample', 'NN')] 
[('sizeof', 'NN')] 
[('', 'NN')] 
[('per', 'IN')] 
[('group', 'NN')] 
[('would', 'MD')] 
[('needed', 'VBN')] 
[('', 'NN')] 
[('assuming', 'VBG')] 
[('a=', 'NN')] 
[('', 'NN')] 
[('b=', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('[', 'NN')] 
[('', 'NN')] 
[(']', 'NN')] 
[('', 'NN')] 
[('Even', 'RB')] 
[('make', 'VB')] 
[('calculation', 'NN')] 
[('using', 'VBG')] 
[('data', 'NNS')] 
[('', 'NN')] 
[('Ag', 'NN')] 
[('group', 'NN')] 
[('one', 'CD')] 
[('outlier', 'NN')] 
[('removed', 'VBN')] 
[('', 'NN')] 
[('ie', 'NN')] 
[('', 'NN')] 
[('difference', 'NN')] 
[('group', 'NN')] 
[('controlgroup', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('sample', 'NN')] 
[('size', 'NN')] 
[('', 'NN')] 
[('per', 'IN')] 
[('group', 'NN')] 
[('would', 'MD')] 
[('beneeded', 'VBN')] 
[('demonstrate', 'NN')] 
[('effect', 'NN')] 
[('', 'NN')] 
[('Thus', 'RB')] 
[('', 'NN')] 
[('goal', 'NN')] 
[('show', 'NN')] 
[('directly', 'RB')] 
[('increase', 'NN')] 
[('mechanical', 'JJ')] 
[('fixation', 'NN')] 
[('strength', 'NN')] 
[('', 'NN')] 
[('future', 'NN')] 
[('experiments', 'NNS')] 
[('need', 'NN')] 
[('designed', 'VBN')] 
[('greater', 'JJR')] 
[('samplesizes', 'NNS')] 
