[('Selective', 'JJ')] 
[('InwellscoatedwithBSP', 'NN')] 
[('', 'NN')] 
[('theproportionofOPwassignificantly', 'RB')] 
[('reduced', 'VBN')] 
[('timepoints', 'NNS')] 
[('', 'NN')] 
[('min', 'NN')] 
[('plating', 'VBG')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('although', 'IN')] 
[('absolute', 'NN')] 
[('number', 'NN')] 
[('bone', 'NN')] 
[('nodules', 'NNS')] 
[('developed', 'NN')] 
[('increased', 'VBN')] 
[('', 'NN')] 
[('shown', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('reflecting', 'VBG')] 
[('increased', 'VBN')] 
[('numberof', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('compared', 'VBN')] 
[('controls', 'NNS')] 
[('', 'NN')] 
[('In', 'IN')] 
[('contrast', 'NN')] 
[('', 'NN')] 
[('proportion', 'NN')] 
[('OP', 'NN')] 
[('among', 'IN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('laminin', 'NN')] 
[('significantly', 'RB')] 
[('increased', 'VBN')] 
[('individual', 'JJ')] 
[('experimentsconducted', 'VBN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('Thiseffectwasobservedafterminof', 'NN')] 
[('plating', 'VBG')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('controls', 'NNS')] 
[('', 'NN')] 
[('n', 'NN')] 
[('', 'NN')] 
[('independent', 'JJ')] 
[('exper', 'NN')] 
[('iments', 'NNS')] 
[('', 'NN')] 
[('sustained', 'VBN')] 
[('time', 'NN')] 
[('', 'NN')] 
[('ratio', 'NN')] 
[('remaining', 'VBG')] 
[('at', 'IN')] 
[('%', 'NN')] 
[('ofcontrols', 'NNS')] 
[('', 'NN')] 
[('n', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('afterminWhenRCcellswere', 'RB')] 
[('plated', 'VBN')] 
[('increasing', 'VBG')] 
[('amounts', 'NNS')] 
[('coated', 'VBN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('decreased', 'VBN')] 
[('dosedependently', 'RB')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('abso', 'NN')] 
[('lute', 'NN')] 
[('number', 'NN')] 
[('nodules', 'NNS')] 
[('formed', 'VBN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('increased', 'VBN')] 
[('concomitantly', 'RB')] 
[('decrease', 'NN')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('', 'NN')] 
[('well', 'RB')] 
[('ratio', 'NN')] 
[('', 'NN')] 
[('nodules/', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('', 'NN')] 
[('Furthermore', 'RB')] 
[('', 'NN')] 
[('significant', 'JJ')] 
[('OP', 'NN')] 
[('recruitment', 'NN')] 
[('occurred', 'VBD')] 
[('earlier', 'RBR')] 
[('timepoints', 'NNS')] 
[('higherdensities', 'NNS')] 
[('coated', 'VBN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('shown', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Similar', 'JJ')] 
[('results', 'NNS')] 
[('wereobtainedwithentactinfreelaminin', 'NN')] 
[('', 'NN')] 
[('notshown', 'RB')] 
[('', 'NN')] 
[('EnrichmentinOP', 'NN')] 
[('', 'NN')] 
[('increased', 'VBN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('', 'NN')] 
[('also', 'RB')] 
[('observedwith', 'NN')] 
[('tenascin', 'NN')] 
[('', 'NN')] 
[('although', 'IN')] 
[('lesser', 'NN')] 
[('degree', 'NN')] 
[('', 'NN')] 
[('data', 'NNS')] 
[('shown', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Osteoprogenitor', 'NN')] 
[('Recruitment', 'NN')] 
[('Laminin', 'NN')] 
[('Is', 'NN')] 
[('CellAttachment', 'NN')] 
[('Effect', 'NN')] 
[('Differentiation', 'NN')] 
[('assay', 'NN')] 
[('', 'NN')] 
[('To', 'TO')] 
[('investigate', 'NN')] 
[('possibility', 'NN')] 
[('action', 'NN')] 
[('matrix', 'NN')] 
[('substrate', 'NN')] 
[('OP', 'NN')] 
[('differentiation', 'NN')] 
[('', 'NN')] 
[('RC', 'NN')] 
[('cells', 'NNS')] 
[('wereplated', 'VBN')] 
[('', 'NN')] 
[('h', 'NN')] 
[('wells', 'NNS')] 
[('coated', 'VBN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('To', 'TO')] 
[('ensure', 'VB')] 
[('maximal', 'NN')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('assay', 'NN')] 
[('', 'NN')] 
[('cells', 'NNS')] 
[('wereplated', 'VBN')] 
[('culture', 'NN')] 
[('medium', 'NN')] 
[('', 'NN')] 
[('containing', 'VBG')] 
[('serumderived', 'VBN')] 
[('cellattachment', 'NN')] 
[('factors', 'NNS')] 
[('', 'NN')] 
[('plastic', 'NN')] 
[('culture', 'NN')] 
[('well', 'RB')] 
[('saturatedwith', 'NN')] 
[('BSA', 'NN')] 
[('', 'NN')] 
[('One', 'CD')] 
[('hundred', 'VBN')] 
[('cells', 'NNS')] 
[('plated', 'VBN')] 
[('per', 'IN')] 
[('well', 'RB')] 
[('thenumber', 'NN')] 
[('adherent', 'NN')] 
[('cells', 'NNS')] 
[('similar', 'JJ')] 
[('cellattachment', 'NN')] 
[('assays', 'NNS')] 
[('', 'NN')] 
[('In', 'IN')] 
[('conditions', 'NNS')] 
[('', 'NN')] 
[('cells', 'NNS')] 
[('plated', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('', 'NN')] 
[('attached', 'VBN')] 
[('tothe', 'NN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('difference', 'NN')] 
[('observed', 'VBN')] 
[('number', 'NN')] 
[('cellsattached', 'NNS')] 
[('coated', 'VBN')] 
[('control', 'NN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('shown', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Laminin', 'NN')] 
[('significantly', 'RB')] 
[('stimulate', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('formation', 'NN')] 
[('inthese', 'JJ')] 
[('experiments', 'NNS')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('No', 'DT')] 
[('consistent', 'NN')] 
[('effect', 'NN')] 
[('OPdifferentiation', 'NN')] 
[('observed', 'VBN')] 
[('similar', 'JJ')] 
[('assays', 'NNS')] 
[('either', 'DT')] 
[('boneproteinextractfractionsorwiththeotherpurifiedmatrixproteinstested', 'VBN')] 
[('cellattachment', 'NN')] 
[('assay', 'NN')] 
[('', 'NN')] 
[('shown', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Depletion', 'NN')] 
[('experiments', 'NNS')] 
[('', 'NN')] 
[('Cellattachment', 'NN')] 
[('assays', 'NNS')] 
[('also', 'RB')] 
[('done', 'VBN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('', 'NN')] 
[('min', 'NN')] 
[('platingon', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('first', 'RB')] 
[('selection', 'NN')] 
[('', 'NN')] 
[('replated', 'VBN')] 
[('additional', 'JJ')] 
[('min', 'NN')] 
[('second', 'JJ')] 
[('set', 'NN')] 
[('laminincoated', 'VBN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('second', 'JJ')] 
[('selection', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Time', 'NN')] 
[('course', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('OP', 'NN')] 
[('recruitment', 'NN')] 
[('purified', 'VBN')] 
[('matrix', 'NN')] 
[('proteins', 'NNS')] 
[('', 'NN')] 
[('Cells', 'NNS')] 
[('plated', 'VBN')] 
[('wells', 'NNS')] 
[('coated', 'VBN')] 
[('', 'NN')] 
[('closedsymbols', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('open', 'JJ')] 
[('symbols', 'NNS')] 
[('', 'NN')] 
[('laminin', 'NN')] 
[('BSP', 'NN')] 
[('', 'NN')] 
[('After', 'IN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('min', 'NN')] 
[('', 'NN')] 
[('nonadherent', 'NN')] 
[('cells', 'NNS')] 
[('removed', 'VBN')] 
[('', 'NN')] 
[('attached', 'VBN')] 
[('cells', 'NNS')] 
[('wereeither', 'NN')] 
[('counted', 'VBN')] 
[('grown', 'NN')] 
[('', 'NN')] 
[('days', 'NNS')] 
[('assess', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('productionOpen/closed', 'VBN')] 
[('circles', 'NNS')] 
[('', 'NN')] 
[('cells', 'NNS')] 
[('attached/cm', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('open/closed', 'VBN')] 
[('triangles', 'NNS')] 
[('', 'NN')] 
[('bone', 'NN')] 
[('nod', 'NN')] 
[('ules', 'NNS')] 
[('grown/', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('', 'NN')] 
[('Results', 'NNS')] 
[('mean', 'NN')] 
[('SD', 'NN')] 
[('eight', 'CD')] 
[('culture', 'NN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('vs', 'NN')] 
[('timematched', 'VBN')] 
[('control', 'NN')] 
[('', 'NN')] 
[('MannWhitney', 'NN')] 
[('Utest', 'JJS')] 
[('', 'NN')] 
[('', 'NN')] 
[('See', 'VB')] 
[('Materials', 'NNS')] 
[('Methods', 'NNS')] 
[('details', 'NNS')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Dosedependency', 'NN')] 
[('effect', 'NN')] 
[('laminin', 'NN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('OP', 'NN')] 
[('recruitment', 'NN')] 
[('', 'NN')] 
[('RC', 'NN')] 
[('cells', 'NNS')] 
[('plated', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('min', 'NN')] 
[('wells', 'NNS')] 
[('coated', 'VBN')] 
[('', 'NN')] 
[('filled', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('hatched', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('increasingamounts', 'NNS')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Nonadherent', 'NN')] 
[('cells', 'NNS')] 
[('removed', 'VBN')] 
[('cultureswere', 'RB')] 
[('either', 'DT')] 
[('stopped', 'VBD')] 
[('cell', 'NN')] 
[('counting', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('grown', 'NN')] 
[('', 'NN')] 
[('days', 'NNS')] 
[('forassessment', 'NN')] 
[('bone', 'NN')] 
[('nodule', 'NN')] 
[('production', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('nodules', 'NNS')] 
[('formed', 'VBN')] 
[('per', 'IN')] 
[('squarecentimeter', 'NN')] 
[('culture', 'NN')] 
[('well', 'RB')] 
[('', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('nodules', 'NNS')] 
[('formed/', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('', 'NN')] 
[('percentofOPDataobtainedafterminofplatingResultsaremean', 'NN')] 
[('', 'NN')] 
[('SD', 'NN')] 
[('eight', 'CD')] 
[('culture', 'NN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('Adsorbed', 'NNP')] 
[('laminin', 'NN')] 
[('amounts', 'NNS')] 
[('mean', 'NN')] 
[('SD', 'NN')] 
[('triplicate', 'NN')] 
[('measurements', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('vs', 'NN')] 
[('timematched', 'VBN')] 
[('control', 'NN')] 
[('', 'NN')] 
[('twoway', 'NN')] 
[('ANOVA', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('See', 'VB')] 
[('Materials', 'NNS')] 
[('Methods', 'NNS')] 
[('details', 'NNS')] 
[('P', 'NN')] 
[('Roche', 'NN')] 
[('et', 'NN')] 
[('al', 'NN')] 
[('', 'NN')] 
[('Bone', 'NN')] 
[('Vol', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('No', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('Osteoprogenitor', 'NN')] 
[('attachment', 'NN')] 
[('laminin', 'NN')] 
[('April', 'NNP')] 
[('', 'NN')] 
[('cells', 'NNS')] 
[('left', 'NN')] 
[('unattached', 'JJ')] 
[('second', 'JJ')] 
[('step', 'NN')] 
[('replated', 'VBN')] 
[('', 'NN')] 
[('h', 'NN')] 
[('culture', 'NN')] 
[('medium', 'NN')] 
[('containing', 'VBG')] 
[('serum', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('final', 'JJ')] 
[('concentration', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('uncoated', 'JJ')] 
[('unsaturated', 'JJ')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('recovery', 'NN')] 
[('step', 'NN')] 
[('', 'NN')] 
[('FigureB', 'NN')] 
[('', 'NN')] 
[('Whereaslamininsignificantlyinhibitedcellattachmentinboth', 'NNP')] 
[('selection', 'NN')] 
[('steps', 'NNS')] 
[('', 'NN')] 
[('sum', 'NN')] 
[('number', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('inthe', 'NN')] 
[('two', 'CD')] 
[('selection', 'NN')] 
[('wells', 'NNS')] 
[('plus', 'CC')] 
[('recovery', 'NN')] 
[('well', 'RB')] 
[('onlaminin', 'NN')] 
[('controls', 'NNS')] 
[('', 'NN')] 
[('showing', 'VBG')] 
[('coated', 'VBN')] 
[('laminin', 'NN')] 
[('nolethal', 'NN')] 
[('effect', 'NN')] 
[('cells', 'NNS')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('As', 'IN')] 
[('shown', 'VBN')] 
[('Figure', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('theproportion', 'NN')] 
[('OP', 'NN')] 
[('strongly', 'RB')] 
[('decreased', 'VBN')] 
[('laminin', 'NN')] 
[('thesecond', 'NN')] 
[('selection', 'NN')] 
[('step', 'NN')] 
[('compared', 'VBN')] 
[('first', 'RB')] 
[('one', 'CD')] 
[('', 'NN')] 
[('whereas', 'NNS')] 
[('itdid', 'NN')] 
[('vary', 'NN')] 
[('successive', 'NN')] 
[('steps', 'NNS')] 
[('control', 'NN')] 
[('wells', 'NNS')] 
[('', 'NN')] 
[('wassignificantly', 'RB')] 
[('reduced', 'VBN')] 
[('compared', 'VBN')] 
[('controls', 'NNS')] 
[('recoverystep', 'NN')] 
[('selection', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Of', 'IN')] 
[('note', 'NN')] 
[('', 'NN')] 
[('global', 'JJ')] 
[('ratio', 'NN')] 
[('', 'NN')] 
[('nodules/', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('', 'NN')] 
[('obtained', 'VBN')] 
[('summing', 'VBG')] 
[('nodulesformed', 'VBN')] 
[('successive', 'NN')] 
[('steps', 'NNS')] 
[('experiment', 'NN')] 
[('dividing', 'VBG')] 
[('bythe', 'NN')] 
[('total', 'JJ')] 
[('number', 'NN')] 
[('cells', 'NNS')] 
[('attached', 'VBN')] 
[('differ', 'NN')] 
[('laminin', 'NN')] 
[('controls', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('vs', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('C', 'SYM')] 
[('', 'NN')] 
[('', 'NN')] 
[('Laminin', 'NN')] 
[('Preferentially', 'RB')] 
[('Recruits', 'NNS')] 
[('Osteoprogenitors', 'NNS')] 
[('From', 'IN')] 
[('Early', 'RB')] 
[('Populations', 'NNS')] 
[('WhensuccessiveRCcellpopulations', 'NNS')] 
[('', 'NN')] 
[('IV', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('obtainedbysequen', 'NN')] 
[('tial', 'NN')] 
[('collagenase', 'NN')] 
[('digestion', 'NN')] 
[('', 'NN')] 
[('grown', 'NN')] 
[('independently', 'RB')] 
[('', 'NN')] 
[('early', 'RB')] 
[('populations', 'NNS')] 
[('', 'NN')] 
[('I', 'PRP')] 
[('II', 'NN')] 
[('', 'NN')] 
[('produce', 'NN')] 
[('bone', 'NN')] 
[('colonies', 'NNS')] 
[('grownwithout', 'NN')] 
[('Dex', 'NN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('In', 'IN')] 
[('wells', 'NNS')] 
[('grown', 'NN')] 
[('', 'NN')] 
[('mol/L', 'NN')] 
[('Dex', 'NN')] 
[('', 'NN')] 
[('earliest', 'JJS')] 
[('populations', 'NNS')] 
[('formed', 'VBN')] 
[('nodules', 'NNS')] 
[('', 'NN')] 
[('albeit', 'NN')] 
[('', 'NN')] 
[('reflecting', 'VBG')] 
[('scarcity', 'NN')] 
[('OP', 'NN')] 
[('', 'NN')] 
[('Later', 'RB')] 
[('populations', 'NNS')] 
[('', 'NN')] 
[('IIIV', 'NN')] 
[('', 'NN')] 
[('formednumerous', 'JJ')] 
[('bone', 'NN')] 
[('nodules', 'NNS')] 
[('absence', 'NN')] 
[('Dex', 'NN')] 
[('', 'NN')] 
[('werefewer', 'NN')] 
[('Dex', 'NN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('', 'NN')] 
[('When', 'WRB')] 
[('populations', 'NNS')] 
[('IV', 'NN')] 
[('weresubmitted', 'VBN')] 
[('independently', 'RB')] 
[('timelimited', 'VBN')] 
[('cellattachment', 'NN')] 
[('assaywith', 'NN')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('attachment', 'NN')] 
[('cells', 'NNS')] 
[('populations', 'NNS')] 
[('wasinhibited', 'VBN')] 
[('extent', 'NN')] 
[('', 'NN')] 
[('data', 'NNS')] 
[('shown', 'VBN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Cells', 'NNS')] 
[('allpopulationsthatattachedtolamininwereenrichedinOPwhengrown', 'NN')] 
[('', 'NN')] 
[('mol/L', 'NN')] 
[('Dex', 'NN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('However', 'RB')] 
[('', 'NN')] 
[('effi', 'NN')] 
[('ciency', 'NN')] 
[('OP', 'NN')] 
[('selection', 'NN')] 
[('proportionately', 'RB')] 
[('higher', 'JJR')] 
[('earlier', 'RBR')] 
[('vslater', 'NN')] 
[('populations', 'NNS')] 
[('', 'NN')] 
[('ie', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('controls', 'NNS')] 
[('population', 'NN')] 
[('I', 'PRP')] 
[('', 'NN')] 
[('p', 'NN')] 
[('vs', 'NN')] 
[('populations', 'NNS')] 
[('II', 'NN')] 
[('', 'NN')] 
[('IV', 'NN')] 
[('', 'NN')] 
[('V', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('population', 'NN')] 
[('II', 'NN')] 
[('', 'NN')] 
[('p', 'NN')] 
[('vs', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('', 'NN')] 
[('respectively', 'RB')] 
[('', 'NN')] 
[('populations', 'NNS')] 
[('IV', 'NN')] 
[('V', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('Discussion', 'NN')] 
[('In', 'IN')] 
[('present', 'NN')] 
[('study', 'NN')] 
[('', 'NN')] 
[('investigated', 'VBN')] 
[('timelimited', 'VBN')] 
[('cellattach', 'NN')] 
[('ment', 'NN')] 
[('assay', 'NN')] 
[('developed', 'NN')] 
[('test', 'NN')] 
[('ability', 'NN')] 
[('various', 'JJ')] 
[('proteinsubstrates', 'NNS')] 
[('recruit', 'NN')] 
[('OP', 'NN')] 
[('selective', 'NN')] 
[('', 'NN')] 
[('highaffinity', 'NN')] 
[('cellbinding', 'VBG')] 
[('', 'NN')] 
[('In', 'IN')] 
[('assay', 'NN')] 
[('', 'NN')] 
[('laminin', 'NN')] 
[('inhibited', 'VBN')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('attachmentand', 'NN')] 
[('strongly', 'RB')] 
[('increased', 'VBN')] 
[('OP', 'NN')] 
[('recruitment', 'NN')] 
[('', 'NN')] 
[('matrix', 'NN')] 
[('proteinstestedhadnoorlittlesignificanteffectonbonenoduleformation', 'NN')] 
[('', 'NN')] 
[('except', 'IN')] 
[('tenascin', 'NN')] 
[('', 'NN')] 
[('showed', 'VBD')] 
[('properties', 'NNS')] 
[('similar', 'JJ')] 
[('laminin', 'NN')] 
[('', 'NN')] 
[('Of', 'IN')] 
[('note', 'NN')] 
[('', 'NN')] 
[('action', 'NN')] 
[('laminin', 'NN')] 
[('reported', 'VBD')] 
[('beascribed', 'NN')] 
[('possible', 'JJ')] 
[('contamination', 'NN')] 
[('entactin', 'NN')] 
[('', 'NN')] 
[('entactinfreelamininhadthesameeffectonRCcellattachmentandOPselection', 'NN')] 
[('', 'NN')] 
[('Several', 'JJ')] 
[('studies', 'NNS')] 
[('reported', 'VBD')] 
[('enhanced', 'VBN')] 
[('attachment', 'NN')] 
[('immortalizedosteoblasticcelllinesorprimaryosteoblastsplatedonlaminin', 'NN')] 
[('', 'NN')] 
[('min', 'NN')] 
[('', 'NN')] 
[('h', 'NN')] 
[('In', 'IN')] 
[('present', 'NN')] 
[('work', 'NN')] 
[('', 'NN')] 
[('RC', 'NN')] 
[('cells', 'NNS')] 
[('plated', 'VBN')] 
[('short', 'JJ')] 
[('time', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('min', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('order', 'NN')] 
[('todetect', 'NN')] 
[('small', 'JJ')] 
[('differences', 'NNS')] 
[('affinity', 'NN')] 
[('OP', 'NN')] 
[('celltypes', 'NNS')] 
[('', 'NN')] 
[('Thus', 'RB')] 
[('', 'NN')] 
[('may', 'MD')] 
[('assessed', 'VBN')] 
[('early', 'RB')] 
[('rapid', 'JJ')] 
[('cell', 'NN')] 
[('attachment', 'NN')] 
[('events', 'NNS')] 
[('occur', 'NN')] 
[('cellular', 'JJ')] 
[('responses', 'NNS')] 
[('', 'NN')] 
[('eg', 'NN')] 
[('', 'NN')] 
[('receptorrecruitment', 'NN')] 
[('protein', 'NN')] 
[('synthesis', 'NN')] 
[('', 'NN')] 
[('modify', 'NN')] 
[('cell/substrate', 'NN')] 
[('interactions', 'NNS')] 
[('', 'NN')] 
[('For', 'IN')] 
[('instance', 'NN')] 
[('', 'NN')] 
[('mixed', 'JJ')] 
[('RC', 'NN')] 
[('cell', 'NN')] 
[('population', 'NN')] 
[('displayed', 'NN')] 
[('ahigher', 'NN')] 
[('affinity', 'NN')] 
[('BSP', 'NN')] 
[('osteopontin', 'NN')] 
[('experiments', 'NNS')] 
[('', 'NN')] 
[('may', 'MD')] 
[('apparent', 'NN')] 
[('studies', 'NNS')] 
[('done', 'VBN')] 
[('platingtimes', 'NNS')] 
[('$', '$')] 
[('', 'NN')] 
[('h', 'NN')] 
[('', 'NN')] 
[('shows', 'NNS')] 
[('sensitivity', 'NN')] 
[('timelimited', 'VBN')] 
[('assays', 'NNS')] 
[('one', 'CD')] 
[('used', 'VBN')] 
[('', 'NN')] 
[('Figure', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('OP', 'NN')] 
[('recruitment', 'NN')] 
[('laminin', 'NN')] 
[('cellattachment', 'NN')] 
[('effect', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('A', 'DT')] 
[('', 'NN')] 
[('Laminin', 'NN')] 
[('effect', 'NN')] 
[('OP', 'NN')] 
[('differentiation', 'NN')] 
[('', 'NN')] 
[('RC', 'NN')] 
[('cells', 'NNS')] 
[('plated', 'VBN')] 
[('', 'NN')] 
[('cells/cm', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('%', 'NN')] 
[('serum', 'NN')] 
[('wells', 'NNS')] 
[('coated', 'VBN')] 
[('', 'NN')] 
[('filled', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('LN', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('hatched', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('CT', 'NN')] 
[('', 'NN')] 
[('withlaminin', 'NN')] 
[('', 'NN')] 
[('butnotsaturatedwithBSAAfterh', 'NN')] 
[('', 'NN')] 
[('unattachedcells', 'NNS')] 
[('removed', 'VBN')] 
[('culture', 'NN')] 
[('plates', 'NNS')] 
[('processed', 'VBN')] 
[('cell', 'NN')] 
[('counting', 'NN')] 
[('andnodule', 'NN')] 
[('development', 'NN')] 
[('quantitation', 'NN')] 
[('', 'NN')] 
[('Results', 'NNS')] 
[('nodules', 'NNS')] 
[('formed/', 'NN')] 
[('cellsattached', 'NNS')] 
[('', 'NN')] 
[('Values', 'NNS')] 
[('means', 'NNS')] 
[('SD', 'NN')] 
[('five', 'CD')] 
[('independent', 'JJ')] 
[('experiments', 'NNS')] 
[('', 'NN')] 
[('', 'NN')] 
[('B', 'NN')] 
[('', 'NN')] 
[('TimelimitedplatingonlaminindepletesOPfromRCcellsRCcellsweresubjected', 'VBN')] 
[('two', 'CD')] 
[('successive', 'NN')] 
[('', 'NN')] 
[('min', 'NN')] 
[('plating', 'VBG')] 
[('', 'NN')] 
[('first', 'RB')] 
[('second', 'JJ')] 
[('selection', 'NN')] 
[('', 'NN')] 
[('stepson', 'NN')] 
[('wells', 'NNS')] 
[('coated', 'VBN')] 
[('', 'NN')] 
[('filled', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('LN', 'NN')] 
[('', 'NN')] 
[('', 'NN')] 
[('hatched', 'VBN')] 
[('bars', 'NNS')] 
[('', 'NN')] 
[('CT', 'NN')] 
