cm, PROPN 
Furthermore, ADV 
positron, NOUN 
source, NOUN 
Brookhaven, PROPN 

, SPACE 
modified, VERB 
produce, VERB 
beam, NOUN 
longitudinally, ADV 
polarized, VERB 

, SPACE 
positrons, NOUN 
24,25, NUM 
utilize, VERB 
parity, NOUN 
conserved, VERB 

, SPACE 
beta, NOUN 
decay, NOUN 
source, NOUN 
positrons, NOUN 
de-, PROPN 

, SPACE 
Differential, PROPN 
Cross, PROPN 
Section, PROPN 

, SPACE 
Annihilation, PROPN 
Flight, PROPN 

, SPACE 
1MeV, NUM 
Positrons, NOUN 

, SPACE 
0.0, NUM 
0.5, NUM 
1.0, NUM 
1.5, NUM 
2.0, NUM 
2.5, NUM 
3.0, NUM 

, SPACE 
e, NOUN 
Rad, PROPN 

, SPACE 
Fig, PROPN 
7, X 
Differential, ADJ 
cross, NOUN 
sections, NOUN 
photon, NOUN 
annihilation, NOUN 
MeV, PROPN 
positrons, NOUN 
electrons, NOUN 
rest, NOUN 
cross, NOUN 
sections, NOUN 

, SPACE 
possible, ADJ 
relative, ADJ 
spin, NOUN 
orientations, NOUN 
annihilating, VERB 
pair, NOUN 
function, NOUN 
angle, NOUN 
bchveen, VERB 
photons, NOUN 
direction, NOUN 

, SPACE 
incoming, ADJ 
positron, NOUN 

, SPACE 
38, NUM 
L.V., PROPN 
Hau, PROPN 
et, PROPN 
al, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
119, NUM 
1996, NUM 
30, NUM 
41, NUM 

, SPACE 
Continuum, PROPN 
Potential, PROPN 
Iron, PROPN 
<, X 
lOO, NOUN 
>, X 
shall, AUX 
consider, VERB 
channeling, VERB 
1, NUM 
MeV, PROPN 
positrons, NOUN 

, SPACE 
single, ADJ 
crystal, NOUN 
iron, NOUN 
example, NOUN 
Iron, PROPN 
ferromag-, ADJ 

, SPACE 
netic, ADJ 
material, NOUN 
Curie, PROPN 
temperature, NOUN 
1043, NUM 
K, NOUN 

, SPACE 
easy, ADJ 
magnetization, NOUN 
direction, NOUN 
<, X 
100, NUM 
>, X 

, SPACE 
direction, NOUN 
positrons, NOUN 
longitudinally, ADV 
polarized, VERB 

, SPACE 
consider, VERB 
channeling, VERB 
<, X 
100, NUM 
>, PUNCT 
direction, NOUN 

, SPACE 
continuum, VERB 
potential, NOUN 
axis, NOUN 
shown, VERB 
Fig, PROPN 
8, NUM 

, SPACE 
spin, NOUN 
magnetic, ADJ 
density, NOUN 
iron, NOUN 
obtained, VERB 
spin, NOUN 

, SPACE 
density, NOUN 
functional, ADJ 
methods, NOUN 
21,26, NUM 
shown, VERB 
Fig, PROPN 
9, NUM 

, SPACE 
difference, NOUN 
spin, NOUN 
spin, NOUN 
densities, NOUN 

, SPACE 
relative, ADJ 
total, ADJ 
electron, NOUN 
density, NOUN 
expected, VERB 
net, ADJ 

, SPACE 
spin, NOUN 
density, NOUN 
obtained, VERB 
inside, ADP 
atomic, ADJ 
cores, NOUN 

, SPACE 
interstices, NOUN 
regions, NOUN 
predominant, ADJ 
spin, NOUN 

, SPACE 
density, NOUN 
regions, NOUN 
mainly, ADV 
spin, NOUN 
density, NOUN 

, SPACE 
average, ADJ 
magnetization, NOUN 
iron, NOUN 
2.2, NUM 
Bohr, PROPN 
magnetons, NOUN 

, SPACE 
Fig, PROPN 
8, NUM 
Continuum, ADJ 
potential, NOUN 
positrons, NOUN 
channeled, VERB 

, SPACE 
<, X 
100, NUM 
>, X 
easy, ADJ 
magnetization, NOUN 
axis, VERB 
iron, NOUN 

, SPACE 
scribed, VERB 
highest, ADJ 
degree, NOUN 
polarization, NOUN 
ob-, PRON 

, SPACE 
tained, VERB 
positrons, NOUN 
close, ADV 
endpoint, NOUN 
energy, NOUN 

, SPACE 
beta, NOUN 
spectrum, NOUN 
velocity, NOUN 
selection, NOUN 
spin, NOUN 
polar-, NOUN 

, SPACE 
ized, VERB 
positron, NOUN 
beam, NOUN 
obtained, VERB 
loss, NOUN 
flux, NOUN 

, SPACE 
factor, NOUN 
obtain, VERB 
spin, NOUN 
polarization, NOUN 

, SPACE 
=, SYM 
80, NUM 

, SPACE 
Relative, PROPN 
Spin, PROPN 
Density, PROPN 
Iron, PROPN 
<, PROPN 
loo, PROPN 
>, X 
Overlap, PROPN 
Positron, PROPN 
Eigen, PROPN 
Functions, PROPN 

, SPACE 
Relative, PROPN 
Spin, PROPN 
Density, PROPN 

, SPACE 
0.15, NUM 
Podan, PROPN 
1, NUM 
OO, PROPN 
>, X 
axes, NOUN 

, SPACE 
.i, PROPN 
0.1, NUM 

, SPACE 
B, PROPN 
0.05, NUM 

, SPACE 
.B, PUNCT 

, SPACE 
0, NUM 

, SPACE 
.z, NOUN 
-0.05, NUM 

, SPACE 
z, PROPN 
-0.1, PROPN 

, SPACE 
Fig, PROPN 
9, NUM 
net, ADJ 
spin, NOUN 
density, NOUN 
relative, ADJ 
total, ADJ 
electron, NOUN 
density, NOUN 

, SPACE 
iron, NOUN 
shown, VERB 
plane, NOUN 
perpendicular, ADJ 
<, PROPN 
100, NUM 
>, X 
axis, ADJ 

, SPACE 
density, NOUN 
averaged, VERB 
<, X 
100, NUM 
>, PUNCT 
direction, NOUN 
posi-, NOUN 

, SPACE 
tions, NOUN 
<, X 
100, NUM 
>, X 
axes, NOUN 
transverse, ADJ 
plane, NOUN 
shown, VERB 

, SPACE 
insert, NOUN 
Ihe, SCONJ 
magnetization, NOUN 
iron, NOUN 
caused, VERB 
unpaired, ADJ 
d, NOUN 
electrons, NOUN 

, SPACE 
.ihe, PROPN 
presence, NOUN 
spin, NOUN 
parts, NOUN 
spin, NOUN 
density, NOUN 
distribu-, NOUN 

, SPACE 
tion, NOUN 
crystalline, ADJ 
effect, NOUN 
accounts, VERB 
fact, NOUN 
average, ADJ 

, SPACE 
magnetization, NOUN 
crystalline, ADJ 
iron, NOUN 
2.2, NUM 
Bohr, PROPN 
magnetons, NOUN 

, SPACE 
compared, VERB 
4, NUM 
Bohr, PROPN 
magnetons, NOUN 
atomic, ADJ 
iron, NOUN 
Fig, PROPN 
10, NUM 
Relative, ADJ 
spin, NOUN 
density, NOUN 
Fig, PROPN 
9, NUM 
shown, VERB 

, SPACE 
transverse, ADJ 
ground, NOUN 
state, NOUN 
>, X 
excited, ADJ 
state, NOUN 

, SPACE 
1, NUM 
MeV, PROPN 
positrons, NOUN 
channeled, VERB 
<, X 
100, NUM 
>, X 
axis, NOUN 
iron, NOUN 

, SPACE 
ground, NOUN 
state, NOUN 
probes, VERB 
spatial, ADJ 
region, NOUN 
net, ADJ 
spin, NOUN 

, SPACE 
density, NOUN 
excited, ADJ 
state, NOUN 
digs, VERB 
spin, NOUN 

, SPACE 
distribution, NOUN 

, SPACE 
L.V., PROPN 
Hau, PROPN 
ef, VERB 
~1, ADV 
Nucl, PROPN 
Instr, PROPN 
Merh, PROPN 
Plry.ys, PROPN 
Res, PROPN 
B, PROPN 
I19, PROPN 
1996, NUM 
30, NUM 
41, NUM 
39, NUM 

, SPACE 
0.6, NUM 

, SPACE 
0.2, NUM 

, SPACE 
0.1, NUM 

, SPACE 
0, PUNCT 
Population, PROPN 
Ground, PROPN 
Excited, PROPN 
States, PROPN 

, SPACE 
Ground, PROPN 
State, PROPN 
+, CCONJ 

, SPACE 
Excited, PROPN 
State, PROPN 
-+---, PROPN 

, SPACE 
0, NUM 
0.05, NUM 
0.1, NUM 
0.15, NUM 
0.2, NUM 
0.25, NUM 
0.3, NUM 
0.35, NUM 
0.4, NUM 
0.45, NUM 
0.5, NUM 

, SPACE 
Incidence, PROPN 
Angle, PROPN 
degrees, NOUN 

, SPACE 
Fig, PROPN 
I., PROPN 
Population, PROPN 
ground, NOUN 
excited, ADJ 
states, NOUN 
shown, VERB 

, SPACE 
Fig, PROPN 
IO, PROPN 
function, NOUN 
incidence, NOUN 
angle, NOUN 
<, X 
100, NUM 
>, X 
axis, ADJ 

, SPACE 
unit, NOUN 
cell, NOUN 
spin, NOUN 
parts, NOUN 
spin, NOUN 
density, NOUN 
distribu-, NOUN 

, SPACE 
tion, NOUN 
Fig, PROPN 
9, NUM 
account, NOUN 
decrease, NOUN 
magnetization, NOUN 

, SPACE 
4, NUM 
Bohr, PROPN 
magnetons, NOUN 
atomic, ADJ 
iron, NOUN 

, SPACE 
Polamation, PROPN 
Ratlo, PROPN 
vs., ADP 
Inudence, PROPN 
Angle, PROPN 
Ctystallme, PROPN 
Iron, PROPN 
<, PROPN 
loo, PROPN 
>, X 

, SPACE 
1, NUM 

, SPACE 
0.025, NUM 

, SPACE 
-I, PROPN 

, SPACE 
0, NUM 
0.5, NUM 
1, NUM 
1.5, NUM 
2, NUM 
2.5, NUM 

, SPACE 
Incidence, PROPN 
Angie, PROPN 
degrees, NOUN 

, SPACE 
Fig, PROPN 
12, NUM 
polarization, NOUN 
ratio, NOUN 
defined, VERB 
difference, NOUN 

, SPACE 
annihilation, NOUN 
rates, NOUN 
possible, ADJ 
relative, ADJ 
spin, NOUN 

, SPACE 
orientations, NOUN 
annihilating, VERB 
pair, NOUN 
relative, ADJ 
total, ADJ 
annihila-, ADJ 

, SPACE 
tion, NOUN 
rate, NOUN 
polarization, NOUN 
ratio, NOUN 
given, VERB 
function, NOUN 
incidence, NOUN 

, SPACE 
angle, NOUN 
MeV, PROPN 
positrons, NOUN 
channeled, VERB 
<, X 
lOO, PROPN 
>, X 
axis, NOUN 

, SPACE 
iron, NOUN 
angle, NOUN 
100, NUM 
plane, NOUN 
10, NUM 
indicated, VERB 

, SPACE 
random, ADJ 
polarization, NOUN 
ratio, NOUN 
obtained, VERB 
uniform, ADJ 
positron, NOUN 

, SPACE 
flux, NOUN 
Fig, PROPN 
10, NUM 
deepest, ADJ 
bound, VERB 
transverse, AUX 

, SPACE 
positron, NOUN 
channeling, VERB 
states, NOUN 
spin, NOUN 
magnetic, ADJ 

, SPACE 
density, NOUN 
Fig, PROPN 
9, NUM 
lowest, ADJ 
lying, VERB 
state, NOUN 
predominantly, ADV 

, SPACE 
probes, VERB 
spin, NOUN 
density, NOUN 
distribution, NOUN 

, SPACE 
excited, ADJ 
state, NOUN 
probes, VERB 
spin, NOUN 

, SPACE 
selectively, ADV 
populate, VERB 
states, NOUN 
changing, VERB 
inci-, PRON 

, SPACE 
dence, NOUN 
angle, NOUN 
channeled, VERB 
positrons, NOUN 
respect, NOUN 

, SPACE 
Annihilation, PROPN 
Rate, PROPN 
vs., ADP 
Incidence, PROPN 
Angle, PROPN 

, SPACE 
Incidence, PROPN 
Angle, PROPN 
degrees, NOUN 

, SPACE 
Energy, PROPN 
Bands, PROPN 
1, NUM 
MeV, PROPN 
Positrons, PROPN 
Iron, PROPN 
<, X 
lOO, PROPN 
>, X 

, SPACE 
45, NUM 

, SPACE 
Angle, PROPN 
Population, PROPN 
Change, PROPN 

, SPACE 
40, NUM 

, SPACE 
k, NOUN 

, SPACE 
35, NUM 
j\, NUM 

, SPACE 
rl-, ADJ 
v, ADP 
L, PROPN 

, SPACE 
30, NUM 

, SPACE 
WY-‘\, PROPN 

, SPACE 
25, NUM 

, SPACE 
-“L, X 

, SPACE 
-i, PUNCT 
J, PROPN 

, SPACE 
15, NUM 
I:1, INTJ 
t, NOUN 

, SPACE 
0, NUM 
0.05, NUM 
0.1, NUM 
0.15, NUM 
0.2, NUM 
0.25, NUM 
0.3, NUM 
0.35, NUM 
0.4, NUM 
0.45, NUM 
0.5, NUM 

, SPACE 
Incidence, PROPN 
Angle, PROPN 
degrees, NOUN 

, SPACE 
Fig, PROPN 
13, NUM 
Annihilation, NOUN 
rate, NOUN 
function, NOUN 
incidence, NOUN 
angle, NOUN 

, SPACE 
MeV, PROPN 
positrons, NOUN 
channeled, VERB 
<, X 
100, NUM 
>, X 
iron, NOUN 
plot, NOUN 
corre-, X 

, SPACE 
sponds, NOUN 
narrow, ADJ 
range, NOUN 
angles, NOUN 
shows, VERB 
example, NOUN 

, SPACE 
abrupt, ADJ 
dip, NOUN 
annihilation, NOUN 
rate, NOUN 
incidence, ADJ 
angle, NOUN 
0.225, NUM 

, SPACE 
dip, NOUN 
coincides, VERB 
near, ADJ 
degeneracy, NOUN 
fourth, ADJ 
fifth, ADJ 

, SPACE 
Bloch, PROPN 
bands, NOUN 
seen, VERB 
b, NOUN 
angle, NOUN 
Bragg, PROPN 
condition, NOUN 

, SPACE 
satisfied, ADJ 
character, NOUN 
populated, ADJ 
eigenstates, NOUN 
change, VERB 

, SPACE 
rapidly, ADV 
Bragg, PROPN 
angle, NOUN 
explains, VERB 
abrupt, ADJ 
change, NOUN 

, SPACE 
annihilation, NOUN 
rate, NOUN 

, SPACE 
40, NUM 
L.V., PROPN 
Hau, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, NOUN 
I9, PROPN 
1996, NUM 
30, NUM 
41, NUM 

, SPACE 
atomic, ADJ 
string, NOUN 
seen, VERB 
Fig, PROPN 
11, NUM 
population, NOUN 

, SPACE 
lowest, ADJ 
states, NOUN 
shown, VERB 
function, NOUN 
incidence, NOUN 

, SPACE 
angle, NOUN 
population, NOUN 
amplitudes, NOUN 
states, NOUN 
obtained, VERB 

, SPACE 
overlap, NOUN 
integrals, NOUN 
incident, NOUN 
transverse, NOUN 
plane, NOUN 

, SPACE 
wave, NOUN 
eigenstates, NOUN 
resulting, VERB 
annihilation, NOUN 
rate, NOUN 

, SPACE 
shown, VERB 
Fig, PROPN 
12, NUM 
function, NOUN 
incidence, NOUN 
angle, NOUN 

, SPACE 
polarization, NOUN 
ratio, NOUN 
defined, VERB 
difference, NOUN 
be-, X 

, SPACE 
tween, VERB 
annihilation, NOUN 
rates, NOUN 
possible, ADJ 
spin, NOUN 

, SPACE 
polarizations, NOUN 
positron, NOUN 
beam, NOUN 
respect, NOUN 

, SPACE 
magnetization, NOUN 
direction, NOUN 
iron, NOUN 
relative, ADJ 
total, ADJ 
anni-, NOUN 

, SPACE 
hilation, NOUN 
rate, NOUN 
minimum, NOUN 
smallest, ADJ 
angles, NOUN 

, SPACE 
increase, NOUN 
angles, NOUN 
larger, ADJ 
0.15, NUM 

, SPACE 
reflection, NOUN 
fact, NOUN 
angles, NOUN 
smaller, ADJ 
0.15, NUM 

, SPACE 
deepest, ADJ 
bound, VERB 
channeling, VERB 
state, NOUN 
predominantly, ADV 
populated, VERB 

, SPACE 
spin, NOUN 
spin, NOUN 
density, NOUN 
distribu-, NOUN 

, SPACE 
tion, NOUN 
probed, VERB 
larger, ADJ 
angles, NOUN 
mainly, ADV 
excited, ADJ 

, SPACE 
state, NOUN 
probes, VERB 
spin, NOUN 
populated, ADJ 

, SPACE 
larger, ADJ 
angles, NOUN 
positron, NOUN 
wavefunction, NOUN 
penetrates, VERB 

, SPACE 
cores, NOUN 
net, ADJ 
spin, NOUN 
polarization, NOUN 
causes, VERB 
de-, PROPN 

, SPACE 
crease, NOUN 
largest, ADJ 
angles, NOUN 
Fig, PROPN 
12, NUM 
annihila-, ADJ 

, SPACE 
tion, NOUN 
rate, NOUN 
approaches, VERB 
random, ADJ 
value, NOUN 
0.037, NUM 

, SPACE 
random, ADJ 
value, NOUN 
obtained, VERB 
uniform, ADJ 
positron, NOUN 
flux, NOUN 

, SPACE 
annihilating, VERB 
valence, NOUN 
electrons, NOUN 
net, ADJ 
spin, NOUN 
density, NOUN 

, SPACE 
2.2, NUM 
Bohr, PROPN 
magnetons, NOUN 
unit, NOUN 
cell, NOUN 

, SPACE 
explored, VERB 
origin, NOUN 
spikes, NOUN 
occurring, VERB 

, SPACE 
figures, NOUN 
4, NUM 
12, NUM 
annihilation, NOUN 
rates, NOUN 
function, NOUN 

, SPACE 
incidence, NOUN 
angle, NOUN 
annihilation, NOUN 
rate, NOUN 
iron, NOUN 
unpo-, ADJ 

, SPACE 
larized, VERB 
positron, NOUN 
beam, NOUN 
shown, VERB 
Fig, PROPN 
13a, NOUN 
small, ADJ 

, SPACE 
angular, ADJ 
region, NOUN 
abrupt, ADJ 
dip, NOUN 
0.225, NUM 
related, VERB 

, SPACE 
avoided, VERB 
crossing, NOUN 
angle, NOUN 
fourth, ADJ 
fifth, ADJ 

, SPACE 
energy, NOUN 
bands, NOUN 
shown, VERB 
Fig, PROPN 
13b, NOUN 
narrow, ADJ 
angular, ADJ 

, SPACE 
Polarization, PROPN 
Ratios, PROPN 
vs., ADP 
lnudence, NOUN 
Angle, PROPN 
Crystalline, PROPN 
Atomic, PROPN 
Iron, PROPN 
<, PROPN 
loo, PROPN 
>, X 

, SPACE 
lnadence, PROPN 
Angie, PROPN 
degrees, NOUN 

, SPACE 
Fig, PROPN 
14, NUM 
Polarization, NOUN 
ratio, NOUN 
function, NOUN 
incidence, NOUN 
angle, NOUN 
1, NUM 

, SPACE 
MeV, PROPN 
positrons, NOUN 
channeled, VERB 
<, X 
100, NUM 
>, X 
axis, PROPN 
crystalline, ADJ 

, SPACE 
iron, NOUN 
Fig, PROPN 
12, NUM 
BCC, PROPN 
crystal, NOUN 
overlapping, VERB 

, SPACE 
iron, NOUN 
atoms, NOUN 
Note, VERB 
different, ADJ 
scale, NOUN 
cmves, NOUN 
range, NOUN 
population, NOUN 
amplitudes, NOUN 
corresponding, ADJ 
Bloch, PROPN 

, SPACE 
states, NOUN 
change, VERB 
rapidly, ADV 

, SPACE 
sensitivity, NOUN 
channeling, NOUN 
annihilation, NOUN 

, SPACE 
probe, NOUN 
crystalline, ADJ 
effects, NOUN 
compare, VERB 
Fig, PROPN 
14, NUM 

, SPACE 
polarization, NOUN 
ratio, NOUN 
crystalline, ADJ 
iron, NOUN 
Fig, PROPN 
12, NUM 

, SPACE 
ratio, NOUN 
crystal, NOUN 
overlapping, VERB 
atomic, ADJ 
iron, NOUN 

, SPACE 
case, NOUN 
4, NUM 
Bohr, PROPN 
magnetons, NOUN 
unit, NOUN 
cell, NOUN 

, SPACE 
random, ADJ 
value, NOUN 
correspondingly, ADV 
higher, ADJ 
clear, ADJ 

, SPACE 
difference, NOUN 
curves, NOUN 
small, ADJ 
angles, NOUN 

, SPACE 
missing, VERB 
spin, NOUN 
contribution, NOUN 
atomic, ADJ 
iron, NOUN 
con-, VERB 

, SPACE 
clude, NOUN 
method, NOUN 
highly, ADV 
sensitive, ADJ 
crystalline, VERB 

, SPACE 
effects, NOUN 
spin, NOUN 
magnetic, ADJ 
density, NOUN 

, SPACE 
5, X 
Conclusion, NOUN 

, SPACE 
shown, VERB 
potential, ADJ 
new, ADJ 
use, NOUN 
channeling, VERB 

, SPACE 
materials, NOUN 
research, NOUN 
combining, VERB 
channeling, VERB 
effect, NOUN 

, SPACE 
positrons, NOUN 
photon, NOUN 
annihilation, NOUN 
flight, NOUN 
acting, VERB 

, SPACE 
localized, VERB 
probe, NOUN 
hand, NOUN 
sensitive, ADJ 
tool, NOUN 

, SPACE 
studying, VERB 
valence, NOUN 
electron, NOUN 
spin, VERB 
magnetic, ADJ 
densities, NOUN 

, SPACE 
Channeled, VERB 
positrons, NOUN 
guided, VERB 
interstitial, ADJ 

, SPACE 
regions, NOUN 
crystal, NOUN 
high, ADJ 
concentrations, NOUN 
valence, NOUN 

, SPACE 
electrons, NOUN 
furthermore, ADV 
select, VERB 
different, ADJ 
parts, NOUN 

, SPACE 
valence, NOUN 
electron, NOUN 
density, NOUN 
distribution, NOUN 
utilizing, VERB 
dif-, NOUN 

, SPACE 
ferent, NOUN 
channeling, VERB 
states, NOUN 
probe, VERB 
different, ADJ 
parts, NOUN 
crystal, NOUN 

, SPACE 
states, NOUN 
selectively, ADV 
populated, VERB 

, SPACE 
changing, VERB 
incidence, NOUN 
angle, NOUN 
channeled, VERB 
positrons, NOUN 

, SPACE 
respect, NOUN 
atomic, ADJ 
string, NOUN 
direction, NOUN 
Particularly, ADV 

, SPACE 
intriguing, ADJ 
possibility, NOUN 
new, ADJ 
tool, NOUN 

, SPACE 
studies, NOUN 
spin, NOUN 
magnetic, ADJ 
densities, NOUN 
thin, ADJ 
magnetic, ADJ 
films, NOUN 

, SPACE 
Spin, PROPN 
densities, NOUN 
far, ADV 
studied, VERB 
neutron, PROPN 
diffrac-, NOUN 

, SPACE 
tion, NOUN 
27, NUM 
requires, VERB 
large, ADJ 
samples, NOUN 
reactor, NOUN 

, SPACE 
possibility, NOUN 
studying, VERB 
thin, ADJ 
films, NOUN 
major, ADJ 
tech-, NOUN 

, SPACE 
nological, ADJ 
importance, NOUN 
connection, NOUN 
development, NOUN 

, SPACE 
efficient, ADJ 
data, NOUN 
storage, NOUN 
media, NOUN 
Planned, ADJ 
upgrades, NOUN 

, SPACE 
positron, NOUN 
source, NOUN 
Brookhaven, PROPN 
National, PROPN 
Laboratory, PROPN 
in-, ADP 

, SPACE 
volving, VERB 
projected, VERB 
increase, NOUN 
positron, NOUN 
flux, NOUN 

, SPACE 
orders, NOUN 
magnitude, NOUN 
spin, NOUN 
magnetic, ADJ 
density, NOUN 
stud-, NOUN 

, SPACE 
ies, VERB 
feasible, ADJ 

, SPACE 
use, NOUN 
channeling, VERB 
effect, NOUN 
involves, VERB 
develop-, ADV 

, SPACE 
ment, NOUN 
positron, NOUN 
microscope, NOUN 
major, ADJ 
draw-, NOUN 

, SPACE 
backs, NOUN 
transmission, NOUN 
electron, NOUN 
microscopes, NOUN 
limited, ADJ 

, SPACE 
range, NOUN 
=, PROPN 
1000, NUM 
>, X 
electrons, NOUN 
samples, NOUN 
inves-, ADJ 

, SPACE 
tigation, NOUN 
use, NOUN 
channeling, VERB 
effect, NOUN 
positrons, NOUN 

, SPACE 
guided, VERB 
interstices, NOUN 
crystal, NOUN 

, SPACE 
minimum, ADJ 
scattering, NOUN 
nuclei, NOUN 
microscopy, ADJ 

, SPACE 
performed, VERB 
samples, NOUN 
thicknesses, NOUN 
mi-, ADJ 

, SPACE 
crons, NOUN 

, SPACE 
References, NOUN 

, SPACE 
111, NUM 
L.V., PROPN 
Hau, PROPN 
M.M., PROPN 
Bums, PROPN 
J.A., PROPN 
Golovchenko, PROPN 
Phys, PROPN 
Rev., PROPN 

, SPACE 
45, NUM 
1992, NUM 
6468, NUM 

, SPACE 
2, X 
L.V., PROPN 
Hau, PROPN 
J.A., PROPN 
Golovchenko, PROPN 
M.M., PROPN 
Bums, PROPN 
Phys, PROPN 
Rev., PROPN 

, SPACE 
Lett, PROPN 
74, NUM 
1995, NUM 
3, NUM 
138, NUM 

, SPACE 
L.V., PROPN 
Hau, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
119, NUM 
1996, NUM 
30, NUM 
41, NUM 
41, NUM 

, SPACE 
3, X 
J., PROPN 
Schmiedmayer, PROPN 
Appl, PROPN 
Phys, NOUN 
B, NOUN 
60, NUM 
l?!I5, PROPN 
169, NUM 

, SPACE 
4, X 
M.J., PROPN 
Renn, PROPN 
D., PROPN 
Montgomery, PROPN 
0, NUM 
Vdovin, PROPN 
D.Z., PROPN 
Anderson, PROPN 
C.E., PROPN 

, SPACE 
Wieman, PROPN 
E.A., PROPN 
Cornell, PROPN 
Phys, PROPN 
Rev., PROPN 
Lett, PROPN 
75, NUM 
1995, NUM 
3253, NUM 

, SPACE 
5, X 
J., PROPN 
Opt, PROPN 
Sot, PROPN 
B, NOUN 
6, NUM 
1989, NUM 
topical, ADJ 
issue, NOUN 

, SPACE 
6, X 
J., PROPN 
Lindhard, PROPN 
K., PROPN 
Dan, PROPN 
Vid, PROPN 
Selsk, PROPN 
Mat, PROPN 
Fys, PROPN 
Medd, PROPN 
34, NUM 
14, NUM 

, SPACE 
1965, NUM 

, SPACE 
7, X 
P., PROPN 
Lervig, PROPN 
J., PROPN 
Lindhard, PROPN 
V., PROPN 
Nielsen, PROPN 
Nucl, PROPN 
Phys, NOUN 
96, NUM 

, SPACE 
1967, NUM 
481, NUM 

, SPACE 
8, X 
L.C., PROPN 
Feldman, PROPN 
J.W., PROPN 
Mayer, PROPN 
ST, PROPN 
Picraux, PROPN 
Materials, PROPN 
Anal-, PROPN 

, SPACE 
ysis, NOUN 
ion, NOUN 
Channeling, PROPN 
Academic, PROPN 
Press, PROPN 
New, PROPN 
York, PROPN 
19821, NUM 

, SPACE 
9, X 
J.U., PROPN 
Andersen, PROPN 
Semiclassical, ADJ 
Descriptions, NOUN 
Atomic, PROPN 

, SPACE 
Nuclear, PROPN 
Collisions, PROPN 
eds, VERB 
J., PROPN 
Bang, PROPN 
J., PROPN 
de, PROPN 
Boer, PROPN 
North-, PROPN 

, SPACE 
Holland, PROPN 
1985, NUM 
~463, PROPN 

, SPACE 
l, NOUN 
J.U., PROPN 
Andersen, PROPN 
J.A., PROPN 
Davies, PROPN 
Nucl, PROPN 
Ins, PROPN 
Meth, PROPN 
132, NUM 

, SPACE 
1976, NUM 
179, NUM 
IO, X 
N., PROPN 
Bohr, PROPN 
K., PROPN 
Dan, PROPN 
Vid, PROPN 
Selsk, PROPN 
Mat, PROPN 
Fys, PROPN 
Medd, PROPN 
18, NUM 
8, NUM 

, SPACE 
1948, NUM 

, SPACE 
12, NUM 
J.F., PROPN 
Bak, PROPN 
et, PROPN 
al, PROPN 
Phys, PROPN 
Rev., PROPN 
25, NUM 
1982, NUM 
1334, NUM 

, SPACE 
131, NUM 
R.L., PROPN 
Swent, PROPN 
R.H., PROPN 
Pantell, PROPN 
M.J., PROPN 
Alguard, PROPN 
B.L., PROPN 
Berman, PROPN 
S.D., PROPN 

, SPACE 
Bloom, PROPN 
S., PROPN 
Datz, PROPN 
Phys, PROPN 
Rev., PROPN 
Lett, PROPN 
43, NUM 
1979, NUM 
1723, NUM 

, SPACE 
14, NUM 
J.U., PROPN 
Andersen, PROPN 
E., PROPN 
Laegsgaard, PROPN 
Phys, PROPN 
Rev., PROPN 
Lett, PROPN 
44, NUM 
1980, NUM 

, SPACE 
1079, NUM 

, SPACE 
151, NUM 
J.U., PROPN 
Andersen, PROPN 
E., PROPN 
Lzgsgaard, PROPN 
A.H., PROPN 
Sorensen, PROPN 
Nucl, PROPN 
Instr, PROPN 

, SPACE 
Meth, PROPN 
B, NOUN 
2, NUM 
1984, NUM 
63, NUM 
16, NUM 
J.U., PROPN 
Andersen, PROPN 
E., PROPN 
Bonderup, PROPN 
E., PROPN 
Lregsgaard, PROPN 
A.H., PROPN 
Sore-, PROPN 

, SPACE 
nsen, PROPN 
Phys, PROPN 
Scripta, PROPN 
28, NUM 
1983, NUM 
308, NUM 

, SPACE 
171, NUM 
L.V., PROPN 
Hau, PROPN 
J.U., PROPN 
Andersen, PROPN 
Phys, PROPN 
Rev., PROPN 
47, NUM 
1993, NUM 
4007, NUM 

, SPACE 
L.V., PROPN 
Hau, PROPN 
E., PROPN 
Laegsgaard, PROPN 
J.U., PROPN 
Andersen, PROPN 
Nucl, PROPN 
Instr, PROPN 

, SPACE 
Meth, PROPN 
B, NOUN 
48, NUM 
1990, NUM 
244, NUM 

, SPACE 
19, NUM 
R., PROPN 
Haakenaasen, PROPN 
L.V., PROPN 
Hau, PROPN 
J.A., PROPN 
Golovchenko, PROPN 
J.C., PROPN 

, SPACE 
Palathinghal, PROPN 
J.P., PROPN 
