biodegradable, ADJ 
, SPACE 
results, NOUN 
indicate, VERB 
biodegradation, NOUN 
rate, NOUN 
PGA/, NOUN 
β, X 
TCP, NOUN 

, SPACE 
scaffolds, NOUN 
allowed, VERB 
rapid, ADJ 
replacement, NOUN 
osteogenesis, NOUN 

, SPACE 
HAP, PROPN 

, SPACE 
Fig, PROPN 
8, NUM 
New, PROPN 
Bone, PROPN 
BMD, PROPN 
mg, ADP 
cm3, NOUN 
group, NOUN 
evaluate, VERB 
strength, NOUN 
new, ADJ 
bone, NOUN 
BMD, PROPN 
order, NOUN 
PGA/, NOUN 
β, X 
TCP, PROPN 
1:3, NUM 
NPGA/, PROPN 
β, X 
TCP, PROPN 
1:1, NUM 
NHAP, PROPN 
⁎pb0.05, PROPN 
⁎⁎pb0.01, PROPN 
⁎⁎⁎pb0.001, NOUN 

, SPACE 
n=5, PROPN 

, SPACE 
Fig, PROPN 
9, NUM 
Percent, NOUN 
materials, NOUN 
Biodegraded, VERB 
different, ADJ 
times, NOUN 
surgery, NOUN 
biodegradation, NOUN 
percents, NOUN 
PGA/, NOUN 
b, ADV 
TCP, ADJ 
scaffolds, NOUN 
1:1, NUM 
1:3, NUM 
higher, ADJ 
pure, ADJ 
HAP, NOUN 
30, NUM 

, SPACE 
90, NUM 
days, NOUN 
surgery, NOUN 
⁎pb0.01, PROPN 
n=5).392, PROPN 
H., PROPN 
Cao, PROPN 
N., PROPN 
Kuboyama, PROPN 
Bone, PROPN 
46, NUM 
2010, NUM 
386, NUM 
395, NUM 

, SPACE 
TRAP, PROPN 
hematoxylin, PROPN 
counterstaining, NOUN 

, SPACE 
InFig, PROPN 
10, NUM 
TRAP, PROPN 
hematoxylin, NOUN 
counterstaining, NOUN 
revealed, VERB 

, SPACE 
osteoclasts, NOUN 
appeared, VERB 
PGA/, NOUN 
β, X 
TCP, ADJ 
surface, NOUN 
14, NUM 
days, NOUN 

, SPACE 
surgery, NOUN 
30, NUM 
days, NOUN 
surgery, NOUN 
osteoclasts, NOUN 

, SPACE 
observed, VERB 
PGA/, NOUN 
β, X 
TCP, ADJ 
surface, NOUN 
suggests, VERB 

, SPACE 
PGA/, NOUN 
β, X 
TCP, PROPN 
bio, NOUN 
resorbed, VERB 
rapidly, ADV 
90, NUM 
days, NOUN 
surgery, NOUN 

, SPACE 
osteoclasts, NOUN 
remaining, VERB 
PGA/, NOUN 
β, X 
TCP, NOUN 
new, ADJ 

, SPACE 
growing, VERB 
bone, NOUN 
complete, VERB 
PGA/, NOUN 
β, X 
TCP, ADJ 
bioresorption, NOUN 
bone, NOUN 

, SPACE 
remodeling, NOUN 
HAP, NOUN 
implant, NOUN 
osteoclasts, NOUN 
increasedweakly, ADV 
14, NUM 
days, NOUN 
90, NUM 
days, NOUN 
surgery, NOUN 

, SPACE 
Discussion, PROPN 

, SPACE 
Tissue, PROPN 
engineering, NOUN 
provides, VERB 
new, ADJ 
approach, NOUN 
therapy, NOUN 

, SPACE 
damaged, VERB 
tissues, NOUN 
failed, VERB 
organs, NOUN 
development, NOUN 
bone, NOUN 
tissue, NOUN 

, SPACE 
engineering, NOUN 
directly, ADV 
related, VERB 
changes, NOUN 
materials, NOUN 
technology, NOUN 

, SPACE 
especially, ADV 
development, NOUN 
biomaterials, NOUN 

, SPACE 
reconstruction, NOUN 
large, ADJ 
orthopedic, ADJ 
defects, NOUN 
mechanically, ADV 

, SPACE 
suitable, ADJ 
biological, ADJ 
environments, NOUN 
18, NUM 
prepared, VERB 

, SPACE 
3D, NOUN 
porous, ADJ 
scaffolds, NOUN 
composites, NOUN 
PGA, PROPN 
β, NOUN 
TCP, VERB 
use, NOUN 
bone, NOUN 

, SPACE 
repair, NOUN 
substitutes, NOUN 
Scaffolds, NOUN 
synthesized, VERB 
osteogenesis, NOUN 
mimic, VERB 
bone, NOUN 
mor-, PRON 

, SPACE 
phology, NOUN 
structure, NOUN 
function, NOUN 
optimize, VERB 
integration, NOUN 
thesurrounding, VERB 
tissue, NOUN 
known, VERB 
bone, NOUN 
structure, NOUN 
composed, VERB 

, SPACE 
hydroxyapatite, NOUN 

, SPACE 
10(PO, NUM 
4)6(OH, NUM 
2, NUM 
crystals, NOUN 
deposited, VERB 

, SPACE 
organic, ADJ 
matrix, NOUN 
95, NUM 
type, NOUN 
collagen, NOUN 
19, NUM 
Ozawa, PROPN 
et, PROPN 
al, PROPN 
20]reported, NUM 

, SPACE 
clinical, ADJ 
results, NOUN 
87, NUM 
bone, NOUN 
tumor, NOUN 
patients, NOUN 
received, VERB 
highly, ADV 

, SPACE 
puriﬁedβ, NOUN 
TCP, ADJ 
implants, NOUN 
repairing, VERB 
bone, NOUN 
defect, NOUN 

, SPACE 
developed, VERB 
fractures, NOUN 
deformities, NOUN 
radiograms, NOUN 
showed, VERB 

, SPACE 
marked, VERB 
radiological, ADJ 
remodeling, NOUN 
β, NOUN 
TCP, NOUN 

, SPACE 
excellent, ADJ 
absorbability, NOUN 
osteoconduction, NOUN 
particles, NOUN 
provideanchorage, NOUN 
osteoblastic, ADJ 
cells, NOUN 
provide, VERB 
favorable, ADJ 
surface, NOUN 

, SPACE 
cell, NOUN 
attachment, NOUN 
determines, VERB 
ability, NOUN 
material, NOUN 

, SPACE 
support, VERB 
bone, NOUN 
ingrowth, NOUN 
act, VERB 
biological, ADJ 
template, NOUN 
21].A, NUM 
sa, PROPN 
n, CCONJ 

, SPACE 
apatite, NOUN 
organic, ADJ 
polymer, NOUN 
composite, NOUN 
PGA/, NOUN 
β, X 
TCP, ADJ 
prepared, VERB 

, SPACE 
mimics, VERB 
components, NOUN 
natural, ADJ 
bones, NOUN 
β, X 
TCP, PROPN 
distributed, VERB 

, SPACE 
uniformly, ADV 
PGA, PROPN 
matrix, NOUN 
polymer, NOUN 
PGA, PROPN 
scaffoldfunctions, NOUN 
collagen, NOUN 
matrix, NOUN 
bone, NOUN 
providing, VERB 
structural, ADJ 

, SPACE 
support, NOUN 
osteogenesis, NOUN 
taking, VERB 
advantage, NOUN 
solubility, NOUN 
re-, ADP 

, SPACE 
formability, NOUN 
PGA, PROPN 
obtained, VERB 
shapes, NOUN 
closely, ADV 
ﬁt, VERB 
bone, NOUN 

, SPACE 
defects, NOUN 
prevent, VERB 
growth, NOUN 
ﬁbrous, ADJ 
tissue, NOUN 

, SPACE 
defect, NOUN 
advances, VERB 
bone, NOUN 
formation, NOUN 
rate, NOUN 
defect, NOUN 

, SPACE 
repaired, VERB 
normal, ADJ 
tissue, NOUN 
appearance, NOUN 
results, NOUN 

, SPACE 
Fig, PROPN 
10, NUM 
TRAP, PROPN 
hematoxylin, NOUN 
counterstaining, NOUN 
micrographs, NOUN 
×200, PROPN 
group, NOUN 
0, NUM 
14, NUM 
30, NUM 
90, NUM 
days, NOUN 
surgery, NOUN 
high, ADJ 
magniﬁ, ADJ 
cations, NOUN 
×600, PROPN 
shown, VERB 
insets, NOUN 
HAP, PROPN 

, SPACE 
group, NOUN 
b, X 
PGA/, NOUN 
β, X 
TCP, PROPN 
1:1, NUM 
group, NOUN 
c, PROPN 
PGA/, NOUN 
β, X 
TCP, ADJ 
1:3, NUM 
group, NOUN 
Red, ADJ 
color, NOUN 
osteoclast, ADJ 
blue, ADJ 
color, NOUN 
cell, PROPN 
nucleus, PROPN 
NB, PROPN 
new, ADJ 
bone, NOUN 
M, PROPN 
material, NOUN 
black, ADJ 
scale, NOUN 
bar, NOUN 
200, NUM 
μm, ADJ 
red, ADJ 
scale, NOUN 
bar, NOUN 

, SPACE 
50μm.393, PROPN 
H., PROPN 
Cao, PROPN 
N., PROPN 
Kuboyama, PROPN 
Bone, PROPN 
46, NUM 
2010, NUM 
386, NUM 
395, NUM 

, SPACE 
porous, ADJ 
scaffold, NOUN 
PGA/, NOUN 
β, X 
TCP, ADJ 
exhibits, VERB 
better, ADJ 
biocompatibility, NOUN 

, SPACE 
substrate, NOUN 
cell, NOUN 
growth, NOUN 
migration, NOUN 
vivo, NOUN 
bone, NOUN 

, SPACE 
repair, NOUN 
substitutes, NOUN 

, SPACE 
Surface, PROPN 
topography, NOUN 
important, ADJ 
cell, NOUN 
attachment, NOUN 
21, NUM 
pore, NOUN 

, SPACE 
wall, NOUN 
roughness, NOUN 
plays, VERB 
important, ADJ 
role, NOUN 
osteogenic, ADJ 
outcome, NOUN 

, SPACE 
macroporosity, NOUN 
pore, NOUN 
size, NOUN 
N50μm)[22, X 
Surface, NOUN 
roughness, NOUN 

, SPACE 
thought, VERB 
enhance, VERB 
attachment, NOUN 
proliferation, NOUN 
differentiation, NOUN 

, SPACE 
anchorage, NOUN 
dependent, ADJ 
bone, NOUN 
forming, VERB 
cells, NOUN 
23, NUM 
surface, NOUN 
energy, NOUN 

, SPACE 
play, VERB 
role, NOUN 
attracting, VERB 
particular, ADJ 
proteins, NOUN 
surface, NOUN 
thematerial, NOUN 
turn, NOUN 
affect, VERB 
af, ADJ 
ﬁnity, NOUN 
cells, NOUN 
material, NOUN 

, SPACE 
18, NUM 
overcome, VERB 
problem, NOUN 
homogeneity, NOUN 
polymer, NOUN 

, SPACE 
phase, NOUN 
inorganic, ADJ 
bioactive, NOUN 
phase, NOUN 
reported, VERB 
previously, ADV 

, SPACE 
SC, PROPN 
PL, PROPN 
method, NOUN 
incorporated, VERB 
uniformly, ADJ 
inorganic, ADJ 
bioactive, NOUN 
phase, NOUN 

, SPACE 
β, ADJ 
TCP, ADJ 
powder, NOUN 
solution, NOUN 
adding, VERB 
solution, NOUN 

, SPACE 
model, NOUN 
Fig, PROPN 
1, NUM 
Compared, VERB 
PGA, PROPN 
porous, ADJ 
scaffold, NOUN 
PGA/, NOUN 
β, X 
TCP, NOUN 

, SPACE 
produces, VERB 
rougher, ADJ 
pore, ADJ 
walls, NOUN 
particles, NOUN 
attached, VERB 
inlayed, VERB 

, SPACE 
surface, NOUN 
wall, NOUN 
surface, NOUN 
PGA/, NOUN 
β, X 
TCP, NOUN 

, SPACE 
1:3, NUM 
scaffold, NOUN 
rougher, ADJ 
PGA/, NOUN 
β, X 
TCP, PROPN 
1:1, NUM 
scaffold, NOUN 

, SPACE 
processes, NOUN 
vivo, ADJ 
mineralization, NOUN 
biodegradation, NOUN 

, SPACE 
complex, ADJ 
porous, ADJ 
composite, ADJ 
scaffolds, NOUN 
β, X 
TCP, ADJ 
particles, NOUN 

, SPACE 
15μm, NOUN 
diameter, NOUN 
Fig, PROPN 
3, NUM 
c, NOUN 
d, X 
inset, NOUN 
protruding, VERB 
surface, NOUN 

, SPACE 
PGA, PROPN 
matrix, NOUN 
balance, NOUN 
mineral, NOUN 
deposition, NOUN 
biodegradationand, CCONJ 
tissue, NOUN 
regeneration, NOUN 
changes, NOUN 
greatly, ADV 
different, ADJ 
times, NOUN 

, SPACE 
surgery, NOUN 
bone, NOUN 
repair, NOUN 
studies, NOUN 
rats, NOUN 
demonstrate, VERB 
PGA/, NOUN 

, SPACE 
β, X 
TCP, ADJ 
scaffold, NOUN 
affords, VERB 
early, ADJ 
bioresorption, NOUN 
replacement, NOUN 

, SPACE 
newly, ADV 
formed, VERB 
bone, NOUN 
Fig, PROPN 
6, NUM 
.Figs, PROPN 
6, NUM 
7, NUM 
9, NUM 
showed, VERB 

, SPACE 
degradation, NOUN 
rates, NOUN 
PGA/, NOUN 
β, X 
TCP, ADJ 
scaffolds, NOUN 
1:1, NUM 
1:3, NUM 
adjusted, VERB 

, SPACE 
match, VERB 
rate, NOUN 
bone, NOUN 
tissue, NOUN 
regeneration, NOUN 
slowdegradation, NOUN 
HAP, PROPN 
offer, VERB 
new, ADJ 
bone, NOUN 
space, NOUN 
grow, VERB 

, SPACE 
measured, VERB 
time, NOUN 
periods, NOUN 
hold, VERB 
new, ADJ 
bone, NOUN 
growth, NOUN 

, SPACE 
PGA/, NOUN 
β, X 
TCP, ADJ 
scaffolds, NOUN 
suitable, ADJ 
bone, NOUN 
replacement, NOUN 

, SPACE 
material, NOUN 

, SPACE 
presume, VERB 
chemical, ADJ 
formula, NOUN 
biodegradation, NOUN 

, SPACE 
reaction, NOUN 
follows, VERB 
nCa, PROPN 

, SPACE 
9(HPO, NUM 
4)(PO, NUM 
4)5(OH)+, NUM 
OCH, PROPN 
2CO–)n+, NUM 

, SPACE 
nH2O→3nCa, PROPN 
3(PO, NUM 
4)2+(HOCH, NUM 
2COOH)n+nH, NUM 
2O., NUM 
hydrolysis, NOUN 

, SPACE 
long, ADJ 
PGA, PROPN 
ﬁbers, NOUN 
degraded, VERB 
shorter, ADJ 
ﬁbers, NOUN 
eventually, ADV 

, SPACE 
decompose, VERB 
polymer, NOUN 
powders, NOUN 
ﬁnally, ADV 
glycolic, ADJ 
acid, NOUN 
18, NUM 

, SPACE 
degradation, NOUN 
product, NOUN 
glycolic, ADJ 
acid, NOUN 
non, ADJ 
toxic, ADJ 
enter, VERB 
thetricarboxylic, ADJ 
acid, NOUN 
cycle, NOUN 
excreted, VERB 
water, NOUN 

, SPACE 
carbon, NOUN 
dioxide, NOUN 
glycolic, ADJ 
acid, NOUN 
urine, NOUN 
glycolicacid, NOUN 
turn, VERB 
glycine, NOUN 
metabolized, VERB 

, SPACE 
tricarboxylic, ADJ 
acid, NOUN 
cycle, NOUN 
24, NUM 
tri, ADJ 
calcium, ADJ 
phosphate, NOUN 
degraded, VERB 

, SPACE 
β, PROPN 
TCP, PROPN 
stabilize, VERB 
physiological, ADJ 
pH, NOUN 
disrupted, VERB 

, SPACE 
degradation, NOUN 
product, NOUN 
glycolic, ADJ 
acid, NOUN 
PGA, PROPN 
increases, VERB 

, SPACE 
biocompatibility, NOUN 
scaffold, NOUN 
completes, VERB 
avirulent, NOUN 
metabolic, NOUN 

, SPACE 
process, NOUN 
study, NOUN 
Kondo, PROPN 
et, PROPN 
al, PROPN 
4]showed, VERB 
osteoclasts, NOUN 

, SPACE 
adhere, VERB 
β, X 
TCP, NOUN 
resorb, NOUN 
β, ADJ 
TCP, ADJ 
implants, NOUN 
continuously, ADV 
4, NUM 
56, NUM 

, SPACE 
days, NOUN 
surgery, NOUN 
study, NOUN 
osteoclasts, NOUN 
PGA/, NOUN 
β, X 
TCP, PROPN 

, SPACE 
observed, VERB 
stages, NOUN 
TRAP, PROPN 
hematoxylin, NOUN 
counterstaining, NOUN 
andtheir, ADJ 
quantity, NOUN 
markedly, ADV 
increased, VERB 
30, NUM 
days, NOUN 
surgery, NOUN 
Fig, PROPN 
10, NUM 

, SPACE 
addition, NOUN 
content, NOUN 
β, X 
TCP, NOUN 
composite, NOUN 

, SPACE 
important, ADJ 
factor, NOUN 
mineralization, NOUN 
osteogenesis, NOUN 
BMD, PROPN 

, SPACE 
analyses, VERB 
con, PROPN 
ﬁrm, NOUN 
quantity, NOUN 
new, ADJ 
BMD, PROPN 
PGA/, NOUN 

, SPACE 
β, X 
TCP, PROPN 
1:3, NUM 
scaffold, NOUN 
higher, ADJ 
PGA/, NOUN 
β, X 
TCP, PROPN 
1:1, NUM 
scaffold, NOUN 

, SPACE 
Fig, PROPN 
8), NUM 
conclude, VERB 
main, ADJ 
reason, NOUN 
content, NOUN 

, SPACE 
ofβ, NOUN 
TCP, PROPN 
level, NOUN 
P, NOUN 
PGA/, NOUN 
β, X 
TCP, ADJ 
1:3, NUM 
higher, ADJ 

, SPACE 
PGA/, NOUN 
β, X 
TCP, ADJ 
1:1, NUM 
subsequent, ADJ 
research, NOUN 
weight, NOUN 
ratio, NOUN 

, SPACE 
ofβ, PROPN 
TCP, PROPN 
increased, VERB 
initial, ADJ 
levels, NOUN 
P, NOUN 

, SPACE 
materials, NOUN 
designed, VERB 
assess, VERB 
composites, NOUN 
apatite, PROPN 

, SPACE 
polymers, NOUN 
bone, NOUN 
repair, NOUN 
substitutes, NOUN 

, SPACE 
Conclusion, PROPN 

, SPACE 
3D, NOUN 
porous, ADJ 
scaffolds, NOUN 
composites, NOUN 
PGA, PROPN 
β, PROPN 
TCP, PROPN 

, SPACE 
prepared, VERB 
SC, PROPN 
PL, PROPN 
method, NOUN 
suitable, ADJ 
shapes, NOUN 

, SPACE 
bone, NOUN 
defects, NOUN 
rough, ADJ 
surface, NOUN 
high, ADJ 
open, ADJ 
porosity, NOUN 
interconnectedpores, NOUN 
bone, NOUN 
replacement, NOUN 
study, NOUN 
PGA/, NOUN 
β, X 
TCP, ADJ 
scaffolds, NOUN 

, SPACE 
rats, NOUN 
showed, VERB 
scaffolds, NOUN 
osteoconductivity, NOUN 
early, ADV 

, SPACE 
encourage, VERB 
rapid, ADJ 
bone, NOUN 
formation, NOUN 
result, VERB 
appearance, NOUN 

, SPACE 
natural, ADJ 
bone, NOUN 
replaced, VERB 
areas, NOUN 
Furthermore, ADV 
degradation, NOUN 
rates, NOUN 

, SPACE 
scaffolds, NOUN 
adjust, VERB 
match, VERB 
rate, NOUN 
tissue, NOUN 
regeneration, NOUN 

, SPACE 
expected, VERB 
PGA/, NOUN 
β, X 
TCP, ADJ 
scaffolds, NOUN 
disappear, VERB 
completely, ADV 

, SPACE 
tissue, NOUN 
repaired, VERB 

, SPACE 
bone, NOUN 
repair, NOUN 
substitutes, NOUN 
PGA/, NOUN 
β, X 
TCP, ADJ 
1:3, NUM 
scaffold, NOUN 

, SPACE 
rapid, ADJ 
stronger, ADJ 
osteoconductivity, NOUN 
PGA/, NOUN 
β, X 
TCP, PROPN 
1:1, NUM 

, SPACE 
scaffold, NOUN 
repairing, VERB 
femoral, ADJ 
defects, NOUN 
conclude, VERB 
compositescaffold, NOUN 
PGA/, NOUN 
β, X 
TCP, NOUN 
especially, ADV 
weight, NOUN 
ratio, NOUN 
1:3, NUM 
exhibits, VERB 

, SPACE 
strong, ADJ 
ability, NOUN 
mineralization, NOUN 
osteogenesis, NOUN 
biodegradationduring, ADJ 
bone, NOUN 
replacement, NOUN 
process, NOUN 

, SPACE 
Acknowledgments, NOUN 

, SPACE 
like, VERB 
thank, VERB 
Prof., PROPN 
T., PROPN 
Maeda, PROPN 
Prof., PROPN 
N., PROPN 
Nishiyama, PROPN 
Prof., PROPN 
K., PROPN 

, SPACE 
Nemoto, PROPN 
Dr., PROPN 
H., PROPN 
Yamamoto, PROPN 
Dr., PROPN 
T., PROPN 
Niimi, PROPN 
Nihon, PROPN 
University, PROPN 
School, PROPN 

, SPACE 
Dentistry, PROPN 
Matsudo, PROPN 
excellent, ADJ 
technology, NOUN 
support, NOUN 

, SPACE 
study, NOUN 
funded, VERB 
Grant, PROPN 
supporting, VERB 
project, NOUN 
strategicresearch, NOUN 
2008, NUM 
2012, NUM 
Ministry, PROPN 
education, NOUN 
culture, NOUN 
sports, NOUN 

, SPACE 
science, NOUN 
technology, NOUN 
Japan, PROPN 

, SPACE 
References, NOUN 

, SPACE 
1, NUM 
Rezwan, PROPN 
K, PROPN 
Chen, PROPN 
QZ, PROPN 
Blaker, PROPN 
JJ, PROPN 
Boccaccini, PROPN 
AR, PROPN 
Biodegradable, ADJ 
bioactive, ADJ 
porous, ADJ 

, SPACE 
polymer, NOUN 
inorganic, ADJ 
composite, ADJ 
scaffolds, NOUN 
bone, NOUN 
tissue, NOUN 
engineering, NOUN 
Biomaterials, NOUN 

, SPACE 
2006;27:3413, NUM 
31, NUM 

, SPACE 
2, X 
Jarcho, PROPN 
M., PROPN 
Calcium, PROPN 
phosphate, VERB 
ceramics, NOUN 
hard, ADJ 
tissue, NOUN 
prosthetics, NOUN 
Clin, PROPN 
Orthop, PROPN 
Relat, PROPN 

, SPACE 
Res, PROPN 
1981;157:259, NOUN 
78, NUM 

, SPACE 
3, X 
Hench, PROPN 
LL, PROPN 
Wilson, PROPN 
J., PROPN 
Surface, PROPN 
active, ADJ 
biomaterials, NOUN 
Science, PROPN 
1984;226:630, PROPN 
6, NUM 

, SPACE 
4, X 
Kondo, PROPN 
N, PROPN 
Ogose, PROPN 
Tokunaga, PROPN 
K, PROPN 
Ito, PROPN 
T, PROPN 
Arai, PROPN 
K, PROPN 
Kudo, PROPN 
N, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
formation, NOUN 

, SPACE 
resorption, NOUN 
highly, ADV 
puri, PROPN 
ﬁedβ, NOUN 
tricalcium, NOUN 
phosphate, NOUN 
rat, NOUN 
femoral, ADJ 
condyle, NOUN 

, SPACE 
Biomaterials, PROPN 
2005;26:5600, PROPN 
8, NUM 

, SPACE 
5, X 
Uemura, PROPN 
T, PROPN 
Dong, PROPN 
J, PROPN 
Yoshikawa, PROPN 
T, PROPN 
Hakamatsuka, PROPN 
Y, PROPN 
Irie, PROPN 
H, PROPN 
Inoue, PROPN 
H, PROPN 
et, PROPN 
al, PROPN 
Allogenic, ADJ 

, SPACE 
transplantation, NOUN 
cultured, ADJ 
bone, NOUN 
porous, ADJ 
β, ADJ 
TCP, ADJ 
materials, NOUN 
construct, VERB 
Key, PROPN 
Eng, PROPN 
Mater, PROPN 

, SPACE 
2001;218, NUM 
220:253, NUM 
6, NUM 

, SPACE 
6, X 
Mahmood, PROPN 
TA, PROPN 
Riesle, PROPN 
J, PROPN 
Li, PROPN 
SH, PROPN 
Lee, PROPN 
WC, PROPN 
Blitterswijk, PROPN 
Langer, PROPN 
R., PROPN 
Dynamic, PROPN 
culture, NOUN 

, SPACE 
primary, ADJ 
chondrocytes, NOUN 
porous, ADJ 
β, X 
TCP, PROPN 
HA, NOUN 
scaffolds, NOUN 
spinner, NOUN 
ﬂasks, NOUN 
effects, NOUN 

, SPACE 
pore, ADJ 
size, NOUN 
cell, NOUN 
seeding, NOUN 
density, NOUN 
Key, PROPN 
Eng, PROPN 
Mater, PROPN 
2001;218, PROPN 
220:257, NOUN 
60, NUM 

, SPACE 
7, X 
Oonishi, PROPN 
H, PROPN 
Kushitani, PROPN 
S, PROPN 
Iwaki, PROPN 
H, PROPN 
Saka, PROPN 
K, PROPN 
Ono, PROPN 
H, PROPN 
Tamura, PROPN 
et, PROPN 
al, PROPN 
Comparative, ADJ 
bone, NOUN 

, SPACE 
formation, NOUN 
kinds, NOUN 
bioceramic, ADJ 
granules, NOUN 
Bioceramics, NOUN 
1995;8:137, NUM 
44, NUM 

, SPACE 
8, X 
Gunatillake, PROPN 
PA, PROPN 
Adhikari, PROPN 
R., PROPN 
Biodegradable, ADJ 
synthetic, ADJ 
polymers, NOUN 
tissue, NOUN 
engineer-, X 

, SPACE 
ing, PROPN 
Eur, PROPN 
Cell, PROPN 
Mater, PROPN 
2003;5:1, NUM 
16, NUM 

, SPACE 
9, X 
Li, PROPN 
WJ, PROPN 
Cooper, PROPN 
Jr, PROPN 
JA, PROPN 
Mauck, PROPN 
RL, PROPN 
Tuan, PROPN 
RS, PROPN 
Fabrication, NOUN 
characterization, NOUN 

, SPACE 
electrospun, NOUN 
poly, ADJ 
α, ADV 
hydroxy, ADJ 
ester)-based, ADJ 
ﬁbrous, ADJ 
scaffolds, NOUN 
tissue, NOUN 
engineering, NOUN 

, SPACE 
applications, NOUN 
Acta, PROPN 
biomaterialia, ADV 
2006;2:377, NUM 
85, NUM 

, SPACE 
10, NUM 
Wang, PROPN 
Y, PROPN 
Sun, PROPN 
X, PROPN 
Zhang, PROPN 
J, PROPN 
Rong, PROPN 
G., PROPN 
adaptive, ADJ 
denoising, NOUN 
method, NOUN 
based, VERB 
local, ADJ 

, SPACE 
mode, NOUN 
estimation, NOUN 
Conf, PROPN 
Proc, PROPN 
IEEE, PROPN 
Eng, PROPN 
Med, PROPN 
Biol, PROPN 
Soc, PROPN 
2005:6555, NUM 
8, NUM 

, SPACE 
11, NUM 
Kinoshita, PROPN 
Y, PROPN 
Matsuo, PROPN 
M, PROPN 
Todoki, PROPN 
K, PROPN 
Ozono, PROPN 
S, PROPN 
Fukuoka, PROPN 
S, PROPN 
Tsuzuki, PROPN 
H, PROPN 
et, PROPN 
al, PROPN 
Alveolar, PROPN 

, SPACE 
bone, NOUN 
regeneration, NOUN 
absorbable, ADJ 
poly(L, ADJ 
lactide, NOUN 
co-, NOUN 
/C15, PROPN 
caprolactone)/, NUM 
β, PROPN 
trical-, NUM 

, SPACE 
cium, NOUN 
phosphate, NOUN 
membrane, NOUN 
gelatin, NOUN 
sponge, NOUN 
incorporating, VERB 
basic, ADJ 
ﬁbroblast, NOUN 

, SPACE 
growth, NOUN 
factor, NOUN 
Int, PROPN 
J, PROPN 
Oral, PROPN 
Maxillofac, PROPN 
Surg, PROPN 
2008;37:275, NOUN 
81, NUM 

, SPACE 
12, NUM 
Boccaccini, PROPN 
AR, PROPN 
Notingher, PROPN 
Maquet, PROPN 
V, PROPN 
Jérôme, PROPN 
R., PROPN 
Bioresorbable, PROPN 
bioactive, ADJ 

, SPACE 
composite, ADJ 
materials, NOUN 
based, VERB 
polylactide, NOUN 
foams, NOUN 
ﬁlled, VERB 
coated, VERB 
Bioglass, NOUN 

, SPACE 
particles, NOUN 
tissue, NOUN 
engineering, NOUN 
applications, NOUN 
J, PROPN 
Mater, PROPN 
Sci, PROPN 
Mater, PROPN 
Med, PROPN 
2003;14:443, PROPN 
50, NUM 

, SPACE 
13, NUM 
Mohan, PROPN 
SV, PROPN 
Prakasham, PROPN 
RS, PROPN 
Satyavathi, PROPN 
B, PROPN 
Annapurna, PROPN 
J, PROPN 
Ramakrishna, PROPN 
SV, PROPN 
Biotreat-, ADJ 

, SPACE 
ability, NOUN 
studies, NOUN 
pharmaceutical, ADJ 
wastewater, NOUN 
anaerobic, ADJ 
suspended, VERB 
ﬁlm, NOUN 

, SPACE 
contact, NOUN 
reactor, NOUN 
Water, PROPN 
Sci, PROPN 
Technol, PROPN 
2001;43:271, NOUN 
6, NUM 

, SPACE 
14, X 
Mikos, PROPN 
AG, PROPN 
Lyman, PROPN 
MD, PROPN 
Freed, PROPN 
LE, PROPN 
Langer, PROPN 
R., PROPN 
Wetting, PROPN 
poly(L, ADJ 
lactic, ADJ 
acid, NOUN 
poly, ADJ 

, SPACE 
DL, PROPN 
lactic, ADJ 
co, ADJ 
glycolic, ADJ 
acid, NOUN 
foams, NOUN 
tissue, NOUN 
culture, NOUN 
Biomaterials, NOUN 
1994;15:55, NUM 
8, NUM 

, SPACE 
15, X 
Middleton, PROPN 
JC, PROPN 
Tipton, PROPN 
AJ, PROPN 
Synthetic, ADJ 
biodegradable, ADJ 
polymers, NOUN 
orthopedic, ADJ 
devices, NOUN 

, SPACE 
Biomaterials, PROPN 
2000;21:2335, PROPN 
46, NUM 

, SPACE 
16, NUM 
Zhang, PROPN 
P, PROPN 
Hong, PROPN 
Z, PROPN 
Yu, PROPN 
T, PROPN 
Chen, PROPN 
X, PROPN 
Jing, PROPN 
X., PROPN 
vivo, ADJ 
mineralization, NOUN 
osteogenesis, NOUN 

, SPACE 
nanocomposite, ADJ 
scaffold, NOUN 
poly(lactide, PROPN 
co, NOUN 
glycolide, ADJ 
hydroxyapatite, VERB 
surface, NOUN 
grafted, VERB 
poly(L, ADJ 
lactide, NOUN 
Biomaterials, NOUN 
2009;30:58, NUM 
70, NUM 

, SPACE 
17, NUM 
Zhang, PROPN 
R, PROPN 
Ma, PROPN 
PX, PROPN 
Poly, PROPN 
α, PROPN 
hydroxyl, PROPN 
acids)/hydroxyapatite, PROPN 
porous, ADJ 
composites, NOUN 

, SPACE 
bone, NOUN 
tissue, NOUN 
engineering, NOUN 
I., PROPN 
Preparation, PROPN 
morphology, NOUN 
J, PROPN 
Biomed, PROPN 
Mater, PROPN 
Res, PROPN 

, SPACE 
