Pergamon, PROPN 
Acta, PROPN 
41, NUM 
1575, NUM 
1586, NUM 

, SPACE 
Scherrer, PROPN 
1988, NUM 
La, PROPN 
rtgtntration, NOUN 
de, X 
la, PROPN 
mangrove, NOUN 
aprts, VERB 
un, PROPN 
dtversement, PROPN 

, SPACE 
accidental, PROPN 
d'hydrocarbures, PROPN 
phytotoxicit6, NOUN 
et, NOUN 
6volution, NOUN 
physico-, NOUN 

, SPACE 
chimique, ADJ 
du, PROPN 
pttrole, PROPN 
brut, PROPN 
pitg6, PROPN 
dans, PROPN 
le, X 
substrat, PROPN 
Thtse, PROPN 
de, PROPN 
Doctorat, PROPN 

, SPACE 
Universit6, PROPN 
Sabatier, PROPN 
P., PROPN 
Toulouse, PROPN 

, SPACE 
Smith, PROPN 
J., PROPN 
D., PROPN 
Hauser, PROPN 
J., PROPN 
Y., PROPN 
Bagg, PROPN 
J., PROPN 
1985, NUM 
Polycyclic, PROPN 
aromatic, ADJ 

, SPACE 
hydrocarbons, NOUN 
sediments, NOUN 
Great, PROPN 
Barrier, PROPN 
Reef, PROPN 
region, NOUN 

, SPACE 
Australia, PROPN 
Mar., PROPN 
Pollut, PROPN 
Bull, PROPN 
16, NUM 
110, NUM 
114, NUM 

, SPACE 
Snedaker, PROPN 
S., PROPN 
1978, NUM 
Les, PROPN 
mangroves, NOUN 
leur, ADJ 
inttrgt, NOUN 
et, NOUN 
leur, ADJ 
conservation, NOUN 

, SPACE 
Nature, NOUN 
et, NOUN 
ressources, NOUN 
Unesco, PROPN 
Paris, PROPN 
14, NUM 
7, NUM 
15, NUM 

, SPACE 
Venkatesan, PROPN 
M., PROPN 
I., PROPN 
1988, NUM 
Occurence, NOUN 
possible, ADJ 
sources, NOUN 
perylene, NOUN 

, SPACE 
marine, ADJ 
sediments, NOUN 
Mar., PROPN 
Chem, PROPN 
25, NUM 
1, NUM 
27, NUM 

, SPACE 
739, NUM 


, SPACE 
