Pergamon, PROPN 
4’7.6, NUM 
47.0, NUM 
48.0, NUM 
48.2, NUM 
48.4, NUM 

, SPACE 
RADIAL, PROPN 
DISTANCE, PROPN 
cm, X 

, SPACE 
Figure, PROPN 
10, NUM 
Measured, VERB 
peak, NOUN 
erosion, NOUN 
rates, NOUN 
squares, NOUN 
depending, VERB 
radial, ADJ 
distance, NOUN 
plasma, NOUN 
center, NOUN 
expected, VERB 
rates, NOUN 
B, NOUN 
:D, PUNCT 
sputter, NOUN 

, SPACE 
yield, NOUN 
Y, PROPN 
=, PRON 
0.05, NUM 
assumed, VERB 
thick, ADJ 
line, NOUN 
possible, ADJ 
contributions, NOUN 
impurity, NOUN 
sputtering, VERB 
0, NUM 
circles, NOUN 
C, NOUN 
squares, NOUN 
negligible, ADJ 

, SPACE 
927, NUM 

, SPACE 
P, NOUN 
Wienhold, PROPN 
F, PROPN 
Weschenfelder, PROPN 
Measurements, NOUN 
thin, ADJ 
film, NOUN 
erosion, NOUN 
deposition, NOUN 

, SPACE 
g+, NOUN 
1, NUM 
fo, ADP 
~~eI;;;~:j, PUNCT 
47.4, NUM 
47.6, NUM 
47.0, NUM 
48.0, NUM 
48.2, NUM 
48.4, NUM 
48.6, NUM 
48.8, NUM 
49.0, NUM 
49.2, NUM 
49.4, NUM 

, SPACE 
RADIAL, PROPN 
DISTANCE, PROPN 
cm, X 

, SPACE 
Figure, PROPN 
11, NUM 
Intermediate, ADJ 
rates, NOUN 
crosses, NOUN 
ueak, ADJ 
erosion, NOUN 
achieved, VERB 
calculations, NOUN 
according, VERB 
model, NOUN 
eqn, NOUN 
4, NUM 
Yo, PROPN 
=, SYM 
0.01, NUM 
thick, ADJ 
line, NOUN 

, SPACE 
=, PROPN 
0.006, NUM 
dashed, VERB 
line, NOUN 

, SPACE 
understood, VERB 
difference, NOUN 
impurity, NOUN 

, SPACE 
deposition, NOUN 
hydrogen, NOUN 
erosion, NOUN 
carbon, NOUN 
sili-, VERB 

, SPACE 
con, PROPN 
deposited, VERB 
surface, NOUN 
boron, NOUN 
film, NOUN 
thickness, NOUN 

, SPACE 
decrease, VERB 
erosion, NOUN 
impurity, NOUN 
content, NOUN 
reduces, VERB 

, SPACE 
erosion, NOUN 
yield, VERB 
pure, ADJ 
B, NOUN 
:D, PUNCT 
bulk, NOUN 
protected, VERB 
lifetime, NOUN 

, SPACE 
prolonged, VERB 

, SPACE 
erosion, NOUN 
zone, NOUN 
eqn, NOUN 
4, NUM 
deviates, VERB 

, SPACE 
observed, VERB 
intermediate, ADJ 
rates, NOUN 
larger, ADJ 

, SPACE 
present, ADJ 
exclude, VERB 
erosion, NOUN 
yield, NOUN 
con-, X 

, SPACE 
stant, ADJ 
surface, NOUN 
e.g., ADV 
changing, VERB 
impurity, NOUN 
content, NOUN 

, SPACE 
clear, ADJ 
process, VERB 
protective, ADJ 
layer, NOUN 
roughly, ADV 

, SPACE 
20, NUM 
nm, ADJ 
thickness, NOUN 
currently, ADV 
formed, VERB 
Direct, ADJ 
redeposition, NOUN 

, SPACE 
boron, NOUN 
ions, NOUN 
eroded, VERB 
carbon, NOUN 
parts, NOUN 
surface, NOUN 

, SPACE 
neglected, VERB 
ohmic, ADJ 
phase, NOUN 
ionization, NOUN 

, SPACE 
length, NOUN 
1, NUM 
shorter, ADJ 
30, NUM 
mm, NOUN 
radial, ADJ 
direc-, PART 

, SPACE 
tier, NOUN 
radial, ADJ 
range, NOUN 
sample, NOUN 
22, NUM 
mm, NOUN 

, SPACE 
NB, PROPN 
heated, ADJ 
phase, NOUN 
discharges, NOUN 
1, NUM 
=, NOUN 
z, PROPN 
6, NUM 

, SPACE 
mm, NOUN 
boron, NOUN 
carbon, NOUN 
eroded, VERB 
thermal, ADJ 
energy, NOUN 

, SPACE 
r, NOUN 
=, NOUN 
47.5, NUM 
cm, NOUN 
redeposition, NOUN 
plasma, NOUN 
near, ADP 
end, NOUN 

, SPACE 
sample, NOUN 
possible, ADJ 
Prompt, ADJ 
redeposition, NOUN 
boron, NOUN 

, SPACE 
remains, VERB 
neutral, ADJ 
erosion, NOUN 
fully, ADV 
excluded, VERB 

, SPACE 
post, NOUN 
mortem, NOUN 
analysis, NOUN 
revealed, VERB 
boron, NOUN 
concentrations, NOUN 

, SPACE 
~2, PROPN 
x, PROPN 
lO”cm, PROPN 
correspond, VERB 
thickness, NOUN 

, SPACE 
z, PROPN 
20, NUM 
nm, NOUN 
unclear, ADJ 
B, NOUN 
:D, PUNCT 
film, NOUN 
formed, VERB 

, SPACE 
aluminum, NOUN 
interlayer, NOUN 
eroded, VERB 
simultaneously, ADV 

, SPACE 
redeposition, NOUN 
Al+, ADV 
unlikely, ADJ 
>, X 
9, NUM 
mm, PROPN 
NBI, NOUN 

, SPACE 
phase, NOUN 

, SPACE 
Conclusions, NOUN 

, SPACE 
consequence, NOUN 
layer, NOUN 
model, NOUN 
thin, ADJ 
C(Si)/B, NOUN 
:D, PUNCT 

, SPACE 
film, NOUN 
B, NOUN 
:D, PUNCT 
bulk, VERB 
influence, NOUN 
different, ADJ 
refractive, ADJ 

, SPACE 
constants, NOUN 
n, ADV 
different, ADJ 
material, NOUN 
densities, NOUN 
p, NOUN 

, SPACE 
considered, VERB 
calculations, NOUN 
n, NOUN 
=, SYM 
2.0, NUM 
upper, ADJ 
film, NOUN 

, SPACE 
n, NOUN 
=, SYM 
2.7, NUM 
bulk, NOUN 
yield, VERB 
increase, NOUN 
10, NUM 
assumed, VERB 

, SPACE 
total, ADJ 
thicknesses, NOUN 
order, NOUN 
fit, VERB 
measured, ADJ 
hue, NOUN 
values, NOUN 

, SPACE 
layer, NOUN 
thickness, NOUN 
larger, ADJ 

, SPACE 
factor, NOUN 
1.6, NUM 
sputter, NOUN 
yield, VERB 
Y, PROPN 
model, NOUN 

, SPACE 
equation, NOUN 
4, NUM 
Different, ADJ 
densities, NOUN 
p, NOUN 
=, SYM 
6.5, NUM 
x, SYM 
102, NUM 
cm-, NOUN 
C, NOUN 
B, NOUN 
:D, PUNCT 

, SPACE 
p, NOUN 
=, PROPN 
.O, PROPN 
x, NOUN 
10”cmp3, NOUN 
B, NOUN 
:D, PUNCT 

, SPACE 
928, NUM 
discussion, NOUN 
density, NOUN 
according, VERB 
refractive, ADJ 

, SPACE 
constant, ADJ 
film, NOUN 
high, ADJ 
pure, ADJ 
boron, NOUN 
layer, NOUN 

, SPACE 
factor, NOUN 
1.8, NUM 
replace, VERB 
factor, NOUN 
1.6, NUM 

, SPACE 
possibilities, NOUN 
affect, VERB 
major, ADJ 
conclusion, NOUN 

, SPACE 
observed, VERB 
deposition, NOUN 
erosion, NOUN 
rates, NOUN 
described, VERB 

, SPACE 
net, ADJ 
effect, NOUN 
impurity, NOUN 
deposition, NOUN 
background, NOUN 

, SPACE 
plasma, NOUN 
erosion, NOUN 
hydrogen, NOUN 
ions, NOUN 
implies, VERB 

, SPACE 
layer, NOUN 
model, NOUN 
favored, VERB 
working, VERB 
hypothesis, NOUN 
i.e., X 
formation, NOUN 

, SPACE 
thin, ADJ 
carbon, NOUN 
silicon, NOUN 
containing, VERB 
film, NOUN 
virgin, PROPN 
B, NOUN 
D., PROPN 

, SPACE 
prevents, VERB 
pure, ADJ 
boron, NOUN 
fast, ADJ 
erosion, NOUN 
lower, ADJ 

, SPACE 
sputter, NOUN 
erosion, NOUN 
yield, NOUN 
prolongs, VERB 
lifetime, NOUN 
Pure, ADJ 
boron, NOUN 
films, NOUN 

, SPACE 
fusion, NOUN 
devices, NOUN 
advantageous, ADJ 
boron, NOUN 
get-, NOUN 

, SPACE 
ters, NOUN 
oxygen, NOUN 
impurities, NOUN 
effectively, ADV 
‘4, PUNCT 
evaluation, NOUN 

, SPACE 
data, NOUN 
spectroscopy, NOUN 
post, NOUN 
mortem, NOUN 
analysis, NOUN 

, SPACE 
sample, NOUN 
EPMA, PROPN 
NRA, PROPN 
AES, PROPN 
fully, ADV 
finished, VERB 
remains, VERB 

, SPACE 
shown, VERB 
deposit, NOUN 
stratified, VERB 
prompt, ADJ 

, SPACE 
deposition, NOUN 
neutral, ADJ 
boron, NOUN 
plays, VERB 
role, NOUN 
model, NOUN 

, SPACE 
explain, VERB 
time, NOUN 
dependence, NOUN 
shift, NOUN 
erosion, NOUN 

, SPACE 
edge, NOUN 
declined, ADJ 
surface, NOUN 

, SPACE 
lifetime, NOUN 
boronization, NOUN 
layer, NOUN 
varies, VERB 
extremely, ADV 

, SPACE 
seconds, NOUN 
minutes, NOUN 
probably, ADV 
hours, NOUN 
depending, VERB 

, SPACE 
location, NOUN 
deposition, NOUN 
zones, NOUN 
observed, VERB 

, SPACE 
importance, NOUN 
future, ADJ 
fusion, NOUN 
devices, NOUN 
optimizing, VERB 
feed, NOUN 

, SPACE 
rates, NOUN 
duty, NOUN 
cycles, NOUN 
reactive, ADJ 
gases, NOUN 
situ, NOUN 
repair, NOUN 

, SPACE 
protecting, VERB 
coatings, NOUN 
shows, VERB 
single, ADJ 
observations, NOUN 

, SPACE 
particular, ADJ 
location, NOUN 
time, NOUN 
sufficient, ADJ 
contrast, NOUN 
color-, NOUN 

, SPACE 
imetry, NOUN 
allows, VERB 
investigation, NOUN 
evolutions, NOUN 
large, ADJ 
areas, NOUN 

, SPACE 
provides, VERB 
essential, ADJ 
experimental, ADJ 
information, NOUN 
basis, NOUN 

, SPACE 
model, NOUN 
validation, NOUN 
understanding, NOUN 
processes, NOUN 

, SPACE 
influence, NOUN 
geometry, NOUN 
easily, ADV 
investigated, VERB 
changing, VERB 

, SPACE 
shape, NOUN 
probe, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
authors, NOUN 
acknowledge, VERB 
readiness, NOUN 
Dr, PROPN 
J, PROPN 
von, PROPN 

, SPACE 
Seggern, PROPN 
IPP, PROPN 
Jtilich, PROPN 
help, VERB 
AES, PROPN 
sputter, NOUN 
depth, NOUN 
profiles, NOUN 

, SPACE 
Dr, PROPN 
B, PROPN 
Emmoth, PROPN 
KTH, PROPN 
Stockholm, PROPN 
NRA, PROPN 
studies, NOUN 

, SPACE 
Dr, PROPN 
P, PROPN 
Karduck, PROPN 
RWTH, NOUN 
Aachen, PROPN 
EPMA, PROPN 
analysis, NOUN 

, SPACE 
thank, VERB 
technical, ADJ 
help, NOUN 
members, NOUN 
working, NOUN 

, SPACE 
group, NOUN 
TEXTOR, NOUN 
team, NOUN 

, SPACE 
P, PROPN 
Wienhold, PROPN 
F, PROPN 
Weschenfeldec, PROPN 
Measurements, PROPN 
thin, ADJ 
film, NOUN 
erosion, NOUN 
deposition, NOUN 

, SPACE 
References, PROPN 

, SPACE 
P, PROPN 
Wienhold, PROPN 
F, PROPN 
Weschenfelder, PROPN 
J, PROPN 
Winter, PROPN 
Nucl, PROPN 
lnst, NOUN 
Methods, PROPN 

, SPACE 
Phys, PROPN 
Rrs, PROPN 
B94, PROPN 
503, NUM 
1994, NUM 

, SPACE 
J, PROPN 
Winter, PROPN 
H, NOUN 
G, PROPN 
Esser, PROPN 
L, PROPN 
KBnen, PROPN 
V, PROPN 
Philipps, PROPN 
H, PROPN 
Reimer, PROPN 
J, PROPN 
von, PROPN 
Seggern, PROPN 
J, PROPN 

, SPACE 
Schliiter, PROPN 
E, PROPN 
Vietzke, PROPN 
F, PROPN 
Waelbroeck, PROPN 
P, PROPN 
Wienhold, PROPN 
T, PROPN 
Banno, PROPN 
D, PROPN 
Ringer, PROPN 

, SPACE 
S, PROPN 
Vepi, PROPN 
ek, PROPN 
.I, PROPN 
NW/, PROPN 
Maler, PROPN 
162, NUM 
164, NUM 
713, NUM 
1989, NUM 

, SPACE 
P, PROPN 
Wienhold, PROPN 
F, PROPN 
Waelbroeck, PROPN 
H, PROPN 
Bergsaker, PROPN 
.I, PROPN 
Winter, PROPN 
H, PROPN 
G, PROPN 
Esser, PROPN 
J, PROPN 

, SPACE 
Nut,/, PROPN 
Muter, PROPN 
162, NUM 
164, NUM 
369, NUM 
1989, NUM 

, SPACE 
D, PROPN 
Naujoks, PROPN 
R, PROPN 
Behrisch, PROPN 
J, PROPN 
Nrccl, PROPN 
Muccr, PROPN 
220, NUM 
222, NUM 
227, NUM 
1995, NUM 

, SPACE 
G, PROPN 
M, PROPN 
McCracken, PROPN 
D, PROPN 
H, NOUN 
J, PROPN 
Goodall, PROPN 
P, NOUN 
C, PROPN 
Stangeby, PROPN 
J, PROPN 
P, PROPN 
Coad, PROPN 
J, PROPN 
Roth, PROPN 
B, NOUN 

, SPACE 
Denne, PROPN 
R, PROPN 
Behrisch, PROPN 
J, PROPN 
Nut,/, PROPN 
Ma, PROPN 
rr, PROPN 
162, NUM 
164, NUM 
356, NUM 
1989, NUM 

, SPACE 
M, PROPN 
F, PROPN 
Harrison, PROPN 
E, PROPN 
S, PROPN 
Hotston, PROPN 
G, PROPN 
P, PROPN 
Maddison, PROPN 
NET, PROPN 
Report, PROPN 
EC’R-, CCONJ 

, SPACE 
Fb:80:90, NOUN 
97, NUM 
1990, NUM 

, SPACE 
F, PROPN 
Weschenfelder, PROPN 
G, PROPN 
L, PROPN 
Jackson, PROPN 
P, PROPN 
Wienhold, PROPN 
J, PROPN 
Winter, PROPN 
N, PROPN 
H, PROPN 
Brooks, PROPN 
W, PROPN 

, SPACE 
P, PROPN 
West, PROPN 
R, PROPN 
Lee, PROPN 
22nd, NOUN 
EPS, PROPN 
Conf’on, NOUN 
untr, VERB 
Fusion, PROPN 
Plasma, PROPN 
Pk, PROPN 
~, NOUN 
ts, NOUN 
Z-, PROPN 

, SPACE 
7, NUM 
July, PROPN 
1995, NUM 
Bournemouth, PROPN 
UK, PROPN 

, SPACE 
H, PROPN 
Y, PROPN 
Gou, PROPN 
X, PROPN 
L, PROPN 
L, PROPN 
i., NOUN 
J, PROPN 
P, PROPN 
Coad, PROPN 
L, PROPN 
D, PROPN 
Horton, PROPN 
J, PROPN 
Lingertat, PROPN 
Loarte, NOUN 
G, PROPN 
F, PROPN 

, SPACE 
Matthews, PROPN 
R, NOUN 
D, PROPN 
Monk, PROPN 
M, PROPN 
F, PROPN 
Stamp, PROPN 
P, NOUN 
C, PROPN 
Stangeby, PROPN 
22nd, NOUN 
EPS, PROPN 
Con/, NOUN 

, SPACE 
C’ontr, VERB 
Fusion, PROPN 
untl, NOUN 
Plr.v~~a, PUNCT 
Ph, PROPN 
~, PROPN 
x, SYM 
2, NUM 
7, NUM 
July, PROPN 
1995, NUM 
Bournemouth, PROPN 
UK, PROPN 

, SPACE 
Bubenrer, PROPN 
B, NOUN 
Dischler, PROPN 
Nyaiesh, PROPN 
Pvoc, PROPN 
Syrup, PROPN 
Laser, PROPN 
Intlucrd, PROPN 

, SPACE 
II~~ln, PROPN 
~, PROPN 
crqc, PROPN 
Opficrrl, PROPN 
Morc, PROPN 
riu, PROPN 
s., PROPN 
November, PROPN 
l7-, PROPN 
18, NUM 
1981, NUM 
Boulder, PROPN 
CO, PROPN 

, SPACE 
USA, PROPN 

, SPACE 
P, NOUN 
Wienhold, PROPN 
J, PROPN 
von, PROPN 
Seggern, PROPN 
H, NOUN 
G, PROPN 
Esser, PROPN 
J, PROPN 
Winter, PROPN 
H, PROPN 
Bergsiker, PROPN 
M, PROPN 

, SPACE 
Rubel, PROPN 
Gudc;wska, PROPN 
B, PROPN 
Emmoth, PROPN 
J, PROPN 
Nucl, PROPN 
Mater, PROPN 
176, NUM 
177, NUM 
150, NUM 
1990, NUM 

, SPACE 
M, PROPN 
Born, VERB 
E, PROPN 
Wolf, PROPN 
Princ, PROPN 
~, X 
ip, NOUN 
r,.v, NOUN 
OJ, PROPN 
~, NOUN 
tics, NOUN 
6th, ADJ 
edn, PROPN 
Pergamon, PROPN 
Press, PROPN 

, SPACE 
Oxford, PROPN 
1980, NUM 

, SPACE 
D, PROPN 
L, PROPN 
MacAdam, PROPN 
o, NOUN 
Mrcrsur, PROPN 
enlvrrrs, NOUN 
Springer, PROPN 
Berlin, PROPN 
1981, NUM 

, SPACE 
Khandaker, PROPN 
E, PROPN 
Glavas, PROPN 
K, PROPN 
Morse, PROPN 
S, PROPN 
Moruzzi, PROPN 
G, PROPN 
R, PROPN 
Jones, PROPN 
Vac, PROPN 
~, PROPN 
uum, NOUN 

, SPACE 
49(l, PROPN 
109, NUM 
1094, NUM 
Pospieszczyk, PROPN 
Diagnostics, NOUN 
edge, NOUN 
plasmas, NOUN 
optical, ADJ 
methods, NOUN 

, SPACE 
Plasma, PROPN 
Phwic*s, INTJ 
Controlkd, PROPN 
Thermonuckor, PROPN 
Fusion, PROPN 
Janev, PROPN 
Drawin, PROPN 

, SPACE 
Eds, PROPN 
1993, NUM 
p, PROPN 
213, NUM 

, SPACE 
15E, NUM 
Vietzke, PROPN 
V, PROPN 
Philipps, PROPN 
K, PROPN 
Flaskamp, PROPN 
J, PROPN 
Winter, PROPN 
S, PROPN 
Vepiek, PROPN 
P, PROPN 
Koidl, PROPN 

, SPACE 
10th, ADJ 
Int, PROPN 
Synp, PROPN 
Plasma, PROPN 
Chem, PROPN 
August, PROPN 
4, NUM 
9, NUM 
1991, NUM 
Bochum, PROPN 
Germany, PROPN 

, SPACE 
16V, NUM 
M, PROPN 
Sharapov, PROPN 
Kanaev, PROPN 
S, PROPN 
Yu, PROPN 
Rybakov, PROPN 
L, PROPN 
E, PROPN 
Gavrilov, PROPN 
J, PROPN 
Nucl, PROPN 

, SPACE 
Mafo-, PROPN 
t20, NOUN 
222,‘930, NUM 
1995, NUM 

, SPACE 
H, PROPN 
Toyoda, PROPN 
T, PROPN 
Isozum, PROPN 
H, PROPN 
Sugai, PROPN 
T, PROPN 
Okuda, PROPN 
J, PROPN 
.\‘lrc,/, PROPN 
Marrr, PROPN 
162, NUM 
164, NUM 

, SPACE 
732, NUM 
1989, NUM 

, SPACE 
lXE, PROPN 
Hechtl, PROPN 
Mazanec, PROPN 
W, PROPN 
Eckstein, PROPN 
J, PROPN 
Roth, PROPN 
C, PROPN 
Garcia, PROPN 
Rosnles, PROPN 
.I, PROPN 

, SPACE 
NW/, PROPN 
Marev, PROPN 
198, NUM 
7, NUM 
13, NUM 
1992, NUM 

, SPACE 
Pospieszczyk, PROPN 
V, PROPN 
Philipps, PROPN 
E, PROPN 
Casarotto, PROPN 
U, PROPN 
Kiigler, PROPN 
B, PROPN 
Schweer, PROPN 
B, NOUN 

, SPACE 
Unterberg, PROPN 
F, PROPN 
Weschenfelder, PROPN 
G, PROPN 
Y, PROPN 
Diao, PROPN 
EPS, PROPN 
Coy/‘on, PROPN 
r, NOUN 

, SPACE 
Fusion, PROPN 
und, NOUN 
Plasma, PROPN 
Phjx, PROPN 
2~-7, NUM 
July, PROPN 
lYY5, NOUN 
Bournemouth, PROPN 
UK, PROPN 

, SPACE 
S, PROPN 
Vepiek, PROPN 
S, PROPN 
Rambert, PROPN 
M, PROPN 
Heintze, PROPN 
F, PROPN 
Mattenberger, PROPN 
M, PROPN 
Jurcik, PROPN 
Rajman, PROPN 

, SPACE 
W, PROPN 
Portmann, PROPN 
D, NOUN 
Ringer, PROPN 
U, PROPN 
Stiefel, PROPN 
J, PROPN 
Nzrc,/, PROPN 
Mure~, PROPN 
162, NUM 
164, NUM 
714, NUM 
1989, NUM 

, SPACE 
J, PROPN 
Winter, PROPN 
H, NOUN 
G, PROPN 
Esser, PROPN 
G, PROPN 
L, PROPN 
Jackson, PROPN 
L, PROPN 
Kdnen, PROPN 
V, PROPN 
Philipps, PROPN 
PospiesL-, NOUN 

, SPACE 
czyk, NOUN 
U, PROPN 
Samm, PROPN 
B, PROPN 
Schweer, PROPN 
B, PROPN 
Unterberg, PROPN 
P, NOUN 
Wienhold, PROPN 
TEXTOR, NOUN 

, SPACE 
Team, PROPN 
20rlr, PROPN 
EPS, PROPN 
Conf’on, NOUN 
Contr, PROPN 
R’u.vior~, PROPN 
P, NOUN 
rr.vmtr, NOUN 
P, PROPN 
~, PUNCT 
x, SYM 
26, NUM 
30, NUM 
July, PROPN 
1993, NUM 

, SPACE 
Lisboa, PROPN 
Portugal, PROPN 

, SPACE 
J, PROPN 
von, PROPN 
Seggern, PROPN 
J, PROPN 
Winter, PROPN 
L, PROPN 
Grobusch, PROPN 
H, NOUN 
G, PROPN 
Ester, PROPN 
E, PROPN 
Vietzke, PROPN 
F, PROPN 
Wes-, PROPN 

, SPACE 
chenfelder, NOUN 
Ch, PROPN 
Hollenstein, PROPN 
H, PROPN 
Kiinzli, PROPN 
G, PROPN 
G, PROPN 
Ross, PROPN 
M, PROPN 
Rubei, PROPN 
.I, PROPN 
NM/, PROPN 

, SPACE 
Maler, PROPN 
220, NUM 
222, NUM 
671, NUM 
1995, NUM 

, SPACE 
D, PROPN 
Naujoks, PROPN 
R, PROPN 
Behrisch, PROPN 
J, PROPN 
P, PROPN 
Coad, PROPN 
L, PROPN 
de, PROPN 
Kock, PROPN 
N, PROPN 
~, PROPN 
rr,/, NOUN 
~~/~,~ion, PROPN 
33, NUM 
58, NUM 

, SPACE 
1993, NUM 

, SPACE 
P, PROPN 
Wienhold, PROPN 
J, PROPN 
von, PROPN 
Seggern, PROPN 
M, PROPN 
Rubel, PROPN 
Gudowska, PROPN 
H, PROPN 
Kiinzli, PROPN 

, SPACE 
Vnclrum, PROPN 
43(5, NUM 
7, NUM 
74s, X 
1992, NUM 

, SPACE 
iH, X 
G, PROPN 
Esser, PROPN 
J, PROPN 
Winter, PROPN 
V, PROPN 
Philipps, PROPN 
Pospiesrczyk, PROPN 
J, PROPN 
von, PROPN 
Seggern, PROPN 
F, PROPN 

, SPACE 
Weschenfelder, PROPN 
P, PROPN 
Wienhold, PROPN 
B, PROPN 
Emmoth, PROPN 
M, PROPN 
Rubel, PROPN 
TEXTOR, PROPN 
Team, PROPN 

, SPACE 
J, PROPN 
Nnc, PROPN 
l, NOUN 
Mafer, PROPN 
220, NUM 
222, NUM 
457, NUM 
1995, NUM 

, SPACE 
929, NUM 

, SPACE 
