Pergamon, PROPN 
incorporated, VERB 
phosphate, ADJ 
ions, NOUN 

, SPACE 
inwardly, ADV 
mobile, ADJ 
film, NOUN 
growth, NOUN 
electric, ADJ 
field, NOUN 

, SPACE 
3, X 
comparison, NOUN 
films, NOUN 
formed, VERB 
sodium, NOUN 
hydroxide, ADV 
electrolyte, VERB 
applied, VERB 
field, NOUN 

, SPACE 
inner, ADJ 
region, NOUN 
relatively, ADV 
pure, ADJ 
Bi203, PROPN 
1.36, NUM 
x, SYM 
lo6, NOUN 
V, PROPN 
cm, PROPN 
5, NUM 
mA, NOUN 
cm2, NOUN 
25, NUM 
°, NUM 
C, NOUN 

, SPACE 
compared, VERB 
3.00, NUM 
x, SYM 
lo6, NOUN 
V, PROPN 
cm, PROPN 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
Reasons, NOUN 

, SPACE 
large, ADJ 
variation, NOUN 
applied, VERB 
field, NOUN 
different, ADJ 
regions, NOUN 
currently, ADV 
explored, VERB 

, SPACE 
Acknowledgemenu, PROPN 
authors, NOUN 
wish, VERB 
thank, VERB 
Mr, PROPN 
E., PROPN 
Akiyama, PROPN 
Prof., PROPN 
K., PROPN 
Hashimoto, PROPN 
Institute, PROPN 

, SPACE 
Materials, PROPN 
Research, PROPN 
Tohoku, PROPN 
University, PROPN 
preparation, NOUN 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layers, NOUN 

, SPACE 
REFERENCES, PROPN 

, SPACE 
1, NUM 
A., NOUN 
Gunthereschulze, PROPN 
H., PROPN 
Betz, PROPN 
Electrolytkondensatoren, PROPN 
2nd, PROPN 
edn, PROPN 
Herbert, PROPN 
Cram, PROPN 
Berlin, PROPN 
1952, NUM 

, SPACE 
2, X 
L., PROPN 
Young, PROPN 
Anodic, PROPN 
Oxide, PROPN 
Films, PROPN 
Academic, PROPN 
Press, PROPN 
New, PROPN 
York, PROPN 
1960, NUM 

, SPACE 
3, X 
J.W., PROPN 
Diggle, PROPN 
T.C., PROPN 
Downie, PROPN 
C.W., PROPN 
Goulding, PROPN 
Chem, PROPN 
Rev., PROPN 
69, NUM 
367, NUM 
1969, NUM 

, SPACE 
4, X 
M.J., PROPN 
Dignam, PROPN 
Ionic, ADJ 
transport, NOUN 
oxide, NOUN 
films, NOUN 
Oxide, NOUN 
Oxide, PROPN 
Films, PROPN 
ed, PROPN 
J.W., PROPN 
Diggle, PROPN 
Vol, PROPN 
1, NUM 
p., NOUN 
91, NUM 

, SPACE 
Marcel, PROPN 
Dekker, PROPN 
New, PROPN 
York, PROPN 
1972, NUM 

, SPACE 
5, X 
J.A., PROPN 
Davies, NOUN 
B., PROPN 
Domeij, PROPN 
J.P.S., PROPN 
Pringle, PROPN 
F., PROPN 
Brown, PROPN 
J., PROPN 
electrochem, NOUN 
Sot, PROPN 
112, NUM 
675, NUM 
1965, NUM 

, SPACE 
6, X 
J.P.S., PROPN 
Pringle, PROPN 
J., PROPN 
eiectrochem, NOUN 
Sot, PROPN 
120, NUM 
398, NUM 
1973, NUM 

, SPACE 
7, X 
J.P.S., PROPN 
Pringle, PROPN 
J., PROPN 
eiectrochem, NOUN 
Sot, PROPN 
120, NUM 
1391, NUM 
1973, NUM 

, SPACE 
8, X 
F., PROPN 
Brown, PROPN 
W.D., PROPN 
Mackintosh, PROPN 
J., PROPN 
electrochem, NOUN 
Sot, PROPN 
120, NUM 
1096, NUM 
1973, NUM 

, SPACE 
9, X 
K., PROPN 
Shimizu, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
Y., PROPN 
Xu, PROPN 
Thin, PROPN 
Solid, PROPN 
Films, PROPN 
88, NUM 
255, NUM 
1982, NUM 

, SPACE 
10, X 
J.P.S., PROPN 
Pringle, PROPN 
Electrochem, PROPN 
Sot, PROPN 
Ext, PROPN 
Abstracts, NOUN 
78, NUM 
1, NUM 
Abs, PROPN 
198, NUM 
Seattle, PROPN 
Meeting, PROPN 
1978, NUM 

, SPACE 
11, NUM 
J.J., PROPN 
Randall, PROPN 
W.J., PROPN 
Bernard, PROPN 
R.R., PROPN 
Wilkinson, PROPN 
Elecrrochim, PROPN 
Acta, PROPN 
10, NUM 
183, NUM 
1965, NUM 

, SPACE 
12, NUM 
C.J., PROPN 
Dell’oca, PROPN 
L., PROPN 
Young, PROPN 
J., PROPN 
electrochem, NOUN 
Sot, PROPN 
117, NUM 
1548, NUM 
1970, NUM 

, SPACE 
13, X 
J.J., PROPN 
Randall, PROPN 
W.J., PROPN 
Bernard, PROPN 
Electrochim, PROPN 
Acta, PROPN 
20, NUM 
653, NUM 
1975, NUM 

, SPACE 
14, NUM 
K., PROPN 
Shimizu, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
Thin, PROPN 
Solid, PROPN 
Films, PROPN 
77, NUM 
313, NUM 
1981, NUM 

, SPACE 
15, X 
K., PROPN 
Shimizu, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
Thin, PROPN 
Solid, PROPN 
Films, PROPN 
81, NUM 
39, NUM 
1981, NUM 

, SPACE 
16, X 
H., PROPN 
Takahashi, PROPN 
K., PROPN 
Fujimoto, PROPN 
H., PROPN 
Konno, PROPN 
M., PROPN 
Nagayama, PROPN 
J., PROPN 
elecrrochem, PROPN 
Sot, PROPN 
131, NUM 
1856, NUM 
1984, NUM 

, SPACE 
17, X 
P., PROPN 
Skeldon, PROPN 
K., PROPN 
Shimizu, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
Thin, PROPN 
Solid, ADJ 
Films, PROPN 
123, NUM 
127, NUM 
1985, NUM 

, SPACE 
18, X 
K., PROPN 
Shimizu, PROPN 
K., PROPN 
Kobayashi, PROPN 
G.E., PROPN 
Thompson, PROPN 
P., PROPN 
Skeldon, PROPN 
G.C., PROPN 
Wood, PROPN 
Phil, PROPN 
Mug, PROPN 
B, PROPN 
submitted, VERB 

, SPACE 
19, X 
K., PROPN 
Shimizu, PROPN 
K., PROPN 
Kobayashi, PROPN 
G, PROPN 
.E., PROPN 
Thompson, PROPN 
P., PROPN 
Skeldon, PROPN 
G.C., PROPN 
Wood, PROPN 
published, VERB 

, SPACE 
20, NUM 
I., PROPN 
Mason, PROPN 
L., PROPN 
Young, PROPN 
J., PROPN 
Chem, PROPN 
40, NUM 
9903, NUM 
1962, NUM 

, SPACE 
21, X 
A.C., PROPN 
Harkness, PROPN 
L., PROPN 
Young, PROPN 
J., PROPN 
Chem, PROPN 
44, NUM 
2409, NUM 
1966, NUM 

, SPACE 
22, X 
K., PROPN 
Shimizu, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
Y., PROPN 
Kurima, PROPN 
K., PROPN 
Kobayashi, PROPN 
Thin, PROPN 
Solid, PROPN 
Films, PROPN 
173, NUM 
263, NUM 
1989, NUM 

, SPACE 
23, NUM 
R.C., PROPN 
Furneaux, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
Corros, PROPN 
Sci, PROPN 
18, NUM 
853, NUM 
1978, NUM 

, SPACE 
24, NUM 
K., PROPN 
Komorita, PROPN 
H., PROPN 
Nishimura, PROPN 
A., PROPN 
Yoshida, PROPN 
Thin, PROPN 
Solid, PROPN 
Films, PROPN 
229, NUM 
156, NUM 
1993, NUM 

, SPACE 
Direct, ADJ 
observation, NOUN 
anodic, ADJ 
B&O3, PROPN 
441, NUM 

, SPACE 
25, NUM 
J.P.S., PROPN 
Pringle, PROPN 
Electrochinl, PROPN 
Acta, PROPN 
25, NUM 
1423, NUM 
1980, NUM 

, SPACE 
26, NUM 
K., PROPN 
Shimizu, PROPN 
K., PROPN 
Kobayashi, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
J., PROPN 
Surf, PROPN 
Finish, PROPN 
Sot, PROPN 
Jap, PROPN 
42, NUM 
63, NUM 
1991, NUM 

, SPACE 
27, X 
K., PROPN 
Shimizu, PROPN 
K., PROPN 
Kobayashi, PROPN 
G.E., PROPN 
Thompson, PROPN 
G.C., PROPN 
Wood, PROPN 
published, VERB 

, SPACE 
28, X 
CRC, PROPN 
Handbook, PROPN 
Chemistry, PROPN 
Physics, PROPN 
4, NUM 
44, NUM 
CRC, PROPN 
Press, PROPN 
1995, NUM 

, SPACE 
29, X 
J.J., PROPN 
Randall, PROPN 
Electrochim, PROPN 
Acta, PROPN 
20, NUM 
663, NUM 
1975, NUM 

, SPACE 
