ELSEVIER, NOUN 
assign, VERB 
hang-, ADJ 

, SPACE 
ing, ADJ 
nodes, NOUN 
reassigned, VERB 
neighbours, NOUN 

, SPACE 
Stability, PROPN 
maintained, VERB 
ensuring, VERB 
reassignment, NOUN 
preserves, VERB 

, SPACE 
upwind, NOUN 
bias, NOUN 
control, NOUN 
volumes, NOUN 
Lapworth, PROPN 
1993, NUM 

, SPACE 
shown, VERB 
generic, ADJ 
cases, NOUN 
arise, VERB 
flow, NOUN 
interface, NOUN 

, SPACE 
fine, ADJ 
coarse, ADJ 
flow, VERB 
interface, NOUN 

, SPACE 
opposite, ADJ 
sense, NOUN 
flow, VERB 
interface, NOUN 
brevity, NOUN 

, SPACE 
cases, NOUN 
illustrate, VERB 
interface, NOUN 
treatment, NOUN 

, SPACE 
Lapworth, PROPN 
fuller, ADJ 
details, NOUN 
control, NOUN 
volumes, VERB 

, SPACE 
reassignment, NOUN 
shown, VERB 
Figure, PROPN 
4, NUM 
1/8th, NUM 
cells, NOUN 

, SPACE 
reassigned, VERB 
immediate, ADJ 
neighbours, NOUN 
interface, NOUN 

, SPACE 
produce, VERB 
pseudo, NOUN 
coarse, ADJ 
control, NOUN 
volumes, NOUN 
fine, ADJ 

, SPACE 
interface, NOUN 
interface, NOUN 
control, NOUN 
volumes, NOUN 
identical, ADJ 

, SPACE 
arise, VERB 
hanging, VERB 
nodes, NOUN 
present, ADJ 

, SPACE 
mesh, NOUN 
simply, ADV 
expanding, VERB 
contracting, VERB 
location, NOUN 

, SPACE 
preserves, VERB 
upwind, NOUN 
bias, NOUN 
stability, NOUN 
scheme, NOUN 

, SPACE 
Accuracy, PROPN 
maintained, VERB 
modification, NOUN 

, SPACE 
control, NOUN 
volume, NOUN 
integrations, NOUN 
interface, NOUN 
integrations, NOUN 

, SPACE 
simply, ADV 
assigned, VERB 
different, ADJ 
node, NOUN 

, SPACE 
Fluxes, NOUN 
conserved, VERB 
interface, NOUN 
sum, NOUN 
fine, ADJ 

, SPACE 
fluxes, NOUN 
balances, VERB 
coarse, ADJ 
flux, NOUN 
Considering, VERB 
inter-, NOUN 

, SPACE 
face, NOUN 
shown, VERB 
Figure, PROPN 
la, PROPN 
sum, NOUN 
fine, ADJ 
integrations, NOUN 

, SPACE 
gives, VERB 
following, NOUN 

, SPACE 
4, NUM 
1, NUM 

, SPACE 
~1, ADJ 
~finetp, PROPN 
dS-, ADJ 
=, ADJ 
~(q, NOUN 
~, PUNCT 
Nl, PROPN 
+, PROPN 
q, NOUN 
~, NOUN 
nl, PROPN 
+, PROPN 
q, NOUN 
~, NOUN 
n2, NOUN 
+, NOUN 
CPn3, NOUN 
dS_l, VERB 

, SPACE 
face, NOUN 

, SPACE 
1, NUM 

, SPACE 
-I-, SYM 
4, NUM 
q, NOUN 
~, NOUN 
N3, PROPN 
-I-, PUNCT 
q:~H1, PROPN 
-I-, PUNCT 
qDH3, PROPN 
-t-, PROPN 
q:)H4, PROPN 
d_S3, PROPN 

, SPACE 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
17, NUM 
2, NUM 
April, PROPN 
1996, NUM 
159, NUM 


, SPACE 
Mesh, PROPN 
embedding, VERB 
film, NOUN 
cooling, VERB 
holes, NOUN 
B., PROPN 
L., PROPN 
Lapworth, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
1, NUM 

, SPACE 
+, CCONJ 
~(%v5, NOUN 
+, CCONJ 
q~,~z, PROPN 
+, PROPN 
q, NOUN 
°, NUM 
H3, NOUN 
+, PUNCT 
~Pns, NOUN 
d, X 
S5, NOUN 

, SPACE 
1, NUM 

, SPACE 
4, NUM 
~N7, X 
q-, X 
q, NOUN 
~, PROPN 
H5, NOUN 
q-, X 
~H3, NOUN 
q-, X 
q0H4, PROPN 
d_S7, PROPN 
3a, PROPN 

, SPACE 
dS, PRON 
fine, ADJ 
face, NOUN 
areas, NOUN 
designated, VERB 
according, VERB 

, SPACE 
nonhanging, NOUN 
node, NOUN 
touch, VERB 
Replacing, VERB 
hanging, VERB 
node, NOUN 
values, NOUN 

, SPACE 
linear, ADJ 
interpolation, NOUN 
rules, NOUN 
leads, VERB 

, SPACE 
4, NUM 
1, NUM 

, SPACE 
~neq~, PUNCT 
d_S=, PROPN 
~'~, PUNCT 
9dS, NUM 
1, NUM 
+, NUM 
3d_S, NUM 
3, NUM 
+, NUM 
3dS, NUM 
5, NUM 
+, CCONJ 
dS_7)q~, NOUN 

, SPACE 
face, VERB 

, SPACE 
1, NUM 

, SPACE 
+, NOUN 
-~, PUNCT 
9dS, NUM 
3, NUM 
+, NUM 
3dS, NUM 
1, NUM 
+, SYM 
3dS, NUM 
7, NUM 
+, CCONJ 
dSs)q~, NOUN 
3, NUM 

, SPACE 
1, NUM 

, SPACE 
+, NOUN 
-~, PUNCT 
9dS, NUM 
5, NUM 
+, SYM 
3dS, NUM 
1, NUM 
--I-, NOUN 
3dS_7, NUM 
-ff, NOUN 
dS_3)~5, PROPN 

, SPACE 
1, NUM 

, SPACE 
+, NOUN 
-~, PUNCT 
9dS, NUM 
7, NUM 
+, NUM 
3dS, NUM 
3, NUM 
+, NUM 
3d_S, NUM 
5, NUM 
+, NUM 
dS_l)q~, NOUN 
7, NUM 
3b, NUM 

, SPACE 
Provided, VERB 
face, NOUN 
forms, VERB 
parallelogram, NOUN 
dS, SYM 
=, X 
1/4dS, NUM 
c, NOUN 

, SPACE 
dS, SYM 
c, PROPN 
area, NOUN 
coarse, ADJ 
face, NOUN 
sum, NOUN 
fine, ADJ 

, SPACE 
fluxes, NOUN 

, SPACE 
4, NUM 
1, NUM 

, SPACE 
face, NOUN 
face, NOUN 

, SPACE 
3c, PROPN 

, SPACE 
convective, ADJ 
fluxes, NOUN 
conserved, VERB 
parallelogram-, NOUN 

, SPACE 
shaped, VERB 
interfaces, NOUN 
practice, NOUN 
severe, ADJ 
restriction, NOUN 

, SPACE 
cells, NOUN 
initial, ADJ 
coarse, NOUN 
H, NOUN 
mesh, NOUN 
generally, ADV 

, SPACE 
close, ADJ 
parallelpipeds, NOUN 
cell, NOUN 
divisions, NOUN 
change, VERB 

, SPACE 
underlying, VERB 
shape, NOUN 
parent, NOUN 
cell, NOUN 

, SPACE 
viscous, ADJ 
fluxes, NOUN 
require, VERB 
derivatives, NOUN 
evaluated, VERB 

, SPACE 
cell, NOUN 
faces, NOUN 
nodes, NOUN 
evaluate, VERB 
derivatives, NOUN 
depend, VERB 

, SPACE 
configuration, NOUN 
upwinded, ADJ 
control, NOUN 
volumes, NOUN 
particu-, NOUN 

, SPACE 
lar, NOUN 
difference, NOUN 
stencil, NOUN 
discrete, ADJ 
convection, NOUN 
diffusion, NOUN 

, SPACE 
operator, NOUN 
uses, VERB 
node, NOUN 
immediate, ADJ 
neighbours, NOUN 
including, VERB 

, SPACE 
diagonal, ADJ 
neighbours, NOUN 
considering, VERB 
control, NOUN 
volume, NOUN 

, SPACE 
node, PROPN 
N2, PROPN 
Figure, PROPN 
4, NUM 
viscous, ADJ 
derivative, NOUN 
interface, NOUN 

, SPACE 
evaluated, VERB 
nodes, PROPN 
NI, PROPN 
N2, PROPN 

, SPACE 
difference, NOUN 
stencil, NOUN 
node, PROPN 
N2, PROPN 
extend, VERB 
outside, ADP 
immedi-, NOUN 

, SPACE 
ate, VERB 
neighbours, NOUN 
Node, PROPN 
N1, PROPN 
use, VERB 
evaluation, NOUN 

, SPACE 
N2, PROPN 
lies, VERB 
difference, NOUN 
stencil, NOUN 
sided, ADJ 

, SPACE 
differencing, NOUN 
viscous, ADJ 
fluxes, NOUN 
interface, NOUN 

, SPACE 
evaluated, VERB 
distributed, VERB 
control, NOUN 
volumes, NOUN 
share, VERB 

, SPACE 
interface, NOUN 
differencing, NOUN 
biased, VERB 
coarse, ADJ 

, SPACE 
fine, ADJ 
fluxes, NOUN 
set, VERB 
quarter, NOUN 
coarse, ADJ 

, SPACE 
flux, NOUN 
bias, NOUN 
fine, ADJ 
coarse, ADJ 
flux, NOUN 

, SPACE 
sum, NOUN 
fine, ADJ 
fluxes, NOUN 
viscous, ADJ 
fluxes, NOUN 
conserved, VERB 

, SPACE 
shaped, VERB 
interfaces, NOUN 
biasing, NOUN 
viscous, ADJ 
derivatives, NOUN 

, SPACE 
similar, ADJ 
thin, ADJ 
shear, NOUN 
layer, NOUN 
approximation, NOUN 
predeter-, NOUN 

, SPACE 
mined, VERB 
bulk, ADJ 
flow, NOUN 
direction, NOUN 
control, NOUN 
volume, NOUN 
upwinding, VERB 

, SPACE 
grid, NOUN 
lines, NOUN 
lateral, ADJ 
faces, NOUN 
control, NOUN 
volume, NOUN 
lie, NOUN 

, SPACE 
nodes, NOUN 
shown, VERB 
Figure, PROPN 
3, NUM 
central, ADJ 
differenc-, ADJ 

, SPACE 
ing, NOUN 
viscous, ADJ 
derivatives, NOUN 
Similarly, ADV 
flow, NOUN 

, SPACE 
interface, NOUN 
interface, NOUN 
lies, VERB 
entirely, ADV 
interior, NOUN 

, SPACE 
control, NOUN 
volume, NOUN 
fluxes, NOUN 
interface, NOUN 
needed, VERB 

, SPACE 
case, NOUN 
convective, ADJ 
diffusive, ADJ 
fluxes, NOUN 
inher-, X 

, SPACE 
ently, ADV 
conserved, VERB 

, SPACE 
Numerical, ADJ 
discretization, NOUN 
scheme, NOUN 

, SPACE 
integrating, VERB 
upwind, NOUN 
control, NOUN 
volumes, NOUN 
discrete, ADJ 

, SPACE 
convection, NOUN 
diffusion, NOUN 
equations, NOUN 
following, ADJ 
form, NOUN 

, SPACE 
27, NUM 

, SPACE 
~_~, PUNCT 
a~8, PROPN 
~, PUNCT 
=, X 
b, X 
~, PUNCT 
4, NUM 

, SPACE 
i=1, NOUN 
9, NUM 
~, PUNCT 
qZ, X 

, SPACE 
Centre, PROPN 
point, NOUN 
difference, NOUN 
stencil, NOUN 

, SPACE 
L, PROPN 
Neighbouring, PROPN 
points, NOUN 
k, NOUN 
plane, NOUN 

, SPACE 
Neighbouring, PROPN 
points, NOUN 
lower, ADJ 
k, NOUN 
plane, NOUN 

, SPACE 
Neighbouring, NOUN 
points, NOUN 
upper, ADJ 
k, NOUN 
plane, NOUN 

, SPACE 
Figure, PROPN 
5, NUM 
Convection, NOUN 
diffusion, NOUN 
equation, NOUN 
difference, NOUN 
stencil, NOUN 

, SPACE 
vicinity, NOUN 
interface, NOUN 

, SPACE 
q0, PROPN 
transported, VERB 
property, NOUN 
coefficients, NOUN 
~, PUNCT 
contain, VERB 

, SPACE 
convective, ADJ 
diffusive, ADJ 
fluxes, NOUN 
b, X 
p, NOUN 
residual, NOUN 

, SPACE 
equation, NOUN 
Away, ADV 
interfaces, NOUN 
/-summation, NOUN 

, SPACE 
3, NUM 
X, NUM 
3, NUM 
X, NUM 
3, NUM 
difference, NOUN 
stencil, NOUN 
stored, VERB 
connectivity, NOUN 
array, NOUN 

, SPACE 
ICFN, PROPN 
surrounding, VERB 
node, NOUN 
control, NOUN 
volume, NOUN 

, SPACE 
assigned, VERB 
shown, VERB 
Figure, PROPN 
5, NUM 
difference, NOUN 
stencil, NOUN 

, SPACE 
interface, NOUN 
solely, ADV 
relates, VERB 
nonhanging, VERB 
nodes, NOUN 
hanging, VERB 
node, NOUN 

, SPACE 
values, NOUN 
implicitly, ADV 
replaced, VERB 
linear, ADJ 
interpolation, NOUN 
rules, NOUN 

, SPACE 
form, VERB 
stencil, NOUN 
circumstances, NOUN 

, SPACE 
interface, NOUN 
treatment, NOUN 
introduces, VERB 
coefficients, NOUN 
lie, VERB 
outside, ADP 

, SPACE 
ICFN, PROPN 
stencil, NOUN 
Prior, ADV 
solving, VERB 
equations, NOUN 
coefficients, NOUN 

, SPACE 
temporarily, ADV 
reside, VERB 
difference, NOUN 
stencils, NOUN 
hanging, VERB 
nodes, NOUN 

, SPACE 
internal, ADJ 
sweep, NOUN 
linear, ADJ 
solver, NOUN 
additional, ADJ 

, SPACE 
coefficients, NOUN 
evaluated, VERB 
allocated, VERB 
appropriate, ADJ 
node, NOUN 

, SPACE 
linear, ADJ 
solution, NOUN 
solves, VERB 
complete, ADJ 
set, NOUN 
equations, NOUN 

, SPACE 
coefficients, NOUN 
lagged, VERB 

, SPACE 
discrete, ADJ 
flow, NOUN 
equations, NOUN 
iterated, VERB 
convergence, NOUN 

, SPACE 
SIMPLER, ADJ 
algorithm, NOUN 
Patankar, PROPN 
1980, NUM 

, SPACE 
discrete, ADJ 
momentum, NOUN 
equations, NOUN 
substituted, VERB 
continuity, NOUN 

, SPACE 
equation, NOUN 
order, NOUN 
form, VERB 
pressure, NOUN 
correction, NOUN 
equation, NOUN 

, SPACE 
update, VERB 
pressure, NOUN 
promote, VERB 
satisfaction, NOUN 
continuity, NOUN 

, SPACE 
pressure, NOUN 
corrections, NOUN 
computed, VERB 
cell, NOUN 
centres, NOUN 

, SPACE 
interpolated, VERB 
nodes, NOUN 
update, VERB 
pressure, NOUN 
avoid, VERB 

, SPACE 
computing, VERB 
storing, VERB 
second, ADJ 
large, ADJ 
difference, NOUN 
stencil, NOUN 

, SPACE 
pressure, NOUN 
correction, NOUN 
equations, NOUN 
solved, VERB 
defect, NOUN 
correction, NOUN 

, SPACE 
procedure, NOUN 

, SPACE 
7, NUM 
8, NUM 

, SPACE 
ait'Ap'i, NOUN 
=, NOUN 
b, PROPN 
p, PROPN 
y~, PROPN 
piC~, NOUN 
8u, PROPN 
n, NUM 

, SPACE 
i=1, PROPN 
i=1, PROPN 

, SPACE 
8p, PROPN 
=, VERB 
8p"-, NUM 
1, NUM 
+, CCONJ 
Ap, PROPN 

, SPACE 
1, NUM 
s, NOUN 
n, CCONJ 
p, NOUN 
n, CCONJ 
~Uregular, ADJ 
=, NOUN 
~, PUNCT 
E, NOUN 
Ci, PROPN 
~Pi, PUNCT 
ac, PROPN 
i=1, PROPN 

, SPACE 
n, CCONJ 
h, PROPN 
n, CCONJ 
~Uhanging, VERB 
I~, VERB 
~Uregular, ADJ 
5, NUM 

, SPACE 
160, NUM 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
17, NUM 
2, NUM 
April, PROPN 
1996, NUM 


, SPACE 
Mesh, PROPN 
embedding, VERB 
film, NOUN 
cooling, VERB 
holes, NOUN 
B., PROPN 
L., PROPN 
Lapworth, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
l, NOUN 
~, PUNCT 
60ram, PROPN 

, SPACE 
z, NOUN 

, SPACE 
J'~, PROPN 
~, PUNCT 
~/, PROPN 
/264, PUNCT 
mm, PROPN 

, SPACE 
x=10D, PUNCT 
x~8D, PROPN 

, SPACE 
D=22, NOUN 
mm, PROPN 

, SPACE 
b)/~F, PROPN 
~, PUNCT 
w, PROPN 
Figure, PROPN 
6, NUM 
Film, NOUN 
cooling, VERB 
model, NOUN 
geometry, NOUN 
schematic, NOUN 
calcu-, ADJ 

, SPACE 
lation, NOUN 
domain, NOUN 
b, NOUN 
embedded, VERB 
mesh, NOUN 
30, NUM 
°, NUM 
hole, NOUN 
SR, PROPN 
=, PROPN 
4,70, NUM 

, SPACE 
solution, NOUN 
adaptation, NOUN 

, SPACE 
b, DET 
p, NOUN 
continuity, NOUN 
equation, NOUN 
residual, ADJ 
C, PROPN 
discrete, ADJ 

, SPACE 
continuity, NOUN 
operator, NOUN 
/-summation, PROPN 
cell, NOUN 
vertices, VERB 

, SPACE 
C, NOUN 
p, NOUN 
discrete, ADJ 
pressure, NOUN 
gradient, NOUN 
operator, NOUN 
summation, NOUN 

, SPACE 
pressure, NOUN 
correction, NOUN 
points, NOUN 
surrounding, VERB 
node, NOUN 
a~, PROPN 

, SPACE 
centre, NOUN 
point, NOUN 
coefficient, NOUN 
momentum, NOUN 
equations, NOUN 

, SPACE 
I~, VERB 
h, PROPN 
linearly, ADV 
interpolates, VERB 
hanging, VERB 
node, NOUN 
values, NOUN 

, SPACE 
pressure, NOUN 
correction, NOUN 
matrix, VERB 
p, NOUN 
links, NOUN 
cell, NOUN 
forward, ADJ 

, SPACE 
backward, ADJ 
neighbours, NOUN 
coordinate, NOUN 
directions, NOUN 

, SPACE 
stored, VERB 
NGBC, PROPN 
cells, NOUN 
coarse, ADJ 
interface, NOUN 

, SPACE 
multiple, ADJ 
fine, ADJ 
neighbours, NOUN 
agglomerated, VERB 
single, ADJ 

, SPACE 
dummy, ADJ 
cell, NOUN 
value, NOUN 
average, NOUN 
fine, ADJ 
cell, NOUN 
values, NOUN 

, SPACE 
advantage, NOUN 
defect, ADJ 
approach, NOUN 
cells, NOUN 

, SPACE 
vertices, NOUN 
regular, ADJ 
nodes, NOUN 
surrounded, VERB 
cells, NOUN 

, SPACE 
mesh, NOUN 
structure, NOUN 
convergence, NOUN 
defect, NOUN 

, SPACE 
system, NOUN 
Ap, PROPN 
~, PUNCT 
0, PUNCT 
pressure, NOUN 
velocity, NOUN 
corrections, NOUN 
pro-, PROPN 

, SPACE 
duce, VERB 
field, NOUN 
satisfies, VERB 
continuity, NOUN 

, SPACE 
Solution, NOUN 
numerical, ADJ 
equations, NOUN 

, SPACE 
discrete, ADJ 
equations, NOUN 
solved, VERB 
preconditioned, VERB 
GM-, PROPN 

, SPACE 
RES, PROPN 
algorithm, PROPN 
Saad, PROPN 
Schultz, PROPN 
1986, NUM 
preconditioners, NOUN 
tailored, VERB 
equations, NOUN 
solved, VERB 
momentum, NOUN 
equations, NOUN 

, SPACE 
preconditioned, VERB 
Gauss, PROPN 
Seidel, PROPN 
iteration, NOUN 
pressure, NOUN 

, SPACE 
correction, NOUN 
equations, NOUN 
strongly, ADV 
elliptic, ADJ 
nature, NOUN 
use, VERB 

, SPACE 
incomplete, ADJ 
lower, ADJ 
upper, ADJ 
factorization, NOUN 
k, PROPN 
e, PROPN 
equations, NOUN 

, SPACE 
strongly, ADV 
coupled, VERB 
source, NOUN 
terms, NOUN 
precon-, PRON 

, SPACE 
ditioned, VERB 
pointwise, NOUN 
coupled, VERB 
Gauss, PROPN 
Seidel, PROPN 
iteration, NOUN 

, SPACE 
coupled, VERB 
system, NOUN 
derived, VERB 
linearising, VERB 
k, PROPN 
e, NOUN 
equations, NOUN 

, SPACE 
previous, ADJ 
solution, NOUN 

, SPACE 
pc2(~-/2, NUM 
e, NOUN 
6k, PROPN 
b, X 
k, PROPN 

, SPACE 
AV, PROPN 
y'a~+2pc2-~AV, PROPN 
Se, PROPN 
=, VERB 
b, X 
~, PUNCT 
6, NUM 

, SPACE 
productive, ADJ 
source, NOUN 
terms, NOUN 
omitted, VERB 
lineariza-, ADJ 

, SPACE 
tion, NOUN 
found, VERB 
cause, VERB 
poor, ADJ 
convergence, NOUN 

, SPACE 
GMRES, PROPN 
divergence, NOUN 
nonlinear, ADJ 
iterations, NOUN 
Stabil-, X 

, SPACE 
ity, NOUN 
required, VERB 
inclusion, NOUN 
near, PROPN 
wall, PROPN 
log, NOUN 
law, NOUN 
equations, NOUN 

, SPACE 
coupled, ADJ 
system, NOUN 

, SPACE 
Application, NOUN 
film, NOUN 
cooling, VERB 
hole, NOUN 
entrance, NOUN 
flows, VERB 

, SPACE 
numerical, ADJ 
model, NOUN 
calculate, VERB 
film, NOUN 
cooling, VERB 
en-, X 

, SPACE 
trance, NOUN 
flows, NOUN 
measured, VERB 
Byerley, PROPN 
1989, NUM 
apparatus, NOUN 

, SPACE 
approximately, ADV 
100, NUM 
times, NOUN 
engine, NOUN 
scale, NOUN 
test, NOUN 
section, NOUN 
consisted, VERB 

, SPACE 
parallel, ADJ 
sided, ADJ 
duct, NOUN 
60, NUM 
x, SYM 
600, NUM 
mm, NOUN 
cross, NOUN 
section, NOUN 

, SPACE 
single, ADJ 
hole, NOUN 
22, NUM 
mm, NOUN 
diameter, NOUN 
duct, NOUN 

, SPACE 
flow, NOUN 
extracted, VERB 
plenum, NOUN 
hole, NOUN 
length, NOUN 
di-, NOUN 

, SPACE 
ameter, NOUN 
ratio, NOUN 
10, NUM 
compared, VERB 
typical, ADJ 
engine, NOUN 
values, NOUN 
5, NUM 
10, NUM 

, SPACE 
duct, NOUN 
hole, NOUN 
hydraulic, ADJ 
diameter, NOUN 
ratio, NOUN 
5.45, NUM 
compared, VERB 

, SPACE 
typical, ADJ 
engine, NOUN 
values, NOUN 
5, NUM 
15, NUM 
Figure, VERB 
6a, NOUN 
shows, VERB 
modelled, VERB 

, SPACE 
section, NOUN 
apparatus, NOUN 
Numerical, ADJ 
results, NOUN 
obtained, VERB 
hole, NOUN 

, SPACE 
inclination, NOUN 
angles, NOUN 
30, NUM 
90, NUM 
°, NOUN 
low, ADJ 
medium, ADJ 
high, ADJ 

, SPACE 
suction, NOUN 
ratios, NOUN 
SR, PROPN 
Suction, NOUN 
ratio, NOUN 
mean, ADJ 
velocity, NOUN 
hole, NOUN 

, SPACE 
divided, VERB 
peak, NOUN 
inlet, VERB 
velocity, NOUN 
cases, NOUN 
modelled, VERB 

, SPACE 
summarized, VERB 
Table, PROPN 
1, NUM 

, SPACE 
Boundary, PROPN 
conditions, NOUN 

, SPACE 
inlet, ADJ 
velocity, NOUN 
temperature, NOUN 
profiles, NOUN 
taken, VERB 
Byer-, PROPN 

, SPACE 
ley, PROPN 
1989, NUM 
measurements, NOUN 
profiles, NOUN 
fully, ADV 
developed, VERB 

, SPACE 
peak, NOUN 
inlet, ADJ 
velocities, NOUN 
temperatures, NOUN 
shown, VERB 
Table, PROPN 
1, NUM 

, SPACE 
inlet, ADJ 
profiles, NOUN 
k, PROPN 
~, PROPN 
set, VERB 
assumption, NOUN 
local, ADJ 

, SPACE 
equilibrium, NOUN 
i.e., X 
turbulence, NOUN 
production, NOUN 
=, NOUN 
turbulence, NOUN 
dissipation, NOUN 

, SPACE 
~t, PUNCT 
G, PROPN 
=, PUNCT 
p~, PROPN 

, SPACE 
k3/2, PROPN 

, SPACE 
3/4, NUM 
7, NUM 
e, NOUN 
=, NOUN 
c~, PROPN 
t, PROPN 

, SPACE 
L, PROPN 
eddy, ADJ 
viscosity, NOUN 
length, NOUN 
scale, NOUN 
calculated, VERB 

, SPACE 
mixing, VERB 
length, NOUN 
model, NOUN 
Lapworth, PROPN 
1993, NUM 
G, PROPN 
computed, VERB 

, SPACE 
directly, ADV 
inlet, ADJ 
velocities, NOUN 
Eliminating, VERB 
~t, PUNCT 
Equation, NOUN 
2, NUM 

, SPACE 
allows, VERB 
k, PROPN 
e, PROPN 
evaluated, VERB 
directly, ADV 

, SPACE 
duct, NOUN 
hole, NOUN 
exits, NOUN 
control, NOUN 
volume, NOUN 
upwinding, VERB 

, SPACE 
allows, VERB 
transported, VERB 
variables, NOUN 
updated, VERB 
differ-, ADJ 

, SPACE 
ence, NOUN 
equations, NOUN 
suction, NOUN 
ratio, NOUN 
controlled, VERB 
specifying, VERB 
flow, NOUN 

, SPACE 
Table, PROPN 
1, NUM 
Flow, NOUN 
conditions, NOUN 
mesh, NOUN 
sizes, NOUN 
numerical, PROPN 
test, NOUN 
cases, NOUN 

, SPACE 
c~, PROPN 
°, VERB 
SR, PROPN 
Uct, PROPN 
m, PROPN 
s, PROPN 
L, PROPN 
Tel, PROPN 
K, PROPN 
Twa, PROPN 
K, PROPN 
Grid, PROPN 
size, NOUN 
Rel, PROPN 
size, NOUN 

, SPACE 
30, NUM 
1.85, NUM 
8.7, NUM 
25500, NUM 
350.7, NUM 
290.5, NUM 
32472, NUM 
26, NUM 

, SPACE 
30, NUM 
4.70, NUM 
8.7, NUM 
25500, NUM 
350.7, NUM 
290.5, NUM 
36555, NUM 
21, NUM 

, SPACE 
30, NUM 
7.68, NUM 
8.7, NUM 
25500, NUM 
350.7, NUM 
290.5, NUM 
36555, NUM 
21, NUM 

, SPACE 
90, NUM 
1.20, NUM 
9.3, NUM 
25700, NUM 
363.0, NUM 
296.0, NUM 
32941, NUM 
24, NUM 

, SPACE 
90, NUM 
3.47, NUM 
8.6, NUM 
27700, NUM 
332.0, NUM 
296.0, NUM 
32068, NUM 
30, NUM 

, SPACE 
90, NUM 
7.48, NUM 
9.3, NUM 
26300, NUM 
364.0, NUM 
292.0, NUM 
59456, NUM 
22, NUM 

, SPACE 
Relsize, PROPN 
ratio, NOUN 
nodes, NOUN 
embedded, VERB 
mesh, NOUN 
background, NOUN 
~, PROPN 
ne, PROPN 
mesh, PROPN 

, SPACE 
Int, PROPN 
J, PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
17, NUM 
2, NUM 
April, PROPN 
1996, NUM 
161, NUM 


, SPACE 
Mesh, PROPN 
embedding, VERB 
film, NOUN 
cooling, VERB 
holes, NOUN 
B., PROPN 
L., PROPN 
Lapworth, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
rates, NOUN 
exits, NOUN 
hole, NOUN 
duct, NOUN 
flow, NOUN 
rates, NOUN 
achieved, VERB 

, SPACE 
iteratively, ADV 
updating, VERB 
exit, NOUN 
static, ADJ 
pressures, NOUN 
bulk, ADJ 

, SPACE 
walls, NOUN 
viscous, ADJ 
slip, NOUN 
condition, NOUN 
wall, NOUN 

, SPACE 
values, NOUN 
k, PROPN 
e, NOUN 
set, VERB 
zero, NUM 
near, ADJ 
wall, NOUN 
values, NOUN 

, SPACE 
set, VERB 
consistently, ADV 
logarithmic, ADJ 
velocity, NOUN 
profile, NOUN 
wall, NOUN 

, SPACE 
temperature, NOUN 
held, VERB 
fixed, VERB 
value, NOUN 
shown, VERB 
Table, PROPN 
1, NUM 

, SPACE 
symmetry, NOUN 
condition, NOUN 
hole, NOUN 
centreplane, NOUN 

, SPACE 
Calculation, NOUN 
details, NOUN 

, SPACE 
initialization, NOUN 
flow, NOUN 
variables, NOUN 
found, VERB 
crucial, ADJ 

, SPACE 
element, NOUN 
stability, NOUN 
numerical, ADJ 
model, NOUN 
velocities, NOUN 

, SPACE 
pressures, NOUN 
initialized, VERB 
separately, ADV 
duct, NOUN 
hole, NOUN 

, SPACE 
linear, ADJ 
ramp, NOUN 
function, NOUN 
blend, VERB 
fields, NOUN 

, SPACE 
hole, NOUN 
orifice, NOUN 
duct, NOUN 
downstream, NOUN 
hole, NOUN 
fully, ADV 

, SPACE 
developed, VERB 
inlet, ADJ 
profiles, NOUN 
retained, VERB 
flow, NOUN 
rate, NOUN 

, SPACE 
reduced, VERB 
account, VERB 
flow, NOUN 
extracted, VERB 
hole, NOUN 

, SPACE 
Overall, ADJ 
continuity, NOUN 
balance, NOUN 
important, ADJ 
initializa-, NOUN 

, SPACE 
tion, NOUN 
strategy, NOUN 
k, PROPN 
e, NOUN 
fields, NOUN 
initialized, VERB 

, SPACE 
local, ADJ 
equilibrium, NOUN 
assumption, NOUN 
duct, NOUN 
inlet, NOUN 
Relaxation, NOUN 

, SPACE 
iterative, ADJ 
updates, NOUN 
needed, VERB 
guarantee, VERB 
conver-, NOUN 

, SPACE 
gence, NOUN 
Relaxation, NOUN 
factors, NOUN 
0.6, NUM 
variables, NOUN 

, SPACE 
low, ADJ 
medium, ADJ 
SR, PROPN 
cases, NOUN 
reduced, VERB 
0.2, NUM 

, SPACE 
high, ADJ 
SR, PROPN 
cases, NOUN 
initialization, NOUN 
relaxation, NOUN 
strategies, NOUN 
allowed, VERB 

, SPACE 
