Increased, VERB 
bone, NOUN 
tothe, ADJ 
distal, ADJ 
metaphysis, NOUN 
H4, PROPN 
trabecular, ADJ 
bone, NOUN 
total, ADJ 
femur, NOUN 

, SPACE 
previously, ADV 
described, VERB 
15, NUM 
Similarly, ADV 
lumbar, NOUN 
spine, NOUN 
measurement, NOUN 

, SPACE 
individual, ADJ 
vertebra, NOUN 
L1, PROPN 
L2, PROPN 
L3, NOUN 
L4, PROPN 
total, ADJ 

, SPACE 
lumbar, NOUN 
spine, NOUN 
L1, PROPN 
L4, PROPN 
Values, NOUN 
average, NOUN 
measurements, NOUN 

, SPACE 
Bone, PROPN 
markersSerum, NOUN 

, SPACE 
Fasted, VERB 
serum, NOUN 
samples, NOUN 
collected, VERB 
sacri, PROPN 
ﬁce, PROPN 
analysed, VERB 

, SPACE 
number, NOUN 
bone, NOUN 
formation, NOUN 
resorption, NOUN 
markers, NOUN 
commercially, ADV 

, SPACE 
Fig.1, PROPN 
Fasting, VERB 
serum, NOUN 
Si, PROPN 
urinary, ADJ 
Si, PROPN 
excretion, NOUN 
B, NOUN 
Si, PROPN 
contents, NOUN 
left, ADJ 
tibia, PROPN 
C, PROPN 
liver, PROPN 
D, NOUN 
rats, NOUN 
Si, PROPN 
deprived, VERB 
group, NOUN 
n=20, PROPN 
rats, NOUN 
Si, PROPN 
supplemented, VERB 
group, NOUN 
n=1, PROPN 
0, NUM 

, SPACE 
reference, NOUN 
group, NOUN 
n=10, PROPN 
rats, VERB 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
Urine, NOUN 
samples, NOUN 
available, ADJ 
rats, NOUN 
Si, PROPN 
deprived, VERB 
group, NOUN 
ﬁve, NOUN 
rats, NOUN 
Si, PROPN 
supplemented, VERB 
group, NOUN 

, SPACE 
seven, NUM 
rats, NOUN 
reference, NOUN 
group, NOUN 
Fasting, VERB 
serum, NOUN 
Si, PROPN 
urinary, ADJ 
Si, PROPN 
excretion, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 
Si, PROPN 
deprived, VERB 
group, NOUN 
compared, VERB 
Si, PROPN 
supplemented, VERB 
group, NOUN 
P=0.03, NOUN 

, SPACE 
P=0.004, PROPN 
respectively, ADV 
unpaired, ADJ 
tailed, VERB 
Student, PROPN 
t, NOUN 
test, NOUN 
signi, NOUN 
ﬁcant, NOUN 
differences, NOUN 
Si, PROPN 
contents, NOUN 
left, ADJ 
tibia, PROPN 
liver, NOUN 
groups, NOUN 

, SPACE 
Table, NOUN 
2, NUM 

, SPACE 
Fasting, VERB 
serum, NOUN 
elements, NOUN 
Si, PROPN 
deprived, VERB 
Si, PROPN 
supplemented, VERB 
reference, NOUN 
group, NOUN 
ofanimals, VERB 

, SPACE 
Groups, PROPN 

, SPACE 
Serum, PROPN 
Concentrations, PROPN 
Si, PROPN 
deprived, VERB 

, SPACE 
n=20)Si, PROPN 
supplemented, VERB 

, SPACE 
n=1, PROPN 
0)Reference, NOUN 
group, NOUN 

, SPACE 
n=1, PROPN 
0, NUM 

, SPACE 
mg, PROPN 
L, PROPN 
149, NUM 
3.4, NUM 
149, NUM 
3.5, NUM 
146, NUM 
4.6, NUM 

, SPACE 
P, NOUN 
mg, PROPN 
L, PROPN 
242, NUM 
19, NUM 
295, NUM 
33, NUM 
275, NUM 
40)Mg, NUM 
mg, PROPN 
L, PROPN 
43.8, NUM 
1.2, NUM 
44.1, NUM 
0.59, NUM 
46.8, NUM 
1.9)K, PROPN 
mg, PROPN 
L, PROPN 
452, NUM 
28, NUM 
482, NUM 
25, NUM 
491, NUM 
37)Zn, PROPN 
mg, PROPN 
L, PROPN 
1.17, NUM 
0.03, NUM 
1.21, NUM 
0.04, NUM 
1.09, NUM 
0.07)Cu, X 
mg, PROPN 
L, PROPN 
2.05, NUM 
0.09, NUM 
1.88, NUM 
0.10, NUM 
2.04, NUM 
0.10)Mn, NOUN 
μg, PROPN 
L, PROPN 
11.8, NUM 
4.3, NUM 
14.2, NUM 
7.6, NUM 
12.2, NUM 
3.7, NUM 

, SPACE 
Means, PROPN 
±SE, PROPN 
samples, NOUN 
collected, VERB 
necropsy, ADJ 
signi, NOUN 
ﬁcant, NOUN 
differences, NOUN 
Si-, NOUN 

, SPACE 
deprived, VERB 
Si, ADJ 
supplemented, VERB 
groups, NOUN 
Student, PROPN 
t, NOUN 
test, NOUN 
Reference, NOUN 
group, NOUN 
standard, ADJ 

, SPACE 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
animals, NOUN 
Table, NOUN 
3, NUM 

, SPACE 
Element, NOUN 
concentrations, NOUN 
tibia, PROPN 
Si, PROPN 
deprived, VERB 
Si, PROPN 
supplemented, VERB 
reference, NOUN 

, SPACE 
group, NOUN 
animals, NOUN 

, SPACE 
Element, PROPN 
Groups, PROPN 

, SPACE 
Si, PROPN 
deprived, VERB 
n=20, PROPN 
Si, PROPN 
supplemented, VERB 
n=10, PROPN 
Reference, PROPN 
group, NOUN 
n=1, PROPN 
0, NUM 

, SPACE 
mg, PROPN 
g, PROPN 
193, NUM 
1, NUM 
190, NUM 
2, NUM 
192, NUM 
1, NUM 

, SPACE 
P, NOUN 
mg, PROPN 
g, PROPN 
105, NUM 
2, NUM 
117, NUM 
3, NUM 
113, NUM 
3, NUM 

, SPACE 
Na, PROPN 
mg, PROPN 
g, PROPN 
5.07, NUM 
0.11, NUM 
5.21, NUM 
0.05, NUM 
5.16, NUM 
0.07, NUM 

, SPACE 
Mg, PROPN 
mg, PROPN 
g, PROPN 
3.29, NUM 
0.04, NUM 
3.29, NUM 
0.05, NUM 
3.63, NUM 
0.03)K, PROPN 
mg, PROPN 
g, PROPN 
1.33, NUM 
0.04, NUM 
1.39, NUM 
0.03, NUM 
1.19, NUM 
0.03)Zn, PROPN 
mg, PROPN 
g, PROPN 
0.227, NUM 
0.002, NUM 
0.228, NUM 
0.006, NUM 
0.185, NUM 
0.003)Fe, PROPN 
mg, PROPN 
g, PROPN 
0.076, NUM 
0.006, NUM 
0.083, NUM 
0.012, NUM 
0.069, NUM 
0.006)Cu, NOUN 
μg, PROPN 
g, PROPN 
1.06, NUM 
0.06, NUM 
1.05, NUM 
0.12, NUM 
0.875, NUM 
0.037, NUM 

, SPACE 
Mn, PROPN 
μg, PROPN 
g, PROPN 
0.214, NUM 
0.008, NUM 
0.196, NUM 
0.014, NUM 
0.186, NUM 
0.007, NUM 

, SPACE 
Means, PROPN 
±SE, PROPN 

, SPACE 
⁎Pb0.001, VERB 
versus, ADP 
Si, PROPN 
deprived, VERB 
group, NOUN 
Student, PROPN 
t, NOUN 
test, NOUN 
signi, NOUN 
ﬁcant, NOUN 
differences, NOUN 

, SPACE 
Si, PROPN 
deprived, VERB 
Si, ADJ 
supplemented, VERB 
groups, NOUN 
Reference, NOUN 
group, NOUN 
standardrodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, VERB 
animals.599, NOUN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
available, ADJ 
kits, NOUN 
bone, NOUN 
formation, NOUN 
markers, NOUN 
osteocalcin, ADJ 
Rat, PROPN 
Mid, PROPN 

, SPACE 
Osteocalcin, PROPN 
Nordic, ADJ 
Bioscience, PROPN 
Diagnostics, PROPN 
S, PROPN 
Denmark, PROPN 
alkaline, NOUN 

, SPACE 
phosphatase, NOUN 
Sigma, PROPN 
Chemical, PROPN 
Co., PROPN 
resorption, NOUN 
markers, NOUN 

, SPACE 
C, NOUN 
terminal, ADJ 
telopeptide, NOUN 
type, NOUN 
collagen, NOUN 
CTx, NOUN 
RatLaps, PROPN 
Nordic, PROPN 

, SPACE 
Bioscience, PROPN 
Diagnostics, PROPN 
S, PROPN 
intact, ADJ 
parathyroid, ADJ 
hormone, NOUN 
Immunotopics, PROPN 

, SPACE 
Inc, PROPN 
Rat, PROPN 
intact, ADJ 
PTH, PROPN 
Quidel, PROPN 
Diagnostics, PROPN 
Wheatley, PROPN 
UK, PROPN 
tartrate, VERB 
resistance, NOUN 

, SPACE 
acid, NOUN 
phosphatases, NOUN 
SBA, PROPN 
Sciences, PROPN 
RatTRAPS, NOUN 
Quidel, PROPN 
Diagnostics, PROPN 
free(i.e, PROPN 
non, ADJ 
protein, NOUN 
bound, VERB 
total, ADJ 
pyridinium, NOUN 
Metra, PROPN 
PYD, PROPN 
Quidel, PROPN 

, SPACE 
Diagnostics, PROPN 
deoxy, NOUN 
pyridinium, NOUN 
Metra, PROPN 
DPD, PROPN 
Quidel, PROPN 
Diagnostics, PROPN 

, SPACE 
cross, NOUN 
links, NOUN 
Osteopontin, PROPN 
TiterZyme, PROPN 
EIA, PROPN 
Assay, PROPN 
Designs, PROPN 
Inc, PROPN 
Ann, PROPN 
Arbor, PROPN 

, SPACE 
USA, PROPN 
sialic, ADJ 
acid, NOUN 
Roche, PROPN 
Diagnostics, PROPN 
Ltd, PROPN 
Lewes, PROPN 
UK, PROPN 

, SPACE 
measured, VERB 
samples, NOUN 
serum, NOUN 
samples, NOUN 
collected, VERB 
monthly, ADV 

, SPACE 
study, NOUN 
CTx, NOUN 
osteocalcin, PROPN 
measured, VERB 
ap, PROPN 
r, PROPN 
o, NOUN 
r, NOUN 
b, PROPN 
e, PROPN 
c, PROPN 
u, PROPN 
s, X 
eo, X 
f, PROPN 

, SPACE 
likely, ADJ 
role, NOUN 
Si, PROPN 
collagen, NOUN 
turnover, NOUN 
CTx, NOUN 
bone, NOUN 
formation, NOUN 

, SPACE 
osteocalcin, PROPN 
Insulin, NOUN 
like, ADJ 
growth, NOUN 
fac, NOUN 
tor, NOUN 
1, NUM 
IGF-1, PROPN 
Octeia, PROPN 
Rat, PROPN 
Mouse, PROPN 
IGF-, VERB 

, SPACE 
1, NUM 
IDS, PROPN 
Ltd, PROPN 
UK, PROPN 
total, ADJ 
serum, NOUN 
estradiol, NOUN 
Department, PROPN 
Chemical, PROPN 
Pathology, PROPN 

, SPACE 
St, PROPN 
Thomas, PROPN 
Hospital, PROPN 
serum, PROPN 
CartiLaps, PROPN 
CTx, NOUN 
II, PROPN 
Nordic, PROPN 
Bioscience, PROPN 

, SPACE 
Diagnostics, PROPN 
S, PROPN 
measured, VERB 
post, X 
hoc, X 
i.e., X 
assessment, NOUN 

, SPACE 
results, NOUN 
monthly, ADJ 
serum, NOUN 
samples, NOUN 

, SPACE 
Urine, PROPN 

, SPACE 
Fasting, VERB 
urine, NOUN 
samples, NOUN 
analysed, VERB 
bone, NOUN 
resorption, NOUN 
markers, NOUN 

, SPACE 
CTx, NOUN 
RatLaps, PROPN 
Nordic, PROPN 
Bioscience, PROPN 
Diagnostics, PROPN 
S, PROPN 
helical, ADJ 
peptide, NOUN 

, SPACE 
Metra, PROPN 
Quidel, PROPN 
Diagnostics, PROPN 
free, ADJ 
total, ADJ 
PYD, PROPN 
DPD, PROPN 
Metra, PROPN 

, SPACE 
Quidel, PROPN 
Diagnostics, PROPN 
Concentrations, NOUN 
markers, NOUN 
urine, NOUN 

, SPACE 
corrected, VERB 
normalised, VERB 
urinary, ADJ 
creatinine, NOUN 
Metra, PROPN 
Quidel, PROPN 
Diagnostics, PROPN 

, SPACE 
Left, VERB 
femur, NOUN 

, SPACE 
left, ADJ 
femur, NOUN 
analysed, VERB 
hydroxyproline, NOUN 
measure, NOUN 

, SPACE 
collagen, NOUN 
matrix, NOUN 
content, NOUN 
procedure, NOUN 
based, VERB 
acid, NOUN 
hydrolysis, NOUN 

, SPACE 
bone, NOUN 
subsequent, ADJ 
determination, NOUN 
free, ADJ 
hydroxyproline, NOUN 

, SPACE 
hydrolysates, NOUN 
33,43, ADJ 
Brie, PROPN 
ﬂy, PROPN 
chloramine, NOUN 
T, PROPN 
hydrolyses, VERB 
hydro-, NOUN 

, SPACE 
xyproline, NOUN 
pyrrole, NOUN 
derivative, NOUN 
reacted, VERB 
4-, PROPN 

, SPACE 
dimethylaminobenzaldehyde, PROPN 
p, PROPN 
DAB, PROPN 
acid, ADJ 
medium, NOUN 
form, VERB 

, SPACE 
chromophore, NOUN 
Ehrlich, PROPN 
reaction, NOUN 
absorption, NOUN 

, SPACE 
measured, VERB 
570, NUM 
nm, NOUN 
colour, NOUN 
chromophore, NOUN 
enhanced, VERB 

, SPACE 
addition, NOUN 
isopropanol, NOUN 

, SPACE 
Bone, NOUN 
mechanical, ADJ 
properties, NOUN 

, SPACE 
Torsional, ADJ 
properties, NOUN 
left, ADJ 
femur, NOUN 
measured, VERB 
described, VERB 

, SPACE 
Jiang, PROPN 
et, PROPN 
al, PROPN 
44, NUM 
test, NOUN 
machine, NOUN 
Biomechanical, PROPN 
Laboratory, PROPN 

, SPACE 
Cleveland, PROPN 
OH, PROPN 
allowed, VERB 
high, ADJ 
strain, NOUN 
rates, NOUN 
loading, NOUN 
time, NOUN 
fracture, VERB 

, SPACE 
100, NUM 
ms, PROPN 
representative, ADJ 
vivo, ADJ 
conditions, NOUN 
Data, NOUN 

, SPACE 
strength, NOUN 
displacement, NOUN 
transducers, NOUN 
recorded, VERB 

, SPACE 
Biomation, PROPN 
Waveform, PROPN 
Recorder, PROPN 
model, NOUN 
1015, NUM 
processed, VERB 
PC, NOUN 

, SPACE 
Applied, VERB 
load, NOUN 
function, NOUN 
time, NOUN 
recorded, VERB 
continuously, ADV 

, SPACE 
femur, NOUN 
embedded, VERB 
ends, NOUN 
rectangular, ADJ 
epoxy, NOUN 
blocks, NOUN 
ﬁtting, VERB 

, SPACE 
grips, NOUN 
torsional, ADJ 
test, NOUN 
machine, NOUN 
torsion, NOUN 
test, NOUN 

, SPACE 
permanent, ADJ 
distortion, NOUN 
bone, NOUN 
embedding, VERB 
material, NOUN 

, SPACE 
observed, VERB 

, SPACE 
Bone, NOUN 
histomorphometry, NOUN 

, SPACE 
Histomorphometric, PROPN 
analyses, NOUN 
performed, VERB 
previously, ADV 

, SPACE 
described, VERB 
45, NUM 
Measurements, NOUN 
conducted, VERB 
primary, ADJ 

, SPACE 
spongiosa, NOUN 

, SPACE 
Elemental, PROPN 
analysesMicrowave, NOUN 
assisted, VERB 
acid, NOUN 
digestion, NOUN 

, SPACE 
feeds, NOUN 
tissues, NOUN 
right, ADJ 
kidney, NOUN 
spleen, PROPN 
liver, NOUN 
left, VERB 
tibia, PROPN 

, SPACE 
digested, VERB 
acid, NOUN 
prior, ADV 
elemental, ADJ 
analysis, NOUN 
Brie, PROPN 
ﬂy, PROPN 
feeds, NOUN 
0.1, NUM 
0.3, NUM 
g, NOUN 

, SPACE 
digested, VERB 
10, NUM 
mL, NUM 
1, NUM 
+, SYM 
1, NUM 
mixture, NOUN 
UHP, PROPN 
nitric, NOUN 
acid, NOUN 
65, NUM 
w, NOUN 
v, NOUN 

, SPACE 
Fluka, PROPN 
Aldrich, PROPN 
Sigma, PROPN 
Chemical, PROPN 
Co., PROPN 
UHP, PROPN 
water, NOUN 
acid, NOUN 
cleaned, VERB 

, SPACE 
100, NUM 
mL, NUM 
TFM, PROPN 
vessels, NOUN 
Ethos, PROPN 
Plus, CCONJ 
Microwave, PROPN 
Labsystem, PROPN 
MilestoneSrl, PROPN 
Sorisole, PROPN 
Italy, PROPN 
Microwave, NOUN 
conditions, NOUN 
10, NUM 
min, NOUN 
ramp, NOUN 
180, NUM 
°, NOUN 
C, NOUN 

, SPACE 
maintained, VERB 
180, NUM 
°, NUM 
C, NOUN 
15, NUM 
min, NOUN 
Blanks, PROPN 
acid, NOUN 
mixture, NOUN 

, SPACE 
sample, NOUN 
prepared, ADJ 
digested, VERB 
parallel, NOUN 
cooled, ADJ 

, SPACE 
digested, VERB 
samples, NOUN 
blanks, NOUN 
transferred, VERB 
cleaned, VERB 
pre-, ADJ 

, SPACE 
weighed, VERB 
polypropylene, NOUN 
60, NUM 
mL, NOUN 
bottles, NOUN 
WVR, PROPN 
International, PROPN 
Ltd, PROPN 

, SPACE 
diluted, VERB 
10, NUM 
mL, ADJ 
UHP, ADJ 
water, NOUN 

, SPACE 
right, ADJ 
kidney, NOUN 
0.9, NUM 
1.5, NUM 
g, NOUN 
spleen, NOUN 
0.4, NUM 
1.1, NUM 
g, NOUN 
liver, NOUN 

, SPACE 
~0.75, PROPN 
g, PROPN 
left, VERB 
tibia, PROPN 
0.5, NUM 
0.7, NUM 
g, NOUN 
digested, VERB 

, SPACE 
conditions, NOUN 
described, VERB 
10, NUM 
mL, NUM 
30, NUM 
mL, NUM 
16, NUM 
mL, NUM 
10, NUM 
mL, NUM 

, SPACE 
respectively, ADV 
1, NUM 
+, SYM 
3, NUM 
mixture, NOUN 
UHP, PROPN 
nitric, NOUN 
acid, NOUN 
UHP, ADJ 
water, NOUN 

, SPACE 
Digested, VERB 
samples, NOUN 
blanks, NOUN 
analysed, VERB 
Si, PROPN 
elements/, NUM 

, SPACE 
minerals, NOUN 
described, VERB 
ICPOES, ADJ 
analysis, NOUN 

, SPACE 
ICPOES, VERB 
analysis, NOUN 

, SPACE 
Total, ADJ 
elemental, ADJ 
analysis, NOUN 
carried, VERB 
inductively, ADV 
coupled, VERB 

, SPACE 
plasma, NOUN 
optical, ADJ 
emission, NOUN 
spectrometry, NOUN 
ICPOES, PROPN 
Jobin, PROPN 
Yvon, PROPN 
JY24;Instrument, NOUN 
S.A., PROPN 
Longjumeau, PROPN 
France, PROPN 
V, NOUN 
groove, NOUN 
nebuliser, NOUN 

, SPACE 
Scott, PROPN 
type, NOUN 
double, ADJ 
pass, NOUN 
spray, PROPN 
chamber, PROPN 
sample, NOUN 
ﬂow, NOUN 
rate, NOUN 

, SPACE 
1, NUM 
mL, NUM 
min, PROPN 
Peak, ADJ 
pro, ADJ 
ﬁles, NOUN 
46,47, NUM 
window, NOUN 

, SPACE 
size, NOUN 
0.1, NUM 
nm, NOUN 
0.05, NUM 
nm, NOUN 
peak, NOUN 
54, NUM 
increments, NOUN 

, SPACE 
pro, ADJ 
ﬁle, PROPN 
Analytical, ADJ 
lines, NOUN 
251.611, NUM 
nm, ADJ 
Si, PROPN 
396.847, NUM 

, SPACE 
315.887, NUM 
nm, NOUN 
279.553, NUM 
293.654, NUM 
nm, NOUN 
Mg, PROPN 
259.940, NUM 
nm, NOUN 
Fe, PROPN 

, SPACE 
213.856, NUM 
nm, NOUN 
Zn, PROPN 
324.754, NUM 
nm, NOUN 
Cu, PROPN 
257.610, NUM 
nm, NOUN 
Mn, PROPN 
330.298, NUM 
nm, ADJ 

, SPACE 
Fig, PROPN 
2, NUM 
Body, NOUN 
weights, NOUN 
lengths, NOUN 
B, NOUN 
rats, NOUN 
Si, PROPN 
deprived, VERB 
solid, ADJ 
squares, NOUN 

, SPACE 
n=20, PROPN 
rats, NOUN 
Si, PROPN 
supplemented, VERB 
open, ADJ 
circles, NOUN 
n=10, PROPN 
rats, NOUN 
groups, NOUN 

, SPACE 
signiﬁcant, ADJ 
difference, NOUN 
body, NOUN 
weights, NOUN 
groups, NOUN 
rats, NOUN 
Si-, NOUN 

, SPACE 
deprived, VERB 
group, NOUN 
signi, NOUN 
ﬁcantly, ADV 
longer, ADV 
weeks, NOUN 
18, NUM 
onwards, ADV 
P≤0.046→Pb0.01, PROPN 

, SPACE 
RM, PROPN 
ANOVA, PROPN 
compared, VERB 
Si, PROPN 
supplemented, VERB 
group, NOUN 
Body, NOUN 
weight, NOUN 
length, NOUN 
alsoshown, VERB 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, NOUN 
group, NOUN 
reference, NOUN 
normal, ADJ 
rats(dotted, PROPN 
lines).600, PROPN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
Na, PROPN 
766.490, NUM 
nm, PROPN 
K, PROPN 
249.678, NUM 
249.773, NUM 
nm, NOUN 
B, PROPN 
206.149, NUM 

, SPACE 
267.716, NUM 
nm, NOUN 
Cr, PROPN 
Phosphorus, PROPN 
analysed, VERB 
ICPOES, NOUN 

, SPACE 
Leeman, PROPN 
DRE, PROPN 
ICP, PROPN 
Leeman, PROPN 
Labs, PROPN 
Inc., PROPN 
Hudson, PROPN 
USA, PROPN 
214.91, NUM 
nm, NOUN 

, SPACE 
instrument, NOUN 
superior, ADJ 
near, ADJ 
UV, NOUN 
analyses, NOUN 
Serum, PROPN 
P, NOUN 

, SPACE 
analysed, VERB 
JY2000, PROPN 
Jobin, PROPN 
Yvon, PROPN 
Samples, NOUN 
analysed, VERB 

, SPACE 
sample, NOUN 
based, VERB 
standards, NOUN 
prepared, VERB 
diluting, VERB 
aliquots, NOUN 
stock, NOUN 

, SPACE 
element, NOUN 
standard, ADJ 
solutions, NOUN 
100, NUM 
1000, NUM 
mg, PROPN 
L, PROPN 
Merck, PROPN 
Ltd, PROPN 
Sigma-, PROPN 

, SPACE 
Aldrich, PROPN 
Chemical, PROPN 
Co., PROPN 
Leeman, PROPN 
Labs, PROPN 
Inc., PROPN 
pools, NOUN 
different, ADJ 

, SPACE 
sample, NOUN 
types, NOUN 
Samples, NOUN 
animals, NOUN 
analysed, VERB 
single, ADJ 

, SPACE 
batch, NOUN 

, SPACE 
Serum, PROPN 
samples, NOUN 

, SPACE 
Serum, PROPN 
samples, NOUN 
1, NUM 
mL, NUM 
collected, VERB 
sacri, PROPN 
ﬁce, PROPN 
diluted, VERB 
4, NUM 
mL, NUM 

, SPACE 
0.26, NUM 
v, NUM 
v, NOUN 
UHP, ADJ 
nitric, NOUN 
acid, NOUN 
analysed, VERB 
Si, PROPN 
Mn, PROPN 

, SPACE 
integration, NOUN 
time, NOUN 
1, NUM 
s, NOUN 
increment, NOUN 
Samples, NOUN 
diluted, VERB 
1, NUM 
+, NUM 

, SPACE 
9, NUM 
0.26, NUM 
nitric, NOUN 
acid, NOUN 
analysis, NOUN 
elements, NOUN 
Mg, PROPN 
Zn, PROPN 

, SPACE 
Cu, PROPN 
K, PROPN 
integration, NOUN 
time, NOUN 
0.5, NUM 
s, NOUN 
increment, NOUN 
Serum, PROPN 
P, NOUN 

, SPACE 
analysed, VERB 
acid, ADJ 
digestion, NOUN 
1, NUM 
ml, NOUN 
1, NUM 
+, SYM 
4, NUM 
diluted, ADJ 
serum, NOUN 
equalvolume, NOUN 
1:1, NUM 
mixture, NOUN 
concentrated, ADJ 
UHP, PROPN 
nitric, NOUN 
acid, NOUN 
hydrogen, NOUN 

, SPACE 
peroxide, NOUN 
dilution, NOUN 
3, NUM 
ml, NOUN 
UHP, ADJ 
water, NOUN 

, SPACE 
Urine, PROPN 
samples, NOUN 

, SPACE 
Fasting, VERB 
spot, NOUN 
urine, NOUN 
samples, NOUN 
diluted, VERB 
1:10, NUM 
UHP, PROPN 
water, NOUN 
prior, ADV 

, SPACE 
analysis, NOUN 
Si, PROPN 
integration, NOUN 
time, NOUN 
0.5, NUM 
s, NOUN 
increment, NOUN 

, SPACE 
Silicon, PROPN 
concentrations, NOUN 
corrected, VERB 
urinary, ADJ 
creatinine, NOUN 

, SPACE 
Feed, PROPN 
drinking, NOUN 
water, NOUN 

, SPACE 
Digested, VERB 
samples, NOUN 
feeds, NOUN 
untreated, ADJ 
drinking, NOUN 
waters, NOUN 
collected, VERB 

, SPACE 
monthly, ADV 
analysed, VERB 
Si, PROPN 
integration, NOUN 
time, NOUN 
0.5, NUM 
s, NOUN 

, SPACE 
increment, NOUN 
feeds, NOUN 
analysed, VERB 
K, PROPN 
Mg, PROPN 
Mn, PROPN 
Zn, PROPN 
Fe, PROPN 
Cu, PROPN 

, SPACE 
Cr, PROPN 
B, PROPN 
con, PROPN 
ﬁrm, NOUN 
manufacturer, NOUN 
reported, VERB 
values, NOUN 

, SPACE 
Tissue, PROPN 
samples, NOUN 

, SPACE 
Digested, PROPN 
tissues, NOUN 
right, ADJ 
kidney, NOUN 
spleen, PROPN 
liver, NOUN 
left, VERB 
tibia, PROPN 

, SPACE 
analysed, VERB 
Si, PROPN 
integration, NOUN 
time, NOUN 
0.5, NUM 
s, NOUN 
increment, NOUN 
Copper, NOUN 

, SPACE 
Zn, PROPN 
Mg, PROPN 
K, PROPN 
Na, PROPN 
Mn, PROPN 
Fe, PROPN 
P, PROPN 
measured, VERB 
digested, VERB 
tibias, NOUN 

, SPACE 
Fig, PROPN 
3, NUM 
Length, NOUN 
femurs, NOUN 
left, VERB 
tibia, PROPN 
B, PROPN 
humeri, PROPN 
C, PROPN 
rats, NOUN 
Si, PROPN 
deprived, VERB 
n=20, PROPN 
Si, PROPN 
supplemented, VERB 
n=10, PROPN 
groups, NOUN 
correlations, NOUN 
fasting, VERB 
serum, NOUN 
Si, PROPN 

, SPACE 
concentrations, NOUN 
necropsy, ADJ 
lengths, NOUN 
femurs, NOUN 
D, PROPN 
left, VERB 
tibia, PROPN 
E, NOUN 
humeri, PROPN 
F, PROPN 
rats, NOUN 
Si, PROPN 
deprived, VERB 
squares, NOUN 
Si, PROPN 
supplemented, VERB 
circ, PROPN 
les, PROPN 
groups, NOUN 
limb, ADJ 
bones, NOUN 

, SPACE 
rats, NOUN 
Si, PROPN 
deprived, VERB 
group, NOUN 
signi, NOUN 
ﬁcantly, ADV 
longer, ADV 
compared, VERB 
rats, NOUN 
Si, PROPN 
supplemented, VERB 
group, NOUN 
P=0.0002, NOUN 
femur, NOUN 
P=0.002, PROPN 
left, ADJ 
tibia, PROPN 
P=0.0006, NUM 

, SPACE 
humerus, NOUN 
unpaired, ADJ 
tailed, VERB 
Student, PROPN 
t, NOUN 
test, NOUN 
inversely, ADV 
correlated, VERB 
fasting, VERB 
serum, NOUN 
Si, PROPN 
concentrations, NOUN 
r=−0.53, NOUN 
P=0.006, NUM 
femurs, NOUN 
r=−0.47, PROPN 
P=0.016, PROPN 
left, ADJ 
tibia, PROPN 

, SPACE 
r=−0.52, PROPN 
P=0.007, NUM 
humeri, PROPN 
outliers, NOUN 
group, NOUN 
markedly, ADV 
higher, ADJ 
Si, ADJ 
concentrations, NOUN 
N300, ADJ 
µg, ADP 
L, PROPN 
compared, VERB 
group, NOUN 
mean, PROPN 
median, PROPN 
likely, ADJ 
represent, VERB 

, SPACE 
inadvertent, ADJ 
contamination, NOUN 
sample, NOUN 
collection, NOUN 
despite, SCONJ 
great, ADJ 
care, NOUN 
taken, VERB 
shown, VERB 
included, VERB 
correlations, NOUN 
Lengths, NOUN 
limb, NOUN 
bones, NOUN 
shown, VERB 

, SPACE 
standard, ADJ 
rodent, ADJ 
stock, NOUN 
feed, NOUN 
fed, NOUN 
group, NOUN 
reference, NOUN 
normal, ADJ 
rats.601, PROPN 
R., PROPN 
Jugdaohsingh, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
43, NUM 
2008, NUM 
596, NUM 
606, NUM 

, SPACE 
Cu, PROPN 
Mn, PROPN 
dilution, NOUN 
1:10, NUM 
Zn, PROPN 
Fe, PROPN 
K, PROPN 

, SPACE 
Na, PROPN 
1:1000, NUM 
Mg, PROPN 
P, PROPN 
samples, NOUN 
UHP, ADJ 
water, NOUN 

, SPACE 
Elements, NOUN 
measured, VERB 
integration, NOUN 
time, NOUN 
0.3, NUM 
0.5, NUM 
s, NOUN 

, SPACE 
increment, NOUN 

, SPACE 
Statistical, ADJ 
analyses, NOUN 

, SPACE 
Results, NOUN 
expressed, VERB 
means±SD, PRON 
stated, VERB 

