Pergamon, PROPN 
145, NUM 
147, NUM 
727, NUM 
1987, NUM 

, SPACE 
J, PROPN 
P, PROPN 
Coad, PROPN 
R, PROPN 
Behrisch, PROPN 
H, PROPN 
Bergsaker, PROPN 
J, PROPN 
Ehrenberg, PROPN 
B, PROPN 
Emmoth, PROPN 
J, PROPN 
Partridge, PROPN 

, SPACE 
G, PROPN 
Saibene, PROPN 
R, PROPN 
Sartori, PROPN 
J, PROPN 
C, PROPN 
B, PROPN 
Simpson, PROPN 
Wen, PROPN 
Min, PROPN 
Wang, PROPN 
J, PROPN 
Nucl, PROPN 

, SPACE 
Materials, PROPN 
162, NUM 
533, NUM 
1989, NUM 

, SPACE 
G, PROPN 
M, PROPN 
McCracken, PROPN 
D, PROPN 
H, NOUN 
J, PROPN 
Goodall, PROPN 
P, NOUN 
C, PROPN 
Stangeby, PROPN 
J, PROPN 
P, PROPN 
Coad, PROPN 
J, PROPN 
Roth, PROPN 
B, PROPN 

, SPACE 
Denne, PROPN 
R, PROPN 
Behrisch, PROPN 
ibid, NOUN 
p, NOUN 
356, NUM 

, SPACE 
W, PROPN 
Hauffe, PROPN 
Beitr, PROPN 
Elektronenmikr, PROPN 
Direktabb, PROPN 
Oberji, PROPN 
23, NUM 
305, NUM 
1990, NUM 

, SPACE 
D, PROPN 
Grambole, PROPN 
F, PROPN 
Herrmann, PROPN 
R, PROPN 
Klabes, PROPN 
W, PROPN 
Hauffe, PROPN 
R, PROPN 
Behrisch, PROPN 
Nuc.1, PROPN 

, SPACE 
Instr, PROPN 
Methods, PROPN 
B68, PROPN 
IS4, PROPN 
1992, NUM 

, SPACE 
R, NOUN 
Behrisch, PROPN 
R, PROPN 
Grotzschel, PROPN 
E, PROPN 
Hentschel, PROPN 
W, PROPN 
Assmann, PROPN 
ibid, NOUN 
p, NOUN 
245, NUM 

, SPACE 
U, PROPN 
Kreissig, PROPN 
R, PROPN 
Grotzschel, PROPN 
R, PROPN 
Behrisch, PROPN 
Nucl, PROPN 
Instr, PROPN 
Methods, PROPN 
B85, PROPN 

, SPACE 
71, NUM 
1994, NUM 

, SPACE 
R, VERB 
Behrisch, PROPN 
P, PROPN 
Martinelli, PROPN 
S, PROPN 
Grigull, PROPN 
R, PROPN 
Grotzschel, PROPN 
U, PROPN 
Kreissig, PROPN 

, SPACE 
Hildebrandt, PROPN 
W, PROPN 
Schneider, PROPN 
J, PROPN 
Nucl, PROPN 
Materials, PROPN 
220, NUM 
222, NUM 
590, NUM 
995, NUM 
D, PROPN 

, SPACE 
B, NOUN 
G, PROPN 
Skorodumov, PROPN 
0, NUM 
Yatsevitch, ADJ 
V, NOUN 
G, PROPN 
Ulanov, PROPN 
E, NOUN 
V, PROPN 
Zhukovska, PROPN 
0, NUM 

, SPACE 
Zhukovsky, ADJ 
Ntlcl, PROPN 
Instr, PROPN 
Methods, PROPN 
B85, PROPN 
803, NUM 
1994, NUM 

, SPACE 
R, NOUN 
Causey, PROPN 
W, PROPN 
R, NOUN 
Wampler, PROPN 
D, PROPN 
Walsh, PROPN 
J, PROPN 
Nucl, PROPN 
Materials, PROPN 
176, NUM 

, SPACE 
177,987, NUM 
1990, NUM 

, SPACE 
990, NUM 

, SPACE 
