DlSCRETE, PROPN 
red, ADJ 
2, NUM 
factor, NOUN 
F, PROPN 

, SPACE 
consists, VERB 
red, ADJ 
cycles, NOUN 
red, ADJ 
cycle, NOUN 
consists, VERB 
vertices, NOUN 

, SPACE 
aj, ADJ 
columns, NOUN 
j, PROPN 
6, NUM 
q, NOUN 
1, NUM 
red, ADJ 
cycle, NOUN 
consists, VERB 
vertices, NOUN 
a~~C2,-column, PROPN 

, SPACE 
consists, NOUN 
remaining, VERB 
vertices, NOUN 
n, NUM 
6, NUM 

, SPACE 
Lemma, PROPN 
2.11, NUM 
follows, VERB 
blue, ADJ 
hamiltonian, ADJ 
cycle, NOUN 
p, NOUN 
3, NUM 
4, NUM 

, SPACE 
non, ADJ 
red, ADJ 
vertical, ADJ 
edges, NOUN 
a,-column, PROPN 
i.e., X 
~, NOUN 
zcI,-column, NOUN 

, SPACE 
el, PROPN 
=, PROPN 
a,,&-r)(a,,b, NOUN 
q,,b,+r)(a,,b,+, PROPN 
e2, PROPN 
=, PROPN 
a,,b,)(q,,b,+r, PROPN 

, SPACE 
color, NOUN 
switchings, NOUN 
H, PROPN 
uF, PROPN 
edge, NOUN 
disjoint, NOUN 

, SPACE 
color, NOUN 
switchings, NOUN 
obtain, VERB 
green, ADJ 
hamiltonian, ADJ 
cycle, NOUN 

, SPACE 
connect, VERB 
red, ADJ 
cycles, NOUN 
red, ADJ 
hamiltonian, ADJ 
cycle, NOUN 
Notice, VERB 
exactly, ADV 

, SPACE 
vertical, ADJ 
edge, NOUN 
3, NUM 
-column, NOUN 
red, ADJ 
e3, PROPN 
vertical, ADJ 
edges, NOUN 

, SPACE 
2, NUM 

, SPACE 
u, NOUN 
l,2,-column, PROPN 
red, ADJ 
note, VERB 
j, NOUN 
=, SYM 
1, NUM 
3, NUM 
vertical, ADJ 
edges, NOUN 

, SPACE 
2, NUM 
~,~~~,-colurnn, NOUN 
involved, VERB 
color, NOUN 
switchings, NOUN 
shown, VERB 
Fig, PROPN 
4, NUM 
form, VERB 
matching, NOUN 

, SPACE 
claim, VERB 
choosing, VERB 
k, PROPN 
properly, ADV 
color, NOUN 
switchings, NOUN 
shown, VERB 

, SPACE 
Fig, PROPN 
4, NUM 
H, PROPN 
uF, NUM 
=, PUNCT 
Cf, PROPN 
x, SYM 
2, NUM 
C2, PROPN 
edges, PROPN 
el, PROPN 
e2, PROPN 
e3, PROPN 
fact, NOUN 

, SPACE 
definition, NOUN 
ofthe, NOUN 
Y*i, PROPN 
1, NUM 
switchings, NOUN 
assume, VERB 
el, PROPN 
=, PROPN 
l)(u, PUNCT 
b, PROPN 
Suppose, VERB 
k., NOUN 

, SPACE 
integer, NOUN 
el, PROPN 
=, PROPN 
arS,(1,,b2fl+k~,)(ar5,(1,,b2f,+k,+1, PROPN 
e2, PROPN 
=, PROPN 
~&~),b2, NUM 
~, PUNCT 
z+k,+l, PROPN 

, SPACE 
a2, PROPN 
b, PROPN 
n, PROPN 
clj, PROPN 
2t,+k,,+2, NUM 
k, NOUN 
=, PROPN 
k., VERB 
color, NOUN 
switchings, NOUN 
shown, VERB 
Fig, PROPN 
4, NUM 
use, VERB 
e3, PROPN 

, SPACE 
Suppose, VERB 
k, PROPN 
=, NOUN 
k., VERB 
color, NOUN 
switchings, NOUN 
need, VERB 
use, VERB 
e3, PROPN 

, SPACE 
definition, NOUN 
Yzi, PROPN 
1, NUM 
switchings, NOUN 
assume, VERB 
e, PROPN 
=, PROPN 
by+, NOUN 
l)(u, PROPN 
by+2, NUM 

, SPACE 
h+k, X 

, SPACE 
z+t, PROPN 

, SPACE 
b3+k, PROPN 

, SPACE 
b4+k, PROPN 

, SPACE 
bs+k, PROPN 

, SPACE 

, SPACE 

, SPACE 

, SPACE 
h?12, X 
l+k, NUM 

, SPACE 
2, NUM 
+1, ADJ 
+, NOUN 
1, NUM 

, SPACE 
3, NUM 
+2+i, NOUN 

, SPACE 

, SPACE 

, SPACE 
bm, PROPN 
l+k, NOUN 

, SPACE 
bm+k, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Color, NOUN 
witchings, NOUN 
H, PROPN 
uF, NUM 
=, NOUN 
C, PROPN 
x, NUM 
Cz, PROPN 

, SPACE 
C., PROPN 
Fan, PROPN 
et, PROPN 
al, PROPN 
Discvere, PROPN 
Mathematics, PROPN 
158, NUM 
11996, NUM 
49-, NUM 
62, NUM 
59, NUM 

, SPACE 
set, VERB 
k, NOUN 
=, NOUN 
kO, PROPN 
+, PROPN 
1, NUM 
color, NOUN 
switchings, NOUN 
shown, VERB 
Fig, PROPN 
4, NUM 
use, VERB 
edges, NOUN 
e, NOUN 
e2, PROPN 

, SPACE 
e3, PROPN 
ycd(r,,m, PROPN 
=, VERB 
2, NUM 
t, NOUN 
+, SYM 
1, NUM 
3, NUM 
3, NUM 
follows, VERB 
Proposition, PROPN 
2.8, NUM 
obtain, VERB 

, SPACE 
green, ADJ 
hamiltonian, ADJ 
cycle, NOUN 
completing, VERB 
color, NOUN 
switchings, NOUN 
shown, VERB 
Fig, PROPN 
4, NUM 

, SPACE 
Hzu, PROPN 
F, PROPN 
=, PROPN 
Cf, PROPN 
x, PUNCT 
Ti, PROPN 
C2, PROPN 
destroying, VERB 
existing, VERB 
blue, ADJ 
hamiltonian, ADJ 
cycle, NOUN 

, SPACE 
red, ADJ 
cycles, NOUN 
F, PROPN 
connected, VERB 
red, ADJ 
hamiltonian, ADJ 
cycle, NOUN 
Uf,,j,-, PROPN 

, SPACE 
columns, NOUN 
1, NUM 
<, NUM 
j, NOUN 
<, X 
3, NUM 
uj, NOUN 
columns, NOUN 
j, PROPN 
=, SYM 
p, PROPN 
q, PROPN 
II, PROPN 
D, PROPN 

, SPACE 
hamiltonian, ADJ 
decomposition, NOUN 
0, X 

, SPACE 
Lemma, PROPN 
3.10, NUM 
Suppose, VERB 
m, PROPN 
=, SYM 
2h, NOUN 
+, SYM 
1, NUM 
und, NOUN 
n, NOUN 
=, NOUN 
2~1~, NUM 
+, SYM 
1, NUM 
3, NUM 
5, NUM 
Assume, VERB 
Hi, PROPN 

, SPACE 
03, NUM 
consists, VERB 
f, INTJ 
ti, NOUN 
>, X 
2, NUM 
cycles, NOUN 
=, SYM 
1, NUM 
2, NUM 
tz, VERB 
<, X 
JR, PROPN 
Jf, PROPN 
tlze, NOUN 
sets, VERB 
K, PROPN 
=, PROPN 

, SPACE 
~1(1),~1C4,~,(3, PROPN 
K1, PROPN 
=, NUM 
~z(l),zc2(2),7c2(3, PROPN 
lalje, PROPN 
exactl, PROPN 
common, ADJ 
element, NOUN 

, SPACE 
x1(3, PROPN 
=, VERB 
712(l, PROPN 
D3, PROPN 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 

, SPACE 
Proof, PROPN 
loss, NOUN 
generality, NOUN 
assume, VERB 
~~(1, PUNCT 
=, VERB 
p, NOUN 
2, PROPN 
x1(2, PROPN 
=, VERB 
p, NOUN 
1, NUM 

, SPACE 
~~(3, PROPN 
=, VERB 
p, NOUN 
x1(2, PROPN 
n,(3, PROPN 
=, PROPN 
q, PROPN 
nj, PROPN 
3, NUM 
<, X 
p, NOUN 
<, X 
q, NOUN 
<, X 
n., NOUN 
hypothesis, NOUN 

, SPACE 
Remark, PROPN 
2.3, NUM 
follows, VERB 
=, SYM 
1, NUM 
2, NUM 
3, NUM 
<, X 
ti, NOUN 
=, NOUN 
gcd(ri, NOUN 
m, PROPN 
=, VERB 
2hi, NOUN 
+, SYM 
1, NUM 

, SPACE 
t2, PROPN 
=, PROPN 
2h, NUM 
+, SYM 
1, NUM 
6, NUM 
m/3, NOUN 
apply, VERB 
Proposition, PROPN 
2.8, NUM 
H, PROPN 
uF, NUM 
=, SYM 
C1, NOUN 
x,.~, AUX 
Cz, NOUN 
obtain, VERB 
blue, ADJ 

, SPACE 
hamiltonian, ADJ 
cycle, NOUN 
connect, VERB 
aj, ADJ 
columns, NOUN 
1, NUM 
d, NOUN 
j, NOUN 
6, NUM 
3, NUM 
single, ADJ 
red, ADJ 
cycle, NOUN 
Let, VERB 

, SPACE 
y, PRON 
integer, NOUN 
2, NUM 
2hI., PUNCT 
similar, ADJ 
proof, NOUN 
Lemma, PROPN 
3.9, NUM 

, SPACE 
define, VERB 
color, NOUN 
switchings, NOUN 
Y1, PROPN 
Y2, PROPN 
Ynp5, PROPN 
HluF, PROPN 
=, PROPN 
C1, PROPN 
x,.~, PROPN 
C2, PROPN 
starting, VERB 

, SPACE 
a,-column, NOUN 
obtain, VERB 
hamiltonian, ADJ 
decomposition, NOUN 
D3, PROPN 
freedom, NOUN 

, SPACE 
choose, VERB 
k, PROPN 
apply, VERB 
Proposition, PROPN 
2.8, NUM 
H2uF, PROPN 
t, PROPN 
<, X 
m/3, NOUN 

, SPACE 
Lemma, PROPN 
3.11, NUM 
Suppose, VERB 
m, PROPN 
=, SYM 
2h, NOUN 
+, SYM 
1, NUM 
>, SYM 
9, NUM 
n, NOUN 
=, SYM 
5, NUM 
Hi, PROPN 
D3, PROPN 
consists, VERB 

, SPACE 
cycles, NOUN 
=, SYM 
1, NUM 
2, NUM 
D, PROPN 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 

, SPACE 
Proof, PROPN 
loss, NOUN 
generality, NOUN 
assume, VERB 
n, CCONJ 
=, SYM 
1, NUM 
identity, NOUN 
permutation, NOUN 
Consider, VERB 

, SPACE 
multigraph, NOUN 
G, NOUN 
vertices, NOUN 
1,2,3,4, NUM 
5, NUM 
union, NOUN 
hamiltonian, ADJ 

, SPACE 
cycles, NOUN 
C, PROPN 
=, SYM 
123451, NUM 
C, NOUN 
=, NOUN 
z2(l)n2(2)n2(3)z2(4)z1(5)7C,(1L, NUM 
G, PROPN 
Kg, PROPN 

, SPACE 
easy, ADJ 
redefine, VERB 
7c2, PROPN 
~~(1, PROPN 
=, VERB 
3, NUM 
~~(2, PROPN 
ecu, ADV 
=, NOUN 
4,5, NUM 

, SPACE 
Lemma, PROPN 
3.10, NUM 
D3, PROPN 
hamiltonian, ADJ 
decomposition, NOUN 
case, NOUN 
G, NOUN 
=, PROPN 
Kg, PROPN 

, SPACE 
assume, VERB 
rc2, NOUN 
=, PROPN 
2354, NUM 
n1, ADJ 
=, NOUN 
1, NUM 
assume, VERB 
HluF, PROPN 
=, PUNCT 
C, PROPN 
x,.~, PROPN 
Cz, PROPN 
hypoth-, NOUN 

, SPACE 
esis, NOUN 
Remark, PROPN 
2.3, NUM 
=, SYM 
1, NUM 
2, NUM 
gcd(ri, NUM 
m, PROPN 
=, VERB 
3, NUM 
consecutive, ADJ 
rows, NOUN 

, SPACE 
HiuF, PROPN 
different, ADJ 
cycles, NOUN 
H, PROPN 
following, VERB 
color, NOUN 

, SPACE 
switchings, NOUN 
H, PROPN 
1, NUM 
uF, NUM 

, SPACE 
m, PROPN 
3, NUM 
9, NUM 
exist, VERB 
integer, NOUN 
y, PROPN 
vertical, ADJ 
edges, NOUN 

, SPACE 
bj, NOUN 
rows, NOUN 
y, PROPN 
G, PROPN 
j, PROPN 
<, X 
y, PROPN 
+, PROPN 
2, NUM 
H2, PROPN 
u, NOUN 
F, PROPN 
=, PROPN 
Cf, PROPN 
x, SYM 
I2, PROPN 
C2, PROPN 
red, ADJ 
following, ADJ 

, SPACE 
color, NOUN 
switchings, NOUN 
H2uF, PROPN 

, SPACE 
X3, PROPN 
=, PROPN 
b, PROPN 
b, PROPN 
3, NUM 
1, NUM 
+, ADV 
X4, PROPN 
=, PROPN 
~a~,a~,b,+I, X 
b,+,j, PROPN 

, SPACE 
60, NUM 
C., PROPN 
Fan, PROPN 
et, PROPN 
al, PROPN 
/Discrete, PUNCT 
Mathematics, PROPN 
158, NUM 
1996, NUM 
49, NUM 
62, NUM 

, SPACE 
Clearly, ADV 
Xi, PROPN 
1, NUM 
<, NOUN 
d, NOUN 
4, NUM 
edge, NOUN 
disjoint, NOUN 
easy, ADJ 

, SPACE 
monochromatic, ADJ 
hamiltonian, ADJ 
cycles, NOUN 
0, PUNCT 

, SPACE 
need, VERB 
following, VERB 
results, NOUN 
Lemmas, PROPN 
2.5, NUM 
3.3, NUM 
S, PROPN 

, SPACE 
respectively, ADV 

, SPACE 
Proposition, PROPN 
3.12, NUM 
Let, VERB 
u, PROPN 
finite, PROPN 
abelian, PROPN 
group, NOUN 
generated, VERB 
S, PROPN 
=, PROPN 
sl, NOUN 
s2, PROPN 
sk, PROPN 

, SPACE 
subgroup, NOUN 
generated, VERB 
S, PROPN 
=, PROPN 
S, PROPN 
~1, X 
J, PROPN 
=, PROPN 
sk, X 
JnA, NOUN 
=, SYM 
0, NUM 

, SPACE 
cay(A, PROPN 
S, PROPN 
=, VERB 
cay(A, PROPN 
S, PROPN 
x, SYM 
cay(J, NUM 
sk, X 

, SPACE 
Proposition, PROPN 
3.13, NUM 
Let, VERB 
G, PROPN 
4, NUM 
regular, ADJ 
connected, ADJ 
multigraph, NOUN 
vertices, NOUN 

, SPACE 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 
hamiltonian, ADJ 

, SPACE 
decomposition, NOUN 
G, PROPN 
exists, VERB 
path, NOUN 
P, NOUN 
=, X 
ulu2, NOUN 
u6, ADJ 
PI, PROPN 
=, PROPN 
uIu2u3uq, PROPN 

, SPACE 
hamiltonian, ADJ 
cycle, NOUN 
P2, PROPN 
=, PUNCT 
u4u5u6, NOUN 

, SPACE 
similar, ADJ 
lemma, NOUN 

, SPACE 
Lemma, PROPN 
3.14, NUM 
Let, VERB 
G, PROPN 
4, NUM 
regular, ADJ 
connected, ADJ 
multigraph, NOUN 
seven, NUM 
vertices, NOUN 

, SPACE 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 
hamiltonian, ADJ 

, SPACE 
decomposition, NOUN 
G, PROPN 
exists, VERB 
path, NOUN 
P, NOUN 
=, NOUN 
UIU, PROPN 
~, NOUN 
U, NOUN 
~, NOUN 
U, NOUN 
~, NOUN 
U~, NOUN 
PI, PROPN 
=, NOUN 
uluzu~, AUX 

, SPACE 
hamiltonian, ADJ 
cycle, NOUN 
P, NOUN 
=, PRON 
u3u4u5, PROPN 

, SPACE 
Proof, PROPN 
Let, VERB 
P, NOUN 
=, PUNCT 
UIUZU~, PROPN 
subpath, NOUN 
Hi, PROPN 
ur, INTJ 
u2,u3, PROPN 
divide, VERB 
H2, PROPN 

, SPACE 
subpaths, NOUN 
Hz, PROPN 
length, NOUN 
7, NUM 
subpaths, NOUN 
length, NOUN 

, SPACE 
find, VERB 
desired, VERB 
path, NOUN 
easily, ADV 
relabeling, NOUN 
necessary, ADJ 
0, PUNCT 

, SPACE 
ready, ADJ 
present, VERB 
main, ADJ 
results, NOUN 

, SPACE 
Theorem, PROPN 
3.15, NUM 
Suppose, VERB 
aJinite, PROPN 
abelian, ADJ 
group, NOUN 
S, PROPN 
=, PROPN 
sl, NOUN 
s2, PROPN 
sj, X 
genera-, ADJ 

, SPACE 
ting, NOUN 
set, NOUN 
A., NOUN 
Zf, PROPN 
S, PROPN 
element, NOUN 
si, NOUN 
odd, ADJ 
order, NOUN 
J, PROPN 
=, PROPN 
si, X 
=, PROPN 
J, PROPN 

, SPACE 
elements, NOUN 
ord(.?j, PROPN 
3, NUM 
3, NUM 
j, NOUN 
cay(A, PROPN 
S, PROPN 
decomposed, VERB 

, SPACE 
hamiltonian, ADJ 
cycles, NOUN 

, SPACE 
Proof, PROPN 
loss, NOUN 
generality, NOUN 
assume, VERB 
m, PROPN 
=, PROPN 
ord(s3, PROPN 
odd, ADJ 
J, PROPN 
=, PROPN 
s3, PROPN 

, SPACE 
AI, PROPN 
=, PROPN 
J, PROPN 
order, NOUN 
n, PRON 
2, NUM 
9, NUM 
ord(Fj, PROPN 
>, X 
3, NUM 
j, NOUN 
=, SYM 
1, NUM 
2, NUM 
Theorem, PROPN 
3.6, NUM 

, SPACE 
cay(A, PROPN 
sI, PROPN 
s2, PROPN 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 
Lemma, PROPN 
3.5, NUM 

, SPACE 
conclude, VERB 
cay(A, PROPN 
S, PROPN 
g, PROPN 
D3, PROPN 
HiUF, PROPN 
=, PUNCT 
Ci, PROPN 
x, PROPN 
C2, PROPN 
=, SYM 
1, NUM 
2, NUM 
Remark, PROPN 

, SPACE 
2.3, NUM 
Hi, PROPN 
consists, VERB 
gcd(ri, NOUN 
m, PROPN 
=, VERB 
2ti, NOUN 
+, SYM 
1, NUM 
cycles, NOUN 
oft, ADJ 
t2, PROPN 
equals, VERB 
0, NUM 
tl, PROPN 

, SPACE 
H, PROPN 
hamiltonian, ADJ 
cycle, NOUN 
Theorem, PROPN 
2.15, NUM 
H2uF, PROPN 
decomposed, VERB 

, SPACE 
hamiltonian, ADJ 
cycles, NOUN 
cay(A, PROPN 
S, PROPN 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 

, SPACE 
assume, VERB 
2ti, NOUN 
+, SYM 
1, NUM 
3, NUM 
3, NUM 
=, SYM 
1, NUM 
2, NUM 
follows, VERB 
Propositions, PROPN 

, SPACE 
3.8, NUM 
3.13, NUM 
Lemma, PROPN 
3.9, NUM 
cay(A, PROPN 
S, PROPN 
decomposed, VERB 
hamiltonian, ADJ 

, SPACE 
cycles, NOUN 
0, PUNCT 

, SPACE 
C., PROPN 
Fan, PROPN 
et, PROPN 
al, PROPN 
Discrete, PROPN 
Mathematics, PROPN 
158, NUM 
l!WG, NOUN 
49, NUM 
-Q, NOUN 
61, NUM 

, SPACE 
abelian, ADJ 
group, NOUN 
generating, NOUN 
set, VERB 
S, PROPN 
strongly, ADV 
minimal, ADJ 

, SPACE 
SE, PROPN 
S, PROPN 
2&S, NUM 
s\i, PROPN 
consequence, NOUN 
Theorem, PROPN 
3.15, NUM 
following, ADJ 

, SPACE 
corollary, ADJ 

, SPACE 
Corollary, PROPN 
3.16, NUM 
Suppose, VERB 
ahelian, ADJ 
group, NOUN 
order, NOUN 
Zf, PROPN 
S, PROPN 
=, PUNCT 
sl, INTJ 
s2, PROPN 
.s3, PUNCT 

, SPACE 
strongly, ADV 
minimal, ADJ 
generating, NOUN 
set, NOUN 
element, NOUN 
odd, ADJ 
order, NOUN 
cay(A, PROPN 
S, PROPN 

, SPACE 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 

, SPACE 
Proof, PROPN 
loss, NOUN 
generality, NOUN 
assume, VERB 
nz, PROPN 
=, PROPN 
ord(s3, PROPN 
odd, ADJ 
Let, VERB 
J, PROPN 
=, PROPN 
sg, PROPN 

, SPACE 
=, PROPN 
J., PROPN 
S, PROPN 
strongly, ADV 
minimal, ADJ 
ord(Ti, PROPN 
3, NUM 
3, NUM 
=, VERB 
1,2, NUM 
Let, VERB 
B, NOUN 

, SPACE 
subgroup, NOUN 
generated, VERB 
Si, PROPN 
cosets, NOUN 
B, NOUN 
A1, PROPN 

, SPACE 
2s, NUM 
element, NOUN 
si, X 
s3, PROPN 
j, PROPN 
contradicting, VERB 
assumption, NOUN 

, SPACE 
S, PROPN 
strongly, ADV 
minimal, ADJ 
1, NUM 
AI, PROPN 
1, NUM 
2, NUM 
9, NUM 
result, NOUN 
follows, VERB 
Theorem, PROPN 
3.15, NUM 
l, NOUN 
J, PROPN 

, SPACE 
following, ADJ 
result, NOUN 

, SPACE 
Theorem, PROPN 
3.17, NUM 
Suppose, VERB 
abeliun, ADJ 
group, NOUN 
oj’odd, ADJ 
order, NOUN 
S, PROPN 
=, PROPN 
s1,s2,s3j, PROPN 

, SPACE 
generating, VERB 
set, NOUN 
ord(s, PROPN 
3, NUM 
ord(s2, X 
>, X 
ord(s, PROPN 
cay(A, PROPN 
S, PROPN 

, SPACE 
decomposed, VERB 
hamiltoniun, ADJ 
cJ, PROPN 
>, X 
cles, NOUN 

, SPACE 
Proof, PROPN 
Let, VERB 
J, PROPN 
=, PROPN 
s3, PROPN 
AI, PROPN 
=, NOUN 
J., PROPN 
S, PROPN 
=, PROPN 
S1,S2, PROPN 
generating, VERB 
set, NOUN 

, SPACE 
Lagrange, PROPN 
theorem, NOUN 
7, NUM 
m, NOUN 
=, PROPN 
IJI, PROPN 
n, PROPN 
=, ADJ 
1, NUM 
AI, PROPN 
1, NUM 
odd, ADJ 
Theorem, PROPN 
3.15, NUM 

, SPACE 
need, AUX 
consider, VERB 
3, NUM 
6, NUM 
n, NUM 
d, NOUN 
7, NUM 
n, NOUN 
prime, ADJ 
ord(S1, PROPN 
=, X 
ord(s2, PROPN 
=, VERB 
n., NOUN 
follows, VERB 

, SPACE 
ord(si, PROPN 
3, NUM 
n, CCONJ 
=, X 
1,2, NUM 
cay(AI, PROPN 
S, PROPN 
hamiltonian, ADJ 
decomposition, NOUN 
Hi, PROPN 

, SPACE 
Ri, PROPN 
generated, VERB 
Si, PROPN 
Lemma, PROPN 
3.5, NUM 
cay(A, PROPN 
S, PROPN 
E, PROPN 
D3, PROPN 
Hi, PROPN 

, SPACE 
generated, VERB 
si, NOUN 
ord(sI, NOUN 
=, VERB 
1, NUM 
AI, PROPN 
Hi, INTJ 
hamiltonian, ADJ 
cycle, NOUN 
Theorem, PROPN 
2.15, NUM 

, SPACE 
H, PROPN 
uF, NUM 
=, NUM 
CT, PROPN 
x, PROPN 
.2, PROPN 
C2, PROPN 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 
caJ$A., PROPN 
S, PROPN 

, SPACE 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 
Assume, VERB 
ord(sI, PROPN 
<, X 
1, NUM 
Al, PROPN 
n, ADV 
3, NUM 

, SPACE 
ord(s, NUM 
<, X 
ord(s, PROPN 
6, NUM 
ord(s, NUM 
<, X 
1, NUM 
=, VERB 
mn, NOUN 
m, VERB 
d, NOUN 
7, NUM 
m, PROPN 
prime, ADJ 

, SPACE 
implies, VERB 
ord(si, NOUN 
=, VERB 
ord(Si, NOUN 
=, VERB 
n, CCONJ 
=, VERB 
1,2, NUM 
n, PROPN 
<, X 
ord(s, PROPN 
<, X 
ord(s, PROPN 
<, X 
AJ, PROPN 
=, VERB 
mn, NOUN 

, SPACE 
JnA, NOUN 
=, VERB 
O, PROPN 
=, NOUN 
is,,s, NOUN 
follows, VERB 
Proposition, PROPN 
3.12, NUM 

, SPACE 
Theorems, NOUN 
3.6, NUM 
3.7, NUM 
cay(A, PROPN 
S, PROPN 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 

, SPACE 
Assume, PROPN 
m, VERB 
>, X 
9, NUM 
YI, PROPN 
=, SYM 
5, NUM 
ord(sl, NOUN 
=, X 
ord(s2, PROPN 
=, PROPN 
A//3, PROPN 

, SPACE 
9, NUM 
<, X 
ord(s, PROPN 
<, X 
ord(s2, PROPN 
d, PROPN 
ord(s, NUM 
<, X 
follows, VERB 
Lemma, PROPN 
3.11, NUM 

, SPACE 
cay(A, PROPN 
S, PROPN 
decomposed, VERB 
hamiltonian, ADJ 
cycles, NOUN 
n, NOUN 
=, SYM 
7, NUM 
similarly, ADV 

, SPACE 
Hi, PROPN 
consists, VERB 
2, NUM 
d, NOUN 
ti, NOUN 
<, X 
m, NOUN 
cycles, NOUN 
Hi, PROPN 
generated, VERB 
si, PROPN 
theorem, NOUN 

, SPACE 
follows, VERB 
Lemmas, PROPN 
3.10, NUM 
3.14, NUM 
7, NUM 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
authors, NOUN 
wish, VERB 
thank, VERB 
referees, NOUN 
helpful, ADJ 
comments, NOUN 

, SPACE 
suggestions, NOUN 

, SPACE 
62, NUM 
C., PROPN 
Fan, PROPN 
et, PROPN 
al, PROPN 
/Discrete, PUNCT 
Mathematics, PROPN 
158, NUM 
1996, NUM 
49, NUM 
62, NUM 

, SPACE 
References, PROPN 

, SPACE 
l, X 
B., PROPN 
Alspach, PROPN 
Research, PROPN 
Problem, PROPN 
59, NUM 
Discrete, PROPN 
Math, PROPN 
50, NUM 
1984, NUM 
115, NUM 

, SPACE 
2, X 
B., PROPN 
Alspach, PROPN 
J.-C., PROPN 
Bermond, PROPN 
D., PROPN 
Sotteau, PROPN 
Decomposition, NOUN 
cycles, NOUN 
Hamilton, PROPN 
decompositions, NOUN 

, SPACE 
G., PROPN 
Hahn, PROPN 
G., PROPN 
Sabidussi, PROPN 
R., PROPN 
Woodrow, PROPN 
eds, PROPN 
Cycles, PROPN 
Rays, PROPN 
Kluwer, PROPN 
Amsterdam, PROPN 
1990, NUM 
9918, NUM 

, SPACE 
3, X 
J., PROPN 
Aubert, PROPN 
B., PROPN 
Schneider, PROPN 
Decomposition, PROPN 
de, X 
la, PROPN 
somme, PROPN 
carttsienne, PROPN 
dun, PROPN 
cycle, PROPN 
et, PROPN 
de, PROPN 
l’union, NOUN 
de, X 
deux, X 

, SPACE 
cycles, NOUN 
hamiltonens, VERB 
en, X 
cycles, NOUN 
hamiltoniens, NOUN 
Discrete, PROPN 
Math, PROPN 
38, NUM 
1982, NUM 
7, NUM 
16, NUM 

, SPACE 
4, X 
J.-C., PROPN 
Bermond, PROPN 
0, NUM 
Favaron, PROPN 
M., PROPN 
Maheo, PROPN 
Hamiltonian, ADJ 
decomposition, NOUN 
Cayley, PROPN 
graphs, NOUN 
degree, NOUN 
4, NUM 

, SPACE 
J., PROPN 
Combin, PROPN 
Theory, PROPN 
Ser, PROPN 
B, NOUN 
46, NUM 
1989, NUM 
1422153, NUM 

, SPACE 
S, X 
G., PROPN 
Chartrand, PROPN 
L., PROPN 
Lesniak, PROPN 
Graphs, PROPN 
Digraphs, PROPN 
2nd, PROPN 
Edn, PROPN 
Wadsworth, PROPN 
Brooks, PROPN 
Cole, PROPN 

, SPACE 
Monterey, PROPN 
1986, NUM 

, SPACE 
6, NUM 
M.F., PROPN 
Foregger, PROPN 
Hamiltonian, ADJ 
decompositions, NOUN 
products, NOUN 
cycles, NOUN 
Discrete, PROPN 
Math, PROPN 
24, NUM 
1978, NUM 
251, NUM 
260, NUM 

, SPACE 
7, X 
J.A., PROPN 
Galhan, PROPN 
Contemporary, PROPN 
Abstract, PROPN 
Algebra, PROPN 
Heath, PROPN 
Lexington, PROPN 
MA, PROPN 
1986, NUM 

, SPACE 
8, X 
J., PROPN 
Liu, PROPN 
Hamiltonian, ADJ 
decompositions, NOUN 
Cayley, PROPN 
graphs, NOUN 
abelian, ADJ 
groups, NOUN 
Discrete, PROPN 
Math, PROPN 
131, NUM 
1994, NUM 

, SPACE 
163, NUM 
171, NUM 

, SPACE 
9, X 
J., PROPN 
Liu, PROPN 
Hamiltonian, ADJ 
decompositions, NOUN 
Cayley, PROPN 
graphs, NOUN 
abehan, NOUN 
groups, NOUN 
odd, ADJ 
order, NOUN 
J., PROPN 
Combin, PROPN 

, SPACE 
Theory, PROPN 
Ser, PROPN 
B, NOUN 
66, NUM 
1996, NUM 
75, NUM 
86, NUM 

, SPACE 
lo, X 
D., PROPN 
Marusic, PROPN 
Hamiltonian, ADJ 
circuits, NOUN 
Cayley, PROPN 
graphs, NOUN 
Discrete, PROPN 
Math, PROPN 
46, NUM 
1983, NUM 
49, NUM 
54, NUM 

, SPACE 
l, X 
l, NOUN 
R., PROPN 
Stong, PROPN 
Hamilton, PROPN 
decompositions, NOUN 
Cartesian, ADJ 
products, NOUN 
graphs, NOUN 
Discrete, PROPN 
Math, PROPN 
90, NUM 
1991, NUM 

, SPACE 
1699190, NUM 

