Corrosion, PROPN 
ion, NOUN 
implantation, NOUN 

, SPACE 
subsequent, ADJ 
formation, NOUN 
YzOs, PROPN 
phase, NOUN 

, SPACE 
comparison, NOUN 
GAXRD, PROPN 
spectra, NOUN 
obtained, VERB 
0.3, NUM 
Fig, PROPN 
5, NUM 
0.5, NUM 
Figs, NOUN 
2, NUM 
4, NUM 

, SPACE 
sample, NOUN 
heated, VERB 
900, NUM 
°, NUM 
C, NOUN 
exposed, VERB 
60min, NOUN 
800, NUM 
°, NUM 
C, NOUN 
indication, NOUN 

, SPACE 
position, NOUN 
yttria, NOUN 
relative, ADJ 
chromia, NOUN 
obtained, VERB 
appears, VERB 
chromia, NOUN 

, SPACE 
present, ADJ 
outer, ADJ 
surface, NOUN 
Y203, PROPN 
phase, NOUN 
mainly, ADV 
located, VERB 
close, ADV 
metal-, PROPN 

, SPACE 
oxide, NOUN 
interface, NOUN 

, SPACE 
XANES, PROPN 
results, NOUN 
indicate, VERB 
YzOs, PROPN 
formed, VERB 
initial, ADJ 
heating, NOUN 
sample, NOUN 

, SPACE 
raising, VERB 
temperature, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
structure, NOUN 
progressively, ADV 

, SPACE 
disappeared, VERB 
stated, VERB 
XANES, PROPN 
curves, NOUN 
direct, ADJ 
information, NOUN 

, SPACE 
local, ADJ 
atomic, ADJ 
structure, NOUN 
suggest, VERB 
presence, NOUN 
phase, NOUN 

, SPACE 
hand, NOUN 
comparison, NOUN 
XANES, PROPN 
spectra, PROPN 
known, VERB 
Y203, PROPN 
reference, NOUN 
curve, NOUN 

, SPACE 
definitely, ADV 
stated, VERB 
samples, NOUN 
heated, VERB 
800, NUM 
°, NOUN 
C, NOUN 
60, NUM 
min, NOUN 
raised, VERB 
900, NUM 
°, NUM 
C, NOUN 

, SPACE 
contain, VERB 
yttrium, NOUN 
Y203, PROPN 
phase, NOUN 
important, ADJ 
note, VERB 

, SPACE 
spectra, NOUN 
samples, NOUN 
displayed, VERB 
edge, NOUN 
shift, NOUN 
lower, ADJ 
energies, NOUN 
indicating, VERB 
lower, ADJ 

, SPACE 
average, ADJ 
oxidation, NOUN 
state, NOUN 
yttrium, NOUN 

, SPACE 
EXAFS, NOUN 
results, NOUN 
400, NUM 
°, NUM 
C, NOUN 
yttrium, NOUN 
local, ADJ 
structure, NOUN 

, SPACE 
present, ADJ 
addition, NOUN 
YZOs, PROPN 
local, ADJ 
structure, NOUN 
yttrium, NOUN 
appeared, VERB 
similar, ADJ 

, SPACE 
YCr04, NUM 
reduced, VERB 
coordination, NOUN 
numbers, NOUN 
interesting, ADJ 
note, VERB 

, SPACE 
GAXRD, NOUN 
indication, NOUN 
presence, NOUN 
YCr04, NOUN 
obtained, VERB 
presence, NOUN 

, SPACE 
phase, NOUN 
limited, VERB 
short, ADJ 
order, NOUN 
observed, VERB 
EXAFS, PROPN 
oxidation, NOUN 
state, NOUN 

, SPACE 
yttrium, NOUN 
YCr04, NOUN 
+2,18, ADJ 
Y203, PROPN 
YCrOs, PROPN 
+, NUM 
3, NUM 
XANES, PROPN 

, SPACE 
EXAFS, PROPN 
results, NOUN 
entirely, ADV 
consistent, ADJ 
presence, NOUN 
YCr04, NUM 
atomic, ADJ 
environment, NOUN 

, SPACE 
yttrium, NOUN 

, SPACE 
presence, NOUN 
second, ADJ 
yttrium, NOUN 
containing, VERB 
phase, NOUN 
additionally, ADV 
checked, VERB 

, SPACE 
comparative, ADJ 
study, NOUN 
X, NOUN 
ray, NOUN 
fluorescence, NOUN 
analysis.i7, PROPN 
study, NOUN 
sample, NOUN 
exposed, VERB 

, SPACE 
800, NUM 
°, NOUN 
C, NOUN 
60, NUM 
min, NOUN 
compared, VERB 
yttrium, NOUN 
implanted, VERB 
Ni-20Cr, PROPN 
sample, NOUN 

, SPACE 
subsequently, ADV 
oxidized, VERB 
EXAFS, PROPN 
studies, NOUN 
showed, VERB 
implanted, VERB 
yttrium, NOUN 
Ni-, PROPN 

, SPACE 
20Cr, NOUN 
sample, NOUN 
present, ADJ 
Y203, PROPN 
total, ADJ 
yttrium, NOUN 
samples, NOUN 

, SPACE 
determined, VERB 
X, NOUN 
ray, NOUN 
fluorescence, NOUN 
analysis, NOUN 
experimental, ADJ 
error, NOUN 

, SPACE 
820, NUM 
M., PROPN 
J., PROPN 
Crist6bal, PROPN 
et, PROPN 
ul, PROPN 

, SPACE 
5, NUM 
10’2~., NUM 
GAXRD, NOUN 
performed, VERB 
identical, ADJ 
conditions, NOUN 
samples, NOUN 

, SPACE 
exact, ADJ 
quantification, NOUN 
data, NOUN 
difficult, ADJ 
preferred, ADJ 
orientation, NOUN 
Y203, PROPN 

, SPACE 
case, NOUN 
chromium, NOUN 
sample, NOUN 
appeared, VERB 
large, ADJ 
proportion, NOUN 
yttrium, NOUN 

, SPACE 
chromium, NOUN 
sample, NOUN 
present, ADJ 
form, NOUN 
Y203, PROPN 

, SPACE 
Curve, VERB 
fitting, ADJ 
EXAFS, PROPN 
spectra, PROPN 
indicates, VERB 
coordination, NOUN 
numbers, NOUN 

, SPACE 
Yz03, PROPN 
decrease, NOUN 
YCr04, NUM 
increase, NOUN 
temperature, NOUN 
800, NUM 
900, NUM 
°, NUM 
C, NOUN 

, SPACE 
longer, ADJ 
exposure, NOUN 
time, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
Tables, PROPN 
3, NUM 
4, NUM 
indicates, VERB 
decrease, NOUN 

, SPACE 
yttrium, NOUN 
form, NOUN 
Yz03, PROPN 
favour, NOUN 
YCr04, ADJ 
structure, NOUN 

, SPACE 
increasing, VERB 
temperature, NOUN 
time, NOUN 
XANES, PROPN 
spectra, PROPN 
support, VERB 
analysis, NOUN 

, SPACE 
edge, NOUN 
shifts, NOUN 
lower, ADJ 
energies, NOUN 
greatest, ADJ 
oxidized, ADJ 
samples, NOUN 

, SPACE 
EXAFS, PROPN 
XANES, PROPN 
results, NOUN 
appeared, VERB 
present, ADJ 
experimental, ADJ 

, SPACE 
conditions, NOUN 
significant, ADJ 
YCr03, NOUN 
formed, VERB 
basis, NOUN 
extensive, ADJ 
TEM, PROPN 

, SPACE 
studies, NOUN 
oxide, NOUN 
scales, NOUN 
existence, NOUN 
separated, VERB 
Y203, PROPN 
particles, NOUN 
dimensions, NOUN 

, SPACE 
100, NUM 
nm, NOUN 
oxide, NOUN 
scales, NOUN 
reported.4”9, VERB 
presence, NOUN 
YCr03, NOUN 
particles, NOUN 

, SPACE 
suggested, VERB 
basis, NOUN 
EDX, PROPN 
analysis, NOUN 
completely, ADV 
confirmed, VERB 

, SPACE 
electron, NOUN 
diffraction.7720, PROPN 
21, NUM 
TEM, PROPN 
studies,4.7,20721, PROPN 
oxide, NOUN 
grain, NOUN 
boundary, NOUN 
segregation, NOUN 

, SPACE 
yttrium, NOUN 
reported, VERB 
segregation, NOUN 
reported, VERB 

, SPACE 
homogeneous, ADJ 
oxide, NOUN 
grain, NOUN 
boundaries, NOUN 
oxide, NOUN 
scale, NOUN 
Careful, ADJ 

, SPACE 
analysis, NOUN 
taking, VERB 
account, NOUN 
specimen, PROPN 
dimensions, NOUN 
electron, PROPN 
beam, NOUN 
diameter, NOUN 
indicated, VERB 

, SPACE 
segregation, NOUN 
monolayer, NOUN 
restrictions, NOUN 
spatial, ADJ 

, SPACE 
resolution, NOUN 
form, NOUN 
segregated, VERB 
yttrium, NOUN 
established, VERB 
general, ADJ 

, SPACE 
believed, VERB 
segregation, NOUN 
yttrium, NOUN 
grain, NOUN 
boundaries, NOUN 
chromia, NOUN 
scales, NOUN 
cause, VERB 

, SPACE 
beneficial, ADJ 
effects, NOUN 
yttrium, NOUN 
yttria, NOUN 
additions, NOUN 
alloys.22, PROPN 
23, NUM 
Y203, PROPN 

, SPACE 
YCr03, NOUN 
particles, NOUN 
believed, VERB 
play, VERB 
indirect, ADJ 
role, NOUN 
forming, VERB 
source, NOUN 
yttrium, NOUN 

, SPACE 
slowly, ADV 
segregating, VERB 
grain, NOUN 
boundaries, NOUN 

, SPACE 
basis, NOUN 
present, ADJ 
results, NOUN 
suggested, VERB 
yttrium, NOUN 
segregation, NOUN 

, SPACE 
observed, VERB 
TEM, PROPN 
studies, NOUN 
present, ADJ 
grain, NOUN 
boundaries, NOUN 
local, ADJ 

, SPACE 
structure, NOUN 
similar, ADJ 
YCr04, NOUN 
agreement, NOUN 
mentioned, VERB 
studies, NOUN 

, SPACE 
source, NOUN 
yttrium, NOUN 
structure, NOUN 
Yz03, PROPN 
initially, ADV 
formed, VERB 
near, ADP 
surface, NOUN 

, SPACE 
yttrium, NOUN 
implanted, VERB 
material, NOUN 
heating, NOUN 
observed, VERB 
grow, VERB 
size, NOUN 

, SPACE 
heating, NOUN 
600, NUM 
°, NOUN 
C, NOUN 
heating, NOUN 
longer, ADJ 
exposure, NOUN 
time, NOUN 
oxidation, NOUN 

, SPACE 
process, NOUN 
proceeds, NOUN 
Y2O3, PROPN 
possibly, ADV 
reacts, VERB 
Cr203, PROPN 
fashion, NOUN 
similar, ADJ 

, SPACE 
suggested, VERB 
previously2, NOUN 
yttrium, NOUN 
diffuses, VERB 
grain, NOUN 
boundaries, NOUN 
obvious, ADJ 

, SPACE 
exact, ADJ 
role, NOUN 
yttrium, NOUN 
segregation, NOUN 
beneficial, ADJ 
effects, NOUN 
yttrium, NOUN 
yttria, NOUN 

, SPACE 
additions, NOUN 
elucidated, VERB 
based, VERB 
results, NOUN 

, SPACE 
suggested, VERB 
literature, NOUN 
segregation, NOUN 
yttrium, NOUN 
grain, NOUN 

, SPACE 
boundaries, NOUN 
possibly, ADV 
local, ADJ 
structure, NOUN 
YCr04, NOUN 
determined, VERB 
present, ADJ 
study, NOUN 

, SPACE 
plays, VERB 
significant, ADJ 
role, NOUN 
explain, VERB 
reactive, ADJ 
element, NOUN 
effects, NOUN 

, SPACE 
plausible, ADJ 
effect, NOUN 
anion, NOUN 
cation, NOUN 
transport, NOUN 
rates, NOUN 
grain, NOUN 
boundaries, NOUN 

, SPACE 
change, NOUN 
presence, NOUN 
yttrium, NOUN 
confirmed, VERB 
tracer, NOUN 
experiments.24, NOUN 

, SPACE 
directly, ADV 
changes, VERB 
overall, ADJ 
oxidation, NOUN 
kinetics, NOUN 
time, NOUN 

, SPACE 
microstructure, NOUN 
including, VERB 
grain, NOUN 
size, NOUN 
possibly, ADV 
preferred, ADJ 
orientations, NOUN 
oxide, NOUN 
scales, NOUN 

, SPACE 
change, VERB 
changes, NOUN 
grain, NOUN 
boundary, ADJ 
transport, NOUN 
additional, ADJ 
factor, NOUN 

, SPACE 
presence, NOUN 
YCr04, ADJ 
structure, NOUN 
grain, NOUN 
boundaries, NOUN 
inhibit, VERB 
oxide, NOUN 

, SPACE 
grain, NOUN 
growth, NOUN 
thinner, ADJ 
oxide, NOUN 
thickness, NOUN 
slower, ADJ 
oxidation, NOUN 
kinetics, NOUN 
associated, VERB 

, SPACE 
changes, NOUN 
microstructure, NOUN 
contribute, VERB 
improved, ADJ 
scale, NOUN 
adherence, NOUN 
Related, VERB 

, SPACE 
presence, NOUN 
YCr04, ADJ 
structure, NOUN 
grain, NOUN 
boundaries, NOUN 
directly, ADV 
influence, VERB 

, SPACE 
Oxidation, PROPN 
yttrium, NOUN 
implanted, VERB 
chromium, NOUN 
821, NUM 

, SPACE 
mechanical, ADJ 
properties, NOUN 
oxide, NOUN 
scale, NOUN 
example, NOUN 
changing, VERB 
viscosity, NOUN 
oxide, NOUN 

, SPACE 
grain, NOUN 
boundaries, NOUN 
acting, VERB 
crack, NOUN 
blocking, VERB 
boundaries, NOUN 
effects, NOUN 

, SPACE 
caused, VERB 
grain, NOUN 
boundary, ADJ 
segregation, NOUN 
processes, NOUN 
play, VERB 
role, NOUN 
example, NOUN 

, SPACE 
initially, ADV 
formed, VERB 
Yz03, PROPN 
alter, VERB 
nucleation, NOUN 
Cr203, PROPN 

, SPACE 
CONCLUSIONS, PROPN 

, SPACE 
Yttrium, PROPN 
implantation, NOUN 
chromium, NOUN 
possibly, ADV 
induces, VERB 
formation, NOUN 
nanocrystalline, ADJ 

, SPACE 
phase, NOUN 
GAXRD, NOUN 
examination, NOUN 
samples, NOUN 
simulating, VERB 
heating, NOUN 
sample, NOUN 
900, NUM 
°, NUM 
C, NOUN 

, SPACE 
showed, VERB 
400, NUM 
°, NOUN 
C, NOUN 
Yz03, PROPN 
formed, VERB 
Yz03, PROPN 
particles, NOUN 
sizes, NOUN 
nanometre, PROPN 

, SPACE 
range, NOUN 
grow, VERB 
increase, NOUN 
temperature, NOUN 
600, NUM 
°, NOUN 
C, NOUN 
heating, NOUN 
surface, NOUN 
starts, VERB 

, SPACE 
dominated, VERB 
Crz03, PROPN 
scale, NOUN 
formation, NOUN 
EXAFS, PROPN 
examinations, NOUN 

, SPACE 
yttrium, NOUN 
samples, NOUN 
heated, VERB 
400, NUM 
°, NOUN 
C, NOUN 
present, ADJ 
structure, NOUN 
Y203, PROPN 

, SPACE 
X, NOUN 
ray, NOUN 
fluorescence, NOUN 
analysis, NOUN 
evaluation, NOUN 
XANES, PROPN 
data, NOUN 
strongly, ADV 
support, VERB 

, SPACE 
conclusion, NOUN 
structure, NOUN 
best, ADV 
described, VERB 
atomic, ADJ 
environment, NOUN 
similar, ADJ 

, SPACE 
YCr04, NOUN 
relative, ADJ 
yttrium, NOUN 
present, ADJ 
structure, NOUN 
YCr04, NOUN 
relative, ADJ 

, SPACE 
Y203, PROPN 
increases, VERB 
increasing, VERB 
temperature, NOUN 
exposure, NOUN 
time, NOUN 
initially, ADV 
formed, VERB 

, SPACE 
Y203, PROPN 
appears, VERB 
react, VERB 
Cr203, NOUN 
form, VERB 
local, ADJ 
YCr04, NOUN 
structure, NOUN 
concluded, VERB 

, SPACE 
local, ADJ 
atomic, ADJ 
environment, NOUN 
yttrium, NOUN 
associated, VERB 
yttrium, NOUN 
grain, NOUN 
boundary, ADJ 

, SPACE 
segregation, NOUN 
reported, VERB 
TEM, PROPN 
studies, NOUN 

, SPACE 
believed, VERB 
segregation, NOUN 
yttrium, NOUN 
grain, NOUN 
boundaries, NOUN 
chromia, NOUN 
scales, NOUN 

, SPACE 
cause, VERB 
reported, VERB 
beneficial, ADJ 
reactive, NOUN 
element, NOUN 
effects, NOUN 
Y203, NOUN 

, SPACE 
particles, NOUN 
present, ADJ 
believed, VERB 
play, VERB 
indirect, ADJ 
role, NOUN 
forming, VERB 
source, NOUN 
yttrium, NOUN 

, SPACE 
slowly, ADV 
segregating, VERB 
grain, NOUN 
boundaries, NOUN 
presence, NOUN 
yttrium, NOUN 

, SPACE 
local, ADJ 
structure, NOUN 
YCr04, NOUN 
grain, NOUN 
boundaries, NOUN 
anion, NOUN 
cation, NOUN 
transport, NOUN 
rates, NOUN 

, SPACE 
grain, NOUN 
boundaries, NOUN 
changed, VERB 
influencing, VERB 
overall, ADJ 
oxidation, NOUN 
kinetics, NOUN 

, SPACE 
time, NOUN 
microstructure, NOUN 
including, VERB 
grain, NOUN 
size, NOUN 
possibly, ADV 
preferred, ADJ 
orientation, NOUN 

, SPACE 
oxide, NOUN 
scale, NOUN 
affected, VERB 
alteration, NOUN 
grain, NOUN 
boundary, ADJ 
transport, NOUN 
additional, ADJ 

, SPACE 
factor, NOUN 
presence, NOUN 
YCr04, ADJ 
structure, NOUN 
grain, NOUN 
boundaries, NOUN 

, SPACE 
inhibit, VERB 
oxide, NOUN 
grain, NOUN 
growth, NOUN 
thinner, ADJ 
oxide, NOUN 
thickness, NOUN 
slower, ADJ 
oxidation, NOUN 

, SPACE 
kinetics, NOUN 
changes, NOUN 
microstructure, NOUN 
contribute, VERB 
improved, ADJ 
scale, NOUN 
adherence, NOUN 

, SPACE 
Related, VERB 
effect, NOUN 
presence, NOUN 
YCr04, ADJ 
structure, NOUN 
grain, NOUN 
boundaries, NOUN 

, SPACE 
directly, ADV 
influence, VERB 
mechanical, ADJ 
properties, NOUN 
oxide, NOUN 
scale, NOUN 
example, NOUN 
changing, VERB 

, SPACE 
viscosity, NOUN 
oxide, NOUN 
grain, NOUN 
boundaries, NOUN 
acting, VERB 
crack, NOUN 
blocking, VERB 
boundaries, NOUN 

, SPACE 
effects, NOUN 
caused, VERB 
grain, NOUN 
boundary, ADJ 
segregation, NOUN 
additional, ADJ 
processes, NOUN 

, SPACE 
play, VERB 
role, NOUN 
example, NOUN 
initially, ADV 
formed, VERB 
YZ03, PROPN 
alter, VERB 
nucleation, NOUN 
Cr203, ADJ 

, SPACE 
grains, NOUN 

, SPACE 
Acknowledgements, NOUN 
authors, NOUN 
wish, VERB 
thank, VERB 
Dr, PROPN 
U., PROPN 
Watjen, PROPN 
Institute, PROPN 
Reference, PROPN 
Materials, PROPN 

, SPACE 
Measurements, NOUN 
European, PROPN 
Commission, PROPN 
providing, VERB 
RBS, PROPN 
analysis, NOUN 
wish, VERB 
acknowledge, VERB 
use, NOUN 

, SPACE 
Daresbury, PROPN 
Synchrotron, PROPN 
Radiation, PROPN 
Source, PROPN 
SERC, PROPN 
Chemical, PROPN 
Database, PROPN 
Service, PROPN 
Large, ADJ 
Scale, PROPN 

, SPACE 
Facilities, PROPN 
Programme, PROPN 
European, PROPN 
Commission, PROPN 
assistance, NOUN 
staff, NOUN 
IAM, PROPN 
particular, ADJ 
Messrs, PROPN 
A., NOUN 

, SPACE 
Fusari, PROPN 
F., PROPN 
Geiger, PROPN 
H., PROPN 
Willers, PROPN 
ion, NOUN 
implantation, NOUN 
gratefully, ADV 
acknowledged, VERB 

, SPACE 
REFERENCES, PROPN 

, SPACE 
1, NUM 
J., PROPN 
Stringer, PROPN 
Mater, PROPN 
Sci, PROPN 
Eng, PROPN 
A120, PROPN 
129, NUM 
1989, NUM 

, SPACE 
2, X 
Y., PROPN 
Saito, PROPN 
B., PROPN 
6nay, PROPN 
T., PROPN 
Maruyama, PROPN 
J., PROPN 
de, PROPN 
Physique, PROPN 
IV, PROPN 
3, NUM 
217, NUM 
1993, NUM 

, SPACE 
822, NUM 
M., PROPN 
J., PROPN 
Cristobal, PROPN 
er, INTJ 
u/, NOUN 

, SPACE 
3, NUM 
M.F., PROPN 
Stroosnijder, PROPN 
R., PROPN 
Mevrel, PROPN 
M.J., PROPN 
Bennett, PROPN 
Mater, PROPN 
High, PROPN 
Temp, PROPN 
12, NUM 
53, NUM 
1994, NUM 

, SPACE 
4, X 
M.J., PROPN 
Bennett, PROPN 
A.T., PROPN 
Tuson, PROPN 
Maler, PROPN 
Sci, PROPN 
Eng, PROPN 
A116, ADV 
79, NUM 
1989, NUM 

, SPACE 
5, X 
M.F., PROPN 
Stroosnijder, PROPN 
J.F., PROPN 
Norton, PROPN 
Surf, PROPN 
Infer, PROPN 
f., PROPN 
.4nal, PROPN 
22, NUM 
436, NUM 
1994, NUM 

, SPACE 
6, X 
W.J., PROPN 
Quadakkers, PROPN 
J., PROPN 
Jedlinski, PROPN 
K., PROPN 
Schmidt, PROPN 
M., PROPN 
Krasovec, PROPN 
G., PROPN 
Borchardt, PROPN 
H., PROPN 
Nickel, PROPN 
Appl, ADV 
r, PROPN 
f., PROPN 
Sci, PROPN 
47, NUM 

, SPACE 
261, NUM 
1991, NUM 

, SPACE 
7, X 
K., PROPN 
Przybylski, PROPN 
A.J., PROPN 
Garratt, PROPN 
Reed, PROPN 
G.J., PROPN 
Yurek, PROPN 
J., PROPN 
Elec, PROPN 
~, NOUN 
twc, NOUN 
~, NOUN 
hent, NOUN 
Sot, PROPN 
135, NUM 
135, NUM 
1988, NUM 

, SPACE 
8, X 
G.S., PROPN 
Knapp, PROPN 
B.W., PROPN 
Veal, PROPN 
Concisr, PROPN 
Etzcwlopedia, PROPN 
ofMateriu1.r, PROPN 
Characterization, PROPN 
eds, X 
R.W., PROPN 
Cahn, PROPN 
E., PROPN 

, SPACE 
Lifshin, PROPN 
p., NOUN 
555, NUM 
Pergamon, PROPN 
Press, PROPN 
Oxford, PROPN 
1993, NUM 

, SPACE 
9, X 
L.R., PROPN 
Sharpe, PROPN 
W.R., PROPN 
Heineman, PROPN 
R.C., PROPN 
Elder, PROPN 
C, PROPN 
tern, PROPN 
Rev., PROPN 
90, NUM 
705, NUM 
1990, NUM 

, SPACE 
IO, PROPN 
PROFILE, PROPN 
Version, NOUN 
3.18, NUM 
Implant, PROPN 
Sciences, PROPN 
Corporation, PROPN 
1991, NUM 

, SPACE 
I., PROPN 
R.C., PROPN 
Buschert, PROPN 
P.N., PROPN 
Gibson, PROPN 
W., PROPN 
Gissler, PROPN 
J., PROPN 
Haupt, PROPN 
T.A., PROPN 
Crabb, PROPN 
Co//., PROPN 
Phys, PROPN 
C7, PROPN 
169, NUM 
1989, NUM 

, SPACE 
12, NUM 
T.A., PROPN 
Crabb, PROPN 
PhD, PROPN 
Thesis, PROPN 
University, PROPN 
Strathclyde, PROPN 
1993, NUM 

, SPACE 
13, NUM 
EXCURV92, PROPN 
SERC, PROPN 
Daresbury, PROPN 
Laboratory, PROPN 
1992, NUM 

, SPACE 
14, NUM 
J.M., PROPN 
Hampikian, PROPN 
D.I., PROPN 
Potter, PROPN 
Orid, PROPN 
Met, PROPN 
38, NUM 
125, NUM 
1992, NUM 

, SPACE 
15, X 
T.A., PROPN 
Crabb, PROPN 
P.N., PROPN 
Gibson, PROPN 
E., PROPN 
McAlpine, PROPN 
Corros, PROPN 
Ser, PROPN 
34, NUM 
1541, NUM 
1993, NUM 

, SPACE 
16, NUM 
P.N., PROPN 
Gibson, PROPN 
T.A., PROPN 
Crabb, PROPN 
presented, VERB 
Ist, PROPN 
Eur, PROPN 
Con/., PROPN 
SJnchrorron, PROPN 
Radiarion, PROPN 
Maferials, PROPN 
Science, PROPN 

, SPACE 
Chester, PROPN 
U.K, PROPN 
3, NUM 
8, NUM 
July, PROPN 
1994, NUM 

, SPACE 
17, X 
M.J., PROPN 
Cristobal, PROPN 
Thesis, PROPN 
Complutense, PROPN 
University, PROPN 
Madrid, PROPN 
1995, NUM 

, SPACE 
18, X 
ICSD, PROPN 
Data, PROPN 
Base, PROPN 
SERC, PROPN 
Daresbury, PROPN 
Laboratory, PROPN 
1995, NUM 

, SPACE 
19, X 
W.E., PROPN 
King, PROPN 
N.L., PROPN 
Peterson, PROPN 
J.F., PROPN 
Reddy, PROPN 
J., PROPN 
de, PROPN 
PhJ’siyue, PROPN 
4, NUM 
423, NUM 
1985, NUM 

, SPACE 
20, NUM 
K., PROPN 
Przybylski, PROPN 
A.J., PROPN 
Garratt, PROPN 
Reed, PROPN 
G.J., PROPN 
Yurek, PROPN 
J., PROPN 
elec, PROPN 
rochenz, PROPN 
Sot, PROPN 
135, NUM 
509, NUM 
1988, NUM 

, SPACE 
21, X 
C.M., PROPN 
Cotell, PROPN 
G.J., PROPN 
Yurek, PROPN 
R.J., PROPN 
Hussey, PROPN 
D.F., PROPN 
Mitchell, PROPN 
M.J., PROPN 
Graham, PROPN 
O.uid, NOUN 
Met, PROPN 
34, NUM 
201, NUM 
1990, NUM 

, SPACE 
22, X 
K., PROPN 
Przybylski, PROPN 
G.J., PROPN 
Yurek, PROPN 
Marrrialr, PROPN 
Science, PROPN 
Forum, PROPN 
43, NUM 
1989, NUM 

, SPACE 
23, X 
W.J., PROPN 
Quadakkers, PROPN 
Werk.rt, PROPN 
und, VERB 
Kerr, PROPN 
41, NUM 
659, NUM 
1990, NUM 

, SPACE 
24, X 
M.F., PROPN 
Stroosnijder, PROPN 
M.J., PROPN 
Cristobal, PROPN 
J.D., PROPN 
Sunderkotter, PROPN 
published, VERB 

, SPACE 
