Corrosion, PROPN 
surface, NOUN 

, SPACE 
1340, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
I.0, PROPN 

, SPACE 
0.8, NUM 

, SPACE 
p, NOUN 

, SPACE 
E, NOUN 

, SPACE 
0.6, NUM 

, SPACE 
E, NOUN 

, SPACE 
.e, NOUN 

, SPACE 
E, NOUN 
0.4, NUM 

, SPACE 
.z, NOUN 

, SPACE 
IO.21, PROPN 
/%/=, PROPN 

, SPACE 

, SPACE 
Ic, INTJ 

, SPACE 
0, NUM 
3, NUM 
6, NUM 
9, NUM 
12, NUM 
I5, PROPN 

, SPACE 
Time, PROPN 
h, PROPN 
x, PROPN 
IO3, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
Kinetic, ADJ 
data, NOUN 
measured, VERB 
silicon, NOUN 
carbide, NOUN 
finished, VERB 
-x-, PROPN 
Sic, PROPN 
electropolished, VERB 

, SPACE 
-o-, PROPN 
EP, PROPN 
specimens, NOUN 
12Cr, NUM 
alloy, NOUN 
situ, PROPN 
test, NOUN 
rig, PROPN 

, SPACE 
phase, NOUN 
morphology, NOUN 
degree, NOUN 
coverage, NOUN 
surface, NOUN 
features, NOUN 

, SPACE 
images, NOUN 
taken, VERB 
different, ADJ 
exposure, NOUN 
times, NOUN 
refer, VERB 
surface, NOUN 
test, NOUN 

, SPACE 
specimens, NOUN 
returned, VERB 
test, NOUN 
rig, NOUN 
analysis, NOUN 
consistent, ADJ 
pattern, NOUN 
behaviour, NOUN 

, SPACE 
observed, VERB 
surfaces, NOUN 
examined, VERB 
exposure, NOUN 
periods, NOUN 
3, NUM 
6, NUM 
9, NUM 
12, NUM 
15, NUM 

, SPACE 
18, NUM 
x, SYM 
lo3, ADJ 
h., ADJ 
Cross, ADJ 
sectional, ADJ 
metallography, NOUN 
derive, VERB 
information, NOUN 

, SPACE 
growth, NOUN 
process, NOUN 
underlying, ADJ 
oxide, NOUN 
layers, NOUN 
SEM, PROPN 
imaging, VERB 
surfaces, NOUN 

, SPACE 
specimens, NOUN 
sectioned, VERB 
described, VERB 
previously, ADV 
thicknesses, NOUN 
underlying, VERB 

, SPACE 
oxide, NOUN 
layers, NOUN 
measured, VERB 
obtain, VERB 
statistically, ADV 
representative, ADJ 
value, NOUN 

, SPACE 
thicknesses, NOUN 
average, NOUN 
28, NUM 
measurements, NOUN 
taken, VERB 
cross, NOUN 
sections, NOUN 

, SPACE 
measurements, NOUN 
revealed, VERB 
layers, NOUN 
uniform, ADJ 
little, ADJ 
variation, NOUN 
place, NOUN 

, SPACE 
place, VERB 
entire, ADJ 
exposed, VERB 
surface, NOUN 
measured, ADJ 
thicknesses, NOUN 
given, VERB 
Table, NOUN 
2, NUM 

, SPACE 
SEM, PROPN 
images, NOUN 
surfaces, NOUN 
Sic, NOUN 
finished, VERB 
specimens, NOUN 
exposed, VERB 
periods, NOUN 
3, NUM 
x, SYM 
1, NUM 
O3, PROPN 

, SPACE 
12, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
shown, VERB 
Figs, PROPN 
4(a, NUM 
b, PROPN 
respectively, ADV 
representative, ADJ 

, SPACE 
sequence, NOUN 
images, NOUN 
showed, VERB 
sizes, NOUN 
crystals, NOUN 
present, ADJ 
oxide, NOUN 

, SPACE 
surfaces, NOUN 
varied, VERB 
1, NUM 
pm, NOUN 
12, NUM 
pm, NOUN 
apparent, ADJ 
correlation, NOUN 

, SPACE 
size, NOUN 
crystals, NOUN 
length, NOUN 
exposure, NOUN 
particular, ADJ 
specimen, NOUN 

, SPACE 
exposure, NOUN 
period, NOUN 
shapes, NOUN 
crystals, NOUN 
tended, VERB 
flat, ADJ 
irregular, ADJ 
period, NOUN 

, SPACE 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
subsequent, ADJ 
periods, NOUN 
exposure, NOUN 
developed, VERB 
octahedral, ADV 
shaped, VERB 

, SPACE 
crystals, NOUN 
evident, ADJ 
clear, ADJ 
evidence, NOUN 
microcrystals, NOUN 
tended, VERB 
align, VERB 

, SPACE 
surface, NOUN 
grooves, NOUN 
produced, VERB 
grinding, VERB 
technique, NOUN 
indicate, VERB 

, SPACE 
scratches, NOUN 
acting, VERB 
preferred, VERB 
nucleation, NOUN 
deposition, NOUN 
sites, NOUN 
Crystals, NOUN 

, SPACE 
appeared, VERB 
globular, ADJ 
revealed, VERB 
closer, ADJ 
inspection, NOUN 
consist, VERB 
agglomerates, PROPN 

, SPACE 
smaller, ADJ 
crystals, NOUN 
6, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
crystals, NOUN 
regular, ADJ 
shapes, NOUN 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1341, NUM 

, SPACE 
Table, PROPN 
2, NUM 
thickness, ADJ 
measurements, NOUN 

, SPACE 
average, NOUN 
28, NUM 
readings, NOUN 
inner, ADJ 
oxide, NOUN 
layers, NOUN 
formed, VERB 

, SPACE 
12, NUM 
Cr, PROPN 
alloy, NOUN 
silicon, NOUN 
carbide, PROPN 
Sic, PROPN 
finished, VERB 

, SPACE 
electropolished, VERB 
EP, PROPN 
surfaces, NOUN 

, SPACE 
Exposure, PROPN 
time, NOUN 

, SPACE 
h, PROPN 
x, SYM 
103, NUM 

, SPACE 
3, NUM 

, SPACE 
6, NUM 

, SPACE 
9, NUM 

, SPACE 
12, NUM 

, SPACE 
15, NUM 

, SPACE 
18, NUM 
Surface, PROPN 
condition, NOUN 

, SPACE 
Sic, NOUN 
EP, PROPN 

, SPACE 
412, NUM 
nm, NOUN 
269, NUM 
nm, NUM 

, SPACE 
632, NUM 
nm, NOUN 
471, NUM 
nm, NUM 

, SPACE 
685, NUM 
nm, NUM 
592, NUM 
nm, PROPN 

, SPACE 
1170, NUM 
nm, NOUN 
681, NUM 
nm, NOUN 

, SPACE 
980, NUM 
nm, NOUN 
706, NUM 
nm, NOUN 

, SPACE 
1080, NUM 
nm, NOUN 
696, NUM 
nm, ADJ 

, SPACE 
population, NOUN 
density, NOUN 
larger, ADJ 
crystals, NOUN 
seen, VERB 
continue, VERB 
increase, VERB 
slightly, ADV 

, SPACE 
9, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 
shapes, NOUN 
tended, VERB 
deteriorate, VERB 
observation, NOUN 
fully, ADV 

, SPACE 
understood, VERB 
evident, ADJ 
exposures, NOUN 
12, NUM 
x, SYM 
lo3, ADJ 
15, NUM 
x, NUM 
IO3, PROPN 
h, PROPN 

, SPACE 
apparent, ADJ 
18, NUM 
x, SYM 
1, NUM 
O3, PROPN 
h., PROPN 

, SPACE 
SEM, PROPN 
images, NOUN 
cross, NOUN 
sections, NOUN 
inner, ADJ 
oxide, NOUN 
layers, NOUN 
developed, VERB 
Sic, PROPN 
finished, VERB 

, SPACE 
surfaces, NOUN 
periods, NOUN 
3, NUM 
x, SYM 
lo3, NOUN 
12, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
shown, VERB 
Figs, PROPN 
5(a, NUM 
b, PROPN 

, SPACE 
respectively, ADV 
apparent, ADJ 
compact, ADJ 
fine, ADV 
grained, VERB 
layer, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
uniform, ADJ 

, SPACE 
appearance, NOUN 
evidence, NOUN 
crystal, NOUN 
nodular, ADJ 
growth, NOUN 
average, ADJ 
thickness, NOUN 
412, NUM 
nm, NOUN 

, SPACE 
crystals, NOUN 
sitting, VERB 
surface, NOUN 
layer, NOUN 
increased, VERB 
thickness, NOUN 
exposure, NOUN 

, SPACE 
times, NOUN 
6, NUM 
9, NUM 
12, NUM 
x, SYM 
lo3, NOUN 
h, NOUN 
showed, VERB 
increase, NOUN 
thickness, NOUN 
small, ADJ 

, SPACE 
decrease, NOUN 
measurement, NOUN 
exposure, NOUN 
periods, NOUN 
15, NUM 
x, SYM 
lo3, NOUN 
18, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 

, SPACE 
regarded, VERB 
significant, ADJ 
Table, NOUN 
2, NUM 
Essentially, ADV 
thickness, NOUN 
inner, ADJ 
layer, NOUN 
similar, ADJ 

, SPACE 
magnitude, NOUN 
exposure, NOUN 
periods, NOUN 
12, NUM 
15, NUM 
18, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
increase, NOUN 

, SPACE 
apparent, ADJ 
population, NOUN 
density, NOUN 
surface, NOUN 
crystals, NOUN 

, SPACE 
analogous, ADJ 
sequence, NOUN 
SEM, PROPN 
images, NOUN 
taken, VERB 
electropolished, ADJ 
specimens, NOUN 

, SPACE 
revealed, VERB 
consistent, ADJ 
behaviour, NOUN 
pattern, NOUN 
somewhat, ADV 
different, ADJ 
from&hat, PRON 
observed, VERB 

, SPACE 
Sic, PROPN 
finished, VERB 
material, NOUN 
exposure, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
minimal, ADJ 

, SPACE 
number, NOUN 
developed, VERB 
crystals, NOUN 
evidence, NOUN 
outer, ADJ 
layer, NOUN 
consisted, VERB 
lateral, ADJ 

, SPACE 
spread, NOUN 
globular, NOUN 
crystals, NOUN 
agglomerate, ADJ 
form, NOUN 
minute, NOUN 
scratches, VERB 
present, ADJ 

, SPACE 
considerably, ADV 
deep, ADJ 
grooves, NOUN 
Sic, PROPN 
finished, VERB 
surfaces, NOUN 
rise, NOUN 

, SPACE 
significant, ADJ 
preferential, ADJ 
growth, NOUN 
SEM, PROPN 
micrographs, VERB 
typical, ADJ 
surfaces, NOUN 
taken, VERB 
3, NUM 
x, SYM 
lo3, ADJ 

, SPACE 
12, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposures, NOUN 
shown, VERB 
Figs, PROPN 
6(a, NUM 
b, PROPN 
respectively, ADV 
corresponding, VERB 
SEM, PROPN 

, SPACE 
images, NOUN 
cross, NOUN 
sections, NOUN 
inner, ADJ 
oxide, NOUN 
layers, NOUN 
shown, VERB 
Figs, PROPN 
7(a, NUM 
b, NOUN 

, SPACE 
oxide, NOUN 
layer, NOUN 
present, ADJ 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
uniform, ADJ 
appeared, VERB 
extending, VERB 

, SPACE 
irregularly, ADV 
alloy, NOUN 
substrate, NOUN 
developed, VERB 
inner, ADJ 
oxide, NOUN 
layer, NOUN 

, SPACE 
population, NOUN 
formed, VERB 
octahedral, ADJ 
crystals, NOUN 
evident, ADJ 
6, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 

, SPACE 
globular, ADJ 
crystals, NOUN 
inner, ADJ 
layer, NOUN 
average, ADJ 
thickness, NOUN 
471, NUM 
nm, NOUN 

, SPACE 
showed, VERB 
irregular, ADJ 
pattern, NOUN 
alloy, NOUN 
substrate, NOUN 
boundary, NOUN 
9, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 

, SPACE 
population, NOUN 
density, NOUN 
defined, VERB 
crystals, NOUN 
outer, ADJ 
layer, NOUN 
increased, VERB 

, SPACE 
randomly, ADV 
distributed, VERB 
exposure, NOUN 
periods, NOUN 
12, NUM 
15, NUM 
18, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 

, SPACE 
increase, NOUN 
population, NOUN 
density, NOUN 
size, NOUN 
crystals, NOUN 
modest, ADJ 

, SPACE 
increase, NOUN 
inner, ADJ 
layer, NOUN 
thickness, NOUN 
592, NUM 
nm, NOUN 
9, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
681, NUM 
nm, NOUN 
12, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 

, SPACE 
1342, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
SEM, PROPN 
micrographs, NOUN 
corrosion, NOUN 
products, NOUN 
Sic, NOUN 
finished, VERB 
surfaces, NOUN 
3, NUM 
x, X 
IO3, NOUN 
hand, NOUN 

, SPACE 
b, NOUN 
12, NUM 
x, SYM 
lo3, PROPN 
h, PROPN 
shown, VERB 
magnifications, NOUN 
scales, NOUN 
micrographs, NOUN 
pm, NOUN 

, SPACE 
W, PROPN 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 

, SPACE 
Fig, PROPN 
5, NUM 
SEM, PROPN 
micrographs, NOUN 
cross, NOUN 
sections, NOUN 
corrosion, NOUN 
products, NOUN 
Sic, NOUN 
finished, VERB 
specimens, NOUN 

, SPACE 
3, NUM 
x, X 
IO3, NOUN 
h, NOUN 
exposure, NOUN 
b, PROPN 
12, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 
shown, VERB 
magnifications, NOUN 
scales, NOUN 

, SPACE 
micrographs, NOUN 
pm, NOUN 

, SPACE 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
Fig, PROPN 
6, NUM 
SEM, PROPN 
micrographs, NOUN 
corrosion, NOUN 
products, NOUN 
electropolished, VERB 
surfaces, NOUN 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 

, SPACE 
exposure, NOUN 
b, NOUN 
12, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 
shown, VERB 
magnifications, NOUN 
scales, NOUN 

, SPACE 
micrographs, NOUN 
pm, NOUN 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1345, NUM 

, SPACE 
09, NUM 

, SPACE 
Fig, PROPN 
7, X 
SEM, PROPN 
micrographs, NOUN 
cross, NOUN 
sections, NOUN 
corrosion, NOUN 
products, NOUN 
electropolished, VERB 
specimens, NOUN 

, SPACE 
3, NUM 
x, X 
IO3, NOUN 
h, NOUN 
exposure, NOUN 
b, PROPN 
12, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 
shown, VERB 
magnifications, NOUN 
scales, NOUN 

, SPACE 
micrographs, NOUN 
pm, NOUN 

, SPACE 
1346, NUM 
J., PROPN 
M., PROPN 
Lyons, PROPN 
J., PROPN 
Corish, PROPN 

, SPACE 
subsequent, ADJ 
periods, NOUN 
exposure, NOUN 
thickness, NOUN 
significant, ADJ 
increase, NOUN 

, SPACE 
18, NUM 
x, X 
IO3, NOUN 
h, NOUN 
stood, VERB 
average, NOUN 
696, NUM 
nm, NOUN 
Table, NOUN 
2, NUM 

, SPACE 
X, NOUN 
ray, NOUN 
dzfiaction, NOUN 
phase, NOUN 
formed, VERB 
alloy, NOUN 
surface, NOUN 
identified, VERB 
reference, NOUN 

, SPACE 
powder, NOUN 
diffraction, NOUN 
file, NOUN 
PDF, PROPN 
system, NOUN 
Despite, SCONJ 
extensive, ADJ 
searches, NOUN 
likely, ADJ 

, SPACE 
candidates, NOUN 
phase, NOUN 
detected, VERB 
magnetite, NOUN 
Fe304, PROPN 
magnetite, NOUN 
peaks, NOUN 
clearly, ADV 

, SPACE 
evident, ADJ 
specimen, NOUN 
exposed, VERB 
15, NUM 
x, SYM 
IO3, NOUN 
h, NOUN 
strongest, ADJ 
peak, NOUN 
iron, NOUN 
Thin, ADJ 

, SPACE 
film, NOUN 
geometry, NOUN 
maximum, ADJ 
signal, NOUN 
obtained, VERB 
fixed, VERB 
0, NUM 
angle, NOUN 
4, NUM 

, SPACE 
scanning, VERB 
28, NUM 
substitution, NOUN 
Cr, PROPN 
Fe, PROPN 
causes, VERB 
small, ADJ 
change, NOUN 
lattice, NOUN 

, SPACE 
parameters36, NOUN 
XRD, PROPN 
patterns, NOUN 
Fe, PROPN 
Cr, PROPN 
FeCrzOd, PROPN 
chromite, NOUN 

, SPACE 
identical, ADJ 
Fe, PROPN 
Fe304, PROPN 
magnetite, NOUN 
Attempts, NOUN 
measure, VERB 
Cr, PROPN 
substitution, NOUN 

, SPACE 
magnetite, NOUN 
thin, ADJ 
layer, NOUN 
silicon, NOUN 
internal, ADJ 
standard, NOUN 
slow, ADJ 
scan, NOUN 

, SPACE 
relevant, ADJ 
region, NOUN 
unsuccessful, ADJ 
CrzOs, PROPN 
phase, NOUN 
undetected, VERB 
XRD, NOUN 

, SPACE 
measurements, NOUN 
indicated, VERB 
oxide, NOUN 
layer, NOUN 
virtually, ADV 
pure, ADJ 
magnetite, NOUN 

, SPACE 
probable, ADJ 
crystals, NOUN 
oxide, NOUN 
surface, NOUN 
size, NOUN 
masked, VERB 

, SPACE 
signal, NOUN 
underlying, VERB 
layer, NOUN 
low, ADJ 
9, NUM 
glancing, VERB 
incidence, NOUN 
scan, NOUN 

, SPACE 
reliable, ADJ 
information, NOUN 
derived, VERB 
XRD, PROPN 
composition, NOUN 
inner, ADJ 
oxide, NOUN 
layer, NOUN 

, SPACE 
Electron, PROPN 
probe, NOUN 
microanalysis, NOUN 
layers, NOUN 
identified, VERB 
SEM, PROPN 
examinations, NOUN 

, SPACE 
corrosion, NOUN 
products, NOUN 
analysed, VERB 
separately, ADV 
EPMA, PROPN 
large, ADJ 
crystals, NOUN 
outer, ADJ 

, SPACE 
porous, ADJ 
layer, NOUN 
size, NOUN 
minimize, VERB 
penetration, NOUN 
electron, NOUN 
beam, NOUN 

, SPACE 
underlying, VERB 
oxide, NOUN 
layer, NOUN 
alloy, NOUN 
substrate, NOUN 
selected, VERB 
analysis, NOUN 
test, NOUN 

, SPACE 
specimen, NOUN 
averages, NOUN 
measurements, NOUN 
taken, VERB 
chemical, NOUN 
composition, NOUN 

, SPACE 
crystals, NOUN 
electropolished, ADJ 
Sic, NOUN 
finished, VERB 
surfaces, NOUN 
confirmed, VERB 
XRD, PROPN 

, SPACE 
findings, NOUN 
Fe304, PROPN 
phase, NOUN 
present, ADJ 
crystals, NOUN 
Surface, NOUN 
preparation, NOUN 

, SPACE 
apparent, ADJ 
effect, NOUN 
quantity, NOUN 
Cr, PROPN 
detected, VERB 
2.0, NUM 
wt%, NOUN 
low, ADJ 

, SPACE 
slightly, ADV 
higher, ADJ 
Cr, NOUN 
content, NOUN 
2.1, NUM 
wt%, NUM 
measured, VERB 
3, NUM 
x, SYM 
lo3, ADJ 
h, NOUN 
exposure, NOUN 

, SPACE 
electropolished, ADJ 
surface, NOUN 
probably, ADV 
result, NOUN 
contribution, NOUN 
substrate, ADJ 
metal, NOUN 

, SPACE 
absence, NOUN 
crystals, NOUN 
thin, ADJ 
oxide, NOUN 
layer, NOUN 
EPMA, PROPN 
results, VERB 

, SPACE 
underlying, VERB 
fine, NOUN 
grained, VERB 
oxide, NOUN 
layer, NOUN 
summarized, VERB 
Table, PROPN 
3, NUM 
random, ADJ 

, SPACE 
variation, NOUN 
amounts, NOUN 
Fe, PROPN 
Cr, PROPN 
0, NUM 
found, VERB 
present, ADJ 
exposure, NOUN 

, SPACE 
times, NOUN 
regarded, VERB 
significant, ADJ 
probably, ADV 
relative, ADJ 
thicknesses, NOUN 

, SPACE 
inner, ADJ 
layer, NOUN 
analysed, VERB 
important, ADJ 
result, NOUN 
consistent, ADJ 
increase, NOUN 

, SPACE 
Cr, PROPN 
content, NOUN 
exposure, NOUN 
time, NOUN 

, SPACE 
XPS, PROPN 
analysis, NOUN 
depth, NOUN 
profiling, NOUN 
independent, ADJ 
depth, NOUN 
calibration, NOUN 
time, NOUN 
depth, NOUN 

, SPACE 
relationship, NOUN 
established, VERB 
XPS, PROPN 
measurements, NOUN 
argon, PROPN 
ion, NOUN 
sputter, NOUN 
source, NOUN 

, SPACE 
test, NOUN 
specimens, NOUN 
Sic, PROPN 
finished, VERB 
electropolished, VERB 
surfaces, NOUN 
prior, ADV 

, SPACE 
exposure, NOUN 
wide, ADJ 
energy, NOUN 
1100, NUM 
O, NOUN 
eV, X 
scan, PROPN 
establish, VERB 
elements, NOUN 
present, ADJ 

, SPACE 
following, VERB 
spectral, ADJ 
regions, NOUN 
Fe2p, ADP 
735, NUM 
700, NUM 
eV, NUM 
Cr2p, PROPN 
595, NUM 
565, NUM 
eV, X 
01s, NOUN 
543, NUM 
523, NUM 
eV, X 

, SPACE 
Cls, PROPN 
297, NUM 
277, NUM 
eV, X 
subsequently, ADV 
scanned, VERB 
improved, VERB 
resolution, NOUN 

, SPACE 
period, NOUN 
etching, VERB 
Expanded, VERB 
scale, NOUN 
plots, NOUN 
main, ADJ 
photo, NOUN 
electron, NOUN 
lines, NOUN 

, SPACE 
calculate, VERB 
elemental, ADJ 
concentrations, NOUN 
species, NOUN 
surface, NOUN 

, SPACE 
examined, VERB 
results, NOUN 
showed, VERB 
clearly, ADV 
surface, NOUN 
sample, NOUN 
examined, VERB 

, SPACE 
heavily, ADV 
contaminated, VERB 
carbonaceous, ADJ 
material, NOUN 
gave, VERB 
large, ADJ 
contributions, NOUN 

, SPACE 
Cls, PROPN 
spectral, ADJ 
line.37, PROPN 
Depth, NOUN 
profiles, NOUN 
recorded, VERB 
specimens, NOUN 
prior, ADV 
acid, NOUN 
steam, NOUN 
exposure, NOUN 

, SPACE 
total, ADJ 
time, NOUN 
12, NUM 
min, NOUN 
showed, VERB 
sharp, ADJ 
decrease, NOUN 
Cls, PROPN 
contribution, NOUN 
subsequently, ADV 

, SPACE 
increased, VERB 
little, ADJ 
levelling, VERB 
01s, NOUN 
mirrored, VERB 
behaviour, NOUN 
exactly, ADV 

, SPACE 
corrosion, NOUN 
12Cr, NUM 
alloy, NOUN 
1347, NUM 

, SPACE 
Table, PROPN 
3, NUM 
Electron, PROPN 
probe, NOUN 
microanalysts, NOUN 
inner, ADJ 
oxide, NOUN 
layers, NOUN 
formed, VERB 
Sic, NOUN 
finished, VERB 

, SPACE 
b, PROPN 
electropolished, VERB 
surfaces, NOUN 
12, NUM 
Cr, PROPN 
alloy, NOUN 
stated, VERB 
exposure, NOUN 
times, NOUN 

, SPACE 
Chemical, PROPN 
composition, NOUN 
wt%, PROPN 

, SPACE 
Time, PROPN 
h, NOUN 
x, SYM 
103, NUM 
Fe, PROPN 
Cr, NOUN 
Ni, PROPN 
Si, PROPN 
MO, PROPN 
Mn, PROPN 
0, NUM 

, SPACE 
SC, PROPN 
finished, VERB 

, SPACE 
3, NUM 
67.6, NUM 
13.1, NUM 
0.4, NUM 
0.3, NUM 
0.4, NUM 
0.6, NUM 
11.6, NUM 

, SPACE 
6, NUM 
59.3, NUM 
13.6, NUM 
0.4, NUM 
0.3, NUM 
0.4, NUM 
0.3, NUM 
25.8, NUM 

, SPACE 
9, NUM 
65.7, NUM 
13.9, NUM 
0.5, NUM 
0.6, NUM 
0.5, NUM 
18.4, NUM 

, SPACE 
12, NUM 
59.8, NUM 
15.3, NUM 
0.4, NUM 
0.3, NUM 
0.4, NUM 
0.3, NUM 
23.5, NUM 

, SPACE 
15, NUM 
54.6, NUM 
16.9, NUM 
0.5, NUM 
0.3, NUM 
0.5, NUM 
0.4, NUM 
26.2, NUM 

, SPACE 
18, NUM 
51.2, NUM 
17.2, NUM 
0.5, NUM 
0.3, NUM 
0.4, NUM 
0.4, NUM 
24.0, NUM 

, SPACE 
b, PROPN 
Electropolished, VERB 

, SPACE 
3, NUM 
69.1, NUM 
12.3, NUM 
0.4, NUM 
0.3, NUM 
0.3, NUM 
0.5, NUM 
17.1, NUM 

, SPACE 
6, NUM 
66.9, NUM 
13.4, NUM 
0.4, NUM 
0.3, NUM 
0.6, NUM 
0.5, NUM 
18.2, NUM 

, SPACE 
9, NUM 
65.1, NUM 
13.9, NUM 
0.5, NUM 
0.4, NUM 
0.6, NUM 
0.5, NUM 
18.4, NUM 

, SPACE 
12, NUM 
63.0, NUM 
14.3, NUM 
0.6, NUM 
0.4, NUM 
0.6, NUM 
0.6, NUM 
20.5, NUM 

, SPACE 
15, NUM 
64.5, NUM 
14.2, NUM 
0.5, NUM 
0.4, NUM 
0.5, NUM 
0.5, NUM 
19.4, NUM 

, SPACE 
18, NUM 
60.7, NUM 
15.3, NUM 
0.4, NUM 
0.3, NUM 
0.3, NUM 
0.4, NUM 
22.5, NUM 

, SPACE 
initial, ADJ 
binding, VERB 
energy, NOUN 
positions, NOUN 
Fe2p, ADJ 
Cr2p, PROPN 
peaks, NOUN 
indicate, VERB 
elements, NOUN 

, SPACE 
present, ADJ 
FC304, PROPN 
and/or, CCONJ 
Fez03, PROPN 
-710.9, PROPN 
eV, PROPN 
Cr203, PROPN 
-576.6, PROPN 
eV, X 
respectively, ADV 

, SPACE 
spectral, ADJ 
envelopes, NOUN 
changed, VERB 
etching, VERB 
shown, VERB 
Fig, PROPN 
8, NUM 
Fe, PROPN 
binding, VERB 
energy, NOUN 
going, VERB 

, SPACE 
706.4, NUM 
eV, NUM 
Cr2p, PROPN 
574.3, NUM 
eV, X 
indicating, VERB 
presence, NOUN 
metallic, ADJ 
state, NOUN 

, SPACE 
elements, NOUN 
sub, ADJ 
surface, ADJ 
region, NOUN 
additional, ADJ 
changes, NOUN 
illustrated, VERB 

, SPACE 
8, NUM 
min, NOUN 
etch, NOUN 
Fig, PROPN 
8, NUM 
occurred, VERB 
prolonged, VERB 
test, NOUN 
etch, NOUN 
period, NOUN 
58, NUM 
min, NOUN 

, SPACE 
XPS, PROPN 
measurements, NOUN 
samples, NOUN 
surface, NOUN 
finishes, NOUN 
exposed, VERB 

, SPACE 
rig, NOUN 
showed, VERB 
significant, ADJ 
differences, NOUN 
corrosion, NOUN 
products, NOUN 
formed, VERB 

, SPACE 
surface, NOUN 
finishes, NOUN 
longer, ADJ 
sputter, NOUN 
etching, VERB 
times, NOUN 
required, VERB 
achieve, VERB 
near-, NUM 

, SPACE 
equilibrium, NOUN 
composition, NOUN 
data, NOUN 
shown, VERB 
Fig, PROPN 
9, NUM 
refer, VERB 
Sic, PROPN 
finished, VERB 

, SPACE 
specimen, NOUN 
exposed, VERB 
18, NUM 
x, SYM 
lo3, NOUN 
h, NOUN 
illustrate, VERB 
cent, NOUN 
atomic, ADJ 
concentrations, NOUN 

, SPACE 
principal, ADJ 
species, NOUN 
vary, VERB 
960, NUM 
min, NOUN 
time, NOUN 
interval, NOUN 
little, ADJ 
variation, NOUN 

, SPACE 
shape, NOUN 
Fe2p, PROPN 
spectral, ADJ 
envelope, NOUN 
-600, PROPN 
min, PROPN 
broadened, VERB 

, SPACE 
pronounced, VERB 
shoulder, NOUN 
developed, VERB 
low, ADJ 
binding, VERB 
energy, NOUN 
additional, ADJ 
feature, NOUN 

, SPACE 
-706.3, PROPN 
eV, NUM 
attributed, VERB 
metallic, ADJ 
iron, NOUN 
Analogous, ADJ 
behaviour, NOUN 
Cr2p, PROPN 
envelope, NOUN 

, SPACE 
produced, VERB 
shoulder, NOUN 
574.3, NUM 
eV, X 
960, NUM 
min, NOUN 
sputter, NOUN 
corresponded, VERB 
metallic, ADJ 

, SPACE 
chromium, NOUN 
rapid, ADJ 
decrease, NOUN 
intensity, NOUN 
Cls, PROPN 
line, NOUN 
indicated, VERB 
original, ADJ 
surface, NOUN 

, SPACE 
heavily, ADV 
contaminated, VERB 
carbonaceous, ADJ 
species, NOUN 
persistence, NOUN 
01s, NOUN 
layer, NOUN 

, SPACE 
500, NUM 
min, NOUN 
provided, VERB 
evidence, NOUN 
oxide, NOUN 
layer, NOUN 

, SPACE 
SIMS, PROPN 
analysis, NOUN 
depth, NOUN 
profding, NOUN 
procedure, NOUN 
analogous, ADJ 
adopted, VERB 
XPS, PROPN 

, SPACE 
analysis, NOUN 
independent, ADJ 
depth, NOUN 
calibration, NOUN 
time, NOUN 
