oFOUr, NUM 
1.812(4, PROPN 

, SPACE 
K, PROPN 
C0, PROPN 
2.946(4, PROPN 
K, PROPN 
C(6, PROPN 
2.949(4, NUM 

, SPACE 
K, PROPN 
C(2, PROPN 
3.021(4, NUM 
K, PROPN 
C(7, X 
2.961(4, NUM 

, SPACE 
Ti, PROPN 
C, PROPN 
2.399(5, NUM 
Ti, PROPN 
C(16, PROPN 
2.422(5, PROPN 

, SPACE 
Ti, PROPN 
C, PROPN 
2, X 
2.528(5, NUM 
Ti, PROPN 
C(I, PROPN 
7, NUM 
2.415(4, NUM 

, SPACE 
Ti, PROPN 
C(13, PROPN 
2.523(5, NUM 
Ti, PROPN 
C(18, PROPN 
2.450(4, NUM 

, SPACE 
Ti, PROPN 
C(14, PROPN 
2.418(5, NUM 
Ti, PROPN 
C(19, PROPN 
2.428(5, NUM 

, SPACE 
Ti, PROPN 
C(I, PROPN 
5, NUM 
2.333(5, NUM 
Ti, PROPN 
C(20, PROPN 
2.389(5, NUM 

, SPACE 
Ti, PROPN 
CE(I, PROPN 
2.126(5, NUM 
Ti, PROPN 
CE(2, PROPN 
2, NUM 
5, NUM 

, SPACE 
Si(1)-C(Me)av, PROPN 
.862(7, PUNCT 
Si(2)-C(Me),v, PROPN 
.865(7, PUNCT 

, SPACE 
Ti, PROPN 
K, PROPN 
4.033(1, PROPN 

, SPACE 
Bond, PROPN 
angles, VERB 

, SPACE 
C(I)-Ti, PROPN 
C(6, NUM 
90.1(I, PROPN 

, SPACE 
Ti, PROPN 
C(I)-C(2, PROPN 
174.9(3, NUM 

, SPACE 
Si(I)-C(2)-C(I, PROPN 
167.6(4, PROPN 

, SPACE 
K, PROPN 
C(I)-C(2, PROPN 
81.6(3, PROPN 

, SPACE 
K, PROPN 
C(2)-C(I, PROPN 
74.7(2, PROPN 
CE(i)-Ti, PROPN 
CE(2, PROPN 
136.9(2, PROPN 

, SPACE 
Ti, PROPN 
C(6)-C(7, PROPN 
177.8(3, NUM 

, SPACE 
Si(2)-C(7)-C(6, X 
173.5(4, NUM 

, SPACE 
K, PROPN 
C(6)-C(7, PROPN 
78.5(3, PROPN 

, SPACE 
K, PROPN 
C(7)-C(6, PROPN 
77.5(3, PROPN 


, SPACE 
~4, NOUN 
V., PROPN 
Varga, PROPN 
el, PROPN 
al, PROPN 
Journal, PROPN 
Orgamnnetallic, PROPN 
Chemistry, PROPN 
S14, PROPN 
1996, NUM 
219, NUM 
226, NUM 

, SPACE 
136.2(2, NUM 
°, NUM 
3, X 
CE(I, PROPN 
Ti, PROPN 
CE(2, PROPN 
plane, NOUN 
perpen-, NOUN 

, SPACE 
dicular, ADJ 
tweezer, NOUN 
plane, NOUN 
defined, VERB 
atoms, NOUN 

, SPACE 
tweezer, PROPN 
bite, PROPN 
angle, NOUN 
C(I)-Ti, PROPN 
C(6, PROPN 
bite, NOUN 
angle, NOUN 

, SPACE 
90.1(1, NOUN 
°, NUM 
virtually, ADV 
7, NUM 
89.9(2, PROPN 
°, NUM 

, SPACE 
Ti, PROPN 
C, NOUN 
distances, NOUN 
acetylide, ADJ 
groups, NOUN 
av, PROPN 
2.146(4, PROPN 
~, PUNCT 

, SPACE 
slightly, ADV 
shorter, ADJ 
Mg, PROPN 
complex, ADJ 
6, NUM 
av, PROPN 
2.165, NUM 

, SPACE 
~, PUNCT 
C, PROPN 
C, NOUN 
bonds, NOUN 
approximately, ADV 

, SPACE 
~, PUNCT 
ngth, NOUN 
compounds, NOUN 
av, PROPN 
1.229(4, PROPN 
1.22(1, PROPN 

, SPACE 
~ters, NOUN 
slighdy, ADJ 
shoi, NOUN 
~, PUNCT 
er, INTJ 

, SPACE 
di~, PROPN 
complex, NOUN 
7, NUM 
tweezer, NOUN 
arms, NOUN 
exert, VERB 
mutually, ADV 

, SPACE 
different, ADJ 
outwards, NOUN 
bending, VERB 
approximately, ADV 
lin-, ADJ 

, SPACE 
ear, NOUN 
structure, NOUN 
Table, NOUN 
3, NUM 
tweezer, NOUN 
plane, NOUN 
contains, VERB 

, SPACE 
acetylide, ADJ 
atoms, NOUN 
C(2, PROPN 
C(7, X 
0.005, NUM 
~, PUNCT 

, SPACE 
K, PROPN 
+, PROPN 
ion, NOUN 
placed, VERB 
0.363, NUM 
~, PUNCT 
away, ADV 
contain-, X 

, SPACE 
ing, ADJ 
CT~, PROPN 
Si(I, NOUN 
atom, NOUN 
0.149, NUM 
Si, PROPN 

, SPACE 
2, NUM 
atom, NOUN 
0.014, NUM 
~, PUNCT 
away, ADV 
plane, NOUN 

, SPACE 
potassium, NOUN 
ion, NOUN 
located, VERB 
acetylide, ADJ 
re'ms, PROPN 

, SPACE 
position, NOUN 
negligibly, ADV 
closer, ADJ 
inner, ADJ 

, SPACE 
acetylide, ADJ 
carbon, NOUN 
atoms, NOUN 
2.946(4, NUM 
2.949(4, NUM 
~, PUNCT 
th, PROPN 
~, NOUN 
n, NOUN 

, SPACE 
outer, ADJ 
ores, NOUN 
3.021(4, NUM 
2.961(4, NUM 
~, PUNCT 
K, PROPN 
C, PROPN 

, SPACE 
distances, NOUN 
close, ADJ 
3.00, NUM 
~, PUNCT 
longer, ADJ 
0.2, NUM 
~, PUNCT 

, SPACE 
sum, NOUN 
covalent, NOUN 
radii, NOUN 
atoms, NOUN 
2.03, NUM 

, SPACE 
0.77, NUM 
~., NOUN 
Ti, PROPN 
K, PROPN 
distance, NOUN 
4.033, NUM 
~, PUNCT 

, SPACE 
imply, VERB 
intermetallic, ADJ 
interaction, NOUN 

, SPACE 
distortion, NOUN 
molecule, NOUN 
brought, VERB 

, SPACE 
polymeric, ADJ 
nature, NOUN 
compound, NOUN 

, SPACE 
solid, ADJ 
state, NOUN 
shown, VERB 
dimer, NOUN 
fragment, NOUN 

, SPACE 
molecular, ADJ 
chain, NOUN 
Fig, PROPN 
2, NUM 
molecules, NOUN 
mutually, ADV 

, SPACE 
bonded, VERB 
weak, ADJ 
coordination, NOUN 
cyciopentadienyl, NOUN 

, SPACE 
ring, NOUN 
CE(I, PROPN 
K, PROPN 
°, NUM 
adjacent, ADJ 
molecule, NOUN 
mode, NOUN 

, SPACE 
coordination, NOUN 
formally, ADV 
resembles, VERB 
~S, ADJ 
mode, NOUN 
how-, X 

, SPACE 
distances, NOUN 
ring, NOUN 
carbon, NOUN 
atoms, NOUN 
K, PROPN 
differ, VERB 
consid-, NOUN 

, SPACE 
erably, ADV 
shortest, ADJ 
K'=C(I, INTJ 
3.078(5, PROPN 
~, PUNCT 

, SPACE 
K'-C(15, PROPN 
3.112(5, PROPN 
~, PUNCT 
longest, ADJ 
K'-(CI3, NOUN 

, SPACE 
3,741(5, NUM 
~, PUNCT 
average, ADJ 
value, NOUN 
K'-C~, NUM 
3.394(5, NUM 
~., PUNCT 

, SPACE 
K, PROPN 
°, PROPN 
=CE(i, NOUN 
distance, NOUN 
3,186(5, NUM 
~, NOUN 
longer, ADV 

, SPACE 
0.2, NUM 
~, PUNCT 
average, ADJ 
distance, NOUN 
potassium, NOUN 
ion, NOUN 

, SPACE 
acetylide, ADJ 
carbon, NOUN 
atoms, NOUN 
zig, NOUN 
zag, ADJ 
structure, NOUN 

, SPACE 
polymer, NOUN 
chain, NOUN 
follows, VERB 
angles, NOUN 
Ti, PROPN 
K, NOUN 
°, PROPN 
-Ti, INTJ 

, SPACE 
151,7, NUM 
°, NUM 
K, PROPN 
Ti, PROPN 
K, PROPN 
128,2, NUM 
°, NUM 
Ti, PROPN 
CE(I)-K, PROPN 
°, NOUN 
an-, X 

, SPACE 
gle, NOUN 
155,70, PROPN 

, SPACE 
similar, ADJ 
polymer, NOUN 
arrangement, NOUN 
molecular, ADJ 

, SPACE 
Fig, PROPN 
2, NUM 
eLLreo, NOUN 
diqram, NOUN 
showing, VERB 
polymeric, ADJ 
structure, NOUN 

, SPACE 
Cs, ADJ 
HMe~)~Ti(nI, NOUN 
C, NOUN 
~, NOUN 
SiMe~)z, NOUN 
KI, PROPN 
4, NUM 
units, NOUN 
previously, ADV 
found, VERB 
CsMes)2Sm(T, PROPN 
l-, NOUN 

, SPACE 
C, PROPN 
CPh)2, NOUN 
K, PROPN 
5, NUM 
distances, NOUN 
K, PROPN 
+, PROPN 
car-, X 

, SPACE 
bon, PROPN 
atoms, NOUN 
CsMe, PROPN 
5, NUM 
ring, NOUN 
adjacent, ADJ 
molecule, NOUN 

, SPACE 
varied, VERB 
range, NOUN 
2.922(57, NUM 
3.229, NUM 
6, NUM 

, SPACE 
average, ADJ 
value, NOUN 
K'-Cav, PROPN 
3.08, NUM 
13, NUM 
A., NOUN 
K'-, PROPN 

, SPACE 
CE(CsMes)-Sm, PROPN 
angle, NOUN 
close, ADJ 
linear, VERB 
171.6, NUM 
°, NUM 

, SPACE 
comparison, NOUN 
intermolecular, ADJ 
parameters, NOUN 

, SPACE 
4, NUM 
shows, NOUN 
phenyl, NOUN 
substituems, NOUN 
tweezer, PROPN 

, SPACE 
arms, NOUN 
hinder, VERB 
contacts, NOUN 
potassium, NOUN 

, SPACE 
ion, NOUN 
adjacent, ADJ 
cyclopentadienyl, NOUN 
ring, NOUN 
severely, ADV 

, SPACE 
trimethylsilyl, ADJ 
groups, NOUN 
4, NUM 

, SPACE 
3.3, NUM 
synthesis, NOUN 
l(CsHMe4)aTi(171, PROPN 
C, PROPN 
CSi, ADJ 

, SPACE 
Mej)aI, PROPN 
ILi(THF),i, PROPN 
+, CCONJ 
n, CCONJ 
<, X 
2, NUM 
2a, NUM 
2, NUM 
5, NUM 
THF, PROPN 

, SPACE 
reaction, NOUN 
proceeded, VERB 
THF, PROPN 

, SPACE 
compounds, NOUN 
2, NUM 
5, NUM 
containing, VERB 
equivalents, NOUN 

, SPACE 
coordinated, VERB 
THF, PROPN 
Eq, PROPN 
3, NUM 

, SPACE 
CsHMe4)2Ti(~, PROPN 
t-, X 
C=-CSiMe3)2, PROPN 
+, PROPN 
M, PROPN 

, SPACE 
Tee, PROPN 
CsHMe4)2Ti(T/, NOUN 
C_CSiMe3)2, NOUN 

, SPACE 
M(THF, PROPN 
+, CCONJ 

, SPACE 
n, ADV 
~, PROPN 
2, NUM 
M-, PROPN 
Li(2a, PROPN 
Ha(3a, PROPN 
K(4a, PROPN 
Cs($a, NOUN 

, SPACE 
3, X 

, SPACE 
limit, NOUN 
n, NOUN 
2, NUM 
number, NOUN 
coordinated, VERB 
THF, PROPN 

, SPACE 
molecules, NOUN 
corresponds, VERB 
maximum, ADJ 
coordination, NOUN 

, SPACE 
ligands, NOUN 
Li, PROPN 
+, PROPN 
upper, ADJ 
limit, NOUN 
achieved, VERB 

, SPACE 
7, NUM 
3, NUM 
Compounds, NOUN 
2a-$a, NUM 
limited, ADJ 
stability, NOUN 

, SPACE 
lost, VERB 
THF, PROPN 
increasing, VERB 
ease, NOUN 
going, VERB 
2a, NUM 
$, SYM 
a., NOUN 

, SPACE 
workup, NOUN 
reaction, NOUN 
mixtures, NOUN 
consisting, VERB 

, SPACE 
evaporation, NOUN 
THF, PROPN 
vacuo, PROPN 
extracting, VERB 
residue, NOUN 

, SPACE 
hexane, NOUN 
led, VERB 
partial, ADJ 
decomposition, NOUN 
3a, PROPN 

, SPACE 
complete, ADJ 
decomposition, NOUN 
4a, NOUN 
$, SYM 
way, NOUN 

, SPACE 
compounds, VERB 
4, NUM 
5, NUM 
obtained, VERB 
yields, NOUN 
similar, ADJ 

, SPACE 
obtained, VERB 
toluene, NOUN 
vide, NOUN 
supra, NOUN 
Compound, PROPN 
3, NUM 

, SPACE 
obtained, VERB 
evaporation, NOUN 
toluene, ADJ 
solution, NOUN 
3a, PROPN 

, SPACE 
vacuo, PROPN 
compound, NOUN 
2a, PROPN 
isolated, VERB 
brown-, ADJ 

, SPACE 
ish, ADJ 
green, ADJ 
crystalline, NOUN 
solid, ADJ 
hexane, NOUN 
solution, NOUN 

, SPACE 
-15, NUM 
°, NUM 
C, NOUN 
content, NOUN 
THF, PROPN 
2a, PROPN 

, SPACE 
determined, VERB 
crystallizes, VERB 
hexane, NOUN 
probably, ADV 

, SPACE 
molecules, NOUN 
THF, PROPN 
coordinated, VERB 
Li, PROPN 
+, ADJ 

, SPACE 
ion, NOUN 
cases, NOUN 
THF, PROPN 
coordination, NOUN 
known, VERB 

, SPACE 
C, NOUN 
~, PUNCT 
Me.~)2Y(CmCCMe~)2Li(THF, PUNCT 
5, NUM 
7, NUM 
3, X 
respec-, X 

, SPACE 
tively, ADV 
presence, NOUN 
compounds, NOUN 
2a, PROPN 
Sa, PROPN 
THF, PROPN 

, SPACE 
solutions, NOUN 
proven, VERB 
electronic, ADJ 
absorption, NOUN 
spectra, NOUN 

, SPACE 
differed, VERB 
2, NUM 
5, NUM 
toluene, NOUN 

, SPACE 
region, NOUN 
1000, NUM 
500, NUM 
nm, NOUN 
vide, NOUN 
infra, NOUN 
remarkable, ADJ 
effi-, NOUN 

, SPACE 
ciency, NOUN 
toluene, NOUN 
liberating, VERB 
THF, PROPN 
complexes, NOUN 

, SPACE 
result, VERB 
solvation, PROPN 
alkali, ADJ 
metal, NOUN 
cations, NOUN 

, SPACE 
toluene, NOUN 
mimicking, VERB 
coordination, NOUN 
CsHMe, SYM 
4, NUM 
ligand, NOUN 

, SPACE 
solid, ADJ 
state, NOUN 


, SPACE 
V., PROPN 
Varga, PROPN 
et, NOUN 
al./, ADV 
Journal, PROPN 
Organometallic, PROPN 
Chemi,~wy, PROPN 
514, NUM 
0996, NUM 
219, NUM 
226, NUM 
225, NUM 

, SPACE 
3.4, NUM 
Spectroscopic, ADJ 
characterization, NOUN 
2, NUM 
5, NUM 

, SPACE 
THF, PROPN 
adducts, VERB 

, SPACE 
EPR, PROPN 
spectra, NOUN 
showed, VERB 
narrow, ADJ 
single, ADJ 
line, NOUN 
AH, NOUN 

, SPACE 
2,0, NUM 
2.2, NUM 
G, NOUN 
g, PROPN 
ffi, PROPN 
1.9924, NUM 
1.9935, NUM 
weaker, ADJ 

, SPACE 
satellite, NOUN 
spectra, NOUN 
reflecting, VERB 
coupling, NOUN 
49Ti, NOUN 

, SPACE 
47Ti, NUM 
isotopes, NOUN 
natural, ADJ 
abundances, NOUN 
5.5, NUM 
7.7, NUM 

, SPACE 
nuclear, ADJ 
spins, NOUN 
N, VERB 
ffi, PRON 
7/2, NUM 
N, PROPN 
=, NOUN 
5/2, NUM 
respectively, ADV 

, SPACE 
value, NOUN 
g, NOUN 
factor, NOUN 
highest, ADJ 
values, NOUN 

, SPACE 
titanocene, NOUN 
derivatives, NOUN 
comparable, ADJ 

, SPACE 
CsHMe4)2Ti(l, PROPN 
methyl, NOUN 
vl3, NOUN 
allyl, NOUN 
g-, PROPN 
1.9921, NUM 
13, NUM 

, SPACE 
g, NOUN 
tensor, NOUN 
rhombic, ADJ 
symmetry, NOUN 
shows, VERB 
nearly, ADV 
equal, ADJ 

, SPACE 
components, NOUN 
low, ADJ 
anisotropy, NOUN 
Table, NOUN 
1, NUM 

, SPACE 
rare, ADJ 
case, NOUN 
titanocene, PROPN 
Ti(III, NOUN 
derivatives, NOUN 

, SPACE 
14, NUM 
indicates, VERB 
considerable, ADJ 
delocalization, NOUN 
d, NOUN 

, SPACE 
unpaired, ADJ 
elecu, NOUN 
~, PUNCT 
n, NOUN 
density, NOUN 
organic, ADJ 
ligands, NOUN 
in-, X 

, SPACE 
cluding, VERB 
acetylide, ADJ 
arms, NOUN 
coupling, VERB 
constant, ADJ 
art, NOUN 

, SPACE 
equal, ADJ 
isotopes, NOUN 
ranges, VERB 
7.8, NUM 
8.4, NUM 
G., PROPN 

, SPACE 
higher, ADJ 
value, NOUN 
g, NOUN 
factor, NOUN 
1.9940, NUM 
lower, ADJ 
value, NOUN 

, SPACE 
aTi, NOUN 
7.5, NUM 
G, NOUN 
observed, VERB 
CsHMe4)2Ti(v/'-, ADJ 

, SPACE 
C, PROPN 
CC, PROPN 
CSiMe3)2]-[Li(THF)2]+, PROPN 
probably, ADV 
result, NOUN 

, SPACE 
higher, ADJ 
delocalization, NOUN 
capability, NOUN 
diyne, NOUN 

, SPACE 
arms, NOUN 
interaction, NOUN 
unpaired, ADJ 
electron, NOUN 

, SPACE 
alkali, PROPN 
metal, NOUN 
observed, VERB 
Cs, PROPN 
+, PROPN 
nucleus, PROPN 

, SPACE 
N, PROPN 
=, SYM 
7/2, NUM 
$, SYM 
toluene, NOUN 
MTHF, PROPN 

, SPACE 
AH(peak, NOUN 
to.peak, NOUN 
central, ADJ 
signal, NOUN 

, SPACE 
solvents, NOUN 
resolution, NOUN 
line, NOUN 

, SPACE 
spectrum, VERB 
acs, NOUN 
ffi, NOUN 
2.0, NUM 
G, NOUN 
obtained, VERB 
MTHF, PROPN 

, SPACE 
nature, NOUN 
solvents, NOUN 
affected, VERB 
EPR, PROPN 
spectra, NOUN 

, SPACE 
compounds, NOUN 
slightly, ADV 
g, ADJ 
factor, NOUN 
values, NOUN 

, SPACE 
generally, ADV 
lower, ADJ 
aTl, ADJ 
negligibly, ADV 
higher, ADJ 
MTHF, PROPN 

, SPACE 
compared, VERB 
toluene, NOUN 

, SPACE 
electronic, ADJ 
absorption, NOUN 
spectra, NOUN 
2-$, PROPN 

, SPACE 
toluene, NOUN 
THF, PROPN 
MTHF, PROPN 
characterized, VERB 

, SPACE 
couple, NOUN 
intense, ADJ 
absorption, NOUN 
bands, NOUN 
range, NOUN 

, SPACE 
350, NUM 
390, NUM 
nm, NOUN 
Table, NOUN 
Orange, PROPN 
brown, ADJ 
toluene, NOUN 
solu-, ADJ 

, SPACE 
tions, NOUN 
2, NUM 
4, NUM 
showed, VERB 
broad, ADJ 
absorption, NOUN 
increas-, PRON 

, SPACE 
ing, NOUN 
intensity, NOUN 
720, NUM 
nm, NOUN 
shorter, ADJ 
wave-, VERB 

, SPACE 
lengths, NOUN 
Poorly, ADV 
discernible, ADJ 
shoulders, NOUN 
observed, VERB 

, SPACE 
3, NUM 
4, NUM 
near, ADP 
500, NUM 
nm, NOUN 
absorption, NOUN 
band, NOUN 
2, NUM 

, SPACE 
observed, VERB 
460, NUM 
nm, NOUN 
Compound, NOUN 
$, NOUN 
slightly, ADV 

, SPACE 
soluble, ADJ 
toluene, NOUN 
low, ADJ 
intensity, NOUN 

, SPACE 
spectrum, NOUN 
750, NUM 
500, NUM 
nm, NOUN 
feature, NOUN 

, SPACE 
weak, ADJ 
absorption, NOUN 
increasing, VERB 
short, ADJ 

, SPACE 
wavelengths, NOUN 
THF, PROPN 
MTHF, VERB 
colours, NOUN 
turned, VERB 

, SPACE 
intense, ADJ 
green, ADJ 
yellow, ADJ 
solutions, NOUN 
showed, VERB 

, SPACE 
weak, ADJ 
absorption, NOUN 
growing, VERB 
intensity, NOUN 
shorter, ADJ 

, SPACE 
wavelengths, NOUN 
1000, NUM 
nm, NOUN 
compounds, NOUN 
exerted, VERB 

, SPACE 
broad, ADJ 
shoulder, NOUN 
region, NOUN 
740, NUM 
770, NUM 
nm, NOUN 

, SPACE 
absorption, NOUN 
band, NOUN 
560, NUM 
580, NUM 
nm, NOUN 
indicate, VERB 

, SPACE 
presence, NOUN 
compounds, NOUN 
2a, PROPN 
Ba, PROPN 
THF, PROPN 
solutions, NOUN 

, SPACE 
intense, ADJ 
bands, NOUN 
400, NUM 
nm, NOUN 
recently, ADV 
assigned, VERB 

, SPACE 
d, NOUN 
-~, SYM 
9, NUM 
transition, NOUN 
3, NUM 
longest, ADJ 
wave-, NOUN 

, SPACE 
length, NOUN 
absorption, NOUN 
band, NOUN 
700, NUM 
nm, NOUN 
belong, VERB 

, SPACE 
d, X 
d, NOUN 
transition, NOUN 

, SPACE 
infrared, ADJ 
spectra, NOUN 
2, NUM 
5, NUM 
showed, VERB 
v(C, NOUN 
C, NOUN 
vibration, NOUN 
region, NOUN 
1935, NUM 
1948, NUM 
cm-, NOUN 
poorly, ADV 

, SPACE 
resolved, VERB 
absorption, NOUN 
bands, NOUN 
close, ADJ 
vicinity, NOUN 
split-, NOUN 

, SPACE 
ting, NOUN 
result, VERB 
coupling, NOUN 
triple, ADJ 
bonds, NOUN 

, SPACE 
alkali, ADJ 
metal, NOUN 
ion, NOUN 
1, NUM 
splitting, NOUN 
~,(C, PROPN 
C, NOUN 

, SPACE 
vibration, NOUN 
2017, NUM 
cm-~, NOUN 
observed, VERB 
presence, NOUN 

, SPACE 
coordinated, VERB 
THF, PROPN 
hexane, ADJ 
solutions, NOUN 
2a, PROPN 
3a, PROPN 

, SPACE 
proven, VERB 
absorption, NOUN 
bands, NOUN 
1040, NUM 
1053, NUM 

, SPACE 
cm-, PROPN 
respectively, ADV 
wavenumbers, NOUN 
comparable, ADJ 

, SPACE 
6, NUM 
1020, NUM 
cm, NOUN 
-I, PROPN 
1, X 
7, NUM 
bands, NOUN 

, SPACE 
1057, NUM 
1047, NUM 
cm, NOUN 
3, X 

, SPACE 
3.5, X 
Concluding, NOUN 
remarks, VERB 

, SPACE 
method, NOUN 
preparation, NOUN 
2, NUM 
5, NUM 
redox, PROPN 

, SPACE 
reaction, NOUN 
alkali, ADJ 
metals, NOUN 
1, NUM 
tLe, NOUN 
EPR, NOUN 

, SPACE 
evidence, NOUN 
presence, NOUN 
Ti(III, NOUN 
products, NOUN 

, SPACE 
leaves, VERB 
doubt, NOUN 
presence, NOUN 
alkali, ADJ 
metal, NOUN 

, SPACE 
cations, NOUN 
2, NUM 
5, NUM 
X, NOUN 
ray, NOUN 
structure, NOUN 
4, NUM 
confirms, VERB 

, SPACE 
suggestion, NOUN 
alkali, ADJ 
metal, NOUN 
cation, NOUN 
held, VERB 

, SPACE 
anionic, NOUN 
acetylide, ADJ 
arms, NOUN 
ionic, ADJ 
bond, NOUN 
3, NUM 

, SPACE 
coordinatively, ADV 
unsaturated, ADJ 
K, PROPN 
+, PROPN 
weakly, ADJ 
bonded, VERB 

, SPACE 
CE(I, ADJ 
cyclopentadienyl, NOUN 
ring, NOUN 
adjacent, ADJ 
molecule, NOUN 

, SPACE 
creating, VERB 
polymer, NOUN 
chain, NOUN 
structure, NOUN 
striking, ADJ 

, SPACE 
somewhat, ADV 
irreproducible, ADJ 
difference, NOUN 
colours, NOUN 

, SPACE 
3-$, NUM 
hydrocarbon, NOUN 
solution, NOUN 
solid, ADJ 
state, NOUN 

, SPACE 
apparently, ADV 
relevant, ADJ 
different, ADJ 
association, NOUN 
solid, ADJ 

, SPACE 
state, NOUN 
solvation, NOUN 
association, NOUN 
solutions, NOUN 

, SPACE 
coordination, NOUN 
THF, PROPN 
2, NUM 
5, NUM 
generally, ADV 
weak, ADJ 

, SPACE 
decreases, VERB 
increasing, VERB 
size, NOUN 
alkali, ADJ 
metals, NOUN 

, SPACE 
magnitude, NOUN 
tweezer, PROPN 
bite, PROPN 
angle, NOUN 
mode, NOUN 

, SPACE 
association, NOUN 
and/or, CCONJ 
soivation, PROPN 
depending, VERB 
size, NOUN 

, SPACE 
alkali, ADJ 
metal, NOUN 
cations, NOUN 
clarified, VERB 
structure, NOUN 

, SPACE 
investigation, NOUN 
2, NUM 
2a, NUM 
3, NUM 
$, NUM 
currently, ADV 

, SPACE 
way, NOUN 

, SPACE 
4, X 
Supplementary, ADJ 
material, NOUN 
available, ADJ 

, SPACE 
Listings, PROPN 
atomic, ADJ 
coordinates, NOUN 
anisotropic, VERB 
ther-, NOUN 

, SPACE 
mal, ADJ 
parameters, NOUN 
bond, NOUN 
distances, NOUN 
angles, NOUN 

, SPACE 
available, ADJ 
request, NOUN 
Fachinformationszen-, PROPN 

, SPACE 
tram, NOUN 
Karlsruhe, PROPN 
Gesellschaft, PROPN 
fiir, NOUN 
wissenschaftlich, PROPN 
tech-, PRON 

, SPACE 
nische, PROPN 
Information, PROPN 
mbH, NOUN 
D-76012, NOUN 
Karlsruhe, PROPN 
quoting, VERB 

, SPACE 
depository, NOUN 
number, NOUN 
CSD-58525, PROPN 

, SPACE 
authors, NOUN 
journal, NOUN 
citation, NOUN 
Additional, ADJ 
informa-, NOUN 

, SPACE 
tions, NOUN 
data, NOUN 
squares, NOUN 
planes, NOUN 
intermolecu-, ADJ 

, SPACE 
lar, ADJ 
distances, NOUN 
angles, NOUN 
observed, VERB 
calculated, VERB 
struc-, NOUN 

, SPACE 
ture, NOUN 
factors, NOUN 
views, NOUN 
unit, NOUN 
cell, NOUN 
obtained, VERB 

, SPACE 
authors, NOUN 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
investigation, NOUN 
supported, VERB 
Grant, PROPN 
Age, PROPN 

, SPACE 
Czech, PROPN 
Republic, PROPN 
Grant, PROPN 
203/93/0143, PROPN 


, SPACE 
2~, PROPN 
V., PROPN 
Varga, PROPN 
et, PROPN 
aL, PROPN 
Journal, PROPN 
Organometallic, PROPN 
Chemistry, PROPN 
514, NUM 
1996, NUM 
219, NUM 
226, NUM 

, SPACE 
Fonds, PROPN 
der, NOUN 
Chemischen, PROPN 
Induslrie, PROPN 
authors, NOUN 

, SPACE 
thank, VERB 
Mrs., PROPN 
G., PROPN 
DOrfner, PROPN 
EDAX, ADJ 
measurements, NOUN 

, SPACE 
References, NOUN 

, SPACE 
S.I., PROPN 
Tmyanov, PROPN 
V., PROPN 
Varga, PROPN 
K., PROPN 
Mach, PROPN 
Organometallics, PROPN 
12, NUM 

, SPACE 
1993, NUM 
2820, NUM 
2824, NUM 

, SPACE 
2, X 
K., PROPN 
Maeh, PROPN 
V., PROPN 
Verga, PROPN 
R., PROPN 
Gyepes, PROPN 
Abstr, PROPN 
XVith, PROPN 
Int, PROPN 
Conf, PROPN 

, SPACE 
Organometallic, PROPN 
Chemistry, PROPN 
University, PROPN 
Sussex, PROPN 
July, PROPN 
1994, NUM 
p., NOUN 

, SPACE 
OBIT, NOUN 

, SPACE 
3, X 
V., PROPN 
Varga, PROPN 
K., PROPN 
Mach, PROPN 
J., PROPN 
Hiller, PROPN 
U., PROPN 
Thewalt, PROPN 
J., PROPN 
Organomet, PROPN 

, SPACE 
Chem, PROPN 
press, NOUN 

, SPACE 
4, NUM 
WJ, NOUN 
Evans, PROPN 
D.K., PROPN 
Drummond, PROPN 
T.P., PROPN 
Hanusa, PROPN 
J.M., PROPN 
Olofson, PROPN 
J., PROPN 

, SPACE 
Organomet, PROPN 
Chem, PROPN 
376, NUM 
1989, NUM 
311, NUM 
320, NUM 

, SPACE 
5, NUM 
WJ, NOUN 
Evans, PROPN 
R.A., PROPN 
Keyer, PROPN 
J.W., PROPN 
Ziller, PROPN 
Organometallics, PROPN 
12, NUM 

, SPACE 
1993, NUM 
2618, NUM 
2633, NUM 

, SPACE 
6, NUM 
14, NUM 
Lang, PROPN 
S., PROPN 
Blau, PROPN 
B., PROPN 
Nuber, PROPN 
L., PROPN 
Zsolnai, PROPN 
Organometallics, PROPN 
14, NUM 

, SPACE 
1995, NUM 
3216, NUM 
7, X 
H., PROPN 
Lang, PROPN 
M., PROPN 
Herres, PROPN 
L., PROPN 
Zsolnai, PROPN 
W., PROPN 
lmhof, PROPN 
J., PROPN 
Organomet, PROPN 

, SPACE 
Chem, PROPN 
409, NUM 
1991, NUM 
C7, PROPN 

, SPACE 
8, X 
M.D., PROPN 
Janssen, PROPN 
M., PROPN 
Herres, PROPN 
L., PROPN 
Zsolnai, PROPN 
D.M., PROPN 
Grove, PROPN 
