ORIGINAL, PROPN 
processescontaining, VERB 
Glu, PROPN 
proximity, NOUN 
bone, NOUN 
cells, NOUN 
strengthen, VERB 
lasthypothesis, NOUN 
provide, VERB 
initial, ADJ 
data, NOUN 
existence, NOUN 
gluta, NOUN 
matergic, NOUN 
innervation, NOUN 
bone, NOUN 

, SPACE 
Acknowledgments, NOUN 
authors, NOUN 
like, VERB 
thank, VERB 
G., PROPN 
Boivin, PROPN 
L., PROPN 

, SPACE 
Malaval, PROPN 
helpful, ADJ 
comments, NOUN 
manuscript, NOUN 
Electron, PROPN 
microscopicstudies, NOUN 
performed, VERB 
Centre, PROPN 
de, X 
Microscopie, PROPN 
Electronique, PROPN 
et, NOUN 
dePathologie, PROPN 
Ultrastructurale, PROPN 
Faculte, PROPN 
´, PROPN 
de, PROPN 
Medecine, PROPN 
RTH, PROPN 
Lae, PROPN 
¨nnec, PROPN 
Lyon, PROPN 

, SPACE 
France, PROPN 
results, NOUN 
presented, VERB 
abstract, NOUN 
secondjoint, NOUN 
meeting, NOUN 
American, PROPN 
Society, PROPN 
Bone, PROPN 
Mineral, PROPN 
Researchand, PROPN 
International, PROPN 
Bone, PROPN 
Mineral, PROPN 
Society, PROPN 
December, PROPN 
1998, NUM 
SanFrancisco, PROPN 

, SPACE 
References, PROPN 

, SPACE 
1, NUM 
Arthur, PROPN 
R., PROPN 
P., PROPN 
Shelley, PROPN 
W., PROPN 
B., PROPN 
technology, NOUN 
vitro, X 
staining, NOUN 
nerves, NOUN 

, SPACE 
human, ADJ 
skin, NOUN 
thiazin, PROPN 
dyes, PROPN 
J, PROPN 
Invest, PROPN 
Dermatol, PROPN 
33:121–144, PROPN 
1959.628, NUM 
C., PROPN 
M., PROPN 
Serre, PROPN 
et, PROPN 
al, PROPN 
Bone, PROPN 
Vol, PROPN 
25, NUM 
6, NUM 

, SPACE 
Glu, PROPN 
containing, VERB 
nerve, NOUN 
processes, NOUN 
bone, NOUN 
December, PROPN 
1999:623–629, NUM 

, SPACE 
2, NUM 
Bjurholm, PROPN 
A., PROPN 
Kreicbergs, PROPN 
A., PROPN 
Brodin, PROPN 
E., PROPN 
Schultzberg, PROPN 
M., PROPN 
Substance, PROPN 
P-, NOUN 

, SPACE 
CGRP, PROPN 
immunoreactive, ADJ 
nerves, NOUN 
bone, NOUN 
Peptides, PROPN 
9:165–171, PROPN 
1988, NUM 

, SPACE 
3, X 
Bjurholm, PROPN 
A., PROPN 
Kreicbergs, PROPN 
A., PROPN 
Terenius, PROPN 
L., PROPN 
Goldstein, PROPN 
M., PROPN 
Schultzberg, PROPN 
M., PROPN 

, SPACE 
Neuropeptide, PROPN 
Y-, NOUN 
tyrosine, NOUN 
hydroxylase-, X 
vasoactive, ADJ 
intestinal, ADJ 
polypeptide, ADJ 
immunoreactive, ADJ 
nerves, NOUN 
bone, NOUN 
surrounding, VERB 
tissues, NOUN 
J, PROPN 
Auton, PROPN 
Nerv, PROPN 
Syst25:119–125, PROPN 
1988, NUM 

, SPACE 
4, X 
Bjurholm, PROPN 
A., PROPN 
Kreicbergs, PROPN 
A., PROPN 
Schultzberg, PROPN 
M., PROPN 
Lerner, PROPN 
U., PROPN 
H., PROPN 
Neuroendo-, PROPN 

, SPACE 
crine, NOUN 
regulation, NOUN 
cyclic, ADJ 
AMP, PROPN 
formation, NOUN 
osteoblastic, ADJ 
cell, NOUN 
lines, NOUN 
UMR106, PROPN 
01, NUM 
ROS, PROPN 
17/2.8, PROPN 
MC3T3, PROPN 
E1, PROPN 
SAOS-2, PROPN 
primary, ADJ 
bone, NOUN 
cells, NOUN 
J, PROPN 
BoneMiner, PROPN 
Res, PROPN 
7:1011–1019, NUM 
1992, NUM 

, SPACE 
5, X 
Calvo, PROPN 
W., PROPN 
innervation, NOUN 
bone, NOUN 
marrow, NOUN 
laboratory, NOUN 
animals, NOUN 
J, PROPN 

, SPACE 
Anat, PROPN 
123:315–328, PROPN 
1968, NUM 

, SPACE 
6, X 
Calvo, PROPN 
W., PROPN 
Forteza, PROPN 
Vila, PROPN 
J., PROPN 
development, NOUN 
bone, NOUN 
marrow, NOUN 
innerva-, ADJ 

, SPACE 
tion, NOUN 
new, ADV 
born, VERB 
rats, NOUN 
studied, VERB 
silver, ADJ 
impregnation, NOUN 
electron, NOUN 
micros, NOUN 
copy, NOUN 
J, PROPN 
Anat, PROPN 
126:355–372, NUM 
1969, NUM 

, SPACE 
7, X 
Chenu, PROPN 
C., PROPN 
Serre, PROPN 
C., PROPN 
M., PROPN 
Raynal, PROPN 
C., PROPN 
Burt, PROPN 
Pichat, PROPN 
B., PROPN 
Delmas, PROPN 
P., PROPN 
D., PROPN 

, SPACE 
Glutamate, ADJ 
receptors, NOUN 
expressed, VERB 
bone, NOUN 
cells, NOUN 
involved, VERB 
boneresorption, NOUN 
Bone, NOUN 
22:295–299, PROPN 
1998, NUM 

, SPACE 
8, X 
Duncan, PROPN 
C., PROPN 
P., PROPN 
Shim, PROPN 
S., PROPN 
S., PROPN 
autonomic, ADJ 
nerve, NOUN 
supply, NOUN 
bone, NOUN 
J, PROPN 
Bone, PROPN 
Jt, PROPN 

, SPACE 
Surg, PROPN 
53:323–330, PROPN 
1977, NUM 

, SPACE 
9, X 
Espinosa, PROPN 
L., PROPN 
Itzstein, PROPN 
C., PROPN 
Delmas, PROPN 
P., PROPN 
D., PROPN 
Chenu, PROPN 
C., PROPN 
Active, PROPN 
NMDA, PROPN 

, SPACE 
glutamate, ADJ 
receptors, NOUN 
expressed, VERB 
mammalian, ADJ 
osteoclasts, NOUN 
J, PROPN 
Physiol, PROPN 
518:47–53, NUM 
1999, NUM 

, SPACE 
10, NUM 
Freehafer, NOUN 
A., NOUN 
A., NOUN 
Mast, PROPN 
W., PROPN 
A., NOUN 
Lower, ADJ 
extremity, NOUN 
fractures, NOUN 
patients, NOUN 

, SPACE 
spinal, ADJ 
cord, NOUN 
injury, NOUN 
J, PROPN 
Bone, PROPN 
Jt, PROPN 
Surg, PROPN 
47:683–694, PROPN 
1965, NUM 

, SPACE 
11, NUM 
Gillespie, PROPN 
J., PROPN 
A., NOUN 
nature, NOUN 
bone, NOUN 
changes, NOUN 
associated, VERB 
nerve, NOUN 
injuries, NOUN 

, SPACE 
diseases, NOUN 
J, PROPN 
Bone, PROPN 
Jt, PROPN 
Surg, PROPN 
36:464–473, NUM 
1963, NUM 

, SPACE 
12, NUM 
Goto, PROPN 
T., PROPN 
Yamaza, PROPN 
T., PROPN 
Kido, PROPN 
M., PROPN 
A., PROPN 
Tanaka, PROPN 
T., PROPN 
Light, PROPN 
electron, NOUN 

, SPACE 
microscopic, ADJ 
study, NOUN 
distribution, NOUN 
axons, NOUN 
containing, VERB 
substance, NOUN 
P, NOUN 
thelocalization, NOUN 
neurokinin-1, PROPN 
receptor, NOUN 
bone, NOUN 
Cell, NOUN 
Tissue, PROPN 
Res, PROPN 
293:87–93;1998, NUM 

, SPACE 
13, NUM 
Guo, PROPN 
X., PROPN 
Rueger, PROPN 
D., PROPN 
Higgins, PROPN 
D., PROPN 
Osteogenic, PROPN 
protein-1, PUNCT 
related, ADJ 
bone, NOUN 

, SPACE 
morphogenetic, ADJ 
proteins, NOUN 
regulate, VERB 
dendritic, ADJ 
growth, NOUN 
expression, NOUN 
micro, ADJ 
tubule, NOUN 
associatedprotein-2inratsympatheticneurons, NOUN 
NeurosciLett245:131–134, PROPN 
1998, NUM 

, SPACE 
14, NUM 
Hara, PROPN 
Irie, PROPN 
F., PROPN 
Amizuka, PROPN 
N., PROPN 
Ozawa, PROPN 
H., PROPN 
Immunocytochemical, PROPN 
ultra-, ADJ 

, SPACE 
structural, ADJ 
localization, NOUN 
CGRP, PROPN 
positive, ADJ 
nerve, NOUN 
fibers, NOUN 
epiphyseal, ADJ 
trab, NOUN 
ecules, NOUN 
facing, VERB 
growth, NOUN 
plate, NOUN 
rat, NOUN 
femurs, NOUN 
Bone, NOUN 
18:29–39, PROPN 
1996, NUM 

, SPACE 
15, X 
Hardy, ADJ 
A., NOUN 
G., PROPN 
Dickson, PROPN 
J., PROPN 
W., PROPN 
Pathological, PROPN 
ossification, NOUN 
traumatic, ADJ 

, SPACE 
paraplegia, NOUN 
J, PROPN 
Bone, PROPN 
Jt, PROPN 
Surg, PROPN 
45:76–87, PROPN 
1963, NUM 

, SPACE 
16, NUM 
Hill, PROPN 
E., PROPN 
L., PROPN 
Elde, PROPN 
R., PROPN 
Calcitonin, PROPN 
gene, NOUN 
related, VERB 
peptide, ADJ 
immunoreactive, ADJ 
nerve, NOUN 

, SPACE 
fibers, NOUN 
mandibular, ADJ 
periosteum, NOUN 
rats, NOUN 
Evidence, NOUN 
primary, ADJ 
afferent, NOUN 
origin, NOUN 
Neurosci, PROPN 
Lett, PROPN 
85:172–178, PROPN 
1988, NUM 

, SPACE 
17, NUM 
Hill, PROPN 
E., PROPN 
L., PROPN 
Elde, PROPN 
R., PROPN 
Distribution, PROPN 
CGRP-, PROPN 
VIP-, X 
D, PROPN 
beta, NOUN 
H-, PROPN 
SP-, PROPN 

, SPACE 
NPY, PROPN 
immunoreactive, ADJ 
nerves, NOUN 
periosteum, NOUN 
rats, NOUN 
Cell, NOUN 
Tissue, PROPN 
Res, PROPN 
264:469–480, PROPN 
1991, NUM 

, SPACE 
18, X 
Hill, PROPN 
E., PROPN 
L., PROPN 
Turner, PROPN 
R., PROPN 
Elde, PROPN 
R., PROPN 
Effects, PROPN 
neonatal, ADJ 
sympathectomy, NOUN 

, SPACE 
capsaicin, PROPN 
treatment, NOUN 
bone, NOUN 
remodelling, NOUN 
rats, NOUN 
Neuroscience, PROPN 
44:747–755;1991, PROPN 

, SPACE 
19, NUM 
Hohmann, PROPN 
E., PROPN 
L., PROPN 
Elde, PROPN 
R., PROPN 
P., PROPN 
Rysavy, PROPN 
J., PROPN 
A., PROPN 
Einzig, PROPN 
S., PROPN 
Gebhard, PROPN 
R., PROPN 
L., PROPN 

, SPACE 
Innervation, PROPN 
periosteum, NOUN 
bone, NOUN 
sympathetic, ADJ 
vasoactive, ADJ 
intestinalpeptide, NOUN 
containing, VERB 
nerve, NOUN 
fibers, NOUN 
Science, PROPN 
232:868–871, PROPN 
1986, NUM 

, SPACE 
20, NUM 
Hukkanen, PROPN 
M., PROPN 
Kontinnen, PROPN 
Y., PROPN 
T., PROPN 
Santavirta, PROPN 
S., PROPN 
et, PROPN 
al, PROPN 
Rapid, ADJ 
proliferation, NOUN 
ofCGRP, ADJ 
immunoreactive, ADJ 
nerves, NOUN 
healing, NOUN 
rat, ADJ 
tibial, ADJ 
fracture, NOUN 
suggests, VERB 

, SPACE 
neuralinvolvementinbonegrowthandremodeling, NOUN 
Neuroscience54:969–979;1993, PROPN 

, SPACE 
21, NUM 
Ingram, PROPN 
R., PROPN 
T., PROPN 
Clarke, PROPN 
B., PROPN 
L., PROPN 
Fisher, PROPN 
L., PROPN 
W., PROPN 
Fitzpatrick, ADV 
L., PROPN 
A., PROPN 
Distribution, PROPN 

, SPACE 
noncollagenous, ADJ 
proteins, NOUN 
matrix, NOUN 
adult, NOUN 
human, ADJ 
bone, NOUN 
Evidence, NOUN 
ofanatomic, ADJ 
functional, ADJ 
heterogeneity, NOUN 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res, PROPN 
8:1019–1027, NUM 
1993, NUM 

, SPACE 
22, NUM 
Konttinen, PROPN 
Y., PROPN 
T., PROPN 
Imai, PROPN 
S., PROPN 
Suda, PROPN 
A., NOUN 
Neuropeptides, PROPN 
puzzle, NOUN 
bone, NOUN 

, SPACE 
remodeling, NOUN 
Acta, PROPN 
Orthop, PROPN 
Scand, PROPN 
67:632–639, PROPN 
1996, NUM 

, SPACE 
23, NUM 
Lerner, PROPN 
U., PROPN 
H., NOUN 
Kinins, PROPN 
neuropeptides, VERB 
Bilezikian, PROPN 
J., PROPN 
P., PROPN 
Raisz, PROPN 
L., PROPN 
G., PROPN 

, SPACE 
Rodan, PROPN 
G., PROPN 
A., PROPN 
Eds, PROPN 
Principles, NOUN 
Bone, PROPN 
Biology, PROPN 
San, PROPN 
Diego, PROPN 
Academic;1996, PROPN 
581–596, NUM 

, SPACE 
24, NUM 
Linder, PROPN 
J., PROPN 
E., PROPN 
simple, ADJ 
reliable, ADJ 
method, NOUN 
silver, ADJ 
impregnation, NOUN 
nerves, NOUN 

, SPACE 
paraffin, NOUN 
sections, NOUN 
soft, ADJ 
mineralized, ADJ 
tissues, NOUN 
J, PROPN 
Anat, PROPN 
127:543–551, NUM 
1978, NUM 

, SPACE 
25, NUM 
Mason, PROPN 
D., PROPN 
J., PROPN 
Suva, PROPN 
L., PROPN 
J., PROPN 
Genever, PROPN 
P., PROPN 
G., PROPN 
Patton, PROPN 
A., PROPN 
J., PROPN 
Steuckle, PROPN 
S., PROPN 
Hillam, PROPN 

, SPACE 
R., PROPN 
A., PROPN 
Skerry, PROPN 
T., PROPN 
M., PROPN 
Mechanically, ADV 
regulated, VERB 
expression, NOUN 
neuralglutamate, ADJ 
transporter, NOUN 
bone, NOUN 
role, NOUN 
excitatory, NOUN 
amino, NOUN 
acids, NOUN 
osteotropicagents, NOUN 
Bone, NOUN 
20:199–205, PROPN 
1997, NUM 

, SPACE 
26, NUM 
Mayer, PROPN 
M., PROPN 
L., PROPN 
Westbrook, PROPN 
G., PROPN 
L., PROPN 
physiology, NOUN 
excitatory, PROPN 
amino, NOUN 
acids, NOUN 

, SPACE 
vertebrate, ADJ 
central, ADJ 
nervous, ADJ 
system, NOUN 
Prog, PROPN 
Neurobiol, PROPN 
28:197–276, PROPN 
1987, NUM 

, SPACE 
27, NUM 
McKee, PROPN 
M., PROPN 
D., PROPN 
Nanci, PROPN 
A., PROPN 
Landis, PROPN 
W., PROPN 
J., PROPN 
Gotoh, PROPN 
Y., PROPN 
Gerstenfeld, PROPN 
L., PROPN 
C., PROPN 

, SPACE 
Glimcher, PROPN 
M., PROPN 
J., PROPN 
Effects, PROPN 
fixation, NOUN 
demineralization, NOUN 
retention, NOUN 
ofbone, NOUN 
phosphoproteins, NOUN 
matrix, NOUN 
components, NOUN 
evaluated, VERB 
biochem, NOUN 
icalanalysesandquantitativeimmunocytochemistry, NOUN 
JBoneMinerRes6:937–945, NUM 
1991, NUM 

, SPACE 
28, X 
Milgram, PROPN 
J., PROPN 
W., PROPN 
Robinson, PROPN 
R., PROPN 
A., PROPN 
electron, NOUN 
microscopic, ADJ 
demonstration, NOUN 

, SPACE 
unmyelinated, ADJ 
nerves, NOUN 
haversian, ADJ 
canals, NOUN 
adult, NOUN 
dog, NOUN 
Bull, PROPN 
John, PROPN 
HopkHosp, PROPN 
117:163–173, NUM 
1965, NUM 

, SPACE 
29, NUM 
Miller, PROPN 
M.R.andKasahara, PROPN 
M.Observationsontheinnervationofhumanlong, PROPN 

, SPACE 
bones, NOUN 
Anat, PROPN 
Rec, PROPN 
145:13–23, PROPN 
1963, NUM 

, SPACE 
30, NUM 
Neiss, PROPN 
W., PROPN 
F., PROPN 
Electron, PROPN 
staining, VERB 
cell, NOUN 
surface, NOUN 
coat, NOUN 
osmium, NOUN 
low, ADJ 

, SPACE 
ferrocyanide, NOUN 
Histochemistry, NOUN 
80:231–242, PROPN 
1984, NUM 

, SPACE 
31, NUM 
Patton, PROPN 
A., PROPN 
J., PROPN 
Genever, PROPN 
P., PROPN 
G., PROPN 
Birch, PROPN 
M., PROPN 
A., PROPN 
Suva, PROPN 
L., PROPN 
J., PROPN 
Skerry, PROPN 
T., PROPN 
M., PROPN 

, SPACE 
Expression, PROPN 
N, PROPN 
Methyl, PROPN 
D, PROPN 
Aspartate, ADJ 
type, NOUN 
receptor, NOUN 
human, NOUN 
ratosteoblasts, NOUN 
osteoclasts, NOUN 
suggests, VERB 
novel, ADJ 
glutamate, NOUN 
signaling, ADJ 
pathway, NOUN 
inbone, ADJ 
Bone, PROPN 
22:645–649, PROPN 
1998, NUM 

, SPACE 
32, X 
Sisask, PROPN 
G., PROPN 
Bjurholm, PROPN 
A., PROPN 
Ahmed, PROPN 
M., PROPN 
Kreicbergs, PROPN 
A., NOUN 
development, NOUN 

, SPACE 
autonomic, ADJ 
innervation, NOUN 
bone, NOUN 
joints, NOUN 
rat, PROPN 
J, PROPN 
Auton, PROPN 
Nerv, PROPN 
Syst59:27–33, PROPN 
1996, NUM 

, SPACE 
33, NUM 
Tabarowski, PROPN 
Z., PROPN 
Gibson, PROPN 
Berry, PROPN 
K., PROPN 
Felten, PROPN 
S., PROPN 
Y., PROPN 
Noradrenergic, PROPN 
pepti-, ADJ 

, SPACE 
dergic, ADJ 
innervation, NOUN 
mouse, NOUN 
femur, ADJ 
bone, NOUN 
marrow, NOUN 
Acta, PROPN 
Histochem, PROPN 
Jena)98:453–457, NOUN 
1996, NUM 

, SPACE 
34, NUM 
Thurston, PROPN 
T., PROPN 
J., PROPN 
Distribution, PROPN 
nerves, NOUN 
long, ADJ 
bones, NOUN 
shown, VERB 
silver, NOUN 

, SPACE 
impregnation, NOUN 
J, PROPN 
Anat, PROPN 
134:719–728, PROPN 
1982, NUM 

, SPACE 
35, NUM 
Warshawsky, PROPN 
H.andMoore, ADP 
G.Atechniqueforthefixationanddecalcification, NOUN 

, SPACE 
oftheratincisorsforelectronmicroscopy, VERB 
JHistochemCytochem15:542–549;1967, X 

, SPACE 
Date, PROPN 
Received, VERB 
December, PROPN 
1, NUM 
1998, NUM 

, SPACE 
Date, PROPN 
Revised, VERB 
August, PROPN 
2, NUM 
1999, NUM 

, SPACE 
Date, PROPN 
Accepted, PROPN 
August, PROPN 
3, NUM 
1999629, NUM 
Bone, PROPN 
Vol, PROPN 
25, NUM 
6, NUM 
C., PROPN 
M., PROPN 
Serre, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
December, PROPN 
1999:623–629, NUM 
Glu, PROPN 
containing, VERB 
nerve, NOUN 
processes, NOUN 
bone, NOUN 

, SPACE 
