Pergamon, PROPN 
, SPACE 
R., PROPN 
Law, PROPN 
Ministry, PROPN 
Agriculture, PROPN 
Fisheries, PROPN 
Food, PROPN 
Mr, PROPN 
P., PROPN 
Holmes, PROPN 

, SPACE 
Clyde, PROPN 
River, PROPN 
Purification, PROPN 
Board, PROPN 
Dr, PROPN 
A., PROPN 
Turner, PROPN 
University, PROPN 

, SPACE 
Plymouth, PROPN 
crew, NOUN 
Seu, PROPN 
Vigil, PROPN 
help, NOUN 
sample, NOUN 

, SPACE 
collection, NOUN 
Dr, PROPN 
P., PROPN 
Jones, PROPN 
Mr, PROPN 
C., PROPN 
Pettit, PROPN 
Mr, PROPN 
A., PROPN 
Joynes, PROPN 
Rechem, PROPN 

, SPACE 
Environmental, PROPN 
Research, PROPN 
sample, NOUN 
analyses, NOUN 
Dr, PROPN 
C., PROPN 
Wright, PROPN 
Dr, PROPN 
J., PROPN 

, SPACE 
Startin, PROPN 
Ministry, PROPN 
Agriculture, PROPN 
Fisheries, PROPN 
Food, PROPN 
supply, NOUN 
14C, NUM 

, SPACE 
radiolabelled, VERB 
standards, NOUN 
Dr, PROPN 
S., PROPN 
Rowland, PROPN 
Dr, PROPN 
J., PROPN 
Zhou, PROPN 
advice, NOUN 

, SPACE 
guidance, NOUN 
laboratory, NOUN 
experiments, NOUN 
work, NOUN 
carried, VERB 

, SPACE 
contract, NOUN 
funded, VERB 
Department, PROPN 
Trade, PROPN 
Industry, PROPN 

, SPACE 
Wealth, PROPN 
Oceans, PROPN 
programme, NOUN 
contract, NOUN 
MTD, PROPN 
MD/9/118, PROPN 

, SPACE 
British, PROPN 
Maritime, PROPN 
Technology, PROPN 
University, PROPN 
Plymouth, PROPN 
Rechem, PROPN 

, SPACE 
Environmental, PROPN 
Research, PROPN 

, SPACE 
Ambidge, PROPN 
P., PROPN 
F., PROPN 
Cox, PROPN 
E., PROPN 
A., PROPN 
Creaser, PROPN 
C., PROPN 
S., PROPN 
Greenberg, PROPN 
M., PROPN 
de, PROPN 
M., PROPN 

, SPACE 
Gem, PROPN 
M., PROPN 
G., PROPN 
Gilbert, PROPN 
J., PROPN 
Jones, PROPN 
P., PROPN 
W., PROPN 
Kibblewhite, PROPN 
M., PROPN 
G., PROPN 
Level, PROPN 
J., PROPN 

, SPACE 
Lisseter, PROPN 
S., PROPN 
G., PROPN 
Meredith, PROPN 
T., PROPN 
J., PROPN 
Smith, PROPN 
L., PROPN 
Smith, PROPN 
P., PROPN 
Startin, PROPN 
J., PROPN 
R., PROPN 

, SPACE 
Stenhouse, PROPN 
1, NUM 
Whitworth, PROPN 
M., PROPN 
1990, NUM 
Acceptance, NOUN 
criteria, NOUN 

, SPACE 
analytical, ADJ 
data, NOUN 
polycblorinated, VERB 
dibenzo, NOUN 
p, NOUN 
dioxins, NOUN 
poly-, NOUN 

, SPACE 
chlorinated, VERB 
dibenzofurans, NOUN 
Chemosphere, ADV 
21, NUM 
999, NUM 
1006, NUM 

, SPACE 
D&eke, PROPN 
K., PROPN 
Joiris, PROPN 
C., PROPN 
1988, NUM 
Accumulation, NOUN 
mechanisms, NOUN 

, SPACE 
geographical, ADJ 
distribution, NOUN 
PCBs, NOUN 
North, PROPN 
Sea, PROPN 
O&nis, PROPN 
14, NUM 

, SPACE 
399410, NUM 
Sorption, NOUN 
benzo[a]pyrene, NOUN 
phenathrene, NOUN 
suspended, VERB 
harbour, NOUN 

, SPACE 
sediment, NOUN 
function, NOUN 
concentration, NOUN 
salinity, NOUN 
laboratory, NOUN 

, SPACE 
study, NOUN 
cosolvent, ADJ 
partition, NOUN 
coefficient, NOUN 
Environ, PROPN 
Sci, PROPN 
Technol, PROPN 

, SPACE 
29, NUM 
363, NUM 
371, NUM 

, SPACE 
Murphy, PROPN 
E., PROPN 
M., PROPN 
Zachara, PROPN 
J., PROPN 
M., PROPN 
Smith, PROPN 
S., PROPN 
C., PROPN 
Phillips, PROPN 
J., PROPN 
L., PROPN 

, SPACE 
Weitsma, PROPN 
T., PROPN 
W., PROPN 
1994, NUM 
Interaction, NOUN 
hydrophobic, PROPN 
organic, ADJ 

, SPACE 
compounds, NOUN 
mineral, NOUN 
bound, VERB 
humic, ADJ 
substances, NOUN 
Environ, PROPN 
Sci, PROPN 

, SPACE 
Technol, PROPN 
28, NUM 
1291, NUM 
1299, NUM 

, SPACE 
Ng, PROPN 
B., PROPN 
Turner, PROPN 
A., PROPN 
Tyler, PROPN 
A., PROPN 
O., PROPN 
Falconer, PROPN 
R., PROPN 
A., PROPN 
Millward, PROPN 
G., PROPN 
E., PROPN 

, SPACE 
press, NOUN 
Modelling, VERB 
contaminant, ADJ 
geochemistry, NOUN 
estuaries, NOUN 
Water, PROPN 

, SPACE 
Res, PROPN 

, SPACE 
North, PROPN 
Sea, PROPN 
Task, PROPN 
Force, PROPN 
1993, NUM 
North, PROPN 
Sea, PROPN 
Quality, PROPN 
Status, PROPN 
Report, PROPN 
1993, NUM 

, SPACE 
Oslo, PROPN 
Paris, PROPN 
Commissions, PROPN 
London, PROPN 
132, NUM 
pp, NOUN 

, SPACE 
NRA, PROPN 
1994, NUM 
Dioxin, PROPN 
data, NOUN 
public, ADJ 
register, NOUN 
NRA, PROPN 
Northumbria, PROPN 

, SPACE 
Yorkshire, PROPN 
Region, PROPN 

, SPACE 
Oehme, PROPN 
M., PROPN 
Klungsoyr, PROPN 
J., PROPN 
Biseth, PROPN 
A., PROPN 
Schlabach, PROPN 
M., PROPN 
1993, NUM 

, SPACE 
Determination, PROPN 
PCDD, PROPN 
PCDF, PROPN 
levels, NOUN 
sediments, NOUN 
Arctic, PROPN 

, SPACE 
Bare, PROPN 
Sea, PROPN 
including, VERB 
quality, NOUN 
assurance, NOUN 
methodological, ADJ 

, SPACE 
aspects, NOUN 
comparison, NOUN 
concentrations, NOUN 
North, PROPN 
Sea, PROPN 

, SPACE 
Proc, PROPN 
13th, PROPN 
Int, PROPN 
Symp, PROPN 
Chlorinated, PROPN 
Dioxins, PROPN 
Related, PROPN 
Compounds, PROPN 

, SPACE 
Organochlorine, PROPN 
Compoundr, PROPN 
Vol, PROPN 
12, NUM 
pp, PROPN 
219, NUM 
222, NUM 
Dioxin, PROPN 
93, NUM 

, SPACE 
Vienna, PROPN 
September, PROPN 
1993, NUM 

, SPACE 
Pettit, PROPN 
K., PROPN 
Brown, PROPN 
R., PROPN 
S., PROPN 
Jones, PROPN 
P., PROPN 
W., PROPN 
1990, NUM 
Quantification, NOUN 

, SPACE 
2,3,7,8, PROPN 
TCDD, NOUN 
GCMS, PROPN 
Znt, PROPN 
J., PROPN 
Environ, PROPN 
Anal, PROPN 
Gem, PROPN 
38, NUM 
135, NUM 
141, NUM 

, SPACE 
Preston, PROPN 
M., PROPN 
R., PROPN 
Raymundo, PROPN 
C., PROPN 
C., PROPN 
1993, NUM 
associations, NOUN 
linear, PROPN 

, SPACE 
alkyl, ADJ 
benzenes, NOUN 
bulk, ADJ 
properties, NOUN 
sediments, NOUN 
River, PROPN 

, SPACE 
Mersey, PROPN 
Estuary, PROPN 
Environ, PROPN 
Pollut, PROPN 
81, NUM 
7, NUM 
13, NUM 

, SPACE 
Swerev, PROPN 
M., PROPN 
Ballschmiter, PROPN 
K., PROPN 
1989, NUM 
Pattern, ADJ 
analysis, NOUN 
PCDDs, NOUN 

, SPACE 
PCDFs, PROPN 
environmental, ADJ 
samples, NOUN 
approach, NOUN 
occurrence/, NUM 

, SPACE 
source, NOUN 
correlation, NOUN 
Chemosphere, ADV 
18, NUM 
609, NUM 
616, NUM 

, SPACE 
Tanabe, PROPN 
S., PROPN 
Iwata, PROPN 
H., PROPN 
Tatsukawa, PROPN 
R., PROPN 
1994, NUM 
Global, ADJ 
contamination, NOUN 

, SPACE 
persistent, ADJ 
organochlorines, NOUN 
ecotoxicological, ADJ 
impact, NOUN 

, SPACE 
marine, NOUN 
mammals, NOUN 
Sci, PROPN 
Tot, PROPN 
Environ, PROPN 
154, NUM 
163, NUM 
177, NUM 

, SPACE 
Turkstra, PROPN 
E., PROPN 
Pols, PROPN 
H., PROPN 
B., PROPN 
1989, NUM 
PCDDs, NOUN 
PCDFs, PROPN 
Dutch, ADJ 

, SPACE 
inland, NOUN 
waters, NOUN 
Chemosphere, ADV 
18, NUM 
539, NUM 
5.51, NUM 

, SPACE 
Turner, PROPN 
A., PROPN 
Millward, PROPN 
G., PROPN 
E., PROPN 
Morris, PROPN 
A., NOUN 
W., PROPN 
1991, NUM 
Particulate, NOUN 

, SPACE 
metals, NOUN 
major, ADJ 
North, PROPN 
Sea, PROPN 
estuaries, NOUN 
Estuar, NOUN 
Coast, PROPN 
Shelf, PROPN 
Sci, PROPN 

, SPACE 
32, NUM 
325, NUM 
346, NUM 

, SPACE 
Turner, PROPN 
A., PROPN 
Tyler, PROPN 
A., NOUN 
0, NUM 
press, NOUN 
Modelling, VERB 
adsorption, NOUN 

, SPACE 
desorption, NOUN 
processes, NOUN 
estuaries, NOUN 
Biogeochemi$try, NOUN 
Inter, PROPN 
tidal, ADJ 

, SPACE 
Sediments, NOUN 
J., PROPN 
Rae, PROPN 
T., PROPN 
Jickells, PROPN 
eds, PROPN 
Cambridge, PROPN 
University, PROPN 

, SPACE 
Press, PROPN 

, SPACE 
Tyler, PROPN 
A., PROPN 
O., PROPN 
Millward, PROPN 
G., PROPN 
E., PROPN 
Jones, PROPN 
P., PROPN 
H., PROPN 
Turner, PROPN 
A., PROPN 
1994, NUM 

, SPACE 
Polychlorinated, VERB 
dibenzo, NOUN 
para, NOUN 
dioxins, NOUN 
polychlorinated, VERB 
dibenzo-, NOUN 

, SPACE 
furans, NOUN 
sediments, NOUN 
UK, PROPN 
estuaries, NOUN 
Esfuar, ADJ 
Coast, PROPN 
Shelf, PROPN 
Sci, PROPN 
39, NUM 

, SPACE 
1, NUM 
13, NUM 

, SPACE 
EPA, PROPN 
1994a, NUM 
Health, PROPN 
Assessment, PROPN 
Document, PROPN 
2,3,7,8, NUM 
Tetra-, PROPN 

, SPACE 
chlorodibenzo, NOUN 
p, NOUN 
dioxin, PROPN 
TCDD, PROPN 
Related, PROPN 
Compounds, PROPN 
Vol, PROPN 
III, PROPN 

, SPACE 
Office, PROPN 
Health, PROPN 
Environmental, PROPN 
Assessment, PROPN 
Office, NOUN 
Research, PROPN 

, SPACE 
Development, PROPN 
Government, PROPN 
Printing, PROPN 
Office, PROPN 
Washington, PROPN 

, SPACE 
DC, PROPN 
EPA/600, PROPN 
BP-92/001C., PROPN 

, SPACE 
EPA, PROPN 
1994b, NUM 
Estimating, VERB 
Exposure, NOUN 
Dixoin, PROPN 
like, ADJ 
Compounds, PROPN 

, SPACE 
Vol, PROPN 
executive, ADJ 
summary, NOUN 
O$ce, NOUN 
Health, PROPN 
Environmental, PROPN 

, SPACE 
Assessment, PROPN 
Office, NOUN 
Research, PROPN 
Development, PROPN 
Government, PROPN 

, SPACE 
Printing, PROPN 
Office, PROPN 
Washington, PROPN 
DC, PROPN 
EPA/600/6, NUM 
88/005Ca, NOUN 

, SPACE 
EPA, PROPN 
1994c, NUM 
Estimating, VERB 
Exposure, PROPN 
Dioxin, PROPN 
like, ADJ 
Compounds, PROPN 

, SPACE 
Vol, PROPN 
II, PROPN 
Properties, PROPN 
Sources, PROPN 
Occurrence, PROPN 
Background, PROPN 
Expo-, PROPN 

, SPACE 
sures, NOUN 
Office, PROPN 
Health, PROPN 
Environmental, PROPN 
Assessment, PROPN 
Office, NOUN 

, SPACE 
Research, PROPN 
Development, PROPN 
Government, PROPN 
Printing, PROPN 
Office, PROPN 

, SPACE 
Washington, PROPN 
DC, PROPN 
EPA/600/6, NUM 
88/005Cb, NUM 

, SPACE 
403, NUM 

, SPACE 
