ELSEVIER, PROPN 
B6nyei, NOUN 
J.N.W., PROPN 
Stafford, PROPN 
~., X 
Kath6, PROPN 
D.J., PROPN 
Darensbourg, PROPN 
F., PROPN 

, SPACE 
Jo6, PROPN 
J., PROPN 
Mol, PROPN 
Catal, PROPN 
84, NUM 
1993, NUM 
157, NUM 

, SPACE 
7, X 
F., PROPN 
Jo6, PROPN 
P., PROPN 
Csiba, PROPN 
A., NOUN 
B6nyei, NOUN 
J., PROPN 
Chem, PROPN 
Soc, PROPN 
Chem, PROPN 
Commun, PROPN 

, SPACE 
1993, NUM 
1602, NUM 

, SPACE 
8, X 
D.J., PROPN 
Darensbourg, PROPN 
F., PROPN 
Jo6, PROPN 
M., PROPN 
Kannisto, PROPN 
A., PROPN 
Kath6, PROPN 
J.H., PROPN 
Reibenspies, PROPN 
Organometallics, PROPN 
11, NUM 
1992, NUM 
1990, NUM 
b, X 
D.J., PROPN 
Darens-, PROPN 

, SPACE 
bourg, ADJ 
F., PROPN 
Jo6, PROPN 
M., PROPN 
Kannisto, PROPN 
A., PROPN 
Kath6, PROPN 
J.H., PROPN 
Reibenspies, PROPN 
D.J., PROPN 

, SPACE 
Daigle, PROPN 
lnorg, ADJ 
Chem, PROPN 
33, NUM 
1994, NUM 
200, NUM 

, SPACE 
9, X 
D.J., PROPN 
Darensbourg, PROPN 
N.W., PROPN 
Stafford, PROPN 
F., PROPN 
Jo6, PROPN 
J.H., PROPN 
Reibenspies, PROPN 

, SPACE 
J., PROPN 
Organomet, PROPN 
Chem, PROPN 
488, NUM 
1995, NUM 
99, NUM 

, SPACE 
10, NUM 
K.J., PROPN 
Fisher, PROPN 
E.C., PROPN 
Alyea, PROPN 
N., PROPN 
Shahnazarian, PROPN 
Phosphorus, PROPN 

, SPACE 
Sulfur, PROPN 
Silicon, PROPN 
Relat, PROPN 
Elem, PROPN 
48, NUM 
1990, NUM 
37, NUM 

, SPACE 
11, NUM 
D.J., PROPN 
Daigle, PROPN 
A.B., PROPN 
Pepperman, PROPN 
Jr., PROPN 
S.L., PROPN 
Vail, PROPN 
J., PROPN 
Heterocyclic, PROPN 

, SPACE 
Chem, PROPN 
11, NUM 
1974, NUM 
407, NUM 

, SPACE 
12, NUM 
A.H., PROPN 
Blatt, PROPN 
ed, PROPN 
Organic, PROPN 
Syntheses, PROPN 
Vol, PROPN 
2, NUM 
Wiley, PROPN 
New, PROPN 
York, PROPN 

, SPACE 
1947, NUM 
p., NOUN 
1, NUM 

, SPACE 
13, NUM 
J., PROPN 
Bakos, PROPN 
R., PROPN 
Karaivanov, PROPN 
M., PROPN 
Laghmari, PROPN 
D., PROPN 
Sinou, PROPN 

, SPACE 
Organometallics, NOUN 
13, NUM 
1994, NUM 
2951, NUM 

, SPACE 
14, NUM 
Z., NOUN 
T6th, PROPN 
F., PROPN 
Jo6, PROPN 
M.T., PROPN 
Beck, PROPN 
lnorg, PROPN 
Chim, PROPN 
Acta, PROPN 
42, NUM 
1980, NUM 

, SPACE 
153, NUM 

, SPACE 
15, X 
B.R., PROPN 
James, PROPN 
Homogeneous, PROPN 
Hydrogenation, PROPN 
Wiley, PROPN 
New, PROPN 
York, PROPN 

, SPACE 
1973, NUM 
pp, PROPN 
204, NUM 
248, NUM 

, SPACE 
16, NUM 
F., PROPN 
Jo6, PROPN 
L., PROPN 
Soms,4k, PROPN 
M.T., PROPN 
Beck, PROPN 
J., PROPN 
Mol, PROPN 
Catal, PROPN 
24, NUM 
1984, NUM 
71, NUM 

, SPACE 
17, NUM 
J.A., PROPN 
Osbome, PROPN 
F.H., PROPN 
Jardine, PROPN 
J.F., PROPN 
Young, PROPN 
G., PROPN 
Wilkinson, PROPN 
J., PROPN 

, SPACE 
Chem, PROPN 
Soc, PROPN 
1966, NUM 
1711, NUM 

, SPACE 
18, NUM 
R.C., PROPN 
Weast, PROPN 
M.J., PROPN 
Astle, PROPN 
W.H., PROPN 
Beyer, PROPN 
eds, PROPN 
CRC, PROPN 
Handbook, PROPN 

, SPACE 
Chemistry, PROPN 
Physics, PROPN 
64th, ADJ 
edn, NOUN 
CRC, PROPN 
Press, PROPN 
Boca, PROPN 
Raton, PROPN 

, SPACE 
FL, PROPN 
D-167, PROPN 

, SPACE 
19, NUM 
F., PROPN 
Jo6, NOUN 
E., PROPN 
Tr6csfinyi, PROPN 
J., PROPN 
Organometal, PROPN 
Chem, PROPN 
231, NUM 
1982, NUM 

, SPACE 
63, NUM 
b, X 
V.V., PROPN 
Grushin, PROPN 
Acc, PROPN 
Chem, PROPN 
Res, PROPN 
26, NUM 
1993, NUM 
279, NUM 
c, PROPN 
V.V., PROPN 

, SPACE 
Grushin, PROPN 
H., PROPN 
Alper, PROPN 
J., PROPN 
Org, PROPN 
Chem, PROPN 
58, NUM 
1993, NUM 
4794, NUM 

, SPACE 
201, NUM 
Ref, PROPN 
15, X 
pp, ADV 
1, NUM 
2, NUM 

, SPACE 
21, NUM 
L., PROPN 
Lecomte, PROPN 
D., PROPN 
Sinou, PROPN 
J., PROPN 
Bakos, PROPN 
I., NOUN 
T6th, NOUN 
B., PROPN 
Heil, PROPN 
J., PROPN 

, SPACE 
Organometal, PROPN 
Chem, PROPN 
370, NUM 
1989, NUM 
277, NUM 
b, X 
I., NOUN 
T6th, PROPN 
B.E., PROPN 
Hanson, PROPN 

, SPACE 
M.E., PROPN 
Davis, PROPN 
Tetrahedron, PROPN 
Asymmetry, PROPN 
1, NUM 
1990, NUM 
913, NUM 
c, PROPN 
A., PROPN 

, SPACE 
Kumar, PROPN 
G., PROPN 
Oehme, PROPN 
J.P., PROPN 
Roque, PROPN 
M., PROPN 
Schwarze, PROPN 
R., PROPN 
Selke, PROPN 

, SPACE 
Angew, PROPN 
Chem, PROPN 
Int, PROPN 
Ed, PROPN 
Engl, PROPN 
33, NUM 
1994, NUM 
2197, NUM 

, SPACE 
22, NUM 
C., PROPN 
Larpent, PROPN 
H., PROPN 
Patin, PROPN 
J., PROPN 
Organometal, PROPN 
Chem, PROPN 
335, NUM 
1987, NUM 

, SPACE 
C13, PROPN 


, SPACE 
