Original, ADJ 
, SPACE 
riers, NOUN 
conduits, NOUN 
molecular, ADJ 
exchange, NOUN 
normal, ADJ 
OA, PROPN 
joints, NOUN 

, SPACE 
Weﬁrst, PROPN 
tested, VERB 
permeability, NOUN 
major, ADJ 
structural, ADJ 
barrier, NOUN 
i.e., X 

, SPACE 
calci, NOUN 
ﬁed, PROPN 
cartilage, NOUN 
matrix, NOUN 
osteochondral, ADJ 
interface, NOUN 

, SPACE 
transport, NOUN 
biochemical, ADJ 
signals, NOUN 
FLIP, PROPN 
approach, NOUN 
FLIP, PROPN 

, SPACE 
successfully, ADV 
applied, VERB 
transport, VERB 
quanti, PROPN 
ﬁcation, PROPN 
normal, ADJ 

, SPACE 
joints, NOUN 
10, NUM 
FLIP, PROPN 
technique, NOUN 
providing, VERB 
distinct, ADJ 
advantage, NOUN 

, SPACE 
higher, ADJ 
sensitivity, NOUN 
low, ADJ 
permeability, NOUN 
situations, NOUN 
compared, VERB 

, SPACE 
traditional, ADJ 
tracer, NOUN 
desorption, NOUN 
ﬂuorescence, NOUN 
recovery, NOUN 

, SPACE 
photobleaching, VERB 
methods, NOUN 
found, VERB 
31, NUM 
37, NUM 
0, NUM 
42, NUM 
reduction, NOUN 

, SPACE 
statistically, ADV 
signi, NOUN 
ﬁcant, NOUN 
permeability, NOUN 
calci-, NOUN 

, SPACE 
ﬁed, PROPN 
cartilage, NOUN 
osteochondral, ADJ 
interface, NOUN 
C, PROPN 
C, NOUN 
O, NOUN 
C, NOUN 
measures, NOUN 

, SPACE 
resulted, VERB 
8, NUM 
weeks, NOUN 
altered, ADJ 
joint, ADJ 
loading, NOUN 
ageing, NOUN 
respective-, VERB 

, SPACE 
ly, NOUN 
ECM, PROPN 
OA, PROPN 
models, NOUN 
restrictive, ADJ 
dif-, NOUN 

, SPACE 
fusion, NOUN 
small, ADJ 
testing, NOUN 
molecules, NOUN 
376, NUM 
Da, PROPN 
ﬂuorescein, NOUN 
possible, ADJ 

, SPACE 
hypermineralization, NOUN 
ECM, PROPN 
typically, ADV 
seen, VERB 
OA, PROPN 
14–17, NUM 

, SPACE 
vivo, NOUN 
signaling, VERB 
molecules, NOUN 
usually, ADV 
proteins, NOUN 
larger, ADJ 
mo-, PROPN 

, SPACE 
lecular, ADJ 
weights, NOUN 
testing, NOUN 
molecules, NOUN 
passage, NOUN 

, SPACE 
ECM, PROPN 
OA, PROPN 
joints, NOUN 
presumably, ADV 
restricted, ADJ 

, SPACE 
Interestingly, PROPN 
increasing, VERB 
numbers, NOUN 
large, ADJ 
transport, NOUN 
conduits, NOUN 

, SPACE 
vascular, ADJ 
channels, NOUN 
marrow, NOUN 
cavities, NOUN 
found, VERB 
break, VERB 

, SPACE 
osteochondral, ADJ 
interface, NOUN 
advance, VERB 
tidemark, NOUN 

, SPACE 
OA, PROPN 
joints, NOUN 
Fig, PROPN 
1, NUM 
andTable, NOUN 
2, NUM 
presence, NOUN 
large, ADJ 
perforating, NOUN 

, SPACE 
channels, NOUN 
greatly, ADV 
increases, VERB 
overall, ADJ 
transport, NOUN 
capacity, NOUN 
thejoint, NOUN 
overcoming, VERB 
transport, NOUN 
barriers, NOUN 
posed, VERB 
denser, PROPN 
ECM, PROPN 

, SPACE 
Unlike, ADP 
small, ADJ 
nanopores, NOUN 
found, VERB 
calci, NOUN 
ﬁed, PROPN 
matrix, NOUN 
10, NUM 

, SPACE 
large, ADJ 
conduits, NOUN 
expected, VERB 
facilitate, VERB 
transport, NOUN 
large, ADJ 
signal-, ADJ 

, SPACE 
ing, ADJ 
molecules, NOUN 
large, ADJ 
pore, ADJ 
sizes, NOUN 
order, NOUN 
10-, NUM 

, SPACE 
microns, NOUN 
Based, VERB 
average, ADJ 
number, NOUN 
density, NOUN 
invading, VERB 
ves-, NOUN 

, SPACE 
sels, NOUN 
readily, ADV 
estimate, VERB 
spacing, NOUN 
vascular, ADJ 
channels, NOUN 

, SPACE 
calci, NOUN 
ﬁed, PROPN 
cartilage, NOUN 
81, NUM 
55, NUM 
67, NUM 
μm, NOUN 
control, NOUN 

, SPACE 
aged, ADJ 
DMM, PROPN 
groups, NOUN 
respectively, ADV 
Assuming, VERB 
diffusivity, NOUN 
sodi-, PROPN 

, SPACE 
umﬂuorescein, NOUN 
channels, NOUN 
close, ADJ 
free, ADJ 
diffusion, NOUN 
532, NUM 
μm2, NOUN 
s, PROPN 

, SPACE 
24, NUM 
effective, ADJ 
diffusivity, NOUN 
tracer, NOUN 
tissue, NOUN 
cylinder, NOUN 
sur-, NOUN 

, SPACE 
rounding, VERB 
invading, NOUN 
vessel, NOUN 
expected, VERB 
scale, VERB 
square, NOUN 

, SPACE 
ratio, NOUN 
vessel, NOUN 
dimension, NOUN 
~10, PUNCT 
μm, NOUN 
diameter, NOUN 

, SPACE 
tissue, NOUN 
cylinder, NOUN 
i.e., X 
vessel, NOUN 
spacing, NOUN 
effective, ADJ 
diffusivity, NOUN 

, SPACE 
estimated, VERB 
8, NUM 
μm2, NOUN 
s, PROPN 
normal, ADJ 
joints, NOUN 
increased, VERB 

, SPACE 
18, NUM 
12, NUM 
μm2, NOUN 
s, NOUN 
aged, ADJ 
DMM, PROPN 
joints, NOUN 
respectively, ADV 
Fur-, NOUN 

, SPACE 
thermore, PROPN 
fraction, NOUN 
vessels, NOUN 
penetrated, VERB 
way, NOUN 

, SPACE 
calci, NOUN 
ﬁed, PROPN 
cartilage, NOUN 
found, VERB 
breach, VERB 
tidemark, NOUN 
160, NUM 

, SPACE 
236, NUM 
μm, NOUN 
aged, ADJ 
DMM, PROPN 
joints, NOUN 
respectively, ADV 
vessels, NOUN 

, SPACE 
provided, VERB 
ef, PROPN 
ﬁcient, PROPN 
pathway, NOUN 
direct, ADJ 
molecular, ADJ 
transport, NOUN 

, SPACE 
subchondral, ADJ 
bone, NOUN 
articular, ADJ 
cartilage, NOUN 
cross, ADJ 
talk, ADJ 
ca-, ADJ 

, SPACE 
pacity, NOUN 
anticipated, VERB 
elevated, ADJ 
aged, ADJ 
joints, NOUN 

, SPACE 
considering, VERB 
signi, NOUN 
ﬁcant, NOUN 
thinning, NOUN 
calci, PROPN 
ﬁed, PROPN 
tissue, NOUN 
layers, NOUN 

, SPACE 
Fig, PROPN 
4, NUM 
present, ADJ 
study, NOUN 
reference, NOUN 
28, NUM 
results, NOUN 
con-, PRON 

, SPACE 
sistent, ADJ 
conductance, NOUN 
measurements, NOUN 
performed, VERB 
OA, PROPN 
osteo-, PUNCT 

, SPACE 
chondral, ADJ 
samples, NOUN 
29, NUM 

, SPACE 
present, ADJ 
study, NOUN 
tested, VERB 
OA, NOUN 
models, NOUN 
induced, VERB 

, SPACE 
ageing, NOUN 
altered, ADJ 
joint, ADJ 
loading, NOUN 
major, ADJ 
risk, NOUN 
factors, NOUN 

, SPACE 
OA, PROPN 
1, NUM 
models, NOUN 
exhibited, VERB 
mild, ADJ 
cartilage, NOUN 
damage, NOUN 

, SPACE 
hands, NOUN 
average, ADJ 
score, NOUN 
order, NOUN 
1.2, NUM 
range, NOUN 
6, NUM 

, SPACE 
consistent, ADJ 
previous, ADJ 
studies, NOUN 
23,30, X 
mild, ADJ 
OA, NOUN 

, SPACE 
models, NOUN 
provided, VERB 
opportunities, NOUN 
study, VERB 
tissue, NOUN 
alterations, NOUN 
associated, VERB 

, SPACE 
early, ADJ 
stage(s, PROPN 
OA, PROPN 
statistically, ADV 
signi, VERB 
ﬁcant, NOUN 
tissue, NOUN 

, SPACE 
permeabilities, NOUN 
OA, PROPN 
models, NOUN 
reduced, VERB 
compared, VERB 

, SPACE 
normal, ADJ 
age, NOUN 
control, NOUN 
lack, NOUN 
statistical, ADJ 
signi, NOUN 
ﬁcance, NOUN 

, SPACE 
groups, NOUN 
small, ADJ 
sample, NOUN 
size, NOUN 
study, NOUN 

, SPACE 
n=4, NUM 
5, NUM 
relatively, ADV 
large, ADJ 
variation, NOUN 
data, NOUN 
coef, PROPN 
ﬁcient, NOUN 

, SPACE 
variation, NOUN 
range, NOUN 
20, NUM 
50, NUM 
Table, NOUN 
1, NUM 
Heterogeneous, ADJ 
local, ADJ 
tis-, ADJ 

, SPACE 
sue, NOUN 
mineralization, NOUN 
possible, ADJ 
factor, NOUN 
data, NOUN 
scattering, VERB 

, SPACE 
14, NUM 
errors, NOUN 
associated, VERB 
ﬂuorescence, NOUN 
imaging, NOUN 

, SPACE 
curve, NOUN 
ﬁtting, NOUN 
Larger, ADJ 
sample, NOUN 
size, NOUN 
needed, VERB 
future, ADJ 
studies, NOUN 
Con-, NOUN 

, SPACE 
sistent, ADJ 
previous, ADJ 
reports, NOUN 
18,19, NUM 
increased, VERB 
vessel, NOUN 
invasion, NOUN 

, SPACE 
detected, VERB 
OA, PROPN 
models, NOUN 
vessels, NOUN 
approaching, VERB 
oc-, NUM 

, SPACE 
casionally, ADV 
breaching, VERB 
tidemark, NOUN 
molecular, ADJ 
mechanisms, NOUN 

, SPACE 
directed, ADJ 
vessel, NOUN 
growth, NOUN 
process, NOUN 
remain, VERB 
unclear, ADJ 
speculate, VERB 

, SPACE 
pro, ADJ 
angiogenic, ADJ 
factors, NOUN 
involved, VERB 
OA, PROPN 
models, NOUN 

, SPACE 
potential, ADJ 
source, NOUN 
factors, NOUN 
hypertrophic, ADJ 
chondrocytes, NOUN 

, SPACE 
31,32, X 
angiogenesis, NOUN 
directly, ADV 
ﬂuences, NOUN 
loss, NOUN 
cartilage, NOUN 

, SPACE 
matrix, NOUN 
vivo, NOUN 
suggested, VERB 
vitro, X 
grafting, NOUN 
study, NOUN 
33, NUM 
needs, VERB 

, SPACE 
tested, VERB 
future, ADJ 
studies, NOUN 
know, VERB 
present, ADJ 

, SPACE 
study, NOUN 
communication, NOUN 
capacity, NOUN 
bone, NOUN 
cartilage, NOUN 

, SPACE 
greatly, ADV 
increased, VERB 
OA, PROPN 
models, NOUN 
different, ADJ 
mecha-, ADJ 

, SPACE 
nisms, NOUN 
Increased, VERB 
cross, ADJ 
talk, NOUN 
achieved, VERB 
aged, ADJ 
joints, NOUN 
mainly, ADV 
ves-, NOUN 

, SPACE 
sel, ADJ 
invasion, NOUN 
thinning, NOUN 
transport, NOUN 
barrier, NOUN 
calci, PROPN 
ﬁed, PROPN 
tissues, NOUN 

, SPACE 
vessel, NOUN 
invasion, NOUN 
increased, VERB 
altered, ADJ 
loading, NOUN 
OA, NOUN 

, SPACE 
model, NOUN 
2, NUM 
months, NOUN 
post, NOUN 
surgery, NOUN 
tissue, NOUN 
thinning, NOUN 
occur, VERB 

, SPACE 
later, ADJ 
time, NOUN 
points, NOUN 
DMM, PROPN 
animals, NOUN 
needs, VERB 
tested, VERB 

, SPACE 
limitation, NOUN 
study, NOUN 
track, VERB 
physiological, ADJ 

, SPACE 
signaling, VERB 
molecules, NOUN 
involved, VERB 
OA, PROPN 
development, NOUN 
Instead, ADV 

, SPACE 
ﬂuorescent, NOUN 
marker, NOUN 
surrogate, NOUN 
convenience, NOUN 
imaging, NOUN 
How-, X 

, SPACE 
diffusivity, NOUN 
effective, ADJ 
transport, NOUN 
pathway, NOUN 
data, NOUN 
obtained, VERB 
here-, ADV 

, SPACE 
readily, ADV 
extrapolated, VERB 
small, ADJ 
nutrients, NOUN 
small, ADJ 
bioactive, ADJ 

, SPACE 
molecules, NOUN 
Let, VERB 
consider, VERB 
scenario, NOUN 
prostaglandin, PROPN 
E2, PROPN 
nitric, NOUN 

, SPACE 
oxide, NOUN 
comparable, ADJ 
molecular, ADJ 
weight, NOUN 
sodium, PROPN 
ﬂuorescein, PROPN 

, SPACE 
released, VERB 
subchondral, ADJ 
bone, NOUN 
regions, NOUN 
bone, NOUN 
turnover, NOUN 
34].A, PROPN 
s, AUX 

, SPACE 
suming, VERB 
diffusivity, NOUN 
ﬂuorescein, PROPN 
readily, ADV 
permeate, VERB 

, SPACE 
calciﬁed, NOUN 
cartilage, NOUN 
distance, NOUN 
58, NUM 
μm, NOUN 
half, DET 
hour, NOUN 

, SPACE 
Fig, PROPN 
4, NUM 
Thickness, NOUN 
subchondral, ADJ 
bone, NOUN 
SB, PROPN 
calci, PROPN 
ﬁed, PROPN 
cartilage, PROPN 
CC, PROPN 
articular, PROPN 
carti-, NOUN 

, SPACE 
lage, NOUN 
AC, PROPN 
total, ADJ 
thickness, NOUN 
sum, NOUN 
SB, PROPN 
CC, PROPN 
AC, PROPN 
distal, ADJ 
femoralepiphysis, NOUN 
aged, ADJ 
DMM, PROPN 
OA, PROPN 
joints, NOUN 
data, NOUN 
normalized, VERB 
normalage, NOUN 
controls, NOUN 
indicates, VERB 
p, PROPN 
b0.05, PROPN 
vs., ADP 
controls, NOUN 
Student's-, PROPN 
ttest, ADJ 

, SPACE 
Table, NOUN 
2, NUM 

, SPACE 
number, NOUN 
density, NOUN 
invading, NOUN 
vessels, NOUN 
right, ADJ 
distal, ADJ 
femoral, ADJ 
epiphyses, NOUN 

, SPACE 
Group, PROPN 

, SPACE 
sample, NOUN 
size)Age, PROPN 
Number, PROPN 
density, NOUN 
invading, NOUN 
vessels, NOUN 
/mm2, NOUN 

, SPACE 
SB, PROPN 

, SPACE 
mean+SD)CC, PROPN 

, SPACE 
mean+SD)TM, PROPN 

, SPACE 
mean+SD, PROPN 

, SPACE 
DMM, PROPN 

, SPACE 
n=4)5, NOUN 
months, NOUN 
427.9±110.8, NUM 
222.4±72.6, PROPN 
18.1±15.8, NUM 

, SPACE 
Control, PROPN 

, SPACE 
n=4)5, NOUN 
months, NOUN 
327.1±178.0, NOUN 
151.5±139.3, PROPN 
0, NUM 

, SPACE 
Aged, VERB 

, SPACE 
n=4)20–24, PRON 
months, NOUN 
209.5±113.5, PROPN 
332.2±86.4, PROPN 
51.3±40.6, PROPN 

, SPACE 
Keys, NOUN 

, SPACE 
SD, NOUN 
standard, ADJ 
deviation, NOUN 

, SPACE 
SB, PROPN 
subchondral, ADJ 
bone;CC, NOUN 
calci, NOUN 
ﬁed, PROPN 
cartilage, NOUN 

, SPACE 
TM, PROPN 
tidemark;*p, PROPN 
b0.05, PROPN 
tailed, VERB 
Student, PROPN 
t, NOUN 
test, NOUN 
aged, VERB 
vs., ADP 
control).216, NOUN 
J., PROPN 
Pan, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
212, NUM 
217, NUM 

, SPACE 
i.e., X 
,√[4Dt]=58, PUNCT 
μm, PROPN 
D=0.48, NOUN 
μm2, PROPN 
s, NOUN 
t=0.5, ADJ 
h, NOUN 
capillary, NOUN 

, SPACE 
penetrated, VERB 
joints, NOUN 
occurs, VERB 
aged, ADJ 
DMM, PROPN 
joints, NOUN 
signal-, ADJ 

, SPACE 
ing, ADJ 
molecules, NOUN 
cover, VERB 
distance, NOUN 
matter, NOUN 
seconds, NOUN 

, SPACE 
surprisingly, ADV 
fast, ADJ 
transport, NOUN 
processes, NOUN 
contribute, VERB 
ele-, NOUN 

, SPACE 
vated, VERB 
concentrations, NOUN 
OA, PROPN 
joints, NOUN 
providing, VERB 
alternative, ADJ 
explana-, ADJ 

, SPACE 
tion, NOUN 
sources, NOUN 
molecules, NOUN 
vivo, ADJ 
studies, NOUN 

, SPACE 
inhibition, NOUN 
molecules, NOUN 
provided, VERB 
bene, ADJ 
ﬁcial, ADJ 
effects, NOUN 
cartilage, NOUN 

, SPACE 
35,36, NUM 
second, ADJ 
limitation, NOUN 
current, ADJ 
study, NOUN 
ad-, ADV 

, SPACE 
dress, VERB 
mechanistic, ADJ 
questions, NOUN 
direction, NOUN 
bone, NOUN 
carti-, NOUN 

, SPACE 
lage, NOUN 
cross, NOUN 
talk, ADJ 
signaling, NOUN 
nature, NOUN 
soluble, ADJ 
signals, NOUN 

, SPACE 
large, ADJ 
surface, NOUN 
area, NOUN 
cartilage, NOUN 
presence, NOUN 
transport, NOUN 
barriers, NOUN 

, SPACE 
calci, PROPN 
ﬁed, PROPN 
cartilage, NOUN 
osteochondral, ADJ 
interface, NOUN 
surface, NOUN 
signal-, ADJ 

, SPACE 
ing, ADJ 
mechanisms, NOUN 
appealing, VERB 
studying, VERB 
OA, PROPN 
pathology, NOUN 
mecha-, ADJ 

, SPACE 
nisms, NOUN 
accepted, VERB 
related, ADJ 
cartilage, NOUN 
degenerative, ADJ 
disease, NOUN 

, SPACE 
rheumatoid, ADJ 
arthritis, NOUN 
early, ADJ 
changes, NOUN 
observed, VERB 
OA, PROPN 
patients, NOUN 

, SPACE 
typically, ADV 
involve, VERB 
bone, NOUN 
compartment, NOUN 
4–6, NUM 
inhibition, NOUN 
bone, NOUN 

, SPACE 
remodeling, NOUN 
arrested, VERB 
progression, NOUN 
OA, PROPN 
animal, NOUN 
studies, NOUN 
7].T, PROPN 
h, NOUN 
e, PROPN 
s, PROPN 
e, NOUN 

, SPACE 
lines, NOUN 
evidence, NOUN 
lead, VERB 
hypothesis, NOUN 
signaling, VERB 
bone, NOUN 
car-, X 

, SPACE 
tilage, NOUN 
mechanisms, NOUN 
lead, VERB 
OA, PROPN 
development, NOUN 
3].O, NUM 
u, NOUN 
r, NOUN 

, SPACE 
results, NOUN 
demonstrated, VERB 
increased, VERB 
transport, NOUN 
potential, NOUN 
OA, PROPN 
joints, NOUN 

, SPACE 
support, VERB 
exclude, VERB 
surface, NOUN 

, SPACE 
cross, ADJ 
talk, VERB 
speci, NOUN 
ﬁcally, ADV 
designed, VERB 
experiments, NOUN 
needed, VERB 
re-, ADV 

, SPACE 
solve, VERB 
question, NOUN 
speculate, VERB 
likely, ADJ 
candidates, NOUN 

, SPACE 
bone, NOUN 
cartilage, NOUN 
cross, NOUN 
talk, ADJ 
signaling, VERB 
molecules, NOUN 
include, VERB 
bone, NOUN 
remo-, NOUN 

, SPACE 
deling, NOUN 
byproducts, NOUN 
transform, NOUN 
growth, NOUN 
factor, NOUN 
beta, NOUN 
insulin, NOUN 
like, ADJ 

, SPACE 
growth, NOUN 
factors, NOUN 
ﬁbroblast, VERB 
growth, NOUN 
factors, NOUN 
osteoclast, ADJ 
oste-, ADJ 

, SPACE 
oblast, NOUN 
activation, NOUN 
factors, NOUN 
nitric, NOUN 
oxide, NOUN 
prostaglandin, VERB 
E2, PROPN 
re-, ADP 

, SPACE 
ceptor, NOUN 
activator, NOUN 
nuclear, ADJ 
factor, NOUN 
kappa, PROPN 
B, PROPN 
ligand, NOUN 
derived, VERB 
cells, NOUN 

, SPACE 
marrow, NOUN 
bone, NOUN 
cartilage, NOUN 
vitro, X 
co, NOUN 
culture, ADJ 
targeted, VERB 
blocking, NOUN 

, SPACE 
studies, NOUN 
help, AUX 
identify, VERB 
signaling, VERB 
molecules, NOUN 
Lastly, ADV 
current, ADJ 

, SPACE 
study, NOUN 
answer, VERB 
bone, NOUN 
cartilage, NOUN 
cross, NOUN 
talk, NOUN 
cause, NOUN 

, SPACE 
result, NOUN 
OA, PROPN 
development, NOUN 
currently, ADV 
investigating, VERB 

, SPACE 
inhibition, NOUN 
bone, NOUN 
turnover, NOUN 
angiogenesis, NOUN 
prevent, VERB 
delay, VERB 

, SPACE 
OA, PROPN 
development, NOUN 
DMM, PROPN 
surgery, NOUN 
studies, NOUN 
needed, VERB 
fully, ADV 

, SPACE 
elucidate, VERB 
role, NOUN 
bone, NOUN 
OA, PROPN 
con, PROPN 
ﬁrmed, VERB 
bone, NOUN 
provide, VERB 
ef-, ADJ 

, SPACE 
fective, ADJ 
pharmaceutical, ADJ 
target, NOUN 
OA, PROPN 
treatment, NOUN 

, SPACE 
Conclusions, NOUN 

, SPACE 
investigation, NOUN 
provided, VERB 
quantitative, ADJ 
measurements, NOUN 
transport, NOUN 

, SPACE 
characteristics, NOUN 
joints, NOUN 
aged, ADJ 
surgically, ADV 
destabilized, VERB 

, SPACE 
normal, ADJ 
age, NOUN 
control, NOUN 
mice, NOUN 
Elevated, VERB 
molecular, ADJ 
transport, NOUN 
found, VERB 

, SPACE 
OA, PROPN 
joints, NOUN 
mechanisms, NOUN 
altered, VERB 
local, ADJ 
matrix, NOUN 
permeabil-, PROPN 

, SPACE 
ity, NOUN 
vessel, NOUN 
invasion, NOUN 
thinning, NOUN 
transport, NOUN 
resistant, ADJ 
layers, NOUN 

, SPACE 
identi, PROPN 
ﬁed, PROPN 
data, NOUN 
support, VERB 
studies, NOUN 
subchondral, ADJ 
bone, NOUN 

, SPACE 
role, NOUN 
OA, PROPN 
development, NOUN 
potential, NOUN 
OA, PROPN 
treatments, NOUN 

, SPACE 
Acknowledgments, NOUN 

, SPACE 
thank, VERB 
Dr., PROPN 
Sonya, PROPN 
Glasson, PROPN 
demonstrating, VERB 
DMM, PROPN 
surgery, NOUN 

, SPACE 
Dr., PROPN 
Weidong, PROPN 
William, PROPN 
Yang, PROPN 
initiating, VERB 
DMM, PROPN 
operations, NOUN 

, SPACE 
Mr., PROPN 
Frank, PROPN 
Warren, PROPN 
animal, NOUN 
care, NOUN 
Dr., PROPN 
Chaoying, PROPN 
Ni, PROPN 
providing, VERB 

, SPACE 
cryostat, NOUN 
Author, NOUN 
contributions, NOUN 
following, VERB 
hypothesis, NOUN 
for-, NOUN 

, SPACE 
mulation, NOUN 
LW, PROPN 
experimental, ADJ 
design, NOUN 
LW, PROPN 
JP, PROPN 
microsurgery, NOUN 
WL, PROPN 

, SPACE 
data, NOUN 
collection, NOUN 
JP, PROPN 
BW, PROPN 
TS, PROPN 
YY, PROPN 
CP, PROPN 
data, NOUN 
analysis, NOUN 
JP, PROPN 
BW, PROPN 
ZZ, PROPN 
CP, PROPN 

, SPACE 
LW, PROPN 
data, NOUN 
interpretation, NOUN 
LW, PROPN 
JP, PROPN 
CP, PROPN 
manuscript, VERB 
prepa-, PROPN 

, SPACE 
ration, NOUN 
revision, NOUN 
LW, PROPN 
JP, PROPN 
CP, PROPN 
BW, PROPN 
study, NOUN 
supported, VERB 

, SPACE 
grants, NOUN 
NIH, PROPN 
P20RR016458, PROPN 
R01AR054385, PROPN 
LW, PROPN 

, SPACE 
China, PROPN 
NSF, PROPN 
10972243, NUM 
JP, PROPN 
China, PROPN 
Council, PROPN 
Fellowship, PROPN 
BW, PROPN 

, SPACE 
References, NOUN 

, SPACE 
1, X 
Buckwalter, PROPN 
JA, PROPN 
Martin, PROPN 
JA, PROPN 
Osteoarthritis, PROPN 
Adv, PROPN 
Drug, PROPN 
Deliv, PROPN 
Rev, PROPN 
2006;58(2):150, NUM 
67, NUM 

, SPACE 
2, X 
Goldring, VERB 
MB, NOUN 
Goldring, PROPN 
SR, PROPN 
Articular, ADJ 
cartilage, NOUN 
subchondral, ADJ 
bone, NOUN 
patho-, ADJ 

, SPACE 
genesis, NOUN 
osteoarthritis, NOUN 
Ann, PROPN 
N, PROPN 
Y, PROPN 
Acad, PROPN 
Sci, PROPN 
2010;1192:230, PROPN 
7.[3, NUM 
Lories, PROPN 
RJ, PROPN 
Luyten, PROPN 
FP, PROPN 
bone, NOUN 
cartilage, NOUN 
unit, NOUN 
osteoarthritis, NOUN 
Nat, PROPN 
Rev, PROPN 
Rheumatol, PROPN 

, SPACE 
2011;7(1):43, PROPN 
9, NUM 

, SPACE 
4, X 
Imhof, PROPN 
H, PROPN 
et, PROPN 
al, PROPN 
Degenerative, ADJ 
joint, ADJ 
disease, NOUN 
cartilage, NOUN 
vascular, ADJ 
disease, NOUN 
Skeletal, ADJ 

, SPACE 
Radiol, PROPN 
1997;26(7):398, NUM 
403, NUM 

, SPACE 
5, X 
Kwan, PROPN 
Tat, PROPN 
S, PROPN 
Lajeunesse, PROPN 
D, PROPN 
Pelletier, PROPN 
JP, PROPN 
Martel, PROPN 
Pelletier, PROPN 
J., PROPN 
Targeting, VERB 
subchondral, ADJ 

, SPACE 
bone, NOUN 
treating, VERB 
osteoarthritis, NOUN 
evidence, NOUN 
Best, PROPN 
Pract, PROPN 
Res, PROPN 
Clin, PROPN 
Rheu-, PROPN 

, SPACE 
matol, NOUN 
2010;24:51, PROPN 
70, NUM 

, SPACE 
6, X 
Lajeunesse, PROPN 
D., PROPN 
role, NOUN 
bone, NOUN 
treatment, NOUN 
osteoarthritis, NOUN 
Osteoarthritis, PROPN 

, SPACE 
Cartilage, PROPN 
2004;12(Suppl, NUM 
A):S34, PROPN 
8, NUM 

, SPACE 
7, X 
Kadri, PROPN 
et, PROPN 
al, PROPN 
Osteoprotegerin, PROPN 
inhibits, VERB 
cartilage, NOUN 
degradation, NOUN 
effect, NOUN 

, SPACE 
trabecular, ADJ 
bone, NOUN 
murine, PROPN 
experimental, ADJ 
osteoarthritis, NOUN 
Arthritis, PROPN 
Rheum, PROPN 

, SPACE 
2008;58(8):2379, PROPN 
86, NUM 

, SPACE 
8, X 
Botter, PROPN 
SM, PROPN 
et, PROPN 
al, PROPN 
ADAMTS5−/−mice, PROPN 
subchondral, ADJ 
bone, NOUN 
changes, NOUN 
in-, ADP 

, SPACE 
duction, NOUN 
osteoarthritis, NOUN 
surgical, ADJ 
instability, NOUN 
implications, NOUN 
link, NOUN 
be-, NOUN 

, SPACE 
tween, NOUN 
cartilage, NOUN 
subchondral, ADJ 
bone, NOUN 
changes, NOUN 
Osteoarthritis, PROPN 
Cartilage, PROPN 

, SPACE 
2009;17(5):636, PROPN 
45, NUM 

, SPACE 
9, X 
Sanchez, PROPN 
C, PROPN 
et, PROPN 
al, PROPN 
Subchondral, ADJ 
bone, NOUN 
osteoblasts, NOUN 
induce, VERB 
phenotypic, ADJ 
changes, NOUN 

, SPACE 
human, ADJ 
osteoarthritic, ADJ 
chondrocytes, NOUN 
Osteoarthritis, PROPN 
Cartilage, PROPN 
2005;13(11, NUM 

, SPACE 
988–97, NUM 

, SPACE 
10, NUM 
Pan, PROPN 
J, PROPN 
et, PROPN 
al, PROPN 
situ, ADJ 
measurement, NOUN 
transport, NOUN 
subchondral, ADJ 
bone, NOUN 
ar-, ADV 

, SPACE 
ticular, ADJ 
cartilage, NOUN 
J, PROPN 
Orthop, PROPN 
Res, PROPN 
2009;27(10):1347, PROPN 
52, NUM 

, SPACE 
11, NUM 
Hodge, PROPN 
JA, PROPN 
McKibbin, PROPN 
B., PROPN 
nutrition, NOUN 
mature, ADJ 
immature, ADJ 
cartilage, NOUN 
rabbits, NOUN 

, SPACE 
autoradiographic, ADJ 
study, NOUN 
J, PROPN 
Bone, PROPN 
Joint, PROPN 
Surg, PROPN 
Br, PROPN 
1969;51(1):140, PROPN 
7, NUM 

, SPACE 
12, NUM 
Honner, PROPN 
R, PROPN 
Thompson, PROPN 
RC, PROPN 
nutritional, ADJ 
pathways, NOUN 
articular, ADJ 
cartilage, NOUN 
auto-, ADJ 

, SPACE 
radiographic, ADJ 
study, NOUN 
rabbits, NOUN 
35S, NUM 
injected, VERB 
intravenously, ADV 
J, PROPN 
Bone, PROPN 
Joint, PROPN 
SurgAm, PROPN 
1971;53(4):742, NUM 
8, NUM 

, SPACE 
13, NUM 
Ogata, PROPN 
K, PROPN 
Whiteside, PROPN 
LA, PROPN 
Barrier, NOUN 
material, NOUN 
transfer, NOUN 
bone, NOUN 
cartilage, NOUN 
interface, NOUN 

, SPACE 
measurement, NOUN 
hydrogen, NOUN 
gas, NOUN 
vivo, NOUN 
Clin, PROPN 
Orthop, PROPN 
Relat, PROPN 
Res, PROPN 
1979;145:273, NUM 
6, NUM 

, SPACE 
14, NUM 
Ferguson, PROPN 
VL, PROPN 
Bushby, PROPN 
