Selective, PROPN 
described, VERB 
date, NOUN 
composed, VERB 
fromfive, ADJ 
types, NOUN 
achains, NOUN 
types, NOUN 
bchains, NOUN 
types, NOUN 

, SPACE 
gchains, NOUN 

, SPACE 
23,27,34Most, NUM 
studies, NOUN 
cell, NOUN 
attachment, NOUN 
including, VERB 

, SPACE 
laminin-1, PROPN 
a1,b1,g1, VERB 
cellular, ADJ 
receptors, NOUN 

, SPACE 
laminins, NOUN 
include, VERB 
different, ADJ 
integrins, NOUN 
b1, PROPN 

, SPACE 
group, NOUN 
nonintegrin, NOUN 
receptors, NOUN 
dystroglycan.25, NOUN 

, SPACE 
Adhesive, ADJ 
sequences, NOUN 
described, VERB 
N, PROPN 
terminal, ADJ 
arm, NOUN 

, SPACE 
b1chain, PROPN 
LGTIPG, PROPN 
YIGSR, PROPN 
long, ADJ 
arm, NOUN 
a1, PROPN 

, SPACE 
IKVAV).34An, NOUN 
antiadhesive, ADJ 
site, NOUN 
postulated, VERB 

, SPACE 
short, ADJ 
arm, NOUN 
a1.11,15The, PROPN 
attachment, NOUN 
osteoblast, NOUN 
like, ADJ 
cells, NOUN 

, SPACE 
laminin-1, PROPN 
shown, VERB 
blocked, VERB 
antilaminin, PROPN 
antibod, NOUN 
ies, NOUN 
antagonized, VERB 
IKVAV, PROPN 

, SPACE 
36In, NUM 
experiments, NOUN 
shown, VERB 

, SPACE 
confirmed, VERB 
high, ADJ 
affinity, NOUN 
RC, PROPN 
cells, NOUN 
IKVAV;however, NOUN 
antilaminin, NOUN 
antibody, NOUN 
adhesive, ADJ 
sequencepeptidefromlaminin-1couldblockorcompete, NOUN 
outtheinhibitionof, NOUN 
cell, NOUN 
attachment, NOUN 
selection, NOUN 
OP, NOUN 
laminin-1, PROPN 
asobserved, VERB 
assays, NOUN 
groups, NOUN 

, SPACE 
11,22have, NUM 
reported, VERB 

, SPACE 
inability, NOUN 
antilaminin, NOUN 
antibodies, VERB 
block, VERB 
antiadhesiveactivity, NOUN 
laminin-1, PROPN 
Experiments, NOUN 
underway, ADJ 
identify, VERB 
thedomains, NOUN 
sequencesandcellreceptorsinvolvedintheinteractionsof, VERB 
RC, PROPN 
cell, NOUN 
population, NOUN 
OP, NOUN 
laminin-1, PROPN 

, SPACE 
Glucocorticoids, NOUN 
Dex, PROPN 
strongly, ADV 
stimulate, VERB 
bone, NOUN 
nodule, NOUN 

, SPACE 
formation, NOUN 
RC, PROPN 
cell, NOUN 
cultures, NOUN 

, SPACE 
5Using, VERB 
RC, PROPN 
cell, NOUN 
sorting, VERB 

, SPACE 
immunopanning, NOUN 
Turksen, PROPN 
Aubin35have, PROPN 
shown, VERB 
existence, NOUN 

, SPACE 
types, NOUN 
OP, NOUN 
presumably, ADV 
earlier, ADV 
notexpress, NOUN 
alkaline, NOUN 
phosphatase, NOUN 
requires, VERB 
Dex, PROPN 
undergo, VERB 
osteo, ADJ 
blastic, ADJ 
differentiation, NOUN 
later, ADJ 
alkaline, NOUN 
phosphatase, NOUN 
positive, ADJ 
Dex, PROPN 
independent, ADJ 
type, NOUN 
successive, ADJ 
populations, NOUN 
RC, PROPN 
cellswere, NOUN 
compared, VERB 
OP, NOUN 
selection, NOUN 
laminin-1, PROPN 
fractions, NOUN 

, SPACE 
Figure, PROPN 
5, NUM 
OP, NOUN 
recruitment, NOUN 
laminin-1, PROPN 
successive, ADJ 
RC, PROPN 
cell, NOUN 
popu-, NOUN 

, SPACE 
lations, NOUN 
cell, NOUN 
population, NOUN 
obtained, VERB 
successive, ADJ 
V, NOUN 
digestion, NOUN 
stepsoffetalratcalvariaewasplatedinculturemediumandgrownfor15dayswith, ADP 
shaded, ADJ 
bars, NOUN 
unfilled, ADJ 
bars, NOUN 
10, NUM 
nmol, PROPN 
L, PROPN 
Dex, PROPN 
thenprocessed, VERB 
bone, NOUN 
nodule, NOUN 
counting, NOUN 
Alternatively, ADV 
cells, NOUN 
wereplated, VERB 
10, NUM 
min, NOUN 
wells, PROPN 
coated, VERB 
filled, VERB 
bars, NOUN 
hatched, VERB 
bars, NOUN 
withlaminin-1, X 
nonadherent, ADJ 
cells, NOUN 
removed, VERB 
cultures, NOUN 
eitherstopped, VERB 
cell, NOUN 
counting, NOUN 
grown, VERB 
15, NUM 
days, NOUN 
10, NUM 
nmol, PROPN 
L, PROPN 
Dex, PROPN 
forassessment, NOUN 
bone, NOUN 
nodule, NOUN 
formation, NOUN 
B, NOUN 
Dex, NOUN 
dependency, NOUN 
bonenoduleformationinsuccessiveRCcellpopulations, NOUN 
Dataaremean, ADJ 
6SD, PROPN 

, SPACE 
culture, NOUN 
wells, NOUN 
p,0.05, PROPN 
p,0.01, X 
vs., X 
Dex, PROPN 
Mann, PROPN 

, SPACE 
WhitneyU, PROPN 
test, NOUN 
B, NOUN 
Osteoprogenitor, NOUN 
recruitment, NOUN 
laminin-1, PROPN 
higher, ADJ 

, SPACE 
inearlyRCcellpopulations(IandII).Dataaremean, PROPN 
6SDofsixculture, NUM 

, SPACE 
wells, NOUN 
p,0.05, PROPN 
p,0.01, PROPN 
p,0.001, NOUN 
vs., ADP 
population, NOUN 
matched, VERB 

, SPACE 
control, NOUN 
Mann, PROPN 
Whitney, PROPN 
U, NOUN 
test).334, NOUN 
P., PROPN 
Roche, PROPN 
et, PROPN 
al, PROPN 
Bone, PROPN 
Vol, PROPN 
24, NUM 
4, NUM 

, SPACE 
Osteoprogenitor, PROPN 
attachment, NOUN 
laminin, NOUN 
April, PROPN 
1999:329–336, PROPN 

, SPACE 
laminin-1, PROPN 
efficient, ADJ 
ones, NOUN 

, SPACE 
populations, NOUN 
II, PROPN 
corresponding, VERB 
fibroblast, NOUN 
like, ADJ 
easilyaccessible, ADJ 
cell, NOUN 
populations, NOUN 
containing, VERB 
earlier, ADV 
differen, NOUN 
tiatedcellstages, NOUN 

, SPACE 
13Thesepopulationswerealsothemostrespon-, NUM 

, SPACE 
sive, NOUN 
Dex, PROPN 
bone, NOUN 
nodule, NOUN 
formation, NOUN 
suggesting, VERB 
areenriched, VERB 
early, ADJ 
OP, NOUN 
data, NOUN 
indicate, VERB 
efficientselection, NOUN 
laminin-1, PROPN 
early, ADJ 
OP, NOUN 
population, NOUN 
thosepresent, NOUN 
periosteal, ADJ 
compartment, NOUN 
calvaria, NOUN 

, SPACE 
laminin-1, PROPN 
long, ADV 
paradigm, NOUN 

, SPACE 
laminin, NOUN 
family, NOUN 
variant, NOUN 
recently, ADV 
shown, VERB 
tohave, ADV 
restricted, ADJ 
distribution, NOUN 

, SPACE 
27and, NOUN 
likely, ADJ 

, SPACE 
present, ADJ 
bone, NOUN 
laminins, NOUN 
major, ADJ 
component, NOUN 
ofbasement, NOUN 
membranes, NOUN 

, SPACE 
34and, ADJ 
angiogenesis, NOUN 
vascular, ADJ 
invasion, NOUN 

, SPACE 
arecloselyassociatedwiththeprocessesofneo, NOUN 
osteogenesisandfracture, NOUN 
repair, NOUN 

, SPACE 
12The, ADJ 
stromal, ADJ 
component, NOUN 
bone, NOUN 
marrow, NOUN 
orig-, PROPN 

, SPACE 
inates, NOUN 
periosteum, NOUN 
penetrates, VERB 
newly, ADV 
formed, VERB 
mar, PROPN 
row, NOUN 
cavity, NOUN 
bone, NOUN 
blood, NOUN 
vessels, NOUN 

, SPACE 
7at, NOUN 
sites, NOUN 

, SPACE 
abundant, ADJ 
laminin, NOUN 
expression, NOUN 
documented.16,20Also, PROPN 

, SPACE 
adult, NOUN 
bone, NOUN 
vascular, ADJ 
components, NOUN 
fenestrated, ADJ 
capillariesarealwayspresentinthevicinityofboneformingcells, NOUN 
Lamininsare, PROPN 
likely, ADJ 
locally, ADV 
abundant, ADJ 
component, NOUN 
thecell, PROPN 
microenvironment, NOUN 
identity, NOUN 
distribution, NOUN 
ofthe, NOUN 
variants, NOUN 
expressed, VERB 
bone, NOUN 
development, NOUN 
remodelingremain, NOUN 
established, VERB 
results, NOUN 
reminiscent, ADJ 
theopposite, ADJ 
adhesive, ADJ 
antiadhesive, ADJ 
effects, NOUN 
laminin-1, PROPN 
fordifferent, PROPN 
neuronal, ADJ 
populations, NOUN 

, SPACE 
22which, NOUN 
prompted, VERB 
investigators, NOUN 

, SPACE 
tosuggestaroleforlamininsinorientedcellmigrationwithintheneural, ADJ 
tissue, NOUN 

, SPACE 
11,23Obviously, NUM 
caution, NOUN 
observed, VERB 
extrap-, ADJ 

, SPACE 
olating, VERB 
results, NOUN 
time, NOUN 
limited, VERB 
assay, NOUN 
situation, NOUN 
whichthe, ADJ 
cells, NOUN 
maintain, VERB 
permanent, ADJ 
contact, NOUN 
complexenvironment, NOUN 
ultimately, ADV 
vivo, ADJ 
studies, NOUN 
clarify, VERB 
thepossible, ADJ 
role, NOUN 
laminins, NOUN 
cell, NOUN 
biology, NOUN 
bone, NOUN 
Whateverthe, PROPN 
biological, ADJ 
significance, NOUN 
observations, NOUN 
discovery, NOUN 
ofa, VERB 
protein, NOUN 
high, ADJ 
affinity, NOUN 
early, ADJ 
OP, NOUN 
provide, VERB 
anapproach, NOUN 
enriching, VERB 
cell, NOUN 
sorting, VERB 
techniques, NOUN 
precursorpopulation, NOUN 
study, NOUN 
far, ADV 
hampered, VERB 
thelack, NOUN 
specific, ADJ 
markers, NOUN 

, SPACE 
3, NUM 

, SPACE 
Acknowledgments, NOUN 
authors, NOUN 
thank, VERB 
Dr., PROPN 
Jane, PROPN 
E., PROPN 
Aubin, PROPN 
Dr., PROPN 
Fina, PROPN 
Liu, PROPN 

, SPACE 
Dr., PROPN 
Pierre, PROPN 
Jurdic, PROPN 
Dr., PROPN 
Chantal, PROPN 
Chenu, PROPN 
helpful, ADJ 
criticism, NOUN 
themanuscript, NOUN 

, SPACE 
References, NOUN 

, SPACE 
1, NUM 
Aarden, PROPN 
E., PROPN 
M., PROPN 
Nijweide, PROPN 
P., PROPN 
J., PROPN 
Van, PROPN 
der, NOUN 
Plas, PROPN 
A., PROPN 
Alblas, PROPN 
M., PROPN 
J., PROPN 
Mackie, PROPN 
E., PROPN 
J., PROPN 

, SPACE 
Horton, PROPN 
M., PROPN 
A., PROPN 
Helfrich, PROPN 
M., PROPN 
H., PROPN 
Adhesive, PROPN 
properties, NOUN 
isolated, ADJ 
chickosteocytes, NOUN 
vitro, X 
Bone, NOUN 
18:305–313, PROPN 
1996, NUM 

, SPACE 
2, X 
Aubin, PROPN 
J., PROPN 
E., PROPN 
Fung, PROPN 
S.-W., NOUN 
Georgis, PROPN 
W., PROPN 
influence, NOUN 
non, ADJ 
osteogenic, ADJ 

, SPACE 
hemopoietic, ADJ 
cells, NOUN 
bone, NOUN 
formation, NOUN 
marrow, NOUN 
stromal, ADJ 
populations, NOUN 
J, PROPN 
BoneMiner, PROPN 
Res, PROPN 
5(Suppl):S81, NOUN 
1990, NUM 

, SPACE 
3, X 
Aubin, PROPN 
J., PROPN 
E., PROPN 
Liu, PROPN 
F., PROPN 
osteoblast, ADJ 
lineage, NOUN 
Bilezikian, PROPN 
J., PROPN 
P., PROPN 
Raisz, PROPN 

, SPACE 
L., PROPN 
G., PROPN 
Rodan, PROPN 
G., PROPN 
A., PROPN 
Eds, PROPN 
Principles, NOUN 
Bone, PROPN 
Biology, PROPN 
San, PROPN 
Diego, PROPN 
Academic, PROPN 
1996, NUM 
51–67, NUM 

, SPACE 
4, X 
Bellows, PROPN 
C., PROPN 
G., PROPN 
Aubin, PROPN 
J., PROPN 
E., PROPN 
Determination, PROPN 
number, NOUN 
osteoprogeni-, NOUN 

, SPACE 
tors, NOUN 
present, ADJ 
isolated, ADJ 
fetal, ADJ 
rat, NOUN 
calvaria, NOUN 
cells, NOUN 
vitro, X 
Devel, PROPN 
Biol, PROPN 
133:8–13;1989, NUM 

, SPACE 
5, X 
Bellows, PROPN 
C., PROPN 
G., PROPN 
Aubin, PROPN 
J., PROPN 
E., PROPN 
Heersche, PROPN 
J., PROPN 
N., PROPN 
M., PROPN 
Physiological, PROPN 
concentra-, ADJ 

, SPACE 
tion, NOUN 
glucocorticoids, NOUN 
stimulate, VERB 
formation, NOUN 
bone, NOUN 
nodules, NOUN 
isolated, ADJ 
ratcalvaria, NOUN 
cells, NOUN 
vitro, X 
Endocrinology, NOUN 
121:1985–1992, NUM 
1986, NUM 

, SPACE 
6, X 
Bellows, PROPN 
C.G.,Aubin, PROPN 
J.E.,Heersche, PROPN 
J.N.M.,andAntosz, NOUN 
M.E.Mineralized, VERB 

, SPACE 
bone, NOUN 
nodules, NOUN 
formed, VERB 
enzymatically, ADV 
released, VERB 
rat, NOUN 
calvaria, NOUN 
cell, NOUN 
populations, NOUN 
Calcif, PROPN 
Tissue, PROPN 
Int, PROPN 
38:143–154, PROPN 
1986, NUM 

, SPACE 
7, X 
Beresford, PROPN 
J., PROPN 
N., PROPN 
Osteogenic, PROPN 
stem, NOUN 
cells, NOUN 
stromal, ADJ 
system, NOUN 
bone, NOUN 

, SPACE 
marrow, NOUN 
Clin, PROPN 
Orthop, PROPN 
240:270–280, NUM 
1989, NUM 

, SPACE 
8, X 
Bhargava, PROPN 
U., PROPN 
Bar, PROPN 
Lev, PROPN 
M., PROPN 
Bellows, PROPN 
C., PROPN 
G., PROPN 
Aubin, PROPN 
J., PROPN 
E., PROPN 
Ultrastructural, PROPN 

, SPACE 
analysis, NOUN 
bone, NOUN 
nodules, NOUN 
formed, VERB 
vitro, X 
isolated, ADJ 
fetal, ADJ 
rat, NOUN 
calvaria, NOUN 
cells, NOUN 
Bone, NOUN 
9:155–163, NOUN 
1988.9, NUM 
Bianco, PROPN 
P., PROPN 
Fisher, PROPN 
L., PROPN 
W., PROPN 
Young, PROPN 
M., PROPN 
F., PROPN 
Termine, PROPN 
J., PROPN 
D., PROPN 
Gehron, PROPN 
Robey, PROPN 
P., PROPN 

, SPACE 
Expression, PROPN 
bone, NOUN 
sialoprotein, PROPN 
BSP, PROPN 
developing, VERB 
human, ADJ 
tissues, NOUN 
CalcifTissue, PROPN 
Int, PROPN 
49:421–426, PROPN 
1991, NUM 

, SPACE 
10, NUM 
Brown, PROPN 
L., PROPN 
F., PROPN 
Berse, PROPN 
B., PROPN 
Van, PROPN 
De, PROPN 
Water, PROPN 
L., PROPN 
Papadopoulos, PROPN 
Sergiou, PROPN 
A., PROPN 
Perruzi, PROPN 

, SPACE 
C., PROPN 
A., PROPN 
Manseau, PROPN 
E., PROPN 
J., PROPN 
Dvorak, PROPN 
H., PROPN 
F., PROPN 
Senger, PROPN 
D., PROPN 
R., PROPN 
Expression, PROPN 
anddistribution, NOUN 
osteopontin, NOUN 
human, ADJ 
tissues, NOUN 
Widespread, ADJ 
association, NOUN 
withluminal, ADJ 
epithelial, ADJ 
surfaces, NOUN 
Mol, PROPN 
Biol, PROPN 
Cell, PROPN 
3:1169–1180, NUM 
1992, NUM 

, SPACE 
11, NUM 
Calof, ADJ 
A., NOUN 
L., PROPN 
Campanero, PROPN 
M., PROPN 
R., PROPN 
O’Rear, PROPN 
J., PROPN 
J., PROPN 
Yurchenco, PROPN 
P., PROPN 
D., PROPN 
Lander, PROPN 

, SPACE 
A.D.Domain, NOUN 
specificactivationofneuronalmigrationandneuriteoutgrowth, NOUN 
promoting, VERB 
activities, NOUN 
laminin, NOUN 
Neuron, PROPN 
13:117–130, PROPN 
1994, NUM 

, SPACE 
12, NUM 
Caplan, PROPN 
A.I.andPechak, PROPN 
D.G.Thecellularandmolecularembryologyofbone, NOUN 

, SPACE 
formation, NOUN 
Peck, PROPN 
W., PROPN 
A., PROPN 
Ed, PROPN 
Bone, PROPN 
Mineral, PROPN 
Research, PROPN 
Amsterdam, PROPN 
Elsevier, ADJ 
1987, NUM 
117–182, NUM 

, SPACE 
13, NUM 
Centrella, PROPN 
M., PROPN 
Casinghino, PROPN 
S., PROPN 
McCarthy, PROPN 
T., PROPN 
L., PROPN 
Differential, PROPN 
actions, NOUN 

, SPACE 
prostagladins, NOUN 
separate, ADJ 
cell, NOUN 
populations, NOUN 
fetal, ADJ 
rat, NOUN 
bone, NOUN 
Endocrinology135:1611–1620, NOUN 
1994, NUM 

, SPACE 
14, NUM 
Chen, PROPN 
J., PROPN 
Shapiro, PROPN 
H., PROPN 
S., PROPN 
Sodek, PROPN 
J., PROPN 
Developmental, PROPN 
expression, NOUN 
bone, NOUN 

, SPACE 
sialoprotein, NOUN 
mRNA, PROPN 
rat, NOUN 
mineralized, VERB 
connective, ADJ 
tissues, NOUN 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res8:987–997, NOUN 
1992, NUM 

, SPACE 
15, X 
Desban, PROPN 
N., PROPN 
Duband, PROPN 
J., PROPN 
L., PROPN 
Avian, PROPN 
neural, ADJ 
crest, NOUN 
migration, NOUN 
laminin, PROPN 

, SPACE 
Interaction, PROPN 
a1b1, PROPN 
integrin, PROPN 
distinct, ADJ 
laminin-1, PROPN 
domains, NOUN 
mediates, VERB 

, SPACE 
different, ADJ 
adhesive, ADJ 
responses, NOUN 
J, PROPN 
Cell, PROPN 
Sci, PROPN 
110:2729–2744, PROPN 
1997, NUM 

, SPACE 
16, NUM 
Foidart, PROPN 
J., PROPN 
M., PROPN 
Reddi, PROPN 
A., NOUN 
H., NOUN 
Immunofluorescent, PROPN 
localization, NOUN 
type, NOUN 
IV, PROPN 

, SPACE 
laminin, NOUN 
endochondral, ADJ 
bone, NOUN 
differentiation, NOUN 
regulation, NOUN 
pituitarygrowth, PROPN 
hormone, NOUN 
Devel, PROPN 
Biol, PROPN 
75:130–136, PROPN 
1980, NUM 

, SPACE 
17, NUM 
Goldberg, PROPN 
H., PROPN 
A., PROPN 
Sodek, PROPN 
J., PROPN 
Purification, PROPN 
mineralized, ADJ 
tissue, NOUN 
associated, VERB 

, SPACE 
osteopontin, NOUN 
J, PROPN 
Tissue, PROPN 
Cul, PROPN 
Meth, PROPN 
16:211–215, PROPN 
1994, NUM 

, SPACE 
18, NUM 
Gronthos, PROPN 
S., PROPN 
Stewart, PROPN 
K., PROPN 
Graves, PROPN 
S., PROPN 
E., PROPN 
Hay, PROPN 
S., PROPN 
Simmons, PROPN 
P., PROPN 
J., PROPN 
Integrin, PROPN 

, SPACE 
expression, NOUN 
function, NOUN 
human, ADJ 
osteoblast, NOUN 
like, ADJ 
cells, NOUN 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res12:1189–1197, PROPN 
1997, NUM 

, SPACE 
19, NUM 
Grzesik, PROPN 
W., PROPN 
J., PROPN 
Gehron, PROPN 
Robey, PROPN 
P., PROPN 
Bone, PROPN 
matrix, NOUN 
RGD, PROPN 
glycoproteins, NOUN 
Immu-, X 

, SPACE 
nolocalization, NOUN 
interaction, NOUN 
human, ADJ 
primary, ADJ 
osteoblastic, ADJ 
bone, NOUN 
cells, NOUN 
invitro, VERB 
J, PROPN 
Bone, PROPN 
Miner, PROPN 
Res, PROPN 
9:487–496, PROPN 
1994, NUM 

, SPACE 
20, NUM 
Kai, PROPN 
K., PROPN 
Takagi, PROPN 
K., PROPN 
Iyama, PROPN 
K.-I., PROPN 
Kitaoka, PROPN 
M., PROPN 
Yoshioka, PROPN 
H., PROPN 
Mizuta, PROPN 
H., PROPN 

, SPACE 
Usuku, PROPN 
G., PROPN 
Immunohistochemical, ADJ 
localization, NOUN 
basal, PROPN 
lamina, PROPN 
compo, PROPN 
nents, NOUN 
developing, VERB 
rat, NOUN 
epiphysial, ADJ 
cartilage, NOUN 
canals, NOUN 
Clin, PROPN 
Orthop, PROPN 
279:292–298, PROPN 
1992, NUM 

, SPACE 
21, NUM 
Liu, PROPN 
F., PROPN 
Malaval, PROPN 
L., PROPN 
Gupta, PROPN 
A., NOUN 
K., PROPN 
Aubin, PROPN 
J., PROPN 
E., PROPN 
Simultaneous, ADJ 
detection, NOUN 

, SPACE 
multiple, ADJ 
bone, NOUN 
related, VERB 
mRNA, NOUN 
protein, NOUN 
expression, NOUN 
osteoblast, ADJ 
differ, ADJ 
entiation, NOUN 
Polymerase, NOUN 
chain, NOUN 
reaction, NOUN 
immunocytochemical, ADJ 
studies, NOUN 
thesingle, NOUN 
cell, NOUN 
level, NOUN 
Devel, PROPN 
Biol, PROPN 
166:220–234, NUM 
1994, NUM 

, SPACE 
22, X 
Lom, PROPN 
B., PROPN 
Hockberger, PROPN 
P., PROPN 
E., PROPN 
laminin-1, PRON 
guidance, NOUN 
cue, NOUN 
cerebellar, NOUN 

, SPACE 
granule, ADJ 
cell, NOUN 
migration, NOUN 
J, PROPN 
Neurobiol, PROPN 
33:72–84, PROPN 
1997, NUM 

, SPACE 
23, NUM 
Luckenbill, PROPN 
Edds, PROPN 
L., PROPN 
Laminin, PROPN 
mechanism, NOUN 
neuronal, ADJ 
outgrowth, NOUN 
Brain, PROPN 

, SPACE 
Res, PROPN 
Rev, PROPN 
23:1–27, NUM 
1997, NUM 

, SPACE 
24, NUM 
Majeska, PROPN 
R., PROPN 
J., PROPN 
Port, PROPN 
M., PROPN 
Einhorn, PROPN 
T., PROPN 
A., NOUN 
Attachment, PROPN 
extracellular, ADJ 
matrix, NOUN 

, SPACE 
molecules, NOUN 
cells, NOUN 
differing, VERB 
expression, NOUN 
osteoblastic, ADJ 
traits, NOUN 
J, PROPN 
BoneMiner, PROPN 
Res, PROPN 
8:277–289, PROPN 
1993, NUM 

, SPACE 
25, NUM 
Mercurio, PROPN 
A., PROPN 
Laminin, PROPN 
receptors, NOUN 
Achieving, VERB 
specificity, NOUN 
cooperation, NOUN 

, SPACE 
Trends, NOUN 
Cell, PROPN 
Biol, PROPN 
5:419–423, NOUN 
1995, NUM 

, SPACE 
26, NUM 
Merle, PROPN 
B., PROPN 
Delmas, PROPN 
P., PROPN 
D., PROPN 
Normal, PROPN 
carboxylation, NOUN 
circulating, VERB 
osteocalcin, PROPN 

, SPACE 
bone, NOUN 
Gla, PROPN 
protein, NOUN 
Paget, PROPN 
disease, NOUN 
bone, NOUN 
Bone, PROPN 
Miner, PROPN 
11:237–245, PROPN 
1990, NUM 

, SPACE 
27, NUM 
Miner, PROPN 
J., PROPN 
H., PROPN 
Patton, PROPN 
B., PROPN 
L., PROPN 
Lentz, PROPN 
S., PROPN 
I., PROPN 
Gilbert, PROPN 
D., PROPN 
J., PROPN 
Snider, PROPN 
W., PROPN 
D., PROPN 
Jenkins, PROPN 

, SPACE 
N.A.,Copemand, PROPN 
N.G.,andSanes, NOUN 
J.R.Thelaminin, NOUN 
achains, NOUN 
Developmental, ADJ 

, SPACE 
transitions, NOUN 
chromosomal, ADJ 
locations, NOUN 
a1–5, NOUN 
identification, NOUN 
heterotri-, NOUN 

, SPACE 
meric, ADJ 
laminins, NOUN 
8–11, PROPN 
cloning, NOUN 
novel, ADJ 
a3, NOUN 
isoform, NOUN 
J, PROPN 
Cell, PROPN 
Biol, PROPN 
137:685, PROPN 

, SPACE 
701, NUM 
1997, NUM 

, SPACE 
28, X 
Moursi, NOUN 
A., PROPN 
M., PROPN 
Damsky, PROPN 
C., PROPN 
H., PROPN 
Lull, PROPN 
J., PROPN 
Zimmerman, PROPN 
D., PROPN 
Doty, PROPN 
S., PROPN 
B., PROPN 
Aota, PROPN 

, SPACE 
S., PROPN 
I., PROPN 
Globus, PROPN 
R., PROPN 
K., PROPN 
Fibronectin, PROPN 
regulates, VERB 
calvarial, ADJ 
osteoblast, NOUN 
differentia, NOUN 
tion, NOUN 
J, PROPN 
Cell, PROPN 
Sci, PROPN 
109:1369–1380, PROPN 
1996, NUM 

, SPACE 
29, X 
Nefussi, PROPN 
J., PROPN 
R., PROPN 
Boy, PROPN 
Lefevre, PROPN 
M., PROPN 
L., PROPN 
Boulekbache, PROPN 
H., PROPN 
Forest, PROPN 
N., PROPN 
Mineral-, PROPN 

, SPACE 
ization, NOUN 
vitro, X 
matrix, NOUN 
formed, VERB 
osteoblasts, NOUN 
isolated, VERB 
collagenasedigestion, NOUN 
Differentiation, PROPN 
29:160–168, PROPN 
1985, NUM 

, SPACE 
30, NUM 
Ogiso, PROPN 
B., PROPN 
Hughes, PROPN 
F., PROPN 
J., PROPN 
Melcher, PROPN 
A., NOUN 
H., NOUN 
McCulloch, PROPN 
C., PROPN 
A., NOUN 
G., PROPN 
Fibroblasts, NOUN 

, SPACE 
inhibit, NOUN 
mineralized, VERB 
bone, NOUN 
nodule, NOUN 
formation, NOUN 
rat, PROPN 
bone, NOUN 
marrow, NOUN 
stromal, ADJ 
cells, NOUN 
invitro, VERB 
J, PROPN 
Cell, PROPN 
Physiol, PROPN 
146:442–450, NUM 
1991, NUM 

, SPACE 
31, NUM 
Parfitt, PROPN 
A., PROPN 
Osteonal, PROPN 
hemi, ADJ 
osteonal, ADJ 
remodeling, NOUN 
spatial, ADJ 
temporal, ADJ 

, SPACE 
framework, NOUN 
signal, NOUN 
traffic, NOUN 
adult, NOUN 
human, ADJ 
bone, NOUN 
J, PROPN 
Cell, PROPN 
Biochem, PROPN 
55:273–286;1994, PROPN 

, SPACE 
32, NUM 
Rodan, PROPN 
G., PROPN 
A., PROPN 
Rodan, PROPN 
S., PROPN 
B., PROPN 
osteoblastic, ADJ 
phenotype, NOUN 
Cohn, PROPN 
D., PROPN 
V., PROPN 

, SPACE 
Gennari, PROPN 
C.,andTashjian, PROPN 
A.H.,Eds, PROPN 
CalciumRegulatingHormonesandBoneMetabolism, NOUN 
Amsterdam, PROPN 
Elsevier, ADJ 
1992, NUM 
183–196.335, NUM 
Bone, PROPN 
Vol, PROPN 
24, NUM 
4, NUM 
P., PROPN 
Roche, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
April, PROPN 
1999:329–336, PROPN 
Osteoprogenitor, PROPN 
attachment, NOUN 
laminin, PROPN 

, SPACE 
33, NUM 
Saito, PROPN 
T., PROPN 
Albelda, PROPN 
S., PROPN 
M., PROPN 
Brighton, PROPN 
C., PROPN 
T., PROPN 
Identification, PROPN 
integrin, NOUN 

, SPACE 
receptors, NOUN 
cultured, ADJ 
human, ADJ 
bone, NOUN 
cells, NOUN 
J, PROPN 
Orthop, PROPN 
Res, PROPN 
12:384–394, PROPN 
1994, NUM 

, SPACE 
34, X 
Timpl, NOUN 
R., PROPN 
Brown, PROPN 
J., PROPN 
C., PROPN 
laminins, NOUN 
Matrix, PROPN 
Biol, PROPN 
14:275–281, PROPN 
1994, NUM 

, SPACE 
35, NUM 
Turksen, PROPN 
K., PROPN 
Aubin, PROPN 
J., PROPN 
E., PROPN 
Positive, PROPN 
negative, ADJ 
immunoselection, NOUN 

, SPACE 
enrichment, NOUN 
classes, NOUN 
osteoprogenitor, NOUN 
cell, NOUN 
J, PROPN 
Cell, PROPN 
Biol, PROPN 
114:373–384;1991, PROPN 

, SPACE 
36, NUM 
Vukicevic, PROPN 
S.,Luyten, PROPN 
F.P.,Kleinman, PROPN 
H.K.,andReddi, PROPN 
A.H.Differentiation, NOUN 

, SPACE 
canalicular, ADJ 
cell, NOUN 
processes, NOUN 
bone, NOUN 
cells, NOUN 
basement, NOUN 
membrane, NOUN 
matrixcomponents, NOUN 
Regulation, NOUN 
discrete, ADJ 
domains, NOUN 
laminin, NOUN 
Cell, NOUN 
63:437–445, PROPN 

, SPACE 
1990, NUM 

, SPACE 
Date, PROPN 
Received, VERB 
June, PROPN 
9, NUM 
1998, NUM 

, SPACE 
Date, PROPN 
Revised, VERB 
December, PROPN 
8, NUM 
1998, NUM 

, SPACE 
Date, PROPN 
Accepted, PROPN 
December, PROPN 
8, NUM 
1998336, NUM 
P., PROPN 
Roche, PROPN 
et, PROPN 
al, NOUN 
