Selective, ADJ 
Staining, VERB 
results, NOUN 
hESC, PROPN 
OD3, PROPN 
line, NOUN 
showing, VERB 
change, NOUN 
localisation, NOUN 
CD44, PROPN 
cells, NOUN 
grown, VERB 

, SPACE 
inactivated, VERB 
feeder, NOUN 
layer, NOUN 
20, NUM 
μm, NOUN 
B, NOUN 
transitioned, VERB 
Matrigel, PROPN 
®, NOUN 
conditioned, VERB 
media, NOUN 
100, NUM 
μm, NOUN 
CD44, PROPN 
found, VERB 
expressed, VERB 
pluripotent, NOUN 
colony, NOUN 
cells, NOUN 
grown, VERB 

, SPACE 
feeders, NOUN 
regulated, VERB 
colony, NOUN 
cells, NOUN 
subsequently, ADV 
expressed, VERB 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
grown, VERB 
Matrigel, PROPN 
®, NOUN 
C, PROPN 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
grown, VERB 
hyaluronic, ADJ 
acid, NOUN 

, SPACE 
100x, PROPN 
magni, NOUN 
ﬁcation, NOUN 
D, NOUN 
growth, NOUN 
curves, NOUN 
6, NUM 
passages, NOUN 
OD3, PROPN 
stromal, NOUN 
grown, VERB 
hyaluronic, ADJ 
acid, NOUN 
matrix, NOUN 
difference, NOUN 
seen, VERB 
plating, PROPN 
ef, PROPN 
ﬁciency, NOUN 

, SPACE 
proliferation, NOUN 
rate, NOUN 
population, NOUN 
doubling, VERB 
growth, NOUN 
conditions, NOUN 
E, NOUN 
upper, ADJ 
panel, NOUN 
Flow, VERB 
cytometric, ADJ 
analysis, NOUN 
hESC, PROPN 
OD3, PROPN 
grown, VERB 
Matrige, PROPN 
l, NOUN 
®, NOUN 
MEFCM, PROPN 
absence, NOUN 

, SPACE 
stromal, ADJ 
cells, NOUN 
showing, VERB 
hESC, PROPN 
negative, ADJ 
CD44, PROPN 
lower, ADJ 
panel, NOUN 
isolated, VERB 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
showing, VERB 
cells, NOUN 
positive, ADJ 
CD44.234, NOUN 
L., PROPN 
Harkness, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
48, NUM 
2011, NUM 
231, NUM 
241, NUM 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
exhibit, VERB 
surface, NOUN 
markers, NOUN 
human, ADJ 
bone, NOUN 
marrow, NOUN 

, SPACE 
stromal, ADJ 
stem, NOUN 
cells, NOUN 
hBMSC, NOUN 

, SPACE 
Flow, NOUN 
cytometry, NOUN 
carried, VERB 
hESC, NOUN 
stromal, ADJ 
cell, NOUN 
lines, NOUN 

, SPACE 
cell, NOUN 
surface, NOUN 
markers, NOUN 
employed, VERB 
de, ADP 
ﬁne, NOUN 
hBMSC, VERB 
35, NUM 

, SPACE 
compared, VERB 
described, VERB 
hMSC, NOUN 
TERT, NOUN 
line, NOUN 
32,36, X 
hESC, PROPN 
stromal, ADJ 

, SPACE 
cells, NOUN 
CD44+,C, PROPN 
D, NOUN 
7, NUM 
3, NUM 
+, NUM 
CD105, PROPN 
+, PROPN 
CD146, PROPN 
+, PROPN 
CD166+and, CCONJ 

, SPACE 
percentage, NOUN 
positive, ADJ 
cells, NOUN 
comparable, ADJ 
hMSC, NOUN 
TERT, NOUN 

, SPACE 
CD44, PROPN 
CD73, PROPN 
CD105, PROPN 
Fig, PROPN 
2, NUM 
Fewer, ADJ 
positive, ADJ 
cells, NOUN 
found, VERB 

, SPACE 
CD146, PROPN 
CD166, PROPN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
compared, VERB 
hMSC-, PROPN 

, SPACE 
TERT, NOUN 
70, NUM 
90, NUM 
positive, ADJ 
hESC, NOUN 
stromal, NOUN 
compared, VERB 
100, NUM 
positive, ADJ 

, SPACE 
hMSC, PROPN 
TERT, PROPN 
Fig, PROPN 
2, NUM 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
lost, VERB 
pluripotency, NOUN 

, SPACE 
markers, NOUN 
Oct3/4, PROPN 
Tra1, PROPN 
81, NUM 
CD45−, ADJ 
CD34−and, PROPN 
CD184−, NOUN 

, SPACE 
CXCR4, PROPN 
Fig, PROPN 
2, NUM 
supplementary, ADJ 
data, NOUN 
data, NOUN 
demonstrates, VERB 
hESC-, PROPN 

, SPACE 
stromal, ADJ 
cells, NOUN 
exhibit, VERB 
hMSC, NOUN 
like, ADJ 
phenotype, NOUN 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
differentiate, VERB 
osteoblastic, ADJ 
OB, NOUN 
cells, NOUN 

, SPACE 
presence, NOUN 
osteogenic, ADJ 
induction, NOUN 
mixture, NOUN 
hESC, PROPN 
stromal, ADJ 

, SPACE 
cells, NOUN 
underwent, VERB 
osteoblastic, ADJ 
differentiation, NOUN 
evidenced, VERB 

, SPACE 
regulation, NOUN 
osteoblast, NOUN 
speci, VERB 
ﬁc, INTJ 
genes, NOUN 
15, NUM 
day, NOUN 

, SPACE 
vitro, X 
differentiation, NOUN 
period, NOUN 
relative, ADJ 
expression, NOUN 
levels, NOUN 
canonicalosteogenic, ADJ 
markers, NOUN 
DLX5, PROPN 
MSX2, PROPN 
RUNX2, PROPN 
ALP, PROPN 
COL1a1, PROPN 
SPARC, PROPN 
BGLAP, PROPN 

, SPACE 
IBSP, PROPN 
reached, VERB 
maximal, ADJ 
regulation, NOUN 
days, NOUN 
4, NUM 
11, NUM 

, SPACE 
osteoblast, ADJ 
differentiation, NOUN 
Fig, PROPN 
3, NUM 
G, NOUN 
n=3, DET 
independent, ADJ 
experiments, NOUN 

, SPACE 
addition, NOUN 
recently, ADV 
identi, PROPN 
ﬁed, PROPN 
markers, PROPN 
predictive, ADJ 
vivo, ADJ 
bone, NOUN 

, SPACE 
formation, NOUN 
DCN, PROPN 
LOX, PROPN 
L4, PROPN 
regulated, VERB 
osteogenic, ADJ 

, SPACE 
induction, NOUN 
37, NUM 
addition, NOUN 
cells, NOUN 
formed, VERB 
mineralized, ADJ 
matrix, NOUN 

, SPACE 
stained, VERB 
positive, ADJ 
alizarin, NOUN 
red, NOUN 
15, NUM 
days, NOUN 
osteogenic, ADJ 
induction(Figs, NOUN 
3, NUM 
F, NOUN 
comparison, NOUN 
hMSC, NOUN 
TERT, NOUN 
cells, NOUN 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
exhibited, VERB 
similar, ADJ 
responses, NOUN 
osteoblastic, ADJ 

, SPACE 
induction, NOUN 
similar, ADJ 
levels, NOUN 
enhanced, VERB 
gene, NOUN 
expression, NOUN 
MSX2, PROPN 

, SPACE 
ALP, PROPN 
SPP1,LOX, PROPN 
L4, PROPN 
DCN, PROPN 
andTWIST1, INTJ 
differences, NOUN 
existed, VERB 

, SPACE 
lower, ADJ 
levels, NOUN 
gene, NOUN 
expression, NOUN 
DLX5, PROPN 
regulator, NOUN 
RUNX2, PROPN 

, SPACE 
RUNX2, PROPN 
BGLAP, NOUN 
increased, VERB 
gene, NOUN 
expression, NOUN 
COL1a1, PROPN 
hESC-, PROPN 

, SPACE 
stromal, NOUN 
compared, VERB 
hMSC, NOUN 
TERT, NOUN 
Fig, PROPN 
3, NUM 
Supplementary, PROPN 
data, NOUN 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
differentiate, VERB 
adipocytic, ADJ 
AD, NOUN 
cells, NOUN 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
able, ADJ 
differentiate, VERB 
adipocytic, ADJ 
cells, NOUN 

, SPACE 
presence, NOUN 
adipogenic, ADJ 
induction, NOUN 
mixture, NOUN 
5, NUM 
days, NOUN 

, SPACE 
induction, NOUN 
small, ADJ 
lipid, NOUN 
droplets, NOUN 
visible, ADJ 
cells, NOUN 

, SPACE 
day, NOUN 
15, NUM 
cells, NOUN 
ﬁlled, VERB 
lipid, ADJ 
droplets, NOUN 
stained, VERB 
positive, ADJ 
oil, NOUN 
red, NOUN 

, SPACE 
readily, ADV 
demonstrable, ADJ 
Fig, PROPN 
4, NUM 
Accumulation, NOUN 
intracellular, ADJ 

, SPACE 
Fig, PROPN 
2, NUM 
Flow, VERB 
cytometric, ADJ 
analysis, NOUN 
hESC, NOUN 
stromal, ADJ 
cell, NOUN 
lines, NOUN 
FACS, PROPN 
analysis, NOUN 
comparing, VERB 
hESC, NOUN 
stromal, ADJ 
cell, NOUN 
lines, NOUN 
hMSC, PROPN 
TERT, NOUN 
cell, NOUN 
lines, NOUN 
analogous, ADJ 
numbers, NOUN 

, SPACE 
positive, ADJ 
cells, NOUN 
cell, NOUN 
lines, NOUN 
CD44, PROPN 
CD73, PROPN 
CD105, PROPN 
Small, ADJ 
differences, NOUN 
number, NOUN 
positive, ADJ 
cells, NOUN 
seen, VERB 
CD146, PROPN 
hMSC, PROPN 
TERT, NOUN 
90, NUM 
positive, ADJ 
hESC, PROPN 
stromal, PROPN 
70, NUM 
90, NUM 

, SPACE 
positive, ADJ 
CD166, PROPN 
hMSC, PROPN 
TERT, PROPN 
100, NUM 
positive, ADJ 
hESC, PROPN 
stromal, ADJ 
80, NUM 
positive).235, NOUN 
L., PROPN 
Harkness, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
48, NUM 
2011, NUM 
231, NUM 
241, NUM 

, SPACE 
lipids, NOUN 
associated, VERB 
regulation, NOUN 
expression, NOUN 

, SPACE 
adipocytic, ADJ 
markers, NOUN 
adipocyte, PROPN 
speci, PROPN 
ﬁcPPARγ2,aP2, PROPN 
C, PROPN 
EBP, PROPN 
α, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
shown, VERB 
accumulation, NOUN 
lipid, ADJ 
droplets, NOUN 
stained, VERB 
Oil, PROPN 

, SPACE 
Red, PROPN 
O, PROPN 
adipocytic, ADJ 
differentiation, NOUN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
compara-, VERB 

, SPACE 
ble, ADJ 
observed, VERB 
hMSC, NOUN 
TERT, NOUN 
line, NOUN 
Fig, PROPN 
4, NUM 

, SPACE 
comparison, NOUN 
gene, NOUN 
expression, NOUN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 

, SPACE 
hMSC, NOUN 
TERT, NOUN 
cells, NOUN 
showed, VERB 
expression, NOUN 
level, NOUN 
PPARγ2was, NOUN 

, SPACE 
enhanced, ADJ 
d5, NOUN 
differentiation, NOUN 
hMSC, PROPN 
TERT, NOUN 

, SPACE 
C, PROPN 
EBP, PROPN 
αmuch, NOUN 
enhanced, ADJ 
hESC, PROPN 
stromal, NOUN 
cells, NOUN 
Fig, PROPN 
4, NUM 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
exhibit, VERB 
vitro, ADJ 
differentiation, NOUN 
chondrocytic, VERB 

, SPACE 
cells, NOUN 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
cultured, VERB 
maximum, NOUN 
21, NUM 
days, NOUN 

, SPACE 
cell, NOUN 
pellet, NOUN 
presence, NOUN 
chondrocytic, ADJ 
differentiation, NOUN 
factors, NOUN 

, SPACE 
Gene, PROPN 
expression, NOUN 
chondrogenic, ADJ 
markers, NOUN 
COL2a1, NOUN 
ACAN, PROPN 

, SPACE 
notSOX9, NOUN 
found, VERB 
regulated, VERB 
d21, NOUN 
Fig, PROPN 
4, NUM 
Supplementary, PROPN 

, SPACE 
data).SOX9, NOUN 
gene, NOUN 
expression, NOUN 
showed, VERB 
regulation, NOUN 

, SPACE 
differentiation, NOUN 
compared, VERB 
cell, NOUN 
pellet, NOUN 
staining, VERB 
positive, ADJ 

, SPACE 
SOX9, PROPN 
time, NOUN 
points, NOUN 
d0, PROPN 
d7, PROPN 
d14, NOUN 
d21, NOUN 
showed, VERB 

, SPACE 
decreasing, VERB 
numbers, NOUN 
positive, ADJ 
cells, NOUN 
time, NOUN 
Alcian, ADJ 
blue, ADJ 
staining, NOUN 

, SPACE 
observed, VERB 
time, NOUN 
point, NOUN 
Interestingly, ADV 
collagen, NOUN 
1, NUM 
exhibiteda, ADJ 
high, ADJ 
degree, NOUN 
positive, ADJ 
staining, NOUN 
time, NOUN 
points, NOUN 
Sirius, PROPN 
red, ADJ 

, SPACE 
addition, NOUN 
gene, NOUN 
expression, NOUN 
number, NOUN 
osteoblastic, ADJ 
markers, NOUN 

, SPACE 
RUNX2, PROPN 
ALP, PROPN 
COL1a1, PROPN 
regulated, VERB 
differentiation, NOUN 

, SPACE 
Fig, PROPN 
4, NUM 
G, NOUN 
Supplementary, PROPN 
data, NOUN 
gene, NOUN 
expression, NOUN 
levels, NOUN 

, SPACE 
comparable, ADJ 
established, VERB 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
undergoing, VERB 

, SPACE 
osteogenic, ADJ 
differentiation, NOUN 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
form, VERB 
teratoma, NOUN 
vivo, NOUN 

, SPACE 
order, NOUN 
study, VERB 
degree, NOUN 
differentiation, NOUN 
heterogeneity, NOUN 

, SPACE 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
examined, VERB 
ability, NOUN 
form, VERB 
teratoma, NOUN 
vivo, NOUN 

, SPACE 
sin, NOUN 
qua, CCONJ 
non, X 
undifferentiated, ADJ 
pluripotent, NOUN 
hESC, PROPN 
parental, ADJ 

, SPACE 
hESC, PROPN 
employed, VERB 
derive, VERB 
hESC, ADJ 
stromal, ADJ 
cells, NOUN 
pluripotent, ADJ 

, SPACE 
formed, VERB 
teratoma, NOUN 
previously, ADV 
reported, VERB 
31, NUM 
Conversely, ADV 
hESC-, NOUN 

, SPACE 
stromal, ADJ 
cells, NOUN 
form, VERB 
teratoma, NOUN 
implanted, VERB 
HA/, PROPN 

, SPACE 
TCP, PROPN 
n=13, NOUN 
presence, NOUN 
Matrigel, PROPN 
®, NOUN 
(n=8, PUNCT 
implants, NOUN 
cell, NOUN 

, SPACE 
survival, NOUN 
con, PROPN 
ﬁrmed, VERB 
presence, NOUN 
small, ADJ 
islands, NOUN 
human, ADJ 

, SPACE 
cells, NOUN 
stained, VERB 
positive, ADJ 
human, NOUN 
speci, NOUN 
ﬁc, VERB 
Tra1, NOUN 
85, NUM 
antibody, NOUN 

, SPACE 
8, NUM 
weeks, NOUN 
implantation, NOUN 
Fig, PROPN 
5A, PROPN 
Supplementary, PROPN 
data, NOUN 

, SPACE 
positive, ADJ 
control, NOUN 
hESC, VERB 
readily, ADV 
formed, VERB 
teratoma, NOUN 
implanted, VERB 

, SPACE 
NOD, PROPN 
MrkBomTac, PROPN 
PrkdcSCIDin, ADJ 
combination, NOUN 
Matrigel, PROPN 
®, NOUN 
[33, X 

, SPACE 
Fig, PROPN 
3, X 
Osteogenic, ADJ 
induction, NOUN 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
Osteogenic, ADJ 
induction, NOUN 
performed, VERB 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
15, NUM 
day, NOUN 
period, NOUN 
AZR, NOUN 
staining, NOUN 
shows, VERB 
high, ADJ 
l, NOUN 
evels, NOUN 
matrix, NOUN 

, SPACE 
deposition, NOUN 
day, NOUN 
15, NUM 
B, NOUN 
D, PROPN 
F, PROPN 
compared, VERB 
non, ADJ 
induced, VERB 
control, NOUN 
staining, VERB 
C, PROPN 
E, PROPN 
B, PROPN 
Hues8, NOUN 
stromal, ADJ 
C, PROPN 
D, PROPN 
KMEB3, PROPN 
stromal, ADJ 
E, PROPN 
F, PROPN 
OD3, PROPN 
stromal, PROPN 
photographs, NOUN 
shown, VERB 

, SPACE 
500μm, NOUN 
G, PROPN 
RT, PROPN 
PCR, PROPN 
relative, ADJ 
expression, NOUN 
levels, NOUN 
normalised, VERB 
β, X 
Actin, PROPN 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
days, NOUN 
0, NUM 
13, NUM 
osteogenic, ADJ 
induction, NOUN 
n=3, DET 
independent, ADJ 
experiments, NOUN 
Data, NOUN 

, SPACE 
shows, VERB 
regulation, NOUN 
canonical, ADJ 
osteogenic, ADJ 
gene, NOUN 
markers, NOUN 
ALP, PROPN 
DLX5, PROPN 
RUNX2, PROPN 
MSX2, PROPN 
COL1a1, NOUN 
SPARC, PROPN 
BGLAP, PROPN 
andIBSP, PROPN 
predictive, NOUN 
vivo, ADJ 
bone, NOUN 
formation, NOUN 
markers, NOUN 
LOXL4, PROPN 

, SPACE 
DCN, PROPN 
days, NOUN 
4, NUM 
11, NUM 
induction, NOUN 
gene, NOUN 
expression, NOUN 
regulated, VERB 
15, NUM 
day, NOUN 
period, NOUN 
measurement.236, NOUN 
L., PROPN 
Harkness, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
48, NUM 
2011, NUM 
231, NUM 
241, NUM 

, SPACE 
teratoma, NOUN 
formed, VERB 
hESC, PROPN 
implanted, VERB 
presence, NOUN 

, SPACE 
HA, PROPN 
TCP, PROPN 
data, NOUN 
shown, VERB 

, SPACE 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
form, VERB 
ectopic, NOUN 
bone, NOUN 
vivo, NOUN 

, SPACE 
Seven, PROPN 
10, NUM 
implants, NOUN 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
non, ADJ 
induced, ADJ 

, SPACE 
n=5, PROPN 
osteogenic, ADJ 
induction, NOUN 
n=5, PROPN 
formed, VERB 
ectopic, ADJ 
bone, NOUN 

, SPACE 
mixed, VERB 
implanted, VERB 
HA, PROPN 
TCP, PROPN 
Fig, PROPN 
5, NUM 
bone, NOUN 
formation, NOUN 

, SPACE 
observed, VERB 
HA, PROPN 
TCP, PROPN 
implanted, VERB 
hESC, NOUN 
stromal, ADJ 

, SPACE 
cells, NOUN 
stromal, ADJ 
cells, NOUN 
shown, VERB 
cell, NOUN 
survival, NOUN 
10, NUM 
weeks, NOUN 

, SPACE 
implantation, NOUN 
HA, PROPN 
TCP, PROPN 
Fig, PROPN 
5, NUM 
Ac, PROPN 
human, ADJ 
speci, NOUN 
ﬁc, VERB 
Tra1, NOUN 
85, NUM 

, SPACE 
staining, NOUN 
implants, NOUN 
contained, VERB 
bone, NOUN 
adjacent, ADJ 
HA, PROPN 
TCP, NOUN 

, SPACE 
surfaces, NOUN 
stromal, ADJ 
elements, NOUN 
co, VERB 
ntaining, VERB 
adipocytes, NOUN 
Limited, ADJ 

, SPACE 
hematopoietic, ADJ 
cell, NOUN 
ﬁltration, NOUN 
observed, VERB 
Figs, PROPN 
5, NUM 
Aa, PROPN 
b, PRON 
400×, PROPN 

, SPACE 
mag, PROPN 
difference, NOUN 
observed, VERB 
quantity, NOUN 
bone, NOUN 
formed, VERB 

, SPACE 
implants, NOUN 
osteoblastic, ADJ 
differentiated, VERB 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
n=4, PROPN 

, SPACE 
compared, VERB 
non, PROPN 
induced, VERB 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
n=3, PROPN 
found, VERB 

, SPACE 
evidence, NOUN 
cartilage, NOUN 
formation, NOUN 
implants.hESC, ADV 
stromal, ADJ 
cells, NOUN 
participate, VERB 
healing, NOUN 
critical, ADJ 
sized, ADJ 
calvarial, ADJ 
defect, NOUN 

, SPACE 
order, NOUN 
study, VERB 
functional, ADJ 
capacity, NOUN 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 

, SPACE 
vivo, NOUN 
implanted, VERB 
cells, NOUN 
bone, NOUN 
regeneration, NOUN 
model, NOUN 
critical-, ADJ 

, SPACE 
size, NOUN 
calvarial, ADJ 
defect, NOUN 
mice, NOUN 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
control, NOUN 

, SPACE 
osteoblastic, ADJ 
induced, VERB 
cells, NOUN 
implanted, VERB 
14, NUM 
15, NUM 
weeks, NOUN 
μCT, NOUN 

, SPACE 
scanning, NOUN 
performed, VERB 
3, NUM 
PCL, PROPN 
ﬁlm, NOUN 
Fig, PROPN 
5, NUM 
B, NOUN 
2, NUM 
Healos, PROPN 
®, NOUN 
,Fig, PUNCT 
5, NUM 
D, PROPN 

, SPACE 
14, NUM 
weeks, NOUN 
PCL, PROPN 
ﬁle, PROPN 
Healos, PROPN 
®, NOUN 
;Figs, PUNCT 
5, NUM 
B, NOUN 
D, PROPN 
showed, VERB 

, SPACE 
enhanced, VERB 
bone, NOUN 
growth, NOUN 
defects, NOUN 
implanted, VERB 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 

, SPACE 
bone, NOUN 
growth, NOUN 
independent, ADJ 
prior, ADJ 
OB, PROPN 
induction, NOUN 
OB, PROPN 

, SPACE 
induced, VERB 
implants=4, NOUN 
PCL, PROPN 
ﬁlm, NOUN 
2, NUM 
Healos, ADJ 
®, NOUN 
non, ADJ 
induced, ADJ 
hESC-, PROPN 

, SPACE 
stromal, ADJ 
cell, NOUN 
implants=4, NOUN 
PCL, PROPN 
ﬁlm, NOUN 
3, X 
Healos, PROPN 
®, NOUN 
Histological, ADJ 

, SPACE 
examination, NOUN 
defect, ADJ 
repair, NOUN 
tissue, NOUN 
showed, VERB 
bone, NOUN 
growth, NOUN 

, SPACE 
underside, NOUN 
PCL, PROPN 
ﬁlm, NOUN 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 

, SPACE 
Figs, PROPN 
5, NUM 
C, PROPN 
E, NOUN 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
seeded, VERB 
PCL, PROPN 

, SPACE 
ﬁlm, NOUN 
osteocytes, NOUN 
observed, VERB 
trapped, VERB 
new, ADJ 
bone, NOUN 

, SPACE 
matrix, NOUN 
Figs, PROPN 
5, NUM 
c, NOUN 
lamellar, ADJ 
bone, NOUN 
formed, VERB 
Control, PROPN 
PCL, PROPN 

, SPACE 
ﬁlm, NOUN 
cells, NOUN 
inserted, VERB 
defect, NOUN 
showed, VERB 
sign, NOUN 
regenerative, ADJ 

, SPACE 
Fig, PROPN 
4, NUM 
Adipocyte, ADJ 
differentiation, NOUN 
comparing, VERB 
staining, NOUN 
hESC, NOUN 
stromal, ADJ 
lines, NOUN 
hMSC, PROPN 
RT, PROPN 
PCR, PROPN 
data, NOUN 
comparing, VERB 
hESC, VERB 
stromal, ADJ 
cell, NOUN 
line, NOUN 
hMSC, PROPN 
Ind, PROPN 
uction, NOUN 
adipocyte, NOUN 

, SPACE 
differentiation, NOUN 
OD3, PROPN 
stromal, NOUN 
B, NOUN 
Hues8, NOUN 
stromal, ADJ 
C, NOUN 
D, PROPN 
KMEB3, PROPN 
stromal, ADJ 
E, NOUN 
F, PROPN 
hMSC, NOUN 
TERT, PROPN 
G, PROPN 
H, PROPN 
cell, NOUN 
lines, NOUN 
shows, VERB 
similar, ADJ 
pattern, NOUN 
oil, NOUN 
red, ADJ 
staining, NOUN 
d15, NOUN 
C, PROPN 
E, PROPN 
G, PROPN 
=, NOUN 

, SPACE 
control, NOUN 
B, PROPN 
D, PROPN 
F, PROPN 
H, PROPN 
=, PUNCT 
induced, VERB 
photographs, NOUN 
scale, NOUN 
bar, NOUN 
20, NUM 
μm, NOUN 
comparison, NOUN 
relative, ADJ 
gene, NOUN 
expression, NOUN 
data, NOUN 
following, VERB 
normalisation, NOUN 
β, PROPN 
Actin, PROPN 
n=3, PRON 
independent, ADJ 

, SPACE 
experiments, NOUN 
OD3, PROPN 
stromal, ADJ 
cell, NOUN 
line, NOUN 
■, NOUN 
hMSC, PROPN 
TERT, PROPN 
□, NOUN 
Expression, NOUN 
levels, NOUN 
aP2look, PROPN 
similar, ADJ 
hMSC, NOUN 
TERT, NOUN 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
day, NOUN 
10, NUM 
hESC, PROPN 
stromal, ADJ 
cells, NOUN 
d15, NOUN 

, SPACE 
expression, NOUN 
levels, NOUN 
regulated, VERB 
PPARγ2data, PROPN 
shows, VERB 
higher, ADJ 
level, NOUN 
hMSC, NOUN 
TERT, NOUN 
cells, NOUN 
compared, VERB 
hESC, NOUN 
stromal, ADJ 
cells, NOUN 
expression, NOUN 
levels, NOUN 
C, PROPN 
EBP, PROPN 
αare, NOUN 
higher, ADJ 

, SPACE 
expressed, VERB 
time, NOUN 
points, NOUN 
hESC, NOUN 
stromal, ADJ 
cells.237, PROPN 
L., PROPN 
Harkness, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
48, NUM 
2011, NUM 
231, NUM 
241, NUM 

, SPACE 
Fig, PROPN 
5, NUM 
Subcutaneous, ADJ 
implantation, NOUN 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
vivo, ADJ 
bone, NOUN 
formation, NOUN 
calvarial, ADJ 
defect, NOUN 
model, NOUN 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
implanted, VERB 
subcuta, ADV 
neously, ADV 
combination, NOUN 

, SPACE 
HA, PROPN 
TCP, ADJ 
scaffold, NOUN 
NOD, PROPN 
SCID, PROPN 
mice, NOUN 
10, NUM 
weeks, NOUN 
Image, NOUN 
b, X 
H&E, NOUN 
demonstrating, NOUN 
ectopic, ADJ 
bone, NOUN 
adipocyte, NOUN 
formation, NOUN 
200x, NUM 
400x, PROPN 
mag, ADJ 
respectively, ADV 

, SPACE 
c, PROPN 
human, PROPN 
speci, NOUN 
ﬁc, VERB 
Tra1, NOUN 
85, NUM 
staining, NOUN 
indicating, VERB 
hESC, PROPN 
stromal, ADJ 
cell, NOUN 
survival, NOUN 
following, VERB 
implantation, NOUN 
HA, PROPN 
TCP, PROPN 
d, X 
collagen, NOUN 
type, NOUN 
1, NUM 
staining, VERB 
showing, VERB 
ectopic, ADJ 
bone, NOUN 
formation, NOUN 

, SPACE 
photographs, NOUN 
200x, NUM 
magni, NOUN 
ﬁcation, NOUN 
speci, PROPN 
ﬁed, PROPN 
B, NOUN 
μCT, NOUN 
images, NOUN 
3, NUM 
14, NUM 
weeks, NOUN 
implantation, NOUN 
PCL, PROPN 
ﬁlm, NOUN 
cells, NOUN 
seeded, VERB 
underside, NOUN 
Bone, NOUN 
seen, VERB 

, SPACE 
formed, VERB 
right, ADJ 
defect, NOUN 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
seeded, VERB 
PLC, PROPN 
ﬁlm, NOUN 
blank, ADJ 
ﬁlm, NOUN 
left, ADJ 
shows, VERB 
interference, NOUN 
μCT, NOUN 
scanning, NOUN 
C, NOUN 
Mosaic, PROPN 
scan, VERB 

, SPACE 
image, NOUN 
H&E, PROPN 
staining, NOUN 
calvarial, ADJ 
defect, ADJ 
repair, NOUN 
14, NUM 
weeks, NOUN 
Control, PROPN 
PCL, PROPN 
ﬁlm, NOUN 
cells, NOUN 
shows, VERB 
bone, NOUN 
generation, NOUN 
new, ADJ 
bone, NOUN 
seen, VERB 
underlying, VERB 
PCL, PROPN 
scaffold, NOUN 
Images, VERB 

, SPACE 
b, PROPN 
c, PROPN 
new, ADJ 
lamellar, ADJ 
bone, NOUN 
200×, NOUN 
magni, NOUN 
ﬁcation, NOUN 
D, NOUN 
μCT, NOUN 
images, NOUN 
2, NUM 
14, NUM 
weeks, NOUN 
implantation, NOUN 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
Newly, ADV 
formed, VERB 
bone, NOUN 
seen, VERB 
formed, VERB 

, SPACE 
defect, NOUN 
OD3, PROPN 
stromal, ADJ 
cells, NOUN 
seeded, VERB 
Healos, PROPN 
®, NOUN 
scaffold, NOUN 
blank, ADJ 
scaffold, NOUN 
left, ADJ 
shows, VERB 
interference, NOUN 
μCT, NOUN 
scanning, NOUN 
E, NOUN 
