ELSEVIER, PROPN 
taken, VERB 
selection, NOUN 
suitable, ADJ 
starting, NOUN 
material, NOUN 

, SPACE 
variability, NOUN 
D, ADJ 
values, NOUN 
indication, NOUN 

, SPACE 
extended, VERB 
structural, ADJ 
defects, NOUN 
garnets, NOUN 

, SPACE 
decrease, NOUN 
variability, NOUN 
D, ADJ 
values, NOUN 

, SPACE 
lower, ADJ 
higher, ADJ 
temperatures, NOUN 
indication, NOUN 

, SPACE 
defects, NOUN 
anneal, ADJ 
course, NOUN 
loading, NOUN 
experi-, ADJ 

, SPACE 
ments, NOUN 
finding, NOUN 
supported, VERB 
consis-, ADJ 

, SPACE 
tently, ADV 
lower, ADJ 
D, ADJ 
values, NOUN 
obtained, VERB 
samples, NOUN 
loaded, VERB 

, SPACE 
116.5, NUM 
h, NOUN 
900, NUM 
°, NUM 
C, NOUN 
compared, VERB 
loaded, VERB 
25, NUM 

, SPACE 
h, NOUN 
temperature, NOUN 
Fig, PROPN 
3, NUM 
Given, VERB 
random, ADJ 

, SPACE 
distribution, NOUN 
extended, ADJ 
structural, ADJ 
defects, NOUN 
large, ADJ 

, SPACE 
grains, NOUN 
greater, ADJ 
probability, NOUN 
ontain, INTJ 

, SPACE 
defects, NOUN 
small, ADJ 
ones, NOUN 
Furthermore, ADV 
rela-, NOUN 

, SPACE 
tive, NOUN 
importance, NOUN 
defects, NOUN 
tends, VERB 
larger, ADJ 

, SPACE 
coarse, ADJ 
grains, NOUN 
small, ADJ 
ones, NOUN 
24, NUM 
find, VERB 

, SPACE 
large, ADJ 
spheres, NOUN 
highest, ADJ 
D, ADJ 

, SPACE 
values, NOUN 
noteworthy, ADJ 
900, NUM 

, SPACE 
800, NUM 
°, NOUN 
C, NOUN 
lowest, ADJ 
D, ADJ 
values, NOUN 
obtained, VERB 
spheres, NOUN 

, SPACE 
diameter, NOUN 
680, NUM 
pm, NOUN 
indicate, VERB 

, SPACE 
garnets, NOUN 
domains, NOUN 
larger, ADJ 
680, NUM 
pm, NOUN 

, SPACE 
virtually, ADV 
free, ADJ 
extended, ADJ 
structural, ADJ 
defects, NOUN 

, SPACE 
TJ, PROPN 
Dud, PROPN 
K., PROPN 
Roselieb, PROPN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
139, NUM 
1996, NUM 
41, NUM 
l-421, VERB 
417, NUM 

, SPACE 
use, VERB 
lowest, ADJ 
D, ADJ 
values, NOUN 
obtained, VERB 
900, NUM 

, SPACE 
990, NUM 
°, NUM 
C, NOUN 
fractions, NOUN 
derive, VERB 
activation, NOUN 
energy, NOUN 

, SPACE 
E, NOUN 
frequency, ADJ 
factor, NOUN 
D, PROPN 
volume, NOUN 
diffusion, NOUN 

, SPACE 
corresponding, VERB 
values, NOUN 
660(+, NUM 
z$, PROPN 
kJ, PROPN 
mol, PROPN 

, SPACE 
1015.q+8V-5, NUM 
21, NUM 
cm*/sec, PROPN 
respectively, ADV 

, SPACE 
include, VERB 
lowest, ADJ 
diffusivities, NOUN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
saturation, NOUN 
concentration, NOUN 
obtained, VERB 
tempera-, ADJ 

, SPACE 
ture, NOUN 
probably, ADV 
low, ADJ 
calculated, VERB 

, SPACE 
diffusivities, NOUN 
high, ADJ 
use, VERB 

, SPACE 
lowest, ADJ 
D, ADJ 
values, NOUN 
remaining, VERB 
temperatures, NOUN 

, SPACE 
order, NOUN 
obtain, VERB 
close, ADJ 
possible, ADJ 
estimate, NOUN 

, SPACE 
ideal, ADJ 
volume, NOUN 
diffusion, NOUN 
calculated, ADJ 
E, NOUN 

, SPACE 
D, PROPN 
minimum, ADJ 
values, NOUN 
lowest, ADJ 

, SPACE 
D, ADJ 
value, NOUN 
990, NUM 
°, NOUN 
C, NOUN 
defined, VERB 

, SPACE 
independent, ADJ 
experiments, NOUN 
assume, VERB 

, SPACE 
value, NOUN 
close, ADJ 
actual, ADJ 
value, NOUN 
volume, NOUN 

, SPACE 
diffusion, NOUN 
time, NOUN 
exclude, VERB 

, SPACE 
lower, ADJ 
D, ADJ 
values, NOUN 
900, NUM 
°, NUM 
C, NOUN 
slope, NOUN 

, SPACE 
tie, NOUN 
line, NOUN 
steeper, ADJ 
y, PROPN 
axis, NOUN 
intercept, NOUN 

, SPACE 
shifted, VERB 
higher, ADJ 
values, NOUN 
highest, ADJ 
D, ADJ 
values, NOUN 

, SPACE 
estimate, VERB 
E, NOUN 
D, PROPN 
shortcut, NOUN 

, SPACE 
diffusion, NOUN 
diffusion, NOUN 
structural, ADJ 
de-, PROPN 

, SPACE 
fects, NOUN 
corresponding, VERB 
values, NOUN 
490(+, NUM 
E, PROPN 

, SPACE 
kJ, PROPN 
mol, PROPN 
lO9.9(+6, PROPN 
-3.8, ADJ 
cm2, ADJ 
sec, PROPN 
respectively, ADV 

, SPACE 
date, NOUN 
published, VERB 
studies, NOUN 

, SPACE 
high, ADJ 
temperature, NOUN 
>, X 
700, NUM 
°, NOUN 
C, NOUN 
diffusion, NOUN 
miner-, NOUN 

, SPACE 
als, NOUN 
data, NOUN 
olivine, NOUN 
diopside, NOUN 

, SPACE 
reported, VERB 
far, ADV 
Fig, PROPN 
4, NUM 
4,5,29, X 
principal, ADJ 
diffi-, NOUN 

, SPACE 
culty, NOUN 
comparing, VERB 
results, NOUN 
studies, NOUN 

, SPACE 
difference, NOUN 
sites, NOUN 
trapped, VERB 

, SPACE 
previous, ADJ 
studies, NOUN 
investigated, VERB 
samples, NOUN 
con-, VERB 

, SPACE 
tained, VERB 
exclusively, ADV 
CO, PROPN 
fluid, ADJ 
inclu-, NOUN 

, SPACE 
sions, NOUN 
samples, NOUN 
trapped, VERB 
lattice, NOUN 

, SPACE 
defects, NOUN 
diffusion, NOUN 
data, NOUN 
olivine, NOUN 

, SPACE 
diopside, NOUN 
complicated, VERB 
partitioning, NOUN 

, SPACE 
fluid, NOUN 
crystalline, ADJ 
phases, NOUN 
detailed, ADJ 
discussion, NOUN 

, SPACE 
151, NUM 
consequence, NOUN 
diffusion, NOUN 
coeffi-, VERB 

, SPACE 
cients, NOUN 
obtained, VERB 
orders, NOUN 
magnitude, NOUN 

, SPACE 
low, ADJ 
Trull, PROPN 
Kurz, PROPN 
51, NUM 
assessed, VERB 
possibility, NOUN 

, SPACE 
correcting, VERB 
data, NOUN 
effects, NOUN 
obtained, VERB 

, SPACE 
high, ADJ 
corrected, VERB 
diffusivities, NOUN 
higher, ADJ 

, SPACE 
basalt, PROPN 
melt, PROPN 
explained, VERB 
high, ADJ 

, SPACE 
defect, NOUN 
abundance, NOUN 
samples, NOUN 
Following, VERB 

, SPACE 
arguments, NOUN 
5, NUM 
consider, VERB 
experimentally, ADV 

, SPACE 
derived, VERB 
diffusion, NOUN 
coefficients, NOUN 
olivine, NOUN 

, SPACE 
diopside, NOUN 
minimum, ADJ 
values, NOUN 
Fig, PROPN 
4, NUM 
Consequently, ADV 

, SPACE 
note, VERB 
garnet, NOUN 
probably, ADV 
retentive, ADJ 

, SPACE 
silicate, ADJ 
mineral, NOUN 
known, VERB 
values, NOUN 
lb00, PROPN 
1400, NUM 
1200, NUM 
loo0, PROPN 

, SPACE 
1o-5, PROPN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
I., PROPN 
1, NUM 
J, PROPN 

, SPACE 
6, NUM 
8, NUM 
10, NUM 

, SPACE 
104/, NOUN 
K-5, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Arrhenius, NOUN 
diagram, NOUN 
diffusion, NOUN 
garnet, NOUN 
olivine, NOUN 

, SPACE 
diopside, NOUN 
line, NOUN 
representing, VERB 
diffusion, NOUN 
gamet, NOUN 

, SPACE 
990, NUM 
900, NUM 
°, NOUN 
C, NOUN 
solid, ADJ 
extrapolation, NOUN 
800, NUM 
°, NOUN 
C, NOUN 
stippled, ADJ 

, SPACE 
Data, NOUN 
4, NUM 
5, NUM 
study, NOUN 

, SPACE 
probably, ADV 
maximum, ADJ 
values, NOUN 
finding, NOUN 

, SPACE 
good, ADJ 
agreement, NOUN 
low, ADJ 
ion, NOUN 
porosity, NOUN 
IP, PROPN 

, SPACE 
garnet, NOUN 
lowest, ADJ 
crustal, NOUN 

, SPACE 
silicates, NOUN 
example, NOUN 
garnet, NOUN 
investigated, VERB 

, SPACE 
IP, PROPN 
low, ADJ 
27, NUM 
diopside, NOUN 
olivine, NOUN 

, SPACE 
considerably, ADV 
higher, ADJ 
IPs, NOUN 
34, NUM 
35, NUM 
respec-, X 

, SPACE 
tively, ADV 
24”C, NUM 
141, NUM 

, SPACE 
5.3, X 
Geochronological, ADJ 
applications, NOUN 

, SPACE 
order, NOUN 
derive, VERB 
idea, NOUN 
temperature, NOUN 

, SPACE 
II, PROPN 
+, PROPN 
Th)-He, PROPN 
system, NOUN 
isolated, VERB 

, SPACE 
garnet, NOUN 
use, VERB 
closure, NOUN 
temperature, NOUN 
T, NOUN 
concept, NOUN 

, SPACE 
Dodson, PROPN 
30, NUM 
find, VERB 
garnet, NOUN 
350, NUM 
pm, NOUN 

, SPACE 
radius, NOUN 
T, NOUN 
590, NUM 
630, NUM 
°, NUM 
C, NOUN 

, SPACE 
cooling, VERB 
rates, NOUN 
0.1, NUM 
l”C, PROPN 
Ma, PROPN 
Fig, PROPN 
5, NUM 

, SPACE 
350, NUM 
pm, NOUN 
example, NOUN 
largest, ADJ 

, SPACE 
grains, NOUN 
displayed, VERB 
close, NOUN 
ideal, ADJ 
volume, NOUN 
diffu-, PROPN 

, SPACE 
sion, NOUN 
behaviour, NOUN 
size, NOUN 
practical, ADJ 
pur-, NOUN 

, SPACE 
poses, NOUN 
radius, NOUN 
probably, ADV 
maximum, NOUN 

, SPACE 
non, ADJ 
gem, ADJ 
quality, NOUN 
real, ADJ 
garnets, NOUN 

, SPACE 
smaller, ADJ 
defect, NOUN 
free, ADJ 
domains, NOUN 
shortcut, ADJ 
diffusion, NOUN 

, SPACE 
24, NUM 
dominates, VERB 
closure, NOUN 
temperatures, NOUN 

, SPACE 
110, NUM 
°, NUM 
C, NOUN 
lower, ADJ 

, SPACE 
T, PROPN 
s, X 
garnet, NOUN 
low, ADJ 
end, NOUN 

, SPACE 
range, NOUN 
values, NOUN 
proposed, VERB 
Sm, PROPN 
Nd, PROPN 
system, NOUN 

, SPACE 
600, NUM 
750, NUM 
°, NUM 
C, NOUN 
3I-33D, NOUN 
significantly, ADV 
lower, ADJ 

, SPACE 
418, NUM 
T.J., PROPN 
Dud, PROPN 
K., PROPN 
Roselieb, PROPN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
139, NUM 
1996, NUM 
411, NUM 
421, NUM 

, SPACE 
600, NUM 

, SPACE 

, SPACE 

, SPACE 

, SPACE 
0.01, NUM 
0.1, NUM 
1, NUM 

, SPACE 
grain, NOUN 
radius, NOUN 
mm, PROPN 
10, NUM 

, SPACE 
Fig, PROPN 
5, NUM 
Clown, VERB 
temperature, NOUN 
diffusion, NOUN 
garnet, NOUN 

, SPACE 
grain, NOUN 
sizes, NOUN 
cooling, VERB 
rates, NOUN 

, SPACE 
U, PROPN 
Pb, ADJ 
system, NOUN 
>, X 
8OO”C, NUM 
341, NUM 

, SPACE 
U, NOUN 
Th)-He, NOUN 
dating, NOUN 
garnet, NOUN 
potentially, ADV 
useful, ADJ 

, SPACE 
date, NOUN 
low-, ADJ 
high, ADJ 
grade, NOUN 
metamorphic, ADJ 
rocks, NOUN 
gar-, PROPN 

, SPACE 
net, NOUN 
bearing, VERB 
magmatic, ADJ 
rocks, NOUN 
Information, NOUN 

, SPACE 
high, ADJ 
medium, ADJ 
temperature, NOUN 
cooling, VERB 
history, NOUN 

, SPACE 
low, ADJ 
temperature, NOUN 
end, NOUN 
currently, ADV 
isotopic, ADJ 
sys-, NOUN 

, SPACE 
tems, NOUN 
obtained, VERB 
Great, ADJ 
analytical, ADJ 
care, NOUN 
how-, X 

, SPACE 
taken, VERB 
assure, VERB 
splits, NOUN 

, SPACE 
U, PROPN 
Th, PROPN 
determination, NOUN 
performed, VERB 

, SPACE 
real, ADJ 
aliquots, NOUN 
splits, NOUN 
determina-, ADJ 

, SPACE 
tion, NOUN 
regional, ADJ 
metamorphic, ADJ 
garnets, NOUN 
con-, VERB 

, SPACE 
tain, NOUN 
little, ADJ 
U, PROPN 
Th, PROPN 
e.g., ADV 
23,34, X 
U, PROPN 
Th, NOUN 
rich, ADJ 

, SPACE 
mineral, NOUN 
inclusions, NOUN 
precaution, NOUN 
especially, ADV 
im-, PRON 

, SPACE 
portant, NOUN 
Magmatic, ADJ 
contact, NOUN 
.metamorphic, PUNCT 
garnets, NOUN 

, SPACE 
mainly, ADV 
grossular, VERB 
spessarine, NOUN 
higher, ADJ 

, SPACE 
U, PROPN 
Th, PROPN 
contents, NOUN 
23, NUM 
expected, VERB 

, SPACE 
problematic, ADJ 
Analogous, ADJ 
excess, ADJ 
Ar, PROPN 

, SPACE 
K, PROPN 
Ar, PROPN 
Ar, PROPN 
Ar, PROPN 
dating, NOUN 
excess, NOUN 
present, ADJ 

, SPACE 
garnets, NOUN 
exce.ss, NOUN 
probably, ADV 

, SPACE 
trapped, VERB 
fluid, ADJ 
inclusions, NOUN 
highly, ADV 

, SPACE 
incompatible, ADJ 
nature, NOUN 
tight, ADJ 
garnet, NOUN 
struc-, NOUN 

, SPACE 
ture, NOUN 
Crush, NOUN 
release, NOUN 
experiments, NOUN 
de-, VERB 

, SPACE 
tect, NOUN 
correct, VERB 
excess, ADJ 

, SPACE 
field, NOUN 
exposure, NOUN 
age, NOUN 
dating, VERB 
cosmo-, X 

, SPACE 
genie, PROPN 
noble, ADJ 
gas, NOUN 
nuclides, NOUN 
garnet, NOUN 
prove, VERB 

, SPACE 
useful, ADJ 
Garnet, PROPN 
common, ADJ 
results, NOUN 

, SPACE 
retentive, NOUN 
inference, NOUN 
Ne, PROPN 
combination, NOUN 
features, NOUN 
common, ADJ 

, SPACE 
rock, NOUN 
forming, VERB 
minerals, NOUN 
Olivine, NOUN 
diopside, NOUN 
re-, ADV 

, SPACE 
tentive, ADJ 
Ne, PROPN 
5,35, X 
use, NOUN 
limited, VERB 

, SPACE 
outcrops, NOUN 
mafic, ADJ 
rocks, NOUN 
Quartz, NOUN 
feldspars, VERB 

, SPACE 
potentially, ADV 
retain, VERB 
cosmogenic, NOUN 
low, ADJ 

, SPACE 
temperatures, NOUN 
found, VERB 
Antarctica, PROPN 

, SPACE 
warm, ADJ 
areas, NOUN 
loose, VERB 
cosmogenic, NOUN 
3He, NUM 
3,36,37, NUM 

, SPACE 
aware, ADJ 
similar, ADJ 
olivine, NOUN 
cosmogenic, NOUN 

, SPACE 
3He, PROPN 
diffuse, VERB 
faster, ADV 
garnet, NOUN 
low, ADJ 
temperatures, NOUN 

, SPACE 
inferred, VERB 
high, ADJ 
temperature, NOUN 
experiments, NOUN 
3, NUM 

, SPACE 
probably, ADV 
predominance, NOUN 
shortcut, NOUN 

, SPACE 
diffusion, NOUN 
24, NUM 
un, ADJ 
annealed, ADJ 
structural, ADJ 
defects, NOUN 

, SPACE 
previous, ADJ 
section, NOUN 
effects, NOUN 

, SPACE 
shortcut, NOUN 
diffusion, NOUN 
experimental, ADJ 
data, NOUN 
pre-, NOUN 

, SPACE 
viously, ADV 
derived, VERB 
lower, ADJ 
T, NOUN 
diffusion, NOUN 
dominated, VERB 

, SPACE 
defects, NOUN 
480, NUM 
°, NOUN 
C, NOUN 
garnets, NOUN 
loca-, PROPN 

, SPACE 
tions, NOUN 
value, NOUN 
higher, ADJ 
lower, ADJ 
probably, ADV 

, SPACE 
higher, ADJ 
surface, NOUN 
temperatures, NOUN 
Earth, PROPN 

, SPACE 
Furthermore, ADV 
structural, ADJ 
considerations, NOUN 

, SPACE 
reason, NOUN 
assume, VERB 
garnet, NOUN 
likely, ADJ 

, SPACE 
suffer, VERB 
low, ADJ 
temperature, NOUN 
loss, NOUN 
olivine, NOUN 

, SPACE 
demonstrated, VERB 
ability, NOUN 
retain, VERB 
cosmo-, NOUN 

, SPACE 
genie, NOUN 
climates, NOUN 
view, NOUN 

, SPACE 
olivines, VERB 
frequently, ADV 
display, VERB 
undulose, ADJ 
extinction, NOUN 
faint, ADJ 

, SPACE 
translation, NOUN 
lamellae, NOUN 
slip, NOUN 
bands, NOUN 
kink, NOUN 
bands, NOUN 
in-, ADV 

, SPACE 
homogeous, ADJ 
translation, NOUN 
gliding, NOUN 
38, NUM 

, SPACE 
features, NOUN 
indicate, VERB 
high, ADJ 
density, NOUN 
extended, VERB 
defects, NOUN 

, SPACE 
possibly, ADV 
enhancing, VERB 
diffusion, NOUN 
contrast, NOUN 
almandine, NOUN 

, SPACE 
pyrope, NOUN 
rich, ADJ 
garnets, NOUN 
common, ADJ 
garnet, NOUN 

, SPACE 
species, NOUN 
usually, ADV 
devoid, ADJ 
features, NOUN 
381, NUM 

, SPACE 
average, ADJ 
probably, ADV 
de-, ADJ 

, SPACE 
fects, NOUN 
olivine, NOUN 
Spessartine, NOUN 
garnets, NOUN 

, SPACE 
ugrandite, ADJ 
series, NOUN 
frequently, ADV 
anomalous, ADJ 
birefrin-, PRON 

, SPACE 
gence, NOUN 
38, NUM 
possibly, ADV 
indicating, VERB 
high, ADJ 
defect, NOUN 
density, NOUN 

, SPACE 
excessive, ADJ 
strain, NOUN 
lattice, NOUN 
garnet, NOUN 

, SPACE 
species, NOUN 
unsuitable, ADJ 
exposure, NOUN 
age, NOUN 

, SPACE 
dating, VERB 
unfavourable, ADJ 
noble, ADJ 
gas, NOUN 
compo-, NOUN 

, SPACE 
nent, NOUN 
structure, NOUN 
discussed, VERB 
detail, NOUN 

, SPACE 
WI, PROPN 

, SPACE 
5.4, X 
Geochemical, ADJ 
applications, NOUN 

, SPACE 
High, ADJ 
grade, NOUN 
metamorphic, ADJ 
fluids, NOUN 
provenance, NOUN 

, SPACE 
interactions, NOUN 
rocks, NOUN 
objective, NOUN 

, SPACE 
multitude, NOUN 
studies, NOUN 
date, NOUN 
garnet, NOUN 
minerals, NOUN 

, SPACE 
included, VERB 
garnet, NOUN 
minerals, NOUN 

, SPACE 
non, ADJ 
reequilibrated, ADJ 
primary, NOUN 
amphibolite, ADJ 
granulite, NOUN 

, SPACE 
TJ, PROPN 
Dunai, ADJ 
K., PROPN 
Roselieb/, NOUN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
139, NUM 
1996, NUM 
411, NUM 
421, NUM 
419, NUM 

, SPACE 
facies, NOUN 
fluid, ADJ 
inclusions, NOUN 
found, VERB 
e.g., ADV 
7, NUM 
g, X 
There-, PROPN 

, SPACE 
fore, NOUN 
suggests, VERB 
fluid, ADJ 
inclusions, NOUN 
garnet, NOUN 

, SPACE 
preferably, ADV 
characterize, VERB 
peak, NOUN 

, SPACE 
metamorphic, ADJ 
fluids, NOUN 
Noble, ADJ 
gases, NOUN 
especially, ADV 

, SPACE 
obtain, VERB 
information, NOUN 
provenance, NOUN 

, SPACE 
fluids, NOUN 
instance, NOUN 
recent, ADJ 
studies, NOUN 

, SPACE 
demonstrated, VERB 
carbonic, ADJ 
fluids, NOUN 
involved, VERB 
gran-, ADJ 

, SPACE 
ulite, ADJ 
metamorphism, NOUN 
metamorphic, ADJ 
terranes, NOUN 

, SPACE 
southern, ADJ 
India, PROPN 
northern, PROPN 
Norway, PROPN 
mantle, ADJ 

, SPACE 
origin, NOUN 
lo-121, ADJ 
studies, NOUN 
important, ADJ 

, SPACE 
know, VERB 
conditions, NOUN 
primary, ADJ 
isotopic, ADJ 

, SPACE 
signature, NOUN 
preserved, VERB 
known, VERB 

, SPACE 
impossible, ADJ 
judge, VERB 
absence, NOUN 
mantle, NOUN 

, SPACE 
signature, NOUN 
indicative, ADJ 
absence, NOUN 
mantle, PROPN 

, SPACE 
fluids, NOUN 
stage, NOUN 
evolution, NOUN 
rock, NOUN 

, SPACE 
simply, ADV 
reflects, VERB 
mantle, NOUN 
helium, NOUN 
lost, VERB 

, SPACE 
time, NOUN 
fluid, ADJ 
entrapment, NOUN 

, SPACE 
characteristic, ADJ 
diffusive, ADJ 
length, NOUN 
defined, VERB 

, SPACE 
X, NOUN 
=, NOUN 
Dt>‘/, PROPN 
gives, VERB 
conceptual, ADJ 
idea, NOUN 

, SPACE 
distance, NOUN 
signature, NOUN 
dispersed, VERB 
total, ADJ 

, SPACE 
99, NUM 
diffusive, ADJ 
loss, NOUN 
gain, NOUN 
exchange, NOUN 
helium, NOUN 

, SPACE 
occurs, VERB 
spherical, ADJ 
volume, NOUN 
diameter, NOUN 
X, NOUN 

, SPACE 
time, NOUN 
t, NOUN 
50, NUM 
transfer, NOUN 
l, PROPN 
lOth, PROPN 
t, PROPN 
5, NUM 

, SPACE 
X, PROPN 
greater, ADJ 
grain, NOUN 
size, NOUN 
size, NOUN 

, SPACE 
diffusion, NOUN 
domains, NOUN 
considered, VERB 
lost, VERB 

, SPACE 
assume, VERB 
maximum, ADJ 
size, NOUN 
diffu-, ADJ 

, SPACE 
sion, NOUN 
domains, NOUN 
garnet, NOUN 
probably, ADV 
order, NOUN 

, SPACE 
700, NUM 
wm, PROPN 
diameter, NOUN 
complete, ADJ 
equilibration, NOUN 

, SPACE 
achieved, VERB 
1, NUM 
Ma, PROPN 
800, NUM 
°, NOUN 
C, NOUN 
1, NUM 
Ga, PROPN 

, SPACE 
700, NUM 
°, NUM 
C, NOUN 
Fig, PROPN 
6, NUM 
Virtually, ADV 
exchange, NOUN 
occurs, VERB 

, SPACE 
temperatures, NOUN 
600, NUM 
°, NOUN 
C, NOUN 
practical, ADJ 
purposes, NOUN 

, SPACE 
Fig, PROPN 
6, NUM 
Diffusive, ADJ 
path, NOUN 
length, NOUN 
Dt)‘/, PROPN 
garnet, NOUN 

, SPACE 
temperatures, NOUN 
heating, NOUN 
durations, NOUN 
means, VERB 
garnets, NOUN 
granulite, NOUN 
facies, NOUN 
rocks, NOUN 

, SPACE 
held, VERB 
700, NUM 
°, NUM 
C, NOUN 
lo-, PROPN 
100, NUM 
Ma, PROPN 
lose, VERB 

, SPACE 
originally, ADV 
trapped, VERB 
Furthermore, ADV 
radiogenic, ADJ 

, SPACE 
rock, NOUN 
matrix, NOUN 
find, VERB 
way, NOUN 
fluid, ADJ 

, SPACE 
inclusions, NOUN 
garnet, NOUN 
start, VERB 
camouflage, VERB 

, SPACE 
inherited, VERB 
mantle, NOUN 
signature, NOUN 
conditions, NOUN 

, SPACE 
absence, NOUN 
mantle, NOUN 
signature, NOUN 
conclu-, ADJ 

, SPACE 
sive, ADJ 
absence, NOUN 
syn, ADJ 
metamorphic, ADJ 
mantle, NOUN 
de-, NOUN 

, SPACE 
rived, VERB 
fluids, NOUN 
positive, ADJ 
finding, NOUN 

, SPACE 
proven, VERB 
presence, NOUN 
mantle, NOUN 
derived, VERB 
fluids, NOUN 
unequiv-, ADJ 

, SPACE 
ocal, ADJ 
Garnets, NOUN 
mid, ADJ 
amphibolite, ADJ 
facies, NOUN 
lower, ADJ 

, SPACE 
grade, NOUN 
rocks, NOUN 
retain, VERB 
originally, ADV 

, SPACE 
trapped, VERB 
quantitatively, ADV 

, SPACE 
6, X 
Conclusions, NOUN 

, SPACE 
following, VERB 
conclusions, NOUN 

, SPACE 
drawn, VERB 

, SPACE 
1, X 

, SPACE 
2, X 

, SPACE 
3, X 

, SPACE 
4, X 
Extended, ADJ 
structural, ADJ 
defects, NOUN 
garnet, NOUN 
act, VERB 

, SPACE 
trapping, VERB 
sites, NOUN 
fast, ADJ 
pathways, NOUN 

, SPACE 
diffusion, NOUN 
affect, VERB 
kinetics, NOUN 
sorption, NOUN 

, SPACE 
considerably, ADV 
anneal, ADJ 
course, NOUN 

, SPACE 
experiments, NOUN 
principle, NOUN 
point, NOUN 
defects, NOUN 
created, VERB 

, SPACE 
charge, NOUN 
compensation, NOUN 
aliovalent, ADJ 
chemical, NOUN 
sub-, NOUN 

, SPACE 
stitutions, NOUN 
account, VERB 
saturation, NOUN 

, SPACE 
concentrations, NOUN 
measured, VERB 
pre-, NOUN 

, SPACE 
sent, VERB 
experimental, ADJ 
data, NOUN 
assess, VERB 
rela-, ADJ 

, SPACE 
tive, NOUN 
contribution, NOUN 
extended, ADJ 
structural, ADJ 
defects, NOUN 

, SPACE 
versus, ADP 
point, NOUN 
defects, NOUN 

, SPACE 
Garnet, PROPN 
retentive, ADJ 
obtained, VERB 

, SPACE 
estimates, NOUN 
activation, NOUN 
energy, NOUN 
E, PROPN 

, SPACE 
pre, ADJ 
exponential, ADJ 
factor, NOUN 
D, PROPN 
660, NUM 
f, PROPN 
t;E, NOUN 
kJ, X 
mol, PROPN 

, SPACE 
10’5.q+8~-5.2, NUM 
cm*/sec, PROPN 
respectively, ADV 

, SPACE 
probable, ADJ 
garnet, NOUN 
retentive, ADJ 

, SPACE 
silicate, ADJ 
mineral, NOUN 
lowest, ADJ 
ion, NOUN 

, SPACE 
porosity, NOUN 
crustal, ADJ 
rock, NOUN 
forming, VERB 
silicates, NOUN 

, SPACE 
good, ADJ 
retentivity, NOUN 
results, NOUN 
high, ADJ 
closure, NOUN 
tempera-, ADJ 

, SPACE 
ture, NOUN 
U, PROPN 
+, PROPN 
Th)-He, PROPN 
system, NOUN 
garnet, NOUN 

, SPACE 
600, NUM 
°, NUM 
C, NOUN 

, SPACE 
Garnet, PROPN 
great, ADJ 
potential, NOUN 
use, NOUN 
exposure, NOUN 

, SPACE 
age, NOUN 
dating, VERB 
utilizing, VERB 
cosmogenic, NOUN 
noble, ADJ 
gas, NOUN 
nu-, NOUN 

, SPACE 
elides, VERB 
Unlike, ADP 
quartz, NOUN 
feldspar, NOUN 
commonly, ADV 

, SPACE 
crustal, NOUN 
minerals, NOUN 
garnet, NOUN 
likely, ADJ 
retain, VERB 

, SPACE 
cosmogenic, ADJ 
noble, ADJ 
gases, NOUN 
quantitatively, ADV 
hot, ADJ 

, SPACE 
climates, NOUN 

, SPACE 
Ancient, PROPN 
trapped, VERB 
fluid, ADJ 
inclusions, NOUN 
quantita-, ADJ 

, SPACE 
420, NUM 
T.J., PROPN 
Dunai, PROPN 
K., PROPN 
Roselieb, PROPN 
Earth, PROPN 
Planetary, PROPN 
Science, PROPN 
Letters, PROPN 
139, NUM 
1996, NUM 
411, NUM 
421, NUM 

, SPACE 
tively, ADV 
retained, VERB 
garnet, NOUN 
temperatures, NOUN 

, SPACE 
exceed, VERB 
600, NUM 
°, NOUN 
C, NOUN 
temperatures, NOUN 
700, NUM 
°, NUM 
C, NOUN 

, SPACE 
lo-, NOUN 
100, NUM 
Ma, PROPN 
originally, ADV 
trapped, VERB 

, SPACE 
lost, VERB 
and/or, CCONJ 
components, VERB 

, SPACE 
outside, ADP 
garnet, NOUN 
added, VERB 

, SPACE 
Acknowledgements, NOUN 

, SPACE 
thank, VERB 
Th, PROPN 
Lind, PROPN 
Idar, PROPN 
Oberstein, PROPN 
FRG, PROPN 

, SPACE 
generous, ADJ 
supply, NOUN 
sample, NOUN 
material, NOUN 

, SPACE 
like, VERB 
thank, VERB 
W., PROPN 
Lottermoser, PROPN 
K., PROPN 
Forcher, PROPN 
