~llk, NOUN 
50O0, NUM 
rev, PROPN 
min, PROPN 

, SPACE 
.~., PROPN 

, SPACE 
2, NUM 
9, NUM 
o, NOUN 
5, NUM 
5~, NOUN 
~, PUNCT 
5, NUM 
7, NUM 
~, PUNCT 
9, NUM 
temp, NOUN 
~, NOUN 
mne, PROPN 
07, NUM 

, SPACE 
Figure, PROPN 
9, NUM 
Variation, PROPN 
TLC, PROPN 
hue, NOUN 
disc, NOUN 
temperature, NOUN 
mea-, ADJ 

, SPACE 
sured, VERB 
IR, PROPN 
imager, ADJ 
Rotation, ADJ 
effects, NOUN 
liquid, ADJ 
crystals, NOUN 
B., PROPN 
J., PROPN 
Syson, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
experimental, ADJ 
results, NOUN 
appear, VERB 
obvious, ADJ 
effects, NOUN 

, SPACE 
rotational, ADJ 
speed, NOUN 
speeds, NOUN 
1000, NUM 
7000, NUM 
rpm, NOUN 

, SPACE 
fixed, VERB 
value, NOUN 
hue, NOUN 
range, NOUN 
80, NUM 
120, NUM 
temperature, NOUN 

, SPACE 
variation, NOUN 
speed, NOUN 
0.5, NUM 
°, NUM 
C, NOUN 
temperature, NOUN 

, SPACE 
variations, NOUN 
results, NOUN 
extremes, NOUN 
1000, NUM 
7000, NUM 
rpm, NOUN 

, SPACE 
smaller, ADJ 
effect, NOUN 
rotational, ADJ 
speed, NOUN 

, SPACE 
progressive, ADJ 
effect, NOUN 
increase, VERB 
monotoni-, NOUN 

, SPACE 
cally, ADV 
speed, NOUN 
increases, NOUN 

, SPACE 
Figure, NOUN 
10, NUM 
shows, VERB 
variation, NOUN 
temperature, NOUN 
measured, VERB 

, SPACE 
TLC, PROPN 
obtained, VERB 
copper, NOUN 
block, NOUN 
hue, NOUN 
temperature, NOUN 

, SPACE 
calibration, NOUN 
shown, VERB 
Figure, PROPN 
8), PROPN 
temperature, NOUN 
disc, NOUN 

, SPACE 
measured, VERB 
IR, PROPN 
imager, ADJ 
calibration, NOUN 
line, NOUN 
obtained, VERB 

, SPACE 
copper, NOUN 
block, NOUN 
stationary, ADJ 
frame, NOUN 
reference, NOUN 

, SPACE 
shown, VERB 
figure, NOUN 
measurements, NOUN 
scatter, NOUN 

, SPACE 
oscillatory, ADJ 
bias, NOUN 
calibration, NOUN 
line, NOUN 
appears, VERB 

, SPACE 
effect, NOUN 
rotational, ADJ 
speed, NOUN 
scatter, NOUN 
relatively, ADV 
small, ADJ 

, SPACE 
bias, NOUN 
monotonic, ADJ 
function, NOUN 
speed, NOUN 

, SPACE 
oscillatory, ADJ 
bias, NOUN 
originally, ADV 
thought, VERB 
caused, VERB 

, SPACE 
moving, VERB 
stationary, NOUN 
rotating, VERB 
frame, NOUN 
se, X 

, SPACE 
moving, VERB 
surface, NOUN 
copper, NOUN 
block, NOUN 
disc, NOUN 

, SPACE 
surfaces, NOUN 
different, ADJ 
emissivities, NOUN 
reflectivi-, NOUN 

, SPACE 
ties, NOUN 
affect, VERB 
optical, ADJ 
IR, ADJ 
signals, NOUN 
different, ADJ 

, SPACE 
ways, NOUN 
test, VERB 
hypothesis, NOUN 
situ, NOUN 
calibration, NOUN 
per-, X 

, SPACE 
formed, VERB 
disc, NOUN 
rotating, VERB 
1000, NUM 
rpm, NOUN 
Ideally, ADV 

, SPACE 
calibration, NOUN 
performed, VERB 
stationary, ADJ 
disc, NOUN 

, SPACE 
impracticable, ADJ 
owing, VERB 
nonaxisymmetric, ADJ 
tempera-, ADJ 

, SPACE 
ture, NOUN 
variations, NOUN 
created, VERB 
heated, ADJ 
vertical, ADJ 
surface, NOUN 

, SPACE 
single, ADJ 
g, PROPN 
gravitational, ADJ 
field, NOUN 
situ, NOUN 
calibration, NOUN 
hue, NOUN 

, SPACE 
values, NOUN 
TLC, PROPN 
calibrated, VERB 
IR, PROPN 
measurements, NOUN 

, SPACE 
obtained, VERB 
surface, NOUN 
heated, ADJ 
disc, NOUN 
emissivity, NOUN 

, SPACE 
setting, NOUN 
IR, PROPN 
imager, PROPN 
kept, VERB 
e, NOUN 
=, NOUN 
0.96, NUM 
value, NOUN 

, SPACE 
original, ADJ 
copper, NOUN 
block, NOUN 
calibration, NOUN 

, SPACE 
Figure, NOUN 
11, NUM 
shows, VERB 
variation, NOUN 
temperature, NOUN 
measured, VERB 

, SPACE 
TLC, PROPN 
situ, NOUN 
calibration, NOUN 
temperature, NOUN 

, SPACE 
measured, VERB 
IR, PROPN 
imager, ADJ 
scatter, ADJ 
measure-, ADJ 

, SPACE 
ments, NOUN 
oscillatory, ADJ 
bias, NOUN 
reduced, VERB 
significantly, ADV 

, SPACE 
departure, NOUN 
measurements, NOUN 
7000, NUM 
rpm, NOUN 

, SPACE 
calibration, NOUN 
1000, NUM 
rpm, NOUN 
typically, ADV 
0.3, NUM 
°, NOUN 
C, NOUN 

, SPACE 
departure, NOUN 
measurements, NOUN 
intermediate, ADJ 
speeds, NOUN 
example, NOUN 

, SPACE 
3000, NUM 
rpm, NOUN 
0.5, NUM 
°, NUM 
C, NOUN 
departure, NOUN 
calibra-, ADJ 

, SPACE 
59-, NUM 

, SPACE 
58-, NUM 

, SPACE 
57-, NUM 

, SPACE 
56-, NUM 

, SPACE 
55-, NUM 

, SPACE 
~, PUNCT 
53-, NUM 

, SPACE 
~, PUNCT 
52-, NUM 

, SPACE 
51-, X 

, SPACE 
50-, NOUN 

, SPACE 
49-, NUM 

, SPACE 
48-, NUM 

, SPACE 
47, NUM 

, SPACE 
47, NUM 
f, X 

, SPACE 

, SPACE 

, SPACE 
IR, PROPN 
mrap, PROPN 
~, PROPN 
t, NOUN 
~, PUNCT 
t~, PROPN 
CO, PROPN 

, SPACE 
Figure, PROPN 
10, NUM 
Variation, PROPN 
disc, NOUN 
temperature, NOUN 
measured, VERB 
TLC, PROPN 

, SPACE 
copper, NOUN 
block, NOUN 
calibration, NOUN 
temperature, NOUN 
measured, VERB 

, SPACE 
IR, PROPN 
imager, PROPN 

, SPACE 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
17, NUM 
5, NUM 
October, PROPN 
1996, NUM 
497, NUM 


, SPACE 
Rotation, PROPN 
effects, NOUN 
liquid, ADJ 
crystals, NOUN 
B., PROPN 
J., PROPN 
Syson, PROPN 
et, NOUN 
aL, PROPN 

, SPACE 
7, NUM 

, SPACE 
56-, NUM 

, SPACE 
55-, NUM 

, SPACE 

, SPACE 

, SPACE 
51-, X 
/J, PUNCT 
3ooo.v~., NOUN 

, SPACE 
.c, PUNCT 
5000, NUM 
rcvhlain, NOUN 

, SPACE 
f/'f/, PROPN 
49-, NUM 
l~,~, NUM 
l, NOUN 

, SPACE 
48, NUM 

, SPACE 
4, NUM 
9, NUM 
5'0, NUM 
5'6, NUM 
IR, PROPN 
tempe, ADP 
~, PUNCT 
atu~, PROPN 
CC, PROPN 

, SPACE 
Figure, PROPN 
11, NUM 
Variation, PROPN 
disc, NOUN 
temperature, NOUN 
measured, VERB 
TLC, PROPN 

, SPACE 
situ, NOUN 
calibration, NOUN 
temperature, NOUN 
measured, VERB 
IR, PROPN 

, SPACE 
imager, ADJ 

, SPACE 
tion, NOUN 
line, NOUN 
relatively, ADV 
small, ADJ 
increase, VERB 
monotoni-, NOUN 

, SPACE 
cally, ADV 
speed, NOUN 
effect, NOUN 
appear, VERB 
speed, NOUN 
related, VERB 

, SPACE 
reason, NOUN 
bias, NOUN 
believed, VERB 
lie, VERB 
colour-, ADJ 

, SPACE 
balance, NOUN 
circuits, NOUN 
video, NOUN 
hardware, NOUN 
CCD, PROPN 
camera, NOUN 
recorder, NOUN 

, SPACE 
frame, NOUN 
grabber, NOUN 
recording, VERB 
TLC, PROPN 
signal, NOUN 
stated, VERB 

, SPACE 
copper, NOUN 
block, NOUN 
calibration, NOUN 
surface, NOUN 
isothermal, ADJ 

, SPACE 
colour, NOUN 
visible, ADJ 
instant, NOUN 
variation, NOUN 

, SPACE 
hue, NOUN 
pixel, PROPN 
pixel, PROPN 
relatively, ADV 
small, ADJ 

, SPACE 
disc, NOUN 
experiments, NOUN 
surface, NOUN 
nonisothermal, ADJ 
variations, NOUN 

, SPACE 
hue, NOUN 
large, ADJ 
principle, NOUN 
radial, ADJ 
distribution, NOUN 

, SPACE 
temperature, NOUN 
disc, NOUN 

, SPACE 
tests, NOUN 
making, VERB 
bias, NOUN 
invariant, ADJ 
speed, NOUN 
practice, NOUN 

, SPACE 
temperature, NOUN 
distribution, NOUN 
varied, VERB 
test, NOUN 
test, VERB 
conse-, NUM 

, SPACE 
quently, ADV 
systematic, ADJ 
error, NOUN 
video, NOUN 
hardware, NOUN 
pro-, VERB 

, SPACE 
duce, VERB 
appears, VERB 
speed, NOUN 
related, VERB 
bias, NOUN 
TLC, PROPN 

, SPACE 
temperature, NOUN 
measurements, NOUN 

, SPACE 
Figure, NOUN 
12, NUM 
shows, VERB 
radial, ADJ 
distribution, NOUN 
disc, NOUN 
tempera-, X 

, SPACE 
ture, NOUN 
measured, VERB 
IR, PROPN 
imager, ADJ 
seven, NUM 
speeds, NOUN 

, SPACE 
distributions, NOUN 
similar, ADJ 
magnitudes, NOUN 
different, ADJ 

, SPACE 
relationship, NOUN 
maximum, ADJ 
temperature, NOUN 
speed, NOUN 
shown, VERB 

, SPACE 
Figure, NOUN 
12, NUM 
similar, ADJ 
hue, NOUN 
speed, NOUN 
shown, VERB 

, SPACE 
Figure, NOUN 
11, NUM 
appear, VERB 
speed, NOUN 
related, VERB 

, SPACE 
bias, NOUN 
hue, NOUN 
caused, VERB 
indirectly, ADV 
temperature, NOUN 
distribution, NOUN 

, SPACE 
disc, NOUN 
speed, NOUN 
se, X 

, SPACE 
precise, ADJ 
mechanism, NOUN 
hue, NOUN 
values, NOUN 

, SPACE 
dependent, ADJ 
distribution, NOUN 
temperature, NOUN 
fully, ADV 
under-, ADJ 

, SPACE 
stood, VERB 
authors, NOUN 
investigations, NOUN 
begun, VERB 
ascertain, VERB 

, SPACE 
problem, NOUN 
solved, VERB 
digital, ADJ 
video, NOUN 
system, NOUN 

, SPACE 
current, ADJ 
analog, NOUN 
despite, SCONJ 
relatively, ADV 

, SPACE 
minor, ADJ 
problem, NOUN 
reasonably, ADV 
concluded, VERB 
accelera-, VERB 

, SPACE 
tions, NOUN 
16,000, NUM 
g, NOUN 
rotational, ADJ 
speed, NOUN 
significant, ADJ 
effect, NOUN 

, SPACE 
temperature, NOUN 
response, NOUN 
wide, ADJ 
band, NOUN 
thermochromic, NOUN 
liquid, NOUN 

, SPACE 
crystal, NOUN 

, SPACE 
4.3, X 
comment, NOUN 
rotational, ADJ 
shift, NOUN 

, SPACE 
stated, VERB 
introduction, NOUN 
principal, ADJ 
reason, NOUN 
studying, VERB 

, SPACE 
phenomenon, NOUN 
prove, VERB 
disprove, VERB 
rotational, ADJ 
shift, NOUN 

, SPACE 
observed, VERB 
experimenters, NOUN 
speculation, NOUN 

, SPACE 
TLC, PROPN 
sheared, VERB 
surface, NOUN 
strain, NOUN 
rotating, VERB 
59=, NOUN 

, SPACE 
56-, NUM 
.S, NOUN 
~, PUNCT 
j, PROPN 

, SPACE 
5~-, NUM 
<, X 

, SPACE 
.//.~, PROPN 
.~, NOUN 
1000, NUM 
tev, NOUN 
nfia, PROPN 

, SPACE 
.~/, PROPN 
2ooo, INTJ 
l, NOUN 
~, PROPN 
v, PROPN 
min, NOUN 

, SPACE 
~, PUNCT 
4coo, PROPN 
rev, PROPN 
min, PROPN 

, SPACE 
50-, NOUN 
50OOre~,~, NUM 

, SPACE 
~.~-, PUNCT 
6000, NUM 
~,~, NUM 

, SPACE 
49-, NUM 

, SPACE 
48-, NUM 

, SPACE 
47, NUM 

, SPACE 
225, NUM 
230, NUM 
235, NUM 
2AO, NUM 
245, NUM 
250, NUM 
255, NUM 
260, NUM 
265, NUM 
270, NUM 
275, NUM 
280, NUM 
285, NUM 

, SPACE 
radius, NOUN 
ram, PROPN 

, SPACE 
Figure, VERB 
12, NUM 
Radial, ADJ 
distribution, NOUN 
disc, NOUN 
temperature, NOUN 
measured, VERB 

, SPACE 
IR, PROPN 
imager, ADJ 

, SPACE 
body, NOUN 
centrifuged, VERB 
g, PROPN 
forces, NOUN 

, SPACE 
established, VERB 
reasonable, ADJ 
doubt, NOUN 
rotational, ADJ 

, SPACE 
shift, NOUN 
permitted, VERB 
speculate, VERB 

, SPACE 
experimenters, NOUN 
wrong, ADJ 

, SPACE 
submitting, VERB 
paper, NOUN 
publication, NOUN 
October, PROPN 
1995, NUM 

, SPACE 
joined, VERB 
forces, NOUN 
Cengiz, PROPN 
Camci, PROPN 
Boris, PROPN 
Glezer, PROPN 

, SPACE 
United, PROPN 
States, PROPN 
groups, NOUN 
produced, VERB 
short, ADJ 
paper, NOUN 

, SPACE 
separate, ADJ 
experiments, NOUN 
theirs, PRON 
narrow, ADJ 
band, NOUN 
TLC, NOUN 

, SPACE 
wide, ADJ 
band, NOUN 
paper, NOUN 
Camci, PROPN 
et, PROPN 
al, PROPN 
1996, NUM 

, SPACE 
suggest, VERB 
reason, NOUN 
rotational, ADJ 
shift, NOUN 
completeness, NOUN 

, SPACE 
deference, NOUN 
reviewers, NOUN 
paper, NOUN 

, SPACE 
repeat, VERB 
suggestion, NOUN 

, SPACE 
thermocoupte, NOUN 
different, ADJ 
material, NOUN 

, SPACE 
body, NOUN 
embedded, VERB 
cause, VERB 
local, ADJ 

, SPACE 
disturbance, NOUN 
temperature, NOUN 
distribution, NOUN 
body, NOUN 

, SPACE 
creates, VERB 
thermal, ADJ 
disturbance, NOUN 
error, NOUN 
differ-, ADJ 

, SPACE 
ence, NOUN 
true, ADJ 
undisturbed, ADJ 
temperature, NOUN 

, SPACE 
measured, VERB 
temperature, NOUN 
magnitude, NOUN 
error, NOUN 
depends, VERB 

, SPACE 
things, NOUN 
size, NOUN 
thermocouple, NUM 

, SPACE 
thermal, ADJ 
properties, NOUN 
materials, NOUN 
local, ADJ 
heat, NOUN 

, SPACE 
flux, NOUN 

, SPACE 
rotating, VERB 
body, NOUN 
constant, ADJ 
temperature, NOUN 
heat, NOUN 

, SPACE 
transfer, NOUN 
coefficient, NOUN 
surface, NOUN 
heat, NOUN 
flux, NOUN 
increases, VERB 

, SPACE 
rotational, ADJ 
speed, NOUN 
increases, NOUN 
Consequently, ADV 
thermal-, NOUN 

, SPACE 
disturbance, NOUN 
error, NOUN 
created, VERB 
embedded, ADJ 
thermocouple, NOUN 

, SPACE 
increase, VERB 
rotational, ADJ 
speed, NOUN 
thermocouples, NOUN 
TLC, PROPN 

, SPACE 
measure, VERB 
temperature, NOUN 
rotating, VERB 
body, NOUN 

, SPACE 
difference, NOUN 
measurements, NOUN 
increase, VERB 

, SPACE 
speed, NOUN 

, SPACE 
phenomenon, NOUN 
observed, VERB 
independently, ADV 

, SPACE 
experiments, NOUN 
carried, VERB 
groups, NOUN 
authors, NOUN 

, SPACE 
believed, VERB 
reason, NOUN 
research, NOUN 
workers, NOUN 

, SPACE 
observed, VERB 
wrongly, ADV 
believed, VERB 
rotational, ADJ 

, SPACE 
shift, NOUN 
TLC, PROPN 
output, NOUN 
referred, VERB 
Section, NOUN 
1, NUM 

, SPACE 
5, X 
Conclusions, NOUN 

, SPACE 
Wide, ADJ 
band, NOUN 
TLC, PROPN 
IR, PROPN 
thermal, NOUN 
imager, ADJ 

, SPACE 
measure, VERB 
surface, NOUN 
temperature, NOUN 
rotating, VERB 
disc, NOUN 
hue, NOUN 

, SPACE 
technique, NOUN 
employed, VERB 
determine, VERB 
temperature, NOUN 

, SPACE 
TLC, PROPN 
effective, ADJ 
range, NOUN 
48, NUM 
58, NUM 
°, NOUN 
C, NOUN 
resolu-, X 

, SPACE 
tion, NOUN 
0.1, NUM 
°, NUM 
C, NOUN 
IR, PROPN 
imager, ADJ 
resolution, NOUN 

, SPACE 
498, NUM 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
1, NUM 
7, NUM 
5, NUM 
October, PROPN 
1996, NUM 


, SPACE 
approximately, ADV 
0.1, NUM 
°, NUM 
C, NOUN 
datum, NOUN 
determine, VERB 

, SPACE 
effect, NOUN 
rotational, ADJ 
speed, NOUN 
temperature, NOUN 
response, NOUN 

, SPACE 
TLC, PROPN 

, SPACE 
Tests, NOUN 
conducted, VERB 
rotational, ADJ 
speeds, NOUN 
1000, NUM 

, SPACE 
7000, NUM 
rpm, NOUN 
corresponding, VERB 
centripetal, ADJ 
accelerations, NOUN 
250, NUM 

, SPACE 
16,000, NUM 
g., NOUN 
scatter, NOUN 
0.5, NUM 
°, NUM 
C, NOUN 

, SPACE 
measurements, NOUN 
typical, ADJ 
difference, NOUN 
temperatures, NOUN 

, SPACE 
measured, VERB 
TLC, PROPN 
IR, PROPN 
imager, ADJ 
extremes, NOUN 

, SPACE 
speed, NOUN 
range, NOUN 
1000, NUM 
7000, NUM 
rpm, NOUN 
0.3, NUM 
°, NUM 
C, NOUN 

, SPACE 
appeared, VERB 
small, ADJ 
speed, NOUN 
related, VERB 
bias, NOUN 
mea-, ADJ 

, SPACE 
sured, VERB 
temperatures, NOUN 
attributed, VERB 
characteristics, NOUN 

, SPACE 
video, NOUN 
hardware, NOUN 
measure, VERB 
record, VERB 
images, NOUN 

, SPACE 
TLC, PROPN 
value, NOUN 
hue, NOUN 
obtained, VERB 
video, NOUN 
recordings, NOUN 

, SPACE 
found, VERB 
weakly, ADV 
dependent, ADJ 
distribution, NOUN 
temper-, X 

, SPACE 
ature, NOUN 
rotating, VERB 
disc, NOUN 
Despite, SCONJ 
equipment, NOUN 
related, VERB 
bias, NOUN 

, SPACE 
concluded, VERB 
accelerations, NOUN 
16000, NUM 
g, NOUN 

, SPACE 
uncertainty, NOUN 
measurements, NOUN 
significant, ADJ 
effect, NOUN 

, SPACE 
rotational, ADJ 
speed, NOUN 
temperature, NOUN 
response, NOUN 
wide, ADJ 
band, NOUN 
TLC, PROPN 

, SPACE 
Acknowledgments, PROPN 

, SPACE 
authors, NOUN 
wish, VERB 
thank, VERB 
UK, PROPN 
Engineering, PROPN 
Physical, PROPN 

, SPACE 
Sciences, PROPN 
Research, PROPN 
Council, PROPN 
Defence, PROPN 
Research, PROPN 
Agency, PROPN 

, SPACE 
European, PROPN 
Gas, PROPN 
Turbines, PROPN 
Ltd, PROPN 
supporting, VERB 
research, NOUN 
de-, NOUN 

, SPACE 
scribed, VERB 
paper, NOUN 
Rotation, ADJ 
effects, NOUN 
liquid, ADJ 
crystals, NOUN 
B., PROPN 
J., PROPN 
Syson, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
References, PROPN 

, SPACE 
Camci, PROPN 
C., PROPN 
Glezer, PROPN 
B., PROPN 
1995, NUM 
Private, ADJ 
communication, NOUN 

, SPACE 
Camci, PROPN 
C., PROPN 
Glezer, PROPN 
B., PROPN 
Owen, PROPN 
J., PROPN 
M., PROPN 
Pilbrow, PROPN 
R., PROPN 
G., PROPN 
Syson, PROPN 
B., PROPN 
J., PROPN 

, SPACE 
1996, NUM 
Application, NOUN 
thermochromic, NOUN 
liquid, NOUN 
crystal, NOUN 
rotating, VERB 

, SPACE 
surfaces, NOUN 
Paper, NOUN 
96, NUM 
GT-138, PROPN 
ASME, PROPN 
International, PROPN 
Gas, PROPN 
Turbine, PROPN 

, SPACE 
Aeroengine, PROPN 
Congress, PROPN 
Birmingham, PROPN 
UK, PROPN 
June, PROPN 
10, NUM 
13, NUM 
1996, NUM 

, SPACE 
Camci, PROPN 
C., PROPN 
Kim, PROPN 
K., PROPN 
Hippensteele, PROPN 
S., PROPN 
A., NOUN 
1992, NUM 
new, ADJ 
hue, NOUN 
captur-, PRON 

, SPACE 
ing, ADJ 
technique, NOUN 
quantitative, ADJ 
interpretation, NOUN 
liquid, NOUN 
crystal, NOUN 

, SPACE 
images, NOUN 
convective, ADJ 
heat, NOUN 
transfer, NOUN 
studies, NOUN 
J., PROPN 
Turbomachin-, PROPN 

, SPACE 
ery, NOUN 
114, NUM 
765, NUM 
775, NUM 

, SPACE 
Jones, PROPN 
T., PROPN 
V., PROPN 
Hippensteele, PROPN 
S., PROPN 
A., NOUN 
1988, NUM 
High, ADJ 
resolution, NOUN 
heat-, ADJ 

, SPACE 
transfer, NOUN 
coefficient, ADJ 
maps, NOUN 
applicable, ADJ 
compound, NOUN 
curve, NOUN 
surfaces, NOUN 

, SPACE 
liquid, ADJ 
crystals, NOUN 
transient, ADJ 
wind, NOUN 
tunnel, NOUN 
NASA, PROPN 
TM, PROPN 
89855, NUM 

, SPACE 
Metzger, PROPN 
D., PROPN 
E., PROPN 
Bunker, PROPN 
R., PROPN 
S., PROPN 
Bosch, PROPN 
G., PROPN 
1991, NUM 
Transient, ADJ 
liquid-, VERB 

, SPACE 
crystal, NOUN 
measurement, NOUN 
local, ADJ 
heat, NOUN 
transfer, NOUN 
rotating, VERB 
disk, NOUN 

, SPACE 
jet, NOUN 
impingement, ADJ 
J., PROPN 
Turbomachinery, PROPN 
113, NUM 
52, NUM 
59, NUM 

, SPACE 
Wang, PROPN 
Z., PROPN 
Ireland, PROPN 
P., PROPN 
T., PROPN 
Jones, PROPN 
T., PROPN 
V., PROPN 
1995, NUM 
advanced, ADJ 
method, NOUN 

, SPACE 
processing, VERB 
liquid, NOUN 
crystal, NOUN 
video, NOUN 
signals, NOUN 
transient, ADJ 
heat-, ADJ 

, SPACE 
transfer, NOUN 
experiments, NOUN 
J., PROPN 
Turbomachinery, PROPN 
117, NUM 
184, NUM 
189, NUM 

, SPACE 
Wilson, PROPN 
M., PROPN 
Pilbrow, PROPN 
R., PROPN 
Owen, PROPN 
J., PROPN 
M., PROPN 
1995, NUM 
Flow, VERB 
heat, NOUN 
transfer, NOUN 

, SPACE 
pre, ADJ 
swirl, ADJ 
rotor, NOUN 
stator, NOUN 
system, NOUN 
Paper, NOUN 
95, NUM 
GT-239, PROPN 
ASME, PROPN 
Interna-, PROPN 

, SPACE 
tional, ADJ 
Gas, PROPN 
Turbine, PROPN 
Aeroengine, PROPN 
Congress, PROPN 
Houston, PROPN 
TX, PROPN 
June, PROPN 

, SPACE 
5, NUM 
8, NUM 
1995, NUM 

, SPACE 
Wilson, PROPN 
M., PROPN 
Syson, PROPN 
B., PROPN 
J., PROPN 
Owen, PROPN 
J., PROPN 
M., PROPN 
1993, NUM 
Image, NOUN 
processing, NOUN 

, SPACE 
techniques, NOUN 
applied, VERB 
wide, ADJ 
band, NOUN 
thermochromic, NOUN 
liquid, NOUN 
crystals, NOUN 

, SPACE 
Proc, PROPN 
Eurotherm, PROPN 
32, NUM 
Heat, NOUN 
Transfer, NOUN 
Single, PROPN 
Phase, PROPN 
Flows, PROPN 
Oxford, PROPN 

, SPACE 
UK, PROPN 
July, PROPN 
1993, NUM 

, SPACE 
Int, PROPN 
J., PROPN 
Heat, PROPN 
Fluid, PROPN 
Flow, PROPN 
Vol, PROPN 
17, NUM 
5, NUM 
October, PROPN 
1996, NUM 
499, NUM 


, SPACE 
